id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/17/value,qualifier/18/value,qualifier/15/value
2509781293,9,1,1,0,16,be2k34rut1lz79jxenabttqlc,1,15.9,57.7,2023-02-19T12:00:49.916Z,2023-02-19T21:43:14Z,4043143303,56,Back,4043143311,213,3.8,4043143309,212,10.8,4043143307,141,48.0,4043143305,140,7.7,4044516747,178,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781335,10,1,1,0,23,be2k34rut1lz79jxenabttqlc,1,13.5,43.1,2023-02-19T12:00:56.586Z,2023-02-19T21:43:12Z,4043143535,140,24.1,4043143539,141,5.0,4043143541,212,28.2,4043143533,56,Back,4044518715,178,,4043143543,213,5.1,,,,,,,8h5jl1u3p8sr2pwdmyxl14416,L. Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781361,11,1,1,0,25,be2k34rut1lz79jxenabttqlc,1,24.5,5.8,2023-02-19T12:00:59.339Z,2023-02-19T21:43:11Z,4043143643,140,26.6,4043143649,212,9.4,4043143641,56,Back,4043143651,213,1.3,4044519055,178,,4043143645,141,19.2,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781371,12,1,1,0,26,be2k34rut1lz79jxenabttqlc,1,26.4,17.4,2023-02-19T12:01:00.177Z,2023-02-19T21:43:10Z,4044519513,178,,4043143697,141,18.4,4043143695,140,64.0,4043143699,212,39.5,4043143703,1,,4043143693,56,Right,4043143701,213,0.0,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781435,13,1,1,0,34,be2k34rut1lz79jxenabttqlc,1,80.6,29.7,2023-02-19T12:01:07.905Z,2023-02-19T21:43:08Z,4043144047,56,Center,4043146507,210,15,4043144055,213,1.4,4044520141,178,,4043144053,212,30.7,4043144049,140,85.1,4043146509,154,,4043144051,141,74.3,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781437,14,15,1,0,37,be2k34rut1lz79jxenabttqlc,1,84.9,64.6,2023-02-19T12:01:11.195Z,2023-02-19T21:43:08Z,4043146527,146,98.3,4043144061,22,,4043146519,55,13,4043146513,29,,4043144063,64,,4043146511,78,,4043146523,102,51.6,4043146517,133,,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,,4043146529,147,52.2,4043146641,233,3,4043146525,103,6.3,4044520619,178,4043144065,56,Center,4043145951,20,4043146515,154,,,,,,,,,,,,,,,,,,,,,,
2509781455,3,10,1,0,38,2b3mar72yy8d6uvat1ka6tn3r,1,2,48.6,2023-02-19T12:01:11.928Z,2023-02-19T21:43:07Z,4043144159,174,,4043808953,376,,4043144161,179,,4043808951,183,,4043145973,233,14,4043144165,56,Back,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781525,5,12,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,1,5.2,43.1,2023-02-19T12:01:12.649Z,2023-02-19T21:43:06Z,4043144591,140,4.4,4043144597,213,1.9,4043144589,56,Back,4043144595,212,2.6,4044523015,178,,4043144593,141,46.7,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068035,909,67,1,0,39,be2k34rut1lz79jxenabttqlc,1,94.8,56.9,2023-02-19T12:01:12.652Z,2023-02-19T21:43:06Z,4044611237,233,826,,,,,,,,,,,,,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510068031,826,67,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,0,5.2,43.1,2023-02-19T12:01:12.653Z,2023-02-19T21:43:05Z,4044611265,233,909,,,,,,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781573,15,13,1,0,39,be2k34rut1lz79jxenabttqlc,1,94.9,58,2023-02-19T12:01:12.667Z,2023-02-19T21:43:05Z,4043148701,230,97.9,4043148695,214,,4044523273,178,,4043148691,102,60.2,4043148689,77,,4045223807,61,,4043147815,20,,4043148703,231,49.3,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,4043144839,22,,4043144843,56,Center,4043148693,103,81.9,4043148699,458,4043148697,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781457,4,5,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,1,-1,47.2,2023-02-19T12:01:13.156Z,2023-02-19T17:40:38Z,4043144181,56,Back,4043188493,233,16,4043144183,346,,,,,,,,,,,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781581,16,5,1,0,39,be2k34rut1lz79jxenabttqlc,0,101,52.8,2023-02-19T12:01:13.156Z,2023-02-19T17:40:38Z,4043188501,233,4,4043144867,56,Center,4043144869,346,,,,,,,,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781611,6,1,1,1,9,2b3mar72yy8d6uvat1ka6tn3r,0,4.4,56.8,2023-02-19T12:01:42.817Z,2023-02-19T21:43:04Z,4043145019,189,,4043145001,56,Left,4043145009,212,57.9,4043145011,213,0.5,4043145003,140,53.4,4043144997,124,,4043144999,155,,4043145005,141,96.0,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,4043145017,74,,4043176835,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781701,17,44,1,1,12,be2k34rut1lz79jxenabttqlc,1,48.8,6.6,2023-02-19T12:01:46.237Z,2023-02-19T21:43:04Z,4043145635,233,7,4043145457,285,,4043145455,56,Back,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781623,7,44,1,1,12,2b3mar72yy8d6uvat1ka6tn3r,0,51.2,93.4,2023-02-19T12:01:46.238Z,2023-02-19T21:43:03Z,4043145081,56,Left,4043145639,233,17,4043145083,286,,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781711,18,1,1,1,13,be2k34rut1lz79jxenabttqlc,0,48.6,5.7,2023-02-19T12:01:46.378Z,2023-02-19T21:43:03Z,4043145527,140,45.8,4043145525,56,Back,4043145523,3,,4043145531,212,5.3,4043145529,141,0.0,4044524875,178,,4043145533,213,4.1,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781741,8,5,1,1,14,2b3mar72yy8d6uvat1ka6tn3r,1,48.1,101.2,2023-02-19T12:01:47.556Z,2023-02-19T17:41:02Z,4043145669,56,Back,4043145671,347,,4043188509,233,19,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781715,19,5,1,1,14,be2k34rut1lz79jxenabttqlc,0,51.9,-1.2,2023-02-19T12:01:47.556Z,2023-02-19T17:41:02Z,4043188517,233,8,4043145539,56,Right,4043145541,347,,,,,,,,,,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781751,9,1,1,1,28,2b3mar72yy8d6uvat1ka6tn3r,1,53.6,100,2023-02-19T12:02:01.736Z,2023-02-19T21:43:02Z,4043145727,140,45.5,4043145725,56,Back,4043145733,213,3.7,4043145723,107,,4043145731,212,10.1,4043145729,141,92.4,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781771,10,1,1,1,29,2b3mar72yy8d6uvat1ka6tn3r,1,47.7,94.1,2023-02-19T12:02:03.316Z,2023-02-19T21:43:02Z,4043145821,141,95.6,4043145823,212,16.5,4044525865,178,,4043145817,56,Back,4043145825,213,3.1,4043145819,140,32.0,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781781,11,1,1,1,31,2b3mar72yy8d6uvat1ka6tn3r,1,38.5,96.5,2023-02-19T12:02:04.727Z,2023-02-19T21:43:01Z,4043145897,213,3.9,4043145885,140,18.5,4043145889,141,66.7,4043145881,56,Back,4043145893,212,29.2,4044526077,178,,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781783,12,1,1,1,35,2b3mar72yy8d6uvat1ka6tn3r,1,17.9,69.2,2023-02-19T12:02:08.526Z,2023-02-19T21:43:00Z,4043145907,140,21.1,4043145905,56,Back,4044526511,178,,4043145913,213,4.9,4043145911,212,23.8,4043145909,141,34.5,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781797,13,1,1,1,36,2b3mar72yy8d6uvat1ka6tn3r,1,21.9,38.5,2023-02-19T12:02:10.126Z,2023-02-19T21:42:59Z,4043146019,140,7.1,4043146025,213,2.5,4044526897,178,,4043146021,141,54.8,4043146017,56,Back,4043146023,212,19.1,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781851,14,1,1,1,39,2b3mar72yy8d6uvat1ka6tn3r,1,7.5,54.7,2023-02-19T12:02:13.024Z,2023-02-19T21:42:58Z,4044527577,178,,4043146265,212,27.2,4043146261,140,16.3,4043146267,213,5.1,4043146263,141,17.1,4043146259,56,Back,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781857,15,1,1,1,44,2b3mar72yy8d6uvat1ka6tn3r,1,26.7,14.5,2023-02-19T12:02:17.894Z,2023-02-19T21:42:57Z,4043146293,141,5.6,4043146289,56,Back,4043146291,140,31.6,4043146295,212,7.9,4044528071,178,,4043146297,213,5.4,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781867,16,1,1,1,45,2b3mar72yy8d6uvat1ka6tn3r,1,36.2,9.9,2023-02-19T12:02:18.815Z,2023-02-19T21:42:57Z,4043146345,140,36.4,4043146357,213,4.8,4044530485,178,,4043146341,56,Back,4043146349,141,2.9,4043146353,212,4.8,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781879,17,1,1,1,46,2b3mar72yy8d6uvat1ka6tn3r,1,37.6,4.1,2023-02-19T12:02:19.575Z,2023-02-19T21:42:56Z,4043146429,212,6.8,4044530951,178,,4043146423,56,Back,4043146431,213,2.0,4043146427,141,13.1,4043146425,140,34.8,,,,,,,ausceoo438aoxbb6gl8tpes16,T. Pembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781899,18,1,1,1,47,2b3mar72yy8d6uvat1ka6tn3r,1,38.2,13.1,2023-02-19T12:02:21.065Z,2023-02-19T21:42:55Z,4043146561,141,28.3,4043146551,56,Back,4043146563,212,10.8,4043146565,213,1.9,4043146557,140,35.1,4044531415,178,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781909,19,3,1,1,48,2b3mar72yy8d6uvat1ka6tn3r,1,39,26.9,2023-02-19T12:02:21.936Z,2023-02-19T21:42:54Z,4043146689,233,20,4043815337,464,,4044531757,178,,4043146607,286,,4043146605,56,Back,,,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781921,20,45,1,1,48,be2k34rut1lz79jxenabttqlc,0,61,73.1,2023-02-19T12:02:21.936Z,2023-02-19T21:42:54Z,4043146661,285,,4043146707,233,19,4043146659,56,Center,,,,,,,,,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781929,20,1,1,1,50,2b3mar72yy8d6uvat1ka6tn3r,1,37.4,29,2023-02-19T12:02:23.563Z,2023-02-19T21:42:53Z,4044532165,178,,4043146713,140,39.3,4043146719,213,1.5,4043146711,56,Back,4043146717,212,23.7,4043146715,141,63.7,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781965,21,1,1,1,52,2b3mar72yy8d6uvat1ka6tn3r,1,41.7,60,2023-02-19T12:02:25.365Z,2023-02-19T21:42:52Z,4043146961,141,88.1,4044532443,178,,4043146959,140,66.2,4043146963,212,32.0,4045223339,1,,4043146965,213,0.6,4043146957,56,Left,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781975,22,1,1,1,57,2b3mar72yy8d6uvat1ka6tn3r,1,80.1,71.6,2023-02-19T12:02:30.895Z,2023-02-19T21:42:49Z,4044532647,178,,4043147003,56,Center,4043147011,213,4.5,4043147009,212,4.5,4043147005,140,79.1,4043147007,141,65.1,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509781991,23,1,1,1,59,2b3mar72yy8d6uvat1ka6tn3r,1,81.7,64.8,2023-02-19T12:02:33.016Z,2023-02-19T21:42:48Z,4043147071,212,12.7,4043147069,141,76.1,4043147073,213,0.7,4044533023,178,,4043147065,56,Center,4043147067,140,91.3,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782005,24,1,1,2,1,2b3mar72yy8d6uvat1ka6tn3r,1,89.3,74.8,2023-02-19T12:02:34.446Z,2023-02-19T21:42:47Z,4043147165,140,90.2,4043147167,141,65.8,4044533399,178,,4043147163,56,Center,4043147171,213,4.9,4043147169,212,6.2,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510072291,846,43,1,2,1,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-19T12:02:35.167Z,2023-02-19T20:02:39Z,4044631775,233,910,4044965359,144,67,,,,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510072273,910,43,1,2,1,be2k34rut1lz79jxenabttqlc,1,0,0,2023-02-19T12:02:35.168Z,2023-02-19T20:02:39Z,4044631783,233,846,4044965365,144,67,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134149,1192,43,1,2,1,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-19T12:02:35.213Z,2023-02-19T20:03:31Z,4044967455,144,67,4044965303,233,1309,,,,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134145,1309,43,1,2,1,be2k34rut1lz79jxenabttqlc,1,0,0,2023-02-19T12:02:35.214Z,2023-02-19T20:03:31Z,4044967425,144,67,4044965325,233,1192,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510134761,1334,83,1,2,3,be2k34rut1lz79jxenabttqlc,1,12.3,33.8,2023-02-19T12:02:36.354Z,2023-02-19T21:42:46Z,4044968491,399,201379,,,,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782025,25,1,1,2,3,2b3mar72yy8d6uvat1ka6tn3r,1,88.5,67.1,2023-02-19T12:02:37.055Z,2023-02-19T21:42:45Z,4043147283,141,77.8,4043147281,140,90.0,4043147279,56,Center,4043147287,213,1.4,4043147285,212,7.4,4044534321,178,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782027,26,1,1,2,4,2b3mar72yy8d6uvat1ka6tn3r,0,89.5,78.6,2023-02-19T12:02:38.156Z,2023-02-19T21:42:44Z,4044534703,178,,4043147299,141,61.8,4043147303,213,4.2,4043147295,56,Center,4043147301,212,12.9,4043147297,140,83.8,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509782031,21,8,1,2,5,be2k34rut1lz79jxenabttqlc,1,13.6,43.8,2023-02-19T12:02:39.184Z,2023-02-19T21:42:44Z,4044535125,178,,4043147325,56,Back,4043816821,385,,,,,,,,,,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
