id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2508774257,5,61,1,0,8,121le8unjfzug3iu9pgkqa1c7,0,36.3,89,2023-02-17T20:01:01.406Z,2023-02-18T04:05:50Z,4037818991,56,Back,4038352877,178,,,,,,,,,,,,,,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774235,6,61,1,0,10,9bxav814mkuhueiyivyive82d,0,66.5,5.7,2023-02-17T20:01:02.767Z,2023-02-18T04:05:49Z,4038353043,178,,4037818917,56,Right,,,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774281,8,49,1,0,10,121le8unjfzug3iu9pgkqa1c7,1,27.2,94.5,2023-02-17T20:01:03.550Z,2023-02-18T04:05:49Z,,,,,,,,,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774263,6,1,1,0,10,121le8unjfzug3iu9pgkqa1c7,0,27.2,94.6,2023-02-17T20:01:03.562Z,2023-02-18T04:05:48Z,4038353157,178,,4037819041,233,7,4037819023,213,4.8,4037819019,141,92.0,4037819021,212,1.8,4037819015,56,Back,4037819017,140,27.4,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774247,7,8,1,0,11,9bxav814mkuhueiyivyive82d,1,70.1,5.7,2023-02-17T20:01:03.782Z,2023-02-18T04:05:48Z,4037818959,56,Right,4038353203,178,,4038261861,385,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774277,7,1,1,0,12,121le8unjfzug3iu9pgkqa1c7,0,26.8,94.6,2023-02-17T20:01:05.065Z,2023-02-18T04:05:47Z,4037819109,56,Left,4037819119,1,,4037819111,140,61.5,4037819113,141,85.7,4037819115,212,36.9,4037819107,155,,4037819117,213,6.1,4038353255,178,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774285,8,49,1,0,16,9bxav814mkuhueiyivyive82d,1,38.5,10.2,2023-02-17T20:01:09.385Z,2023-02-18T04:05:47Z,,,,,,,,,,,,,,,,,,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774333,9,1,1,0,16,9bxav814mkuhueiyivyive82d,1,38.5,10.2,2023-02-17T20:01:09.389Z,2023-02-18T04:05:46Z,4037819391,141,44.9,4038353417,178,,4038462311,1,,4037819385,56,Back,4037819387,140,13.8,4037819397,213,2.4,4037819395,212,35.1,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774345,10,1,1,0,20,9bxav814mkuhueiyivyive82d,1,14.8,41.9,2023-02-17T20:01:13.278Z,2023-02-18T04:05:45Z,4038353445,178,,4037819471,213,1.1,4037819463,56,Back,4037819469,212,24.9,4037819467,141,75.3,4037819465,140,24.5,,,,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774455,11,1,1,0,22,9bxav814mkuhueiyivyive82d,1,24.4,68.4,2023-02-17T20:01:15.198Z,2023-02-18T04:05:45Z,4037819983,213,4.0,4037819981,212,20.6,4037819975,56,Back,4038353513,178,,4037819977,140,11.6,4037819979,141,45.4,,,,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774503,12,1,1,0,31,9bxav814mkuhueiyivyive82d,0,21,45.3,2023-02-17T20:01:24.485Z,2023-02-18T04:05:43Z,4037820215,140,80.7,4038353551,178,,4037820217,141,10.9,4037820211,155,,4037820213,56,Right,4037820223,1,,4037820219,212,66.9,4037820221,213,5.9,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774521,9,49,1,0,36,121le8unjfzug3iu9pgkqa1c7,1,18.7,85.1,2023-02-17T20:01:28.819Z,2023-02-18T04:05:43Z,,,,,,,,,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774541,10,1,1,0,36,121le8unjfzug3iu9pgkqa1c7,1,18.4,85,2023-02-17T20:01:28.858Z,2023-02-18T04:05:42Z,4037820431,212,22.9,4037820433,213,4.0,4037820429,141,59.7,4038353779,388,,4037820427,140,4.0,4037820425,56,Back,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774585,11,1,1,0,38,121le8unjfzug3iu9pgkqa1c7,1,5,58,2023-02-17T20:01:31.233Z,2023-02-18T04:05:42Z,4037820663,56,Back,4037820661,157,,4037820669,212,46.6,4038353899,178,,4037820673,1,,4037820671,213,0.5,4037820667,141,93.2,4037820665,140,43.1,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774589,12,61,1,0,42,121le8unjfzug3iu9pgkqa1c7,0,44.6,96.3,2023-02-17T20:01:35.290Z,2023-02-18T04:05:41Z,4038353973,178,,4038353971,21,,4037820689,56,Back,,,,,,,,,,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774609,13,49,1,0,44,9bxav814mkuhueiyivyive82d,1,68,2.7,2023-02-17T20:01:37.477Z,2023-02-18T04:05:41Z,,,,,,,,,,,,,,,,,,,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774617,14,1,1,0,44,9bxav814mkuhueiyivyive82d,0,68,2.6,2023-02-17T20:01:37.518Z,2023-02-18T04:05:40Z,4037820797,141,6.7,4037820795,140,74.7,4037820793,56,Right,4038354107,178,,4037820799,212,7.6,4037820801,213,0.4,,,,,,,tca8ra7ew1b1uny96ku0ql05,A. Zedadka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774607,13,61,1,0,45,121le8unjfzug3iu9pgkqa1c7,1,29.7,97.4,2023-02-17T20:01:37.684Z,2023-02-18T04:05:40Z,4037820767,56,Back,4038354231,178,,,,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774643,15,50,1,0,46,9bxav814mkuhueiyivyive82d,1,80.7,1.3,2023-02-17T20:01:39.537Z,2023-02-18T04:05:39Z,4037821035,233,14,4037820917,56,Right,4037820919,286,,,,,,,,,,,,,,,,,7pv3n0vj8243p1di16regotsl,Nuno da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774661,14,7,1,0,47,121le8unjfzug3iu9pgkqa1c7,1,19.3,98.7,2023-02-17T20:01:39.675Z,2023-02-18T04:05:38Z,4037820999,285,,4037821019,233,15,4038354663,178,,4037820997,56,Back,4038262167,383,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774665,15,49,1,0,47,121le8unjfzug3iu9pgkqa1c7,1,18.4,99.9,2023-02-17T20:01:40.275Z,2023-02-18T04:05:38Z,,,,,,,,,,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508880531,1179,43,1,0,47,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-02-17T20:01:40.299Z,2023-02-18T02:02:52Z,4038394337,233,790,4038394693,144,67,,,,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508880527,790,43,1,0,47,9bxav814mkuhueiyivyive82d,1,0,0,2023-02-17T20:01:40.300Z,2023-02-18T02:02:52Z,4038394341,233,1179,4038394691,144,67,,,,,,,,,,,,,,,,,,,7pv3n0vj8243p1di16regotsl,Nuno da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508880683,810,83,1,0,48,9bxav814mkuhueiyivyive82d,1,80.4,2.3,2023-02-17T20:01:41.483Z,2023-02-18T04:05:37Z,4038394981,399,468657,,,,,,,,,,,,,,,,,,,,,,7pv3n0vj8243p1di16regotsl,Nuno da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774677,16,1,1,0,48,121le8unjfzug3iu9pgkqa1c7,0,19.6,97.7,2023-02-17T20:01:41.512Z,2023-02-18T04:05:36Z,4037821077,212,11.7,4037821075,141,90.1,4037821071,56,Back,4038354885,178,,4037821073,140,29.6,4037821079,213,5.8,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774653,16,8,1,0,49,9bxav814mkuhueiyivyive82d,1,74.7,10.2,2023-02-17T20:01:41.958Z,2023-02-18T04:05:36Z,4037820969,56,Right,4038262227,384,,4038354979,178,,,,,,,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774711,17,4,1,0,52,9bxav814mkuhueiyivyive82d,1,56.7,0.7,2023-02-17T20:01:45.127Z,2023-02-18T04:05:35Z,4037821229,13,,4037821233,56,Right,4037821231,294,,4037821235,152,,4037821237,286,,4037821277,233,17,,,,,,,baogzi00mwdclwbvkd618evv9,R. Raveloson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508774715,17,4,1,0,52,121le8unjfzug3iu9pgkqa1c7,0,43.3,99.3,2023-02-17T20:01:45.128Z,2023-02-18T04:05:35Z,4038355049,178,,4037821247,56,Back,4037821245,294,,4037821243,13,,4037821297,233,17,4037821251,285,,4037821249,152,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775019,18,1,1,1,21,9bxav814mkuhueiyivyive82d,1,54.9,3.2,2023-02-17T20:02:13.694Z,2023-02-18T04:05:35Z,4037822755,141,87.9,4037822757,212,57.7,4037822749,152,,4037822753,140,57.4,4037822745,155,,4038355113,178,,4037822747,196,,4037822761,1,,baogzi00mwdclwbvkd618evv9,R. Raveloson,4037822751,56,Left,4037822759,213,1.5,4037822743,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775059,19,1,1,1,29,9bxav814mkuhueiyivyive82d,1,49.2,94.1,2023-02-17T20:02:21.698Z,2023-02-18T04:05:32Z,4037822979,56,Left,4038355183,178,,4037822987,213,6.2,4037822985,212,5.1,4037822983,141,93.3,4037822981,140,54.0,,,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775065,20,61,1,1,30,9bxav814mkuhueiyivyive82d,0,52.9,95,2023-02-17T20:02:22.993Z,2023-02-18T04:05:31Z,4038355543,178,,4037822997,56,Left,,,,,,,,,,,,,,,,,,,6gdoxudvl1rgcn7d19e89p9ed,G. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775073,18,49,1,1,31,121le8unjfzug3iu9pgkqa1c7,1,50.2,8,2023-02-17T20:02:24.182Z,2023-02-18T04:05:30Z,,,,,,,,,,,,,,,,,,,,,,,,,al6dgtinz0ki8uj8wrvc7fg2c,S. Kumbedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775125,19,1,1,1,32,121le8unjfzug3iu9pgkqa1c7,1,56.4,4.5,2023-02-17T20:02:25.584Z,2023-02-18T04:05:29Z,4037823269,213,0.4,4037823261,56,Right,4037823263,140,70.2,4037823265,141,12.9,4037823267,212,15.6,4038356211,178,,,,,,,,al6dgtinz0ki8uj8wrvc7fg2c,S. Kumbedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775129,20,61,1,1,34,121le8unjfzug3iu9pgkqa1c7,0,68.4,12.6,2023-02-17T20:02:27.233Z,2023-02-18T04:05:29Z,4038356469,178,,4037823289,56,Right,,,,,,,,,,,,,,,,,,,d9zax4y92d85x7j63kg7ckvkl,M. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775181,22,49,1,1,35,9bxav814mkuhueiyivyive82d,1,25.5,81,2023-02-17T20:02:28.473Z,2023-02-18T04:05:28Z,,,,,,,,,,,,,,,,,,,,,,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775133,21,1,1,1,35,9bxav814mkuhueiyivyive82d,1,25.4,81.1,2023-02-17T20:02:28.524Z,2023-02-18T04:05:28Z,4037823299,212,17.3,4038356717,178,,4037823293,56,Back,4037823295,140,37.9,4037823301,213,5.6,4037823297,141,64.5,,,,,,,5rh9yiue1qnabbwoyweyus5t6,S. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508786113,124,61,1,1,36,9bxav814mkuhueiyivyive82d,0,29.2,78.4,2023-02-17T20:02:28.943Z,2023-02-18T04:05:27Z,4037880559,56,Back,4038356811,178,,,,,,,,,,,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775139,21,49,1,1,38,121le8unjfzug3iu9pgkqa1c7,1,63.2,33.8,2023-02-17T20:02:30.763Z,2023-02-18T04:05:27Z,,,,,,,,,,,,,,,,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775153,22,1,1,1,38,121le8unjfzug3iu9pgkqa1c7,1,62.7,31.8,2023-02-17T20:02:31.254Z,2023-02-18T04:05:26Z,4037823445,213,4.3,4037823441,141,26.8,4038356913,178,,4037823439,140,61.2,4037823443,212,3.7,4037823437,56,Center,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775177,23,1,1,1,40,121le8unjfzug3iu9pgkqa1c7,1,62.8,28.5,2023-02-17T20:02:33.014Z,2023-02-18T04:05:25Z,4038356943,178,,4037823559,141,53.7,4037823557,140,69.5,4037823555,56,Center,4037823561,212,18.5,4037823563,213,1.2,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775191,24,1,1,1,42,121le8unjfzug3iu9pgkqa1c7,1,67.3,53.7,2023-02-17T20:02:34.908Z,2023-02-18T04:05:24Z,4037823607,140,59.4,4037823605,56,Center,4037823609,141,68.3,4038356967,178,,4037823613,213,2.3,4037823611,212,12.9,,,,,,,1ehcji0j9s8b0qsj8v5zinjvu,R. Cherki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775205,25,1,1,1,45,121le8unjfzug3iu9pgkqa1c7,1,56,77.9,2023-02-17T20:02:37.692Z,2023-02-18T04:05:23Z,4037823675,56,Center,4037823681,140,61.6,4038356981,178,,4037823683,141,56.1,4037823687,213,5.1,4037823685,212,15.9,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775237,26,1,1,1,47,121le8unjfzug3iu9pgkqa1c7,1,60.3,59,2023-02-17T20:02:39.805Z,2023-02-18T04:05:22Z,4037823861,213,4.9,4037823855,140,62.8,4037823857,141,38.5,4037823853,56,Center,4038357013,178,,4037823859,212,14.2,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775297,27,1,1,1,49,121le8unjfzug3iu9pgkqa1c7,1,62.9,38.7,2023-02-17T20:02:41.885Z,2023-02-18T04:05:21Z,4037824145,212,14.5,4037824147,213,4.3,4038357089,178,,4037824141,140,57.4,4037824143,141,19.1,4037824139,56,Right,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508775337,28,1,1,1,54,121le8unjfzug3iu9pgkqa1c7,1,72.3,7,2023-02-17T20:02:47.275Z,2023-02-18T04:05:19Z,4038262523,20,,4037824319,56,Center,4037824321,140,91.6,4037824329,1,,4037824317,155,,4037824315,2,,4038262521,224,,4037824325,212,33.5,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,4037824327,213,0.9,4037824323,141,46.3,4038357137,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508881213,1271,43,1,1,56,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-02-17T20:02:48.766Z,2023-02-18T02:05:20Z,4038397067,233,845,4038397423,144,67,,,,,,,,,,,,,,,,,,,d9zax4y92d85x7j63kg7ckvkl,M. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
