id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2443534005,8,61,1,0,11,3c3jcs7vc1t6vz5lev162jyv7,0,58,6.2,2022-08-07T18:45:20.264Z,2022-08-08T02:33:02Z,3692617611,56,Right,3693473117,178,,,,,,,,,,,,,,,,,,,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443533935,6,3,1,0,12,27xvwccz8kpmqsefjv2b2sc0o,0,42.4,88.8,2022-08-07T18:45:21.315Z,2022-08-08T02:33:02Z,3693473873,178,,3692617245,286,,3692617415,233,7,3693124459,464,,3692617241,56,Back,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443533959,7,7,1,0,12,3c3jcs7vc1t6vz5lev162jyv7,0,57.6,11.2,2022-08-07T18:45:21.383Z,2022-08-08T02:33:02Z,3692617389,285,,3693124681,385,,3693474019,178,,3692617387,56,Right,3692617401,233,6,,,,,,,,,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443533967,7,3,1,0,13,27xvwccz8kpmqsefjv2b2sc0o,0,43.1,86.9,2022-08-07T18:45:22.244Z,2022-08-08T02:33:01Z,3692617431,56,Back,3693125195,464,,3692620303,286,,3693474465,178,,3692620491,233,6,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443533937,6,7,1,0,13,3c3jcs7vc1t6vz5lev162jyv7,0,56.9,13.1,2022-08-07T18:45:22.333Z,2022-08-08T02:33:01Z,3692617249,56,Right,3693474979,178,,3692620451,233,7,3692620317,285,,3693125033,385,,,,,,,,,,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443697911,1068,43,1,0,15,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-07T18:45:23.724Z,2022-08-08T00:22:00Z,3693512889,178,0,3693512941,144,82,,,,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443533973,8,49,1,0,15,27xvwccz8kpmqsefjv2b2sc0o,1,42.3,91.6,2022-08-07T18:45:23.764Z,2022-08-08T02:33:01Z,,,,,,,,,,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443698197,929,83,1,0,15,3c3jcs7vc1t6vz5lev162jyv7,1,59.8,2.9,2022-08-07T18:45:24.564Z,2022-08-08T02:33:00Z,3693514227,399,242166,,,,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534037,9,1,1,0,15,27xvwccz8kpmqsefjv2b2sc0o,1,40,97.4,2022-08-07T18:45:24.624Z,2022-08-08T02:33:00Z,3693697869,1,,3692617797,140,11.6,3692617799,141,60.3,3692617795,56,Back,3692617803,213,3.8,3692617801,212,39.1,3693476985,178,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534061,10,1,1,0,20,27xvwccz8kpmqsefjv2b2sc0o,1,10.3,59.8,2022-08-07T18:45:28.704Z,2022-08-08T02:32:59Z,3692617969,213,4.7,3692617953,140,10.9,3693477105,178,,3692617963,212,23.5,3692617957,141,25.3,3692617949,56,Back,,,,,,,4dbs7cgevy096gouv60eurh05,Rubén Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534079,11,1,1,0,21,27xvwccz8kpmqsefjv2b2sc0o,1,13.5,27.2,2022-08-07T18:45:30.533Z,2022-08-08T02:32:59Z,3692618065,212,17.5,3692618067,213,2.0,3693477245,178,,3692618059,56,Back,3692618063,141,50.8,3692618061,140,6.8,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534103,12,1,1,0,26,27xvwccz8kpmqsefjv2b2sc0o,0,5.6,52,2022-08-07T18:45:35.024Z,2022-08-08T02:32:58Z,3692618153,141,65.8,3692618151,140,55.6,3692618159,1,,3692618155,212,53.3,3692618147,155,,3692618149,56,Center,3693477391,178,,3692618157,213,0.2,4dbs7cgevy096gouv60eurh05,Rubén Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534101,9,44,1,0,29,3c3jcs7vc1t6vz5lev162jyv7,1,44.5,33.3,2022-08-07T18:45:38.103Z,2022-08-08T02:46:15Z,3692618285,233,13,3692618143,56,Back,3692618145,285,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534109,13,44,1,0,29,27xvwccz8kpmqsefjv2b2sc0o,0,55.5,66.7,2022-08-07T18:45:38.104Z,2022-08-08T02:32:57Z,3692618193,56,Center,3692618195,286,,3692618321,233,9,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534129,10,1,1,0,29,3c3jcs7vc1t6vz5lev162jyv7,1,44.1,34.3,2022-08-07T18:45:38.225Z,2022-08-08T02:46:15Z,3692618345,212,12.7,3693477603,388,,3692618339,56,Center,3692618347,213,0.6,3692618341,140,53.8,3692618337,3,,3692618343,141,45.5,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443698443,937,43,1,0,31,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-08-07T18:45:39.783Z,2022-08-08T00:24:01Z,3693515355,233,1081,3693515987,144,67,,,,,,,,,,,,,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443698439,1081,43,1,0,31,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-07T18:45:39.784Z,2022-08-08T00:24:02Z,3693515993,144,67,3693515373,233,937,,,,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443698797,943,67,1,0,31,3c3jcs7vc1t6vz5lev162jyv7,1,53.5,46,2022-08-07T18:45:39.793Z,2022-08-08T02:46:16Z,3693517245,233,1090,,,,,,,,,,,,,,,,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443698793,1090,67,1,0,31,27xvwccz8kpmqsefjv2b2sc0o,0,46.5,54,2022-08-07T18:45:39.794Z,2022-08-08T02:32:56Z,3693517267,233,943,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534153,11,61,1,0,31,3c3jcs7vc1t6vz5lev162jyv7,1,53.8,44.1,2022-08-07T18:45:39.803Z,2022-08-08T02:46:16Z,3693477785,178,,3692618469,56,Center,,,,,,,,,,,,,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534169,14,1,1,0,32,27xvwccz8kpmqsefjv2b2sc0o,0,45.6,60.8,2022-08-07T18:45:40.843Z,2022-08-08T02:32:56Z,3692618553,56,Left,3692618551,157,,3693477863,178,,3692618555,140,67.0,3692618563,1,,3692618559,212,29.5,3692618557,141,88.8,3692618561,213,0.7,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534175,12,49,1,0,35,3c3jcs7vc1t6vz5lev162jyv7,1,31.5,13.7,2022-08-07T18:45:44.594Z,2022-08-08T02:32:55Z,,,,,,,,,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534195,13,1,1,0,37,3c3jcs7vc1t6vz5lev162jyv7,0,33.4,7.3,2022-08-07T18:45:45.847Z,2022-08-08T02:32:55Z,3692618749,212,24.0,3692618737,56,Right,3692618739,140,55.1,3692618751,213,0.3,3692618741,141,18.2,3693478109,178,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534211,15,49,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,1,49.9,77,2022-08-07T18:45:46.704Z,2022-08-08T02:32:54Z,,,,,,,,,,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534229,16,1,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,1,49.7,77.3,2022-08-07T18:45:46.803Z,2022-08-08T02:32:54Z,3692618925,213,2.5,3693478333,178,,3692618923,212,7.6,3692618917,56,Back,3692618919,140,43.9,3692618921,141,84.1,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534249,17,1,1,0,39,27xvwccz8kpmqsefjv2b2sc0o,1,43.5,86.7,2022-08-07T18:45:48.444Z,2022-08-08T02:32:53Z,3692619037,141,85.9,3693478443,178,,3692619039,212,14.9,3692619035,140,57.7,3692619033,56,Left,3692619041,213,6.2,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534337,18,1,1,0,43,27xvwccz8kpmqsefjv2b2sc0o,1,57.5,90.8,2022-08-07T18:45:51.843Z,2022-08-08T02:32:52Z,3692621097,210,13,3692619511,56,Center,3693478555,178,,3692619513,140,65.7,3692619517,212,25.4,3692619519,213,5.1,3692619515,141,55.6,,,,290xjx3h327rl40wbn7hzrtg5,Gerson,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534343,19,13,1,0,51,27xvwccz8kpmqsefjv2b2sc0o,1,83.1,75.2,2022-08-07T18:46:00.554Z,2022-08-08T02:09:13Z,3692621115,55,18,3692620873,72,,3692619543,64,,3692621123,215,,3692621111,81,,3692619541,22,,3692621121,103,84.7,3692621119,102,37.8,cip5lla8zu8gru2m4popsstlh,C. Ünder,,3692621127,231,51.6,3692621113,29,3693478643,178,3692621125,230,98.4,3692619545,56,Center,,,,,,,,,,,,,,,,,,,,,
2443534329,14,5,1,0,53,3c3jcs7vc1t6vz5lev162jyv7,1,-0.9,55.5,2022-08-07T18:46:02.425Z,2022-08-07T23:57:20Z,3692619459,56,Back,3692619595,233,20,3692619461,346,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534347,20,5,1,0,53,27xvwccz8kpmqsefjv2b2sc0o,0,100.9,44.5,2022-08-07T18:46:02.425Z,2022-08-07T23:57:20Z,3692619563,56,Center,3692619629,233,14,3692619565,346,,,,,,,,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534707,15,1,1,1,27,3c3jcs7vc1t6vz5lev162jyv7,1,5.5,49.4,2022-08-07T18:46:35.763Z,2022-08-08T02:32:49Z,3692621617,56,Back,3692621623,212,6.1,3692621615,124,,3692621619,140,2.4,3692621621,141,57.0,3692621625,213,2.1,3692621629,237,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443699149,950,43,1,1,27,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-08-07T18:46:36.533Z,2022-08-08T00:25:44Z,3693518851,178,0,3693519111,144,82,,,,,,,,,,,,,,,,,,,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534737,16,1,1,1,29,3c3jcs7vc1t6vz5lev162jyv7,0,9,54.8,2022-08-07T18:46:37.837Z,2022-08-08T02:32:48Z,3692621817,141,76.5,3692621825,213,0.2,3693479049,178,,3692621829,1,,3692621809,56,Center,3692621821,212,67.4,3692621813,140,71.6,3692621805,155,,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534749,21,1,1,1,32,27xvwccz8kpmqsefjv2b2sc0o,0,30.5,29.5,2022-08-07T18:46:41.633Z,2022-08-08T02:32:48Z,3692621863,140,30.9,3693479177,178,,3692621861,56,Back,3692621869,213,4.8,3692621865,141,23.2,3692621867,212,4.3,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534747,17,61,1,1,33,3c3jcs7vc1t6vz5lev162jyv7,1,68.7,68.2,2022-08-07T18:46:41.764Z,2022-08-08T02:32:48Z,3693479235,178,,3693479233,21,,3692621841,56,Center,,,,,,,,,,,,,,,,agwvouyocx93y39g7tmwaojx1,A. Zeneli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534761,22,49,1,1,35,27xvwccz8kpmqsefjv2b2sc0o,1,26.7,10.7,2022-08-07T18:46:44.427Z,2022-08-08T02:32:47Z,,,,,,,,,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534795,23,1,1,1,35,27xvwccz8kpmqsefjv2b2sc0o,1,26.7,9.8,2022-08-07T18:46:44.518Z,2022-08-08T02:32:47Z,3692622067,212,11.8,3692622069,213,6.1,3693479529,178,,3692622065,141,7.5,3692622061,56,Back,3692622063,140,37.8,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534809,24,1,1,1,37,27xvwccz8kpmqsefjv2b2sc0o,0,38.5,0.2,2022-08-07T18:46:46.428Z,2022-08-08T02:32:46Z,3692622131,212,7.8,3692622125,56,Back,3692622129,141,11.5,3692622133,213,1.4,3692622127,140,39.8,3693479661,178,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534803,18,8,1,1,38,3c3jcs7vc1t6vz5lev162jyv7,1,58.9,96.8,2022-08-07T18:46:46.687Z,2022-08-08T02:32:46Z,3693129013,385,,3693479853,178,,3692622115,56,Left,,,,,,,,,,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534897,25,1,1,1,41,27xvwccz8kpmqsefjv2b2sc0o,1,25,11.5,2022-08-07T18:46:50.649Z,2022-08-08T02:32:45Z,3692622595,213,2.2,3693480013,178,,3692622589,140,11.2,3692622593,212,25.5,3692622591,141,42.4,3692622587,56,Back,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534913,26,1,1,1,44,27xvwccz8kpmqsefjv2b2sc0o,0,10.9,41.2,2022-08-07T18:46:52.909Z,2022-08-08T02:32:45Z,3692622677,1,,3692622675,213,5.7,3692622665,157,,3692622669,140,55.2,3692622671,141,0.0,3692622667,56,Right,3692622673,212,54.6,3693480195,178,,4dbs7cgevy096gouv60eurh05,Rubén Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534963,19,5,1,1,48,3c3jcs7vc1t6vz5lev162jyv7,1,41.4,100.8,2022-08-07T18:46:57.088Z,2022-08-07T23:58:19Z,3692622967,347,,3692622965,56,Back,3692622981,233,27,,,,,,,,,,,,,,,,agwvouyocx93y39g7tmwaojx1,A. Zeneli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443534915,27,5,1,1,48,27xvwccz8kpmqsefjv2b2sc0o,0,58.6,-0.8,2022-08-07T18:46:57.088Z,2022-08-07T23:58:19Z,3692622679,56,Right,3692622681,347,,3692623003,233,19,,,,,,,,,,,,,,,,4dbs7cgevy096gouv60eurh05,Rubén Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443535005,20,1,1,1,57,3c3jcs7vc1t6vz5lev162jyv7,1,50,100,2022-08-07T18:47:06.139Z,2022-08-08T02:32:44Z,3692623267,56,Left,3692623273,212,10.6,3692623265,107,,3692623269,140,55.2,3692623271,141,88.4,3692623275,213,5.3,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443535013,21,1,1,1,58,3c3jcs7vc1t6vz5lev162jyv7,1,56.7,91.4,2022-08-07T18:47:07.208Z,2022-08-08T02:32:44Z,3692623303,141,94.8,3692623315,156,,3692623299,56,Left,3692623301,140,50.2,3692623305,212,7.2,3692623307,213,2.8,3693481535,178,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443535041,22,1,1,1,59,3c3jcs7vc1t6vz5lev162jyv7,0,50.1,96.7,2022-08-07T18:47:07.949Z,2022-08-08T02:32:44Z,3692623491,140,64.8,3692623489,56,Center,3692623493,141,77.0,3692811611,155,,3692623495,212,20.4,3693481687,178,,3692623499,213,5.6,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443699671,1158,43,1,2,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-07T18:47:09.583Z,2022-08-08T02:16:26Z,3693679211,144,67,3693521265,233,963,,,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
