id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2479317335,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-10-30T11:05:17.705Z,2022-10-30T12:02:26Z,3882863607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882863599,59,"1, 20, 99, 8, 21, 15, 14, 6, 7, 11, 92, 2, 3, 5, 10, 16, 17, 23, 27, 77",3882863601,130,2,3882863605,194,bm1utly0qt2kaexijsu2p2tw5,3883014695,197,16001,3882863595,30,"3xpo0nc3hysdi41gupi7adot1, cujgdqrikyjt36scc23zcbkk5, 3qcyotm0vljybir8poi67stsl, d3d1qks236pztzcqp3wdcc0l, 67q7ve9vse4m2nb82j2z1clhx, i0pvdl0hx7idtfi0xymygmp5, 9higgl848a37qflh0sts05tjp, bm1utly0qt2kaexijsu2p2tw5, 2fa3vmp34mwrthdiehnaxnnqh, 1xxlgx6g07x3r0zwzywm26sq1, dfdq5f5mrzq9zaj1mrfhk5905, 2hujd2bwvb0wtxdna6c0xb2z9, 1e77it93nx78uu157mmksd71l, 1lbgavu1rxlrfg14062suwyj9, 1czk5wkuu6ahu3ytu2or8276d, 8wz2w0267i1845k87hxsgandh, d040o5igq61iizexn1v2a5t5h, 84ikqi9s3lng1mo4lxwq210wl, bi49lcldxz8jubp72kgeke2y2, crdmczlhynym2z1adqlbt853p",3882863603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882863597,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479320357,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-10-30T11:12:16.902Z,2022-10-30T11:54:31Z,3882880509,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882880497,30,"2t05pfvho7i9w9w01zcz3gz4l, baogzi00mwdclwbvkd618evv9, 512mx8ixg85cbefyan94g82y1, 7jj9gwpuk49bsm2ru06qb44wl, 6ypo3vp0zupq6s1jbk8rbmq51, 8tesu8352jvqfvclei8hykjbp, aujgya83jg4eylvm7hjjbbasq, 9br3ebcuzl5b755kwuxgey3md, 7pv3n0vj8243p1di16regotsl, 9qk1hoxri8dee6yat0cateqxh, doc6xdg2vumiyoamostngr36d, ea2tv9xaerk3oy6dr45ff3kd1, co59rv08x22hk5itwibbwq191, 6gdoxudvl1rgcn7d19e89p9ed, cglp4k40r1t672m7j0eb5ktsl, 7aa3k7b1yol8sn30xcl138i51, 54juxpmaqnby6kht5j87caoyd, dhk8g3ptwjf297ix0rcvgydhx, 81yqeo02okqakoiura0wnxv1m, 38cux1onwt3bxppreaklir7it",3883014899,197,4727,3882880503,130,2,3882880501,59,"23, 97, 14, 12, 4, 27, 17, 22, 9, 11, 29, 3, 7, 10, 16, 19, 20, 21, 26, 32",3882880505,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882880499,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882880507,194,7jj9gwpuk49bsm2ru06qb44wl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350635,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-10-30T12:00:06.001Z,2022-10-30T12:00:06Z,3883031149,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350671,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-10-30T12:00:06.001Z,2022-10-30T18:35:20Z,3883031283,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350653,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,50.1,50.1,2022-10-30T12:00:06.045Z,2022-10-30T18:54:40Z,3883031211,140,36.5,3883031215,212,14.7,3885142977,178,,3883031217,213,2.9,3883031219,279,S,3883031213,141,55.4,3883031209,56,Back,,,,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350697,4,1,1,0,1,6xjy1q2m55iiwe8g1r1yffbc9,1,40.8,51,2022-10-30T12:00:07.984Z,2022-10-30T22:41:42Z,3883031423,213,4.7,3883031419,141,14.9,3883031417,140,40.6,3883031421,212,24.5,3885143007,178,,3883031415,56,Back,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350701,5,1,1,0,5,6xjy1q2m55iiwe8g1r1yffbc9,0,37.1,8.8,2022-10-30T12:00:11.341Z,2022-10-30T22:41:41Z,3883031443,141,15.9,3885143193,178,,3883031439,56,Right,3883031447,213,0.2,3883031445,212,31.6,3883031441,140,66.8,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350733,3,49,1,0,6,9bxav814mkuhueiyivyive82d,1,35.4,87.4,2022-10-30T12:00:12.868Z,2022-10-30T22:41:41Z,,,,,,,,,,,,,,,,,,,,,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350781,4,1,1,0,8,9bxav814mkuhueiyivyive82d,1,34.8,76.2,2022-10-30T12:00:14.712Z,2022-10-30T22:41:40Z,3883031821,212,10.5,3883031825,213,4.5,3883031817,141,61.2,3883031811,56,Back,3883031813,140,32.5,3885143683,178,,,,,,,,512mx8ixg85cbefyan94g82y1,G. Mensah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479350807,5,1,1,0,11,9bxav814mkuhueiyivyive82d,1,31.3,51.1,2022-10-30T12:00:17.314Z,2022-10-30T22:41:39Z,3883031973,140,26.0,3883031979,213,4.3,3883031977,212,15.3,3883031975,141,30.2,3885143761,178,,3883031971,56,Back,,,,,,,9br3ebcuzl5b755kwuxgey3md,H. Sakhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
