id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2476314693,1,34,16,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-10-23T14:13:05.777Z,2022-10-23T15:07:06Z,3867204465,197,15912,3866872219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866872217,194,azuc3tma44xyrbgf5y279o1xx,3866872213,130,13,3866872209,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866872211,59,"1, 23, 15, 42, 4, 25, 19, 99, 24, 29, 11, 8, 14, 16, 18, 20, 21, 26, 28, 90",3866872215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866872207,30,"8govqd0xf8ijst50tgypaep5h, 8f3bhiy6r5eei1n25exhbwr8p, 5q0q6f1hk7afy5i4hmkf9xj9x, 2e0ipswbkv4vf7lav6ee1j3oq, azuc3tma44xyrbgf5y279o1xx, 7cp51c8zn7y08iyk0hc9ix5nt, 6j0ogojh2b7poyceg7i3k09yi, 8rfgwq7hbi4a3imda845vdyvp, 7fcq014jmdb0uqldcts6tglat, 3n9jnuteyjx6w6dxviuead0b9, dxeju5zcb6j8etdgwq0kweor9, vja0xo3xiuax8eh0b6q3y09, 5ak9fwtqlr2pll0nsv5br7p7u, 5o0h8eeydl8t92qp3ywekqh1x, 6zerxodnjkvpko1ogfwd2hgyc, 99f4n1ws494k96r9ewdcrecbt, 2kgvn1lt5yjsixg13fj0cidt6, 7sep6mx2s67mh5fr3raxu7aei, e7e68wlpiqqohpg71oh4vrbl6, 8pgocmr00qw7b9919c8zh4bmx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476316397,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-10-23T14:14:15.404Z,2022-10-23T15:00:22Z,3866880787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866880783,59,"1, 12, 29, 5, 3, 4, 10, 8, 14, 17, 27, 11, 16, 21, 22, 24, 28, 30, 31, 55",3866880789,194,f0e5posm9z0oma2t3u9k1qy95,3866880791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866880779,30,"f0e5posm9z0oma2t3u9k1qy95, a0o34jherpgziz52ri0zxms45, 4a7x84pflda40oka94y36gwk, 8zc2u2dfrokzg3domqmt30s0l, crjrpkb5p430hludk5acmhjv9, 53yrdwlr1pw23bxyxfg85npat, 9yfnfwqog4y572aoe2iztnbv9, cg1j982govx2perwr3rv33t1x, adswn2xpomwsi7zh022787mne, oc04nz0mrmzeqpcbql3rbhlh, 6tedvat245ajkir9c4035i0np, 9dzyrffyz77zqmptudhdrh8lx, ctygavkrblcxra880nwej0bf9, 3g217lvxyrxlzsyp0rmlvglp1, 6bli1onqzaglkkowwfw2wncb8, bxb5trtzllty8eqteifyw4zit, bf2yxiyhdyipaxxxobt9i1gq1, 2h7a11gp7bb34j8oa4tv3aaxh, d3y4csfpvhzcowlusw9xe32eh, 32ehg1wm714059vyzgltxy28l",3867179925,197,654,3866880785,130,8,3866880781,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476377685,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-10-23T15:05:07.377Z,2022-10-23T15:05:07Z,3867200615,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476377695,2,32,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-10-23T15:05:07.377Z,2022-10-24T01:26:13Z,3867200653,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476377777,3,1,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,50,50,2022-10-23T15:05:07.408Z,2022-10-24T04:31:43Z,3869091563,178,,3867201007,141,43.4,3867201003,56,Back,3867201011,213,3.3,3867201009,212,21.9,3867201013,279,S,3867201005,140,29.6,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476759615,1971,43,1,0,1,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-10-23T15:05:09.022Z,2022-10-24T03:57:57Z,3869233151,178,0,3869242333,144,82,,,,,,,,,,,,,,,,,,,dxeju5zcb6j8etdgwq0kweor9,R. Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476377825,4,1,1,0,4,750ustvk4jfqmo8q4gnrcxy7z,0,27.6,38,2022-10-23T15:05:11.828Z,2022-10-24T05:23:18Z,3867201253,213,5.9,3867201245,56,Right,3869091793,178,,3867201243,155,,3867201247,140,72.7,3867201255,1,,3867201249,141,10.7,3867201251,212,50.9,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476377881,3,1,1,0,7,bx0cdmzr2gwr70ez72dorx82p,0,29.1,92.8,2022-10-23T15:05:14.716Z,2022-10-24T05:23:18Z,3867201555,3,,3867201561,141,100.0,3869091807,388,,3867201565,213,0.7,3867201557,56,Back,3867201563,212,9.0,3867201559,140,35.5,,,,dxeju5zcb6j8etdgwq0kweor9,R. Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476377891,4,5,1,0,8,bx0cdmzr2gwr70ez72dorx82p,0,31.2,101.6,2022-10-23T15:05:15.977Z,2022-10-24T01:36:01Z,3867201619,347,,3867201617,56,Back,3867202133,233,5,,,,,,,,,,,,,,,,dxeju5zcb6j8etdgwq0kweor9,R. Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476377987,5,5,1,0,8,750ustvk4jfqmo8q4gnrcxy7z,1,68.8,-1.6,2022-10-23T15:05:15.977Z,2022-10-24T01:36:00Z,3867202057,56,Right,3867202095,233,4,3867202089,347,,,,,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476378027,6,1,1,0,18,750ustvk4jfqmo8q4gnrcxy7z,1,70.6,0,2022-10-23T15:05:25.988Z,2022-10-24T05:23:17Z,3867202255,107,,3867202261,141,8.5,3867202265,213,2.9,3867202257,56,Back,3867202263,212,27.7,3867202267,1,,3867202259,140,45.0,,,,a0o34jherpgziz52ri0zxms45,D. Appiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476378069,7,1,1,0,22,750ustvk4jfqmo8q4gnrcxy7z,1,46.4,7.1,2022-10-23T15:05:29.395Z,2022-10-24T05:23:16Z,3867202423,212,19.6,3867202417,56,Back,3867202419,140,38.6,3867202425,213,2.0,3869092973,178,,3867202421,141,33.3,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476378081,8,1,1,0,24,750ustvk4jfqmo8q4gnrcxy7z,1,42.7,31.7,2022-10-23T15:05:31.662Z,2022-10-24T05:23:16Z,3867202499,213,0.7,3867202493,212,6.0,3867202483,56,Back,3867202487,141,37.6,3867202485,140,46.9,3869093063,178,,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476378113,9,1,1,0,24,750ustvk4jfqmo8q4gnrcxy7z,1,48.8,36.3,2022-10-23T15:05:32.306Z,2022-10-24T05:23:15Z,3869093245,178,,3867202645,140,39.5,3867202651,213,4.2,3867202649,212,19.8,3867202647,141,10.9,3867202643,56,Back,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
