id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2473183263,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-10-16T18:01:56.890Z,2022-10-16T18:58:27Z,3850382255,130,23,3850382259,194,8z0395s37qe2lqi9qsvyskgk5,3850382251,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850382249,30,"4cetkl0w2uq40ccti5ka6a4t1, 1vr896w03yky9kmu8x5tjkicp, 54w62kh31qyyu7tipmjlt95g5, 7fmhqt5geme4yv9cfnsp5lec5, 8z0395s37qe2lqi9qsvyskgk5, 5qg0coudjinnt978myh4n4n2t, f3v58fkymhrprt5gs0ccm29xx, 779rrkp47akkd5usq53begatx, c5ryhn04g9goikd0blmh83aol, 5e9ilgrz3tzg9kd1gk3yvrahh, cionsifzpx5rhc8es29wv6i95, 9sme7jykdv8msgfu0nxx6h39x, 2ub88jcc3vku6mrnt5fb3oyqd, 4pyehox7p3z64c4l3k8yoyfv9, cfg0ocm0b2icpagbtnzkrihn9, dsmcqfl0e1be4ag7czbnolo15, atlhc604ri3rr4w012otutyj8, 2s2fzli5c7h9dfcertq2dwxec, 34z1r2585ifo6zdcfuu6xumfo, 3vx94h32ahujciraspdayj9t6",3850382253,59,"99, 2, 14, 6, 5, 15, 8, 10, 30, 7, 17, 1, 18, 19, 26, 28, 31, 33, 35, 44",3850382257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850507331,197,15881,3850382261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473185583,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-10-16T18:05:33.978Z,2022-10-16T18:43:36Z,3850394757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850394753,194,8s259ktv9j6ei0f8rh2msqfh1,3850505565,197,17182,3850394749,130,17,3850394751,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850394747,59,"16, 7, 30, 5, 3, 99, 21, 27, 70, 6, 77, 4, 8, 10, 11, 12, 17, 22, 29, 36",3850394745,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850394743,30,"26atxu4fr8f87oi8mt6z70mhh, c4w6l0ha9pvwljyh3aejqz3yt, dqsslq1iz1azubowq3anwws4q, 74edqcuzfzy7nswqzn0v3pe22, 9jw0h4escxh3eqz8oh860r3yt, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, 5fbnkkf1saix4lonwx1i9k7o5, vl1b0gayryiqvl5dlukpmswl, asvqr3i5wcjiajxipt1qvldyh, bt2h27b7sfmsa5w6tnfp7lw4p, 8ni13k73i9xusj01utdmqk7h1, 290xjx3h327rl40wbn7hzrtg5, 26mggguhavwmnq1oak12ket, d1d3v27d4r6vme6n2w5umaacp, 8vlfwoquq3v68mb9ax1pk5fkk, cip5lla8zu8gru2m4popsstlh, ekm47qd8w1x0456lm1tmf5re1, 2p70qo9oxplufwnhlrl2b8v3e, 4dbs7cgevy096gouv60eurh05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207529,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-10-16T18:45:08.952Z,2022-10-16T23:49:22Z,3850510359,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207539,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-10-16T18:45:08.952Z,2022-10-16T18:45:12Z,3850510395,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207577,3,1,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,50.3,50.3,2022-10-16T18:45:08.969Z,2022-10-17T00:30:16Z,3850510645,141,49.1,3850510651,279,S,3850510649,213,3.3,3851331297,178,,3850510641,56,Back,3850510643,140,43.9,3850510647,212,6.8,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207581,4,1,1,0,2,2b3mar72yy8d6uvat1ka6tn3r,1,42.7,49.7,2022-10-16T18:45:11.210Z,2022-10-17T03:59:20Z,3850510673,140,40.2,3850510677,212,12.9,3850510675,141,31.2,3850510679,213,4.5,3850510671,56,Back,3851331443,178,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207589,5,1,1,0,3,2b3mar72yy8d6uvat1ka6tn3r,1,38.6,34.3,2022-10-16T18:45:12.666Z,2022-10-17T03:59:20Z,3850510751,212,16.9,3850510749,141,10.0,3850510745,56,Back,3851331525,178,,3850510747,140,35.2,3850510753,213,4.5,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207619,6,1,1,0,5,2b3mar72yy8d6uvat1ka6tn3r,1,33.6,13,2022-10-16T18:45:14.933Z,2022-10-17T03:59:19Z,3851331811,178,,3850510913,140,23.9,3850510917,212,14.1,3850510911,56,Back,3850510915,141,27.4,3850510919,213,2.4,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207637,7,1,1,0,8,2b3mar72yy8d6uvat1ka6tn3r,1,21.2,28,2022-10-16T18:45:17.217Z,2022-10-17T03:59:18Z,3850511037,213,4.9,3850511033,141,7.0,3850511029,56,Back,3851332013,178,,3850511035,212,14.7,3850511031,140,24.4,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473207671,8,1,1,0,9,2b3mar72yy8d6uvat1ka6tn3r,1,22.6,7.6,2022-10-16T18:45:18.484Z,2022-10-17T03:59:17Z,3850511231,213,0.6,3851332197,178,,3850511229,212,18.1,3850511227,141,22.1,3850511219,155,,3850511223,56,Back,3850511225,140,37.0,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
