id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2476218645,7,1,1,0,7,70nn27vgkt6l48lvv5e66q7ww,0,76.1,71.6,2022-10-23T13:00:15.329Z,2022-10-24T04:36:55Z,3868772179,388,,3866366945,56,Center,3866366951,212,10.9,3866366943,3,,3866366949,141,55.7,3866366947,140,75.1,3866366953,213,4.6,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218675,4,49,1,0,8,3unkqo2g6ag99gd5ynz1j7vse,1,18.9,37.6,2022-10-23T13:00:15.964Z,2022-10-24T04:36:55Z,,,,,,,,,,,,,,,,,,,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218731,5,1,1,0,9,3unkqo2g6ag99gd5ynz1j7vse,1,17.5,37.2,2022-10-23T13:00:16.791Z,2022-10-24T04:36:54Z,3866367399,140,34.1,3866367405,212,27.7,3866367395,56,Back,3866367407,213,5.4,3868772369,178,,3866367403,141,5.5,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218771,6,1,1,0,11,3unkqo2g6ag99gd5ynz1j7vse,1,27.1,17.9,2022-10-23T13:00:18.825Z,2022-10-24T04:36:54Z,3866367593,213,3.5,3866367585,56,Back,3866367591,212,13.7,3866367587,140,14.8,3866367589,141,11.2,3868772435,178,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218823,7,1,1,0,14,3unkqo2g6ag99gd5ynz1j7vse,1,20.5,18.4,2022-10-23T13:00:21.960Z,2022-10-24T04:36:53Z,3868772563,178,,3866367833,140,4.9,3866367837,212,24.4,3866367839,213,2.3,3866367831,56,Back,3866367835,141,45.0,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218903,8,1,1,0,19,3unkqo2g6ag99gd5ynz1j7vse,1,12.3,49.9,2022-10-23T13:00:27.542Z,2022-10-24T04:36:51Z,3866368355,212,19.3,3866368359,213,4.9,3866368349,140,15.0,3866368347,56,Back,3866368351,141,21.8,3868772659,178,,,,,,,,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218923,9,1,1,0,23,3unkqo2g6ag99gd5ynz1j7vse,1,16,25.9,2022-10-23T13:00:31.073Z,2022-10-24T04:36:50Z,3868772753,178,,3866368453,213,1.6,3866368449,141,46.9,3866368447,140,15.3,3866368451,212,14.3,3866368445,56,Back,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476218955,10,1,1,0,26,3unkqo2g6ag99gd5ynz1j7vse,1,17,42.3,2022-10-23T13:00:33.793Z,2022-10-24T04:36:49Z,3866368643,141,56.7,3866368647,213,0.9,3866368641,140,23.8,3866368645,212,12.1,3868772833,178,,3866368639,56,Back,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219035,11,1,1,0,27,3unkqo2g6ag99gd5ynz1j7vse,1,21.5,50.7,2022-10-23T13:00:35.745Z,2022-10-24T04:36:49Z,3866369093,141,84.9,3868772903,178,,3866369097,212,23.5,3866369101,213,1.7,3866369087,56,Back,3866369089,140,18.2,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219095,12,1,1,0,31,3unkqo2g6ag99gd5ynz1j7vse,0,15.2,81.8,2022-10-23T13:00:39.281Z,2022-10-24T04:36:47Z,3866369415,212,66.6,3866369413,141,100.0,3866369419,1,,3866369417,213,0.2,3866369407,155,,3866369409,56,Left,3868772949,178,,3866369411,140,77.3,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219189,8,5,1,0,37,70nn27vgkt6l48lvv5e66q7ww,1,21.1,-2,2022-10-23T13:00:44.932Z,2022-10-23T22:07:29Z,3866369869,347,,3866369867,56,Back,3866369883,233,13,,,,,,,,,,,,,,,,2abpo4w3jcxp1wzp50yypxsrt,S. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219101,13,5,1,0,37,3unkqo2g6ag99gd5ynz1j7vse,0,78.9,102,2022-10-23T13:00:44.932Z,2022-10-23T22:07:29Z,3866369909,233,8,3866369447,347,,3866369445,56,Left,,,,,,,,,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219241,9,1,1,0,40,70nn27vgkt6l48lvv5e66q7ww,1,17.3,0,2022-10-23T13:00:47.945Z,2022-10-24T04:36:47Z,3866370173,189,,3866370141,213,2.0,3866370135,141,28.4,3866370127,56,Back,3866370145,1,,3866370131,140,8.0,3866370123,107,,3866370139,212,22.9,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219329,10,1,1,0,44,70nn27vgkt6l48lvv5e66q7ww,1,8.7,34.2,2022-10-23T13:00:52.270Z,2022-10-24T04:36:46Z,3866370521,56,Back,3866370523,140,13.8,3866370529,213,1.3,3866370527,212,18.5,3866370525,141,60.2,3868773471,178,,,,,,,,6790uxmc1zs4emxtqf7vl6imt,Y. Mvogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219383,11,1,1,0,47,70nn27vgkt6l48lvv5e66q7ww,1,19.5,64.8,2022-10-23T13:00:55.378Z,2022-10-24T04:36:46Z,3866370849,56,Back,3866370851,140,35.9,3866370853,141,95.5,3866370857,213,0.9,3868773683,178,,3866370855,212,27.1,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219461,12,1,1,0,51,70nn27vgkt6l48lvv5e66q7ww,1,46.7,97.5,2022-10-23T13:00:59.581Z,2022-10-24T04:36:45Z,3866371245,141,95.2,3866371247,212,22.0,3868773835,178,,3866371249,213,6.2,3866371243,140,67.6,3866371241,56,Left,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219467,13,61,1,0,55,70nn27vgkt6l48lvv5e66q7ww,0,76,89,2022-10-23T13:01:03.073Z,2022-10-24T04:36:44Z,3866371267,56,Left,3868774465,178,,,,,,,,,,,,,,,,,,,,dg4782hj9xdqg46w225kzph5g,D. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219489,14,49,1,0,56,3unkqo2g6ag99gd5ynz1j7vse,1,21.6,21.3,2022-10-23T13:01:04.208Z,2022-10-24T04:36:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219565,15,1,1,0,58,3unkqo2g6ag99gd5ynz1j7vse,1,18.4,40,2022-10-23T13:01:06.761Z,2022-10-24T04:36:42Z,3866371845,141,86.3,3866371843,140,14.0,3866371847,212,31.8,3866371849,213,1.7,3866371841,56,Back,3868774731,178,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219651,16,1,1,1,4,3unkqo2g6ag99gd5ynz1j7vse,1,18,94.6,2022-10-23T13:01:12.087Z,2022-10-24T04:36:41Z,3868774849,178,,3866372261,141,72.1,3866372263,212,21.9,3866372257,56,Back,3866372259,140,32.9,3866372265,213,5.5,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219655,17,61,1,1,7,3unkqo2g6ag99gd5ynz1j7vse,0,35.9,84.7,2022-10-23T13:01:15.232Z,2022-10-24T04:36:40Z,3866372281,56,Back,3868776179,178,,,,,,,,,,,,,,,,,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219663,14,49,1,1,8,70nn27vgkt6l48lvv5e66q7ww,1,54.4,12.4,2022-10-23T13:01:16.311Z,2022-10-24T04:36:39Z,,,,,,,,,,,,,,,,,,,,,,,,,7cty3nkd7c84e16537v6y1djp,B. Innocent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219701,15,1,1,1,8,70nn27vgkt6l48lvv5e66q7ww,1,54.4,11.4,2022-10-23T13:01:16.414Z,2022-10-24T04:36:39Z,3866372455,141,27.4,3866372457,212,16.7,3866372459,213,0.7,3866372453,140,66.5,3866372451,56,Center,3868776545,178,,,,,,,,7cty3nkd7c84e16537v6y1djp,B. Innocent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219737,16,1,1,1,9,70nn27vgkt6l48lvv5e66q7ww,1,63.4,15.4,2022-10-23T13:01:17.142Z,2022-10-24T04:36:38Z,3868776803,178,,3866372605,141,6.6,3866372601,56,Right,3866372603,140,72.9,3866372609,213,5.7,3866372607,212,11.6,,,,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219777,17,1,1,1,13,70nn27vgkt6l48lvv5e66q7ww,0,86.6,16.3,2022-10-23T13:01:21.754Z,2022-10-24T04:36:37Z,3868776917,178,,3866372837,56,Center,3866372823,2,,3867525653,20,,3866372849,212,18.2,3867525651,224,,3866372847,141,43.0,3866372843,140,86.0,2zvbw080n4yro1phgv39ri3qi,T. Le Bris,3866372851,213,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219821,18,12,1,1,15,3unkqo2g6ag99gd5ynz1j7vse,1,11.6,51.8,2022-10-23T13:01:23.150Z,2022-10-24T04:36:37Z,3866373089,141,71.5,3866373087,140,16.3,3866373085,56,Back,3866373093,213,1.2,3866373091,212,14.3,3868776981,178,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476685363,777,43,1,1,16,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-23T13:01:24.575Z,2022-10-23T22:40:15Z,3868837325,21,0,3868837511,144,82,3868837323,178,0,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219839,19,61,1,1,17,3unkqo2g6ag99gd5ynz1j7vse,0,14,68.3,2022-10-23T13:01:25.530Z,2022-10-24T04:36:36Z,3868777233,178,,3866373159,56,Back,,,,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219917,19,1,1,1,18,70nn27vgkt6l48lvv5e66q7ww,1,82.7,36.2,2022-10-23T13:01:26.247Z,2022-10-24T04:36:36Z,3866373497,140,76.0,3866373499,141,45.4,3866373503,213,2.4,3866373495,56,Center,3866373501,212,9.4,3868777315,178,,,,,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219927,20,1,1,1,19,70nn27vgkt6l48lvv5e66q7ww,0,75.3,46.6,2022-10-23T13:01:27.105Z,2022-10-24T04:36:36Z,3866373565,141,66.1,3868777533,178,,3866373569,213,0.5,3866373567,212,29.7,3866373563,140,100.0,3866373561,56,Center,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219853,18,43,1,1,19,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-10-23T13:01:27.403Z,2022-10-23T16:04:51Z,3867527149,144,49,,,,,,,,,,,,,,,,,,,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219989,20,5,1,1,23,3unkqo2g6ag99gd5ynz1j7vse,1,-0.6,32.5,2022-10-23T13:01:30.859Z,2022-10-23T22:10:17Z,3866373895,56,Back,3866373915,233,21,3866373897,346,,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219937,21,5,1,1,23,70nn27vgkt6l48lvv5e66q7ww,0,100.6,67.5,2022-10-23T13:01:30.859Z,2022-10-23T22:10:17Z,3866373627,56,Center,3866373629,346,,3866373957,233,20,,,,,,,,,,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220423,21,1,1,1,42,3unkqo2g6ag99gd5ynz1j7vse,1,5.4,49.8,2022-10-23T13:01:50.148Z,2022-10-24T04:36:35Z,3866376181,213,5.1,3866376175,140,10.0,3866376171,124,,3866376177,141,32.8,3866376179,212,12.5,3866376173,56,Back,3866376185,237,,,,,1bs4vwqye00mn2oaxrvfkkt7t,M. Lis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220543,22,1,1,1,45,3unkqo2g6ag99gd5ynz1j7vse,1,7.6,39.4,2022-10-23T13:01:52.795Z,2022-10-24T04:36:34Z,3866376765,141,18.0,3866376761,56,Back,3866376769,213,5.2,3866376767,212,16.9,3866376763,140,15.7,3868778073,178,,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220551,23,1,1,1,49,3unkqo2g6ag99gd5ynz1j7vse,1,28.7,18.8,2022-10-23T13:01:57.285Z,2022-10-24T04:36:34Z,3866376839,213,0.7,3866376837,212,7.4,3866376809,56,Back,3868778155,178,,3866376819,141,25.9,3866376813,140,34.1,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220581,24,1,1,1,50,3unkqo2g6ag99gd5ynz1j7vse,1,32.5,28.8,2022-10-23T13:01:58.250Z,2022-10-24T04:36:33Z,3866376997,212,11.2,3866376999,213,4.4,3866376993,140,29.6,3866376991,56,Back,3868778325,178,,3866376995,141,13.0,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220675,25,1,1,1,51,3unkqo2g6ag99gd5ynz1j7vse,1,28.7,18.3,2022-10-23T13:01:59.672Z,2022-10-24T04:36:33Z,3866377433,213,2.2,3866377427,140,20.4,3866377431,212,14.3,3866377429,141,35.0,3868778451,178,,3866377425,56,Back,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220737,26,1,1,1,56,3unkqo2g6ag99gd5ynz1j7vse,1,24.3,42.9,2022-10-23T13:02:04.196Z,2022-10-24T04:36:32Z,3868778595,178,,3866377743,56,Back,3866377747,141,14.8,3866377749,212,25.2,3866377745,140,40.0,3866377751,213,5.4,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220743,27,1,1,1,59,3unkqo2g6ag99gd5ynz1j7vse,0,41.8,22.7,2022-10-23T13:02:07.417Z,2022-10-24T04:36:30Z,3866377793,56,Back,3866377797,141,8.6,3866377799,212,12.1,3866377801,213,5.4,3866377795,140,48.8,3868778719,178,,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220765,22,8,1,1,59,70nn27vgkt6l48lvv5e66q7ww,1,51.2,81.6,2022-10-23T13:02:07.767Z,2022-10-24T04:36:30Z,3867533199,384,,3866377919,56,Left,3868778825,178,,,,,,,,,,,,,,,,,dg4782hj9xdqg46w225kzph5g,D. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220771,23,61,1,2,0,70nn27vgkt6l48lvv5e66q7ww,1,51,77.9,2022-10-23T13:02:08.109Z,2022-10-24T04:36:29Z,3866377951,56,Center,3868778965,178,,,,,,,,,,,,,,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476686133,786,43,1,2,1,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-23T13:02:09.610Z,2022-10-23T22:43:08Z,3868842769,144,82,3868842229,178,0,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476747381,1451,67,1,2,2,3unkqo2g6ag99gd5ynz1j7vse,1,64.1,26.2,2022-10-23T13:02:10.026Z,2022-10-24T04:36:29Z,3869168355,233,1801,,,,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476747377,1801,67,1,2,2,70nn27vgkt6l48lvv5e66q7ww,0,35.9,73.8,2022-10-23T13:02:10.027Z,2022-10-24T04:36:29Z,3869168359,233,1451,,,,,,,,,,,,,,,,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220813,28,3,1,2,2,3unkqo2g6ag99gd5ynz1j7vse,0,64.1,26,2022-10-23T13:02:10.084Z,2022-10-24T04:36:28Z,3866378163,56,Center,3867534027,464,,3866747055,286,,3866747251,233,24,3868779195,178,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
