id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,assist,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2496586887,1,34,16,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-01-11T19:02:10.471Z,2023-01-11T23:21:17Z,3973771367,30,"8govqd0xf8ijst50tgypaep5h, 8f3bhiy6r5eei1n25exhbwr8p, 7sep6mx2s67mh5fr3raxu7aei, 5o0h8eeydl8t92qp3ywekqh1x, 7cp51c8zn7y08iyk0hc9ix5nt, azuc3tma44xyrbgf5y279o1xx, 3n9jnuteyjx6w6dxviuead0b9, e7e68wlpiqqohpg71oh4vrbl6, 7fcq014jmdb0uqldcts6tglat, 6j0ogojh2b7poyceg7i3k09yi, ct32113pfx5q9avf2c0x208ru, e3kdoxu1kwn2w3wwi1rqhvr9x, vja0xo3xiuax8eh0b6q3y09, dxeju5zcb6j8etdgwq0kweor9, 5ak9fwtqlr2pll0nsv5br7p7u, 2kgvn1lt5yjsixg13fj0cidt6, 9yjtdz1toq241g6cgdty94lck, c0dvcjq2rfqs3jj5g5v2m5zsa, 9tqbuv5f466mzo4fx4ll0drvu, 8rfgwq7hbi4a3imda845vdyvp",3973771375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973885973,197,15912,3973771369,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3973771371,59,"1, 23, 26, 16, 25, 4, 29, 28, 24, 19, 10, 7, 8, 11, 14, 21, 33, 35, 77, 99",3973771373,130,8,3973771379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973771377,194,azuc3tma44xyrbgf5y279o1xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496591237,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-01-11T19:12:10.415Z,2023-01-11T20:01:06Z,3973795275,30,"3z6ekzop4y7cjuatzz9ua74k5, 859tcp8023r5cki7uju30l9t5, 5w9g9gfeucuccwxd09o62f84p, 230qvyk9dg4plwzobjj6thmqy, 2snhhbt5230mm0rxigcqitqdx, 3izhfm7i4afomephw07mp4nsa, yeqnier6uxsc3hcegcuethxw, 7teasnynvwarky180hl6zvkk5, 16idj1wxzcbvuaov5duvpqhyi, 8yirlj1hpoqnuczpywgzlblxx, 71bl8lyjtmzn8ebwulcjnmu39, 6ir1z8c3o7t4kqx04kw24i415, 1yj1kt2cx24nn4zt5h1ma1olx, 7za8h1pgec0y2s1ihmkkfvpm2, cr1n1i96xlepbvk90nl87o4yc, 1k6t5y26ufw2e6gh33tni45ey, azcv772qzdbz1exafx3od6lt5, f2wjw84p0ztxt636u2ibnoxxx, a065rtv2lfh0rso33dfuah4ut, d8m8y59eum57eu7kiat38rkk5",3973882933,197,16245,3973795285,194,8yirlj1hpoqnuczpywgzlblxx,3973795287,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973795277,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3973795279,59,"1, 77, 27, 18, 6, 14, 28, 12, 21, 11, 10, 7, 9, 13, 22, 29, 31, 75, 90, 99",3973795281,130,8,3973795283,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607695,2,32,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-01-11T20:00:10.440Z,2023-01-12T04:35:32Z,3973886199,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607677,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-01-11T20:00:10.440Z,2023-01-11T20:00:10Z,3973886125,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607697,3,1,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,50.1,49.9,2023-01-11T20:00:10.481Z,2023-01-12T04:41:36Z,3973886223,279,S,3973886213,56,Center,3973886221,213,5.6,3973886215,140,53.2,3974306451,178,,3973886219,212,4.3,3973886217,141,45.8,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607709,4,1,1,0,2,2cjpmotqo8phcqfpgo9xf4gel,1,50.9,46.4,2023-01-11T20:00:12.620Z,2023-01-12T10:41:37Z,3973886287,141,20.1,3974306567,178,,3973886285,140,42.5,3973886283,56,Back,3973886291,213,4.3,3973886289,212,19.9,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607723,5,1,1,0,4,2cjpmotqo8phcqfpgo9xf4gel,0,43.8,17.1,2023-01-11T20:00:14.746Z,2023-01-12T10:41:37Z,3973886357,56,Center,3973886361,141,56.4,3973886363,212,34.8,3973886367,1,,3973886359,140,65.1,3974306665,178,,3973886365,213,0.9,3973886355,155,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607741,3,1,1,0,6,bx0cdmzr2gwr70ez72dorx82p,0,33,47.2,2023-01-11T20:00:17.147Z,2023-01-12T10:41:37Z,3973886467,212,13.9,3973886459,56,Back,3974306761,388,,3973886463,140,45.9,3973886469,213,6.1,3973886457,3,,3973886465,141,42.7,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607765,6,1,1,0,9,2cjpmotqo8phcqfpgo9xf4gel,1,56.3,60.2,2023-01-11T20:00:19.445Z,2023-01-12T10:41:36Z,3973886539,141,69.9,3973886543,213,2.7,3973886541,212,14.0,3973886537,140,44.5,3974307019,178,,3973886535,56,Back,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607779,7,1,1,0,10,2cjpmotqo8phcqfpgo9xf4gel,1,40.8,68.1,2023-01-11T20:00:21.280Z,2023-01-12T10:41:35Z,3973886599,140,34.0,3973886603,212,19.4,3973886601,141,41.5,3973886597,56,Back,3973886605,213,4.3,3974307105,178,,,,,,,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607791,8,1,1,0,12,2cjpmotqo8phcqfpgo9xf4gel,1,31.7,43.4,2023-01-11T20:00:23.378Z,2023-01-12T10:41:34Z,3973886675,56,Back,3974307149,178,,3973886677,140,39.6,3973886679,141,48.2,3973886681,212,8.9,3973886683,213,0.4,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607807,9,1,1,0,13,2cjpmotqo8phcqfpgo9xf4gel,1,41.6,51.1,2023-01-11T20:00:24.316Z,2023-01-12T10:41:34Z,3974307177,178,,3973886721,141,63.9,3973886723,212,14.2,3973886717,56,Back,3973886719,140,30.9,3973886725,213,2.5,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607827,10,1,1,0,17,2cjpmotqo8phcqfpgo9xf4gel,1,37.4,75,2023-01-11T20:00:27.784Z,2023-01-12T10:41:32Z,3973886807,140,47.2,3973886813,213,0.9,3973886811,212,16.4,3973886809,141,93.8,3974307215,178,,3973886805,56,Back,,,,,,,3izhfm7i4afomephw07mp4nsa,M. Estève,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607841,11,1,1,0,20,2cjpmotqo8phcqfpgo9xf4gel,1,55.1,97,2023-01-11T20:00:30.456Z,2023-01-12T10:41:31Z,3973886895,140,57.9,3973886901,213,5.1,3973886893,56,Left,3973886899,212,7.9,3974307257,178,,3973886897,141,86.2,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607843,12,50,1,0,22,2cjpmotqo8phcqfpgo9xf4gel,1,63,86.4,2023-01-11T20:00:33.022Z,2023-01-12T10:41:30Z,3973886905,56,Left,3973887011,233,4,3973886907,286,,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607861,4,7,1,0,23,bx0cdmzr2gwr70ez72dorx82p,1,37,13.6,2023-01-11T20:00:33.747Z,2023-01-12T10:41:29Z,3974307587,178,,3973886995,233,12,3973886993,285,,3973886991,56,Back,3974163769,384,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607863,5,49,1,0,24,bx0cdmzr2gwr70ez72dorx82p,1,33.6,19.5,2023-01-11T20:00:34.739Z,2023-01-12T10:41:29Z,,,,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607877,6,1,1,0,25,bx0cdmzr2gwr70ez72dorx82p,1,30.8,21.6,2023-01-11T20:00:36.199Z,2023-01-12T10:41:27Z,3973887065,141,24.3,3973887061,56,Back,3973887063,140,35.7,3974307705,178,,3973887069,213,0.3,3973887067,212,5.5,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496696431,859,83,1,0,27,2cjpmotqo8phcqfpgo9xf4gel,1,66.3,74.5,2023-01-11T20:00:38.310Z,2023-01-12T10:41:26Z,3974332821,399,242887,,,,,,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607883,7,1,1,0,28,bx0cdmzr2gwr70ez72dorx82p,1,33.8,24.6,2023-01-11T20:00:38.529Z,2023-01-12T10:41:25Z,3974307835,178,,3973887105,140,24.3,3973887107,141,10.9,3973887111,213,3.9,3973887103,56,Back,3973887109,212,13.6,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607891,8,1,1,0,30,bx0cdmzr2gwr70ez72dorx82p,1,24.1,11.1,2023-01-11T20:00:40.944Z,2023-01-12T10:41:24Z,3973887147,141,23.1,3973887149,212,14.2,3973887143,56,Back,3974307909,178,,3973887151,213,2.5,3973887145,140,13.0,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607897,9,1,1,0,32,bx0cdmzr2gwr70ez72dorx82p,1,15.7,19.4,2023-01-11T20:00:42.774Z,2023-01-12T10:41:23Z,3974307951,178,,3973887187,56,Back,3973887189,140,24.7,3973887195,213,5.6,3973887191,141,8.5,3973887193,212,12.0,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607913,10,1,1,0,33,bx0cdmzr2gwr70ez72dorx82p,1,26.4,9.5,2023-01-11T20:00:43.996Z,2023-01-12T10:41:22Z,3973887275,212,5.0,3973887269,56,Back,3973887271,140,24.4,3974308039,178,,3973887273,141,2.9,3973887277,213,4.3,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607917,11,1,1,0,34,bx0cdmzr2gwr70ez72dorx82p,1,26.8,2.6,2023-01-11T20:00:44.924Z,2023-01-12T10:41:22Z,3974308119,178,,3973887293,212,16.1,3973887291,141,25.6,3973887287,56,Back,3973887295,213,1.3,3973887289,140,30.3,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607935,12,1,1,0,36,bx0cdmzr2gwr70ez72dorx82p,1,32.8,27.8,2023-01-11T20:00:47.006Z,2023-01-12T10:41:22Z,3973887395,140,22.5,3973887397,141,22.5,3973887393,56,Back,3974308187,178,,3973887401,213,3.5,3973887399,212,11.4,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607945,13,1,1,0,37,bx0cdmzr2gwr70ez72dorx82p,1,27.9,23.8,2023-01-11T20:00:47.694Z,2023-01-12T10:41:21Z,3973887457,213,2.1,3973887453,141,42.7,3973887451,140,20.0,3973887449,56,Back,3973887455,212,15.3,3974308225,178,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607957,14,1,1,0,40,bx0cdmzr2gwr70ez72dorx82p,1,20,46.8,2023-01-11T20:00:50.482Z,2023-01-12T10:41:20Z,3973887525,140,38.1,3973887529,212,33.7,3973887531,213,1.0,3973887533,1,,3973887523,56,Back,3974308289,178,,3973887527,141,87.7,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607969,15,1,1,0,46,bx0cdmzr2gwr70ez72dorx82p,1,43.9,93.1,2023-01-11T20:00:57.197Z,2023-01-12T10:41:17Z,3973887627,212,19.2,3973887629,213,3.8,3973887621,56,Back,3973887623,140,29.4,3974308349,178,,3973887625,141,75.9,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608007,16,1,1,0,49,bx0cdmzr2gwr70ez72dorx82p,1,29.3,73,2023-01-11T20:01:00.294Z,2023-01-12T10:41:17Z,3973887865,213,4.6,3973887857,56,Back,3973887861,141,31.3,3973887863,212,28.5,3974308381,178,,3973887859,140,27.0,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608043,17,1,1,0,53,bx0cdmzr2gwr70ez72dorx82p,1,36.4,23.3,2023-01-11T20:01:03.933Z,2023-01-12T10:41:16Z,3973888045,213,5.3,3973888037,56,Back,3973888039,140,44.9,3974308431,178,,3973888043,212,16.0,3973888041,141,3.7,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608075,18,1,1,0,58,bx0cdmzr2gwr70ez72dorx82p,1,41.5,6.6,2023-01-11T20:01:08.538Z,2023-01-12T10:41:14Z,3973888235,141,40.3,3973888239,213,2.1,3973888231,56,Back,3973888233,140,29.6,3974308487,178,,3973888237,212,26.1,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608097,19,1,1,1,2,bx0cdmzr2gwr70ez72dorx82p,0,32.5,49.3,2023-01-11T20:01:13.043Z,2023-01-12T10:41:13Z,3974308559,178,,3973888385,140,87.8,3973888393,1,,3973888391,213,6.1,3973888387,141,36.4,3973888381,155,,3973888383,56,Center,3973888389,212,58.7,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608103,13,52,1,1,6,2cjpmotqo8phcqfpgo9xf4gel,1,9.7,58.8,2023-01-11T20:01:16.982Z,2023-01-12T10:41:12Z,3974163817,378,,3974308629,178,,,,,,,,,,,,,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608157,14,1,1,1,14,2cjpmotqo8phcqfpgo9xf4gel,1,12.2,49,2023-01-11T20:01:25.118Z,2023-01-12T10:41:12Z,3973888787,212,9.3,3973888783,140,14.3,3974308663,178,,3973888781,56,Back,3973888789,213,5.0,3973888779,123,,3973888785,141,35.7,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608183,15,1,1,1,17,2cjpmotqo8phcqfpgo9xf4gel,1,15.1,32.7,2023-01-11T20:01:28.102Z,2023-01-12T10:41:11Z,3973888905,213,5.0,3973888897,56,Back,3973888899,140,19.8,3973888901,141,6.7,3974308689,178,,3973888903,212,18.4,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608201,16,1,1,1,20,2cjpmotqo8phcqfpgo9xf4gel,0,24.2,5.9,2023-01-11T20:01:30.774Z,2023-01-12T10:41:10Z,3973889017,140,37.5,3973889023,213,0.1,3973889015,56,Back,3973889021,212,14.0,3974308719,178,,3973889019,141,7.9,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608297,17,3,1,1,21,2cjpmotqo8phcqfpgo9xf4gel,0,46.4,6.1,2023-01-11T20:01:32.295Z,2023-01-12T10:41:10Z,3974038085,233,515,3974163845,465,,3974308805,178,,3973889591,56,Back,3974038071,286,,,,,,,,,,,yeqnier6uxsc3hcegcuethxw,B. Makouana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496635721,515,7,1,1,22,bx0cdmzr2gwr70ez72dorx82p,1,53.6,93.9,2023-01-11T20:01:32.548Z,2023-01-12T10:41:09Z,3974038069,285,,3974163847,383,,3974038067,56,Left,3974038077,233,17,3974308843,178,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608207,20,49,1,1,23,bx0cdmzr2gwr70ez72dorx82p,1,55.7,93.6,2023-01-11T20:01:33.806Z,2023-01-12T10:41:09Z,,,,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608221,21,1,1,1,23,bx0cdmzr2gwr70ez72dorx82p,1,55.7,93.6,2023-01-11T20:01:33.838Z,2023-01-12T10:41:08Z,3974308931,178,,3973889145,212,15.2,3973889137,56,Center,3973889149,213,4.5,3973889139,140,52.6,3973889143,141,71.8,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608233,22,1,1,1,25,bx0cdmzr2gwr70ez72dorx82p,1,51.4,87.1,2023-01-11T20:01:35.760Z,2023-01-12T10:41:07Z,3973889199,212,16.5,3973889201,213,3.8,3973889195,140,39.1,3973889193,56,Back,3974308957,178,,3973889197,141,72.1,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608251,23,1,1,1,26,bx0cdmzr2gwr70ez72dorx82p,1,41.9,81.1,2023-01-11T20:01:36.577Z,2023-01-12T10:41:07Z,3973889303,213,0.6,3973889301,212,11.9,3973889295,56,Left,3974309011,178,,3973889297,140,51.1,3973889299,141,91.2,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608257,24,1,1,1,27,bx0cdmzr2gwr70ez72dorx82p,1,50.9,95.8,2023-01-11T20:01:37.934Z,2023-01-12T10:41:07Z,3973889335,56,Back,3973889339,141,81.2,3974309049,178,,3973889341,212,15.5,3973889343,213,3.8,3973889337,140,39.6,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608277,25,1,1,1,29,bx0cdmzr2gwr70ez72dorx82p,1,39.1,82.8,2023-01-11T20:01:40.073Z,2023-01-12T10:41:06Z,3973889487,140,36.9,3974309081,178,,3973889489,141,45.8,3973889485,56,Back,3973889493,213,4.6,3973889491,212,25.3,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608317,26,1,1,1,32,bx0cdmzr2gwr70ez72dorx82p,1,38.3,39.8,2023-01-11T20:01:43.403Z,2023-01-12T10:41:05Z,3974309129,178,,3973889719,140,60.0,3973889725,213,5.5,3973889717,56,Right,3973889723,212,32.8,3973889721,141,5.2,3974038709,1,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
