id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2461867141,1,34,16,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-09-18T12:17:08.044Z,2022-09-18T14:23:48Z,3790134921,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790134931,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790134927,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790134919,30,"8pgocmr00qw7b9919c8zh4bmx, 8f3bhiy6r5eei1n25exhbwr8p, 7sep6mx2s67mh5fr3raxu7aei, 8rfgwq7hbi4a3imda845vdyvp, 7cp51c8zn7y08iyk0hc9ix5nt, azuc3tma44xyrbgf5y279o1xx, 3n9jnuteyjx6w6dxviuead0b9, 6j0ogojh2b7poyceg7i3k09yi, e3kdoxu1kwn2w3wwi1rqhvr9x, 7fcq014jmdb0uqldcts6tglat, ct32113pfx5q9avf2c0x208ru, 8govqd0xf8ijst50tgypaep5h, vja0xo3xiuax8eh0b6q3y09, dxeju5zcb6j8etdgwq0kweor9, 5ak9fwtqlr2pll0nsv5br7p7u, 5q0q6f1hk7afy5i4hmkf9xj9x, 99f4n1ws494k96r9ewdcrecbt, 2kgvn1lt5yjsixg13fj0cidt6, e7e68wlpiqqohpg71oh4vrbl6, 2e0ipswbkv4vf7lav6ee1j3oq",3790134929,194,azuc3tma44xyrbgf5y279o1xx,3790134923,59,"90, 23, 26, 99, 25, 4, 29, 19, 7, 24, 10, 1, 8, 11, 14, 15, 20, 21, 28, 42",3790321597,197,15912,3790134925,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461869209,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-09-18T12:19:20.526Z,2022-09-18T12:58:25Z,3790146781,59,"30, 94, 3, 6, 22, 5, 8, 2, 19, 23, 7, 1, 9, 10, 11, 15, 25, 29, 31, 92",3790146779,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790146789,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790146777,30,"821ma6ofy7t9wtdvu1w6uni09, 9tdb905kq5becch102boicdex, dlzepva4fgihzwx4vfzagiy1h, 6ynchgp6o4tajwvnfdnoo11at, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 41jb0ts5688xz8ell62rybm22, boa0e436nc3u53cumlao9ulex, 36ylt0kjn7t0vajmelu4mbazu, bqq4tqw6tp68c1fya04onf6c5, 9fcg5wz6no3f9mn7ch45g06hh, cgqunmh8aw465fna15rdve8d1, 1j7c295dtb7s5z14diov3xx3p, 310zaj8t3k4c8aj54ml0n0kx5, 2bfbi3t4aufb47wwt56ilzoyc, dvtd4xsoihe7srn69irnng5w5, 7rvgrqf0ktsepvwpj0osy5pzp, 99yx7t2j59cyia4bkpi59q1as, cwtefikj4d22g8dr4c200pwtm, 9vwdme2e657vrezfixnimrv85",3790146783,130,8,3790146787,194,6ynchgp6o4tajwvnfdnoo11at,3790325419,197,15936,3790146785,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906835,2,32,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-09-18T13:00:35.496Z,2022-09-18T21:37:55Z,3790332439,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906823,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-09-18T13:00:35.496Z,2022-09-18T13:00:35Z,3790332391,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906859,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,49.8,49.9,2022-09-18T13:00:35.555Z,2022-09-19T03:42:53Z,3790332537,140,53.2,3790332541,212,4.3,3790332543,213,0.6,3790332539,141,53.4,3790332545,279,S,3793149839,178,,3790332535,56,Center,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906877,4,1,1,0,2,75qj99fhg5c0ztj2tva5u4uii,1,52.4,43.6,2022-09-18T13:00:37.976Z,2022-09-19T06:35:29Z,3790332645,56,Center,3790332653,213,5.8,3790332649,141,32.8,3793149887,178,,3790332647,140,66.5,3790332651,212,16.5,,,,,,,9fcg5wz6no3f9mn7ch45g06hh,S. Boufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906921,5,1,1,0,3,75qj99fhg5c0ztj2tva5u4uii,1,63.4,28.8,2022-09-18T13:00:39.096Z,2022-09-19T06:35:29Z,3793149937,178,,3790332837,141,44.8,3790332841,213,0.7,3790332833,56,Center,3790332835,140,74.6,3790332839,212,16.0,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462206355,797,3,1,0,4,75qj99fhg5c0ztj2tva5u4uii,0,68.9,40.2,2022-09-18T13:00:40.184Z,2022-09-19T06:35:29Z,3791950067,56,Center,3791950073,467,7cp51c8zn7y08iyk0hc9ix5nt,3793150015,178,,3791950069,286,,3791950071,465,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906923,6,4,1,0,4,75qj99fhg5c0ztj2tva5u4uii,1,71,41.7,2022-09-18T13:00:40.424Z,2022-09-19T06:35:28Z,3790332863,265,,3790332857,13,,3790332865,286,,3790332859,56,Center,3790332861,152,,3790333017,233,3,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906943,3,4,1,0,4,bx0cdmzr2gwr70ez72dorx82p,0,29,58.3,2022-09-18T13:00:40.425Z,2022-09-19T06:35:28Z,3790332949,265,,3790332943,13,,3790332945,56,Back,3790333055,233,6,3790332951,285,,3790332947,152,,3793150145,178,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
