id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2515914915,6,1,1,0,10,71ajatxnuhc5cnm3xvgdky49w,0,39.3,4.4,2023-03-05T14:01:17.071Z,2023-03-06T04:37:11Z,4075469213,140,79.6,4075469219,213,0.2,4075469217,212,43.2,4075469215,141,17.3,4075469209,155,,4075469211,56,Right,4077358581,178,,4075469221,1,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914925,6,1,1,0,13,3adj8hkws0z1al232bg2h6tk0,0,32.7,92.3,2023-03-05T14:01:19.607Z,2023-03-06T04:37:11Z,4075469261,141,100.0,4075469267,1,,4077358789,178,,4075469255,157,,4075469263,212,24.6,4075469265,213,0.3,4075469259,140,55.3,4075469257,56,Left,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915263,7,5,1,0,14,71ajatxnuhc5cnm3xvgdky49w,1,45.8,-2,2023-03-05T14:01:21.253Z,2023-03-05T21:51:09Z,4075470991,347,,4075471027,233,7,4075470987,56,Back,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914935,7,5,1,0,14,3adj8hkws0z1al232bg2h6tk0,0,54.2,102,2023-03-05T14:01:21.253Z,2023-03-05T21:51:09Z,4075469317,347,,4075469315,56,Left,4075471043,233,7,,,,,,,,,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915333,8,1,1,0,26,71ajatxnuhc5cnm3xvgdky49w,1,53.5,0,2023-03-05T14:01:32.676Z,2023-03-06T04:37:10Z,4075817449,189,,4075471353,107,,4075471355,56,Back,4075471361,212,35.7,4075471359,141,13.8,4075471357,140,21.1,4075471363,213,2.8,4075471365,1,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915405,9,1,1,0,29,71ajatxnuhc5cnm3xvgdky49w,1,32.4,9.4,2023-03-05T14:01:35.878Z,2023-03-06T04:37:10Z,4075471655,140,23.1,4075471669,213,1.9,4077359117,178,,4075471661,141,58.8,4075471651,56,Back,4077754721,1,,4075471665,212,35.0,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915475,10,1,1,0,34,71ajatxnuhc5cnm3xvgdky49w,1,35.1,52.2,2023-03-05T14:01:40.460Z,2023-03-06T04:37:08Z,4077359259,178,,4075472005,140,31.9,4075472007,141,83.5,4075472009,212,21.5,4075472011,213,1.7,4075472003,56,Back,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915557,11,1,1,0,37,71ajatxnuhc5cnm3xvgdky49w,1,39.8,95.1,2023-03-05T14:01:43.899Z,2023-03-06T04:37:07Z,4075472425,213,0.1,4075472423,212,9.6,4075472421,141,96.2,4075472419,140,48.9,4075472417,56,Back,4077359437,178,,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915621,12,1,1,0,42,71ajatxnuhc5cnm3xvgdky49w,1,65.1,95.3,2023-03-05T14:01:48.319Z,2023-03-06T04:37:05Z,4075472715,212,6.9,4075472709,56,Left,4075472713,141,92.4,4077359775,178,,4075472717,213,6.0,4075472711,140,71.4,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915633,13,3,1,0,43,71ajatxnuhc5cnm3xvgdky49w,0,74.7,95.3,2023-03-05T14:01:49.437Z,2023-03-06T04:46:13Z,4075472897,233,8,4075472757,286,,4076811641,465,,4077359969,178,,4075472755,56,Left,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915643,8,7,1,0,43,3adj8hkws0z1al232bg2h6tk0,1,25.3,4.7,2023-03-05T14:01:49.645Z,2023-03-06T04:15:17Z,4075472783,285,,4076811793,383,,4075472837,233,13,4075472781,56,Back,4077360139,178,,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915693,9,5,1,0,45,3adj8hkws0z1al232bg2h6tk0,0,36.8,-2,2023-03-05T14:01:51.649Z,2023-03-05T21:51:44Z,4075473507,233,14,4075473007,347,,4075473005,56,Back,,,,,,,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915775,14,5,1,0,45,71ajatxnuhc5cnm3xvgdky49w,1,63.2,102,2023-03-05T14:01:51.649Z,2023-03-05T21:51:44Z,4075473411,56,Left,4075473413,347,,4075473471,233,9,,,,,,,,,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915883,15,1,1,0,49,71ajatxnuhc5cnm3xvgdky49w,1,65.5,100,2023-03-05T14:01:56.185Z,2023-03-06T04:37:04Z,4075473893,141,75.9,4075473895,212,45.7,4075473899,1,,4075473891,140,25.4,4075473897,213,3.5,4075473889,56,Back,4075473887,107,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915979,16,1,1,0,54,71ajatxnuhc5cnm3xvgdky49w,1,36.3,79.5,2023-03-05T14:02:00.873Z,2023-03-06T04:37:04Z,4075474363,212,19.2,4075474365,213,4.6,4075474359,140,34.0,4077360571,178,,4075474361,141,51.5,4075474355,56,Back,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916185,17,1,1,0,58,71ajatxnuhc5cnm3xvgdky49w,1,40.8,42.9,2023-03-05T14:02:05.100Z,2023-03-06T04:37:03Z,4077360643,178,,4075475329,141,26.2,4075475327,140,34.3,4075475333,213,4.2,4075475325,56,Back,4075475331,212,13.2,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515988851,420,45,1,1,4,3adj8hkws0z1al232bg2h6tk0,0,51.5,68.6,2023-03-05T14:02:10.360Z,2023-03-06T04:37:00Z,4075862733,56,Center,4075862887,233,476,4075862735,285,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515988873,476,3,1,1,4,71ajatxnuhc5cnm3xvgdky49w,1,48.5,31.4,2023-03-05T14:02:10.360Z,2023-03-06T04:37:00Z,4075862841,56,Back,4075862847,233,420,4077360919,178,,4076817229,464,,4075862843,286,,,,,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916247,18,1,1,1,5,71ajatxnuhc5cnm3xvgdky49w,1,46.6,48,2023-03-05T14:02:12.139Z,2023-03-06T04:36:59Z,4075475585,56,Back,4077361087,178,,4075475593,213,2.2,4075475587,140,32.0,4075475589,141,80.8,4075475591,212,27.1,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916361,19,1,1,1,7,71ajatxnuhc5cnm3xvgdky49w,1,38.6,68.7,2023-03-05T14:02:14.080Z,2023-03-06T04:36:58Z,4075476163,212,23.5,4075476165,213,0.8,4075476159,140,54.5,4075476157,56,Left,4077361347,178,,4075476161,141,93.0,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916451,20,1,1,1,12,71ajatxnuhc5cnm3xvgdky49w,1,52.1,87,2023-03-05T14:02:18.304Z,2023-03-06T04:36:57Z,4077361475,178,,4075476631,212,23.3,4075476625,56,Back,4075476633,213,3.2,4075476627,140,30.0,4075476629,141,84.2,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916495,21,1,1,1,15,71ajatxnuhc5cnm3xvgdky49w,1,42.9,74.1,2023-03-05T14:02:21.303Z,2023-03-06T04:36:55Z,4075476837,140,69.7,4075476839,141,85.4,4075476843,213,0.3,4077361601,178,,4075476835,56,Left,4075476841,212,29.2,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916501,22,50,1,1,17,71ajatxnuhc5cnm3xvgdky49w,1,67.1,83.7,2023-03-05T14:02:23.851Z,2023-03-06T04:36:54Z,4075476881,56,Left,4075476885,286,,4075477137,233,10,,,,,,,,,,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916533,10,7,1,1,17,3adj8hkws0z1al232bg2h6tk0,1,32.9,16.3,2023-03-05T14:02:24.111Z,2023-03-06T04:36:54Z,4075477011,285,,4075477117,233,22,4076820857,384,,4077362027,178,,4075477007,56,Back,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916547,11,49,1,1,18,3adj8hkws0z1al232bg2h6tk0,1,35.4,20.3,2023-03-05T14:02:25.057Z,2023-03-06T04:36:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916577,12,1,1,1,18,3adj8hkws0z1al232bg2h6tk0,1,35.6,20.3,2023-03-05T14:02:25.106Z,2023-03-06T04:36:53Z,4075477227,212,8.6,4075477219,140,43.5,4075477217,56,Back,4077362587,178,,4075477223,141,17.0,4075477231,213,6.0,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916599,13,1,1,1,19,3adj8hkws0z1al232bg2h6tk0,1,42,19.1,2023-03-05T14:02:25.577Z,2023-03-06T04:36:52Z,4075477387,213,2.3,4075477381,140,37.2,4075477385,212,7.7,4075477383,141,27.6,4077362771,178,,4075477379,56,Back,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916627,14,1,1,1,21,3adj8hkws0z1al232bg2h6tk0,1,37.1,27.8,2023-03-05T14:02:27.535Z,2023-03-06T04:36:51Z,4075477531,141,34.3,4077363977,178,,4075477535,213,2.3,4075477533,212,5.8,4075477529,140,33.5,4075477527,56,Back,,,,,,,dom1dzrvk7y4sd8puf8iztn11,H. Belkebla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916639,15,1,1,1,22,3adj8hkws0z1al232bg2h6tk0,0,36.1,41.2,2023-03-05T14:02:28.937Z,2023-03-06T04:36:50Z,4075477575,56,Back,4075477581,212,5.6,4075477927,236,,4075477939,286,,4075477579,141,33.9,4075477577,140,33.6,4075477931,233,23,4077364109,178,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,4075477583,213,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916687,23,74,1,1,22,71ajatxnuhc5cnm3xvgdky49w,1,64.3,58.6,2023-03-05T14:02:28.958Z,2023-03-06T04:36:50Z,4077364245,178,,4075478017,233,15,4075477877,56,Center,4075477879,285,,,,,,,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516277735,1032,83,1,1,25,71ajatxnuhc5cnm3xvgdky49w,1,58.8,78.2,2023-03-05T14:02:31.913Z,2023-03-06T04:36:49Z,4077428325,399,465738,,,,,,,,,,,,,,,,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916741,16,61,1,1,26,3adj8hkws0z1al232bg2h6tk0,0,42.7,22.6,2023-03-05T14:02:32.358Z,2023-03-06T04:36:48Z,4077364915,178,,4075478133,56,Back,,,,,,,,,,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916767,25,49,1,1,27,71ajatxnuhc5cnm3xvgdky49w,1,52.5,73.8,2023-03-05T14:02:33.672Z,2023-03-06T04:36:48Z,,,,,,,,,,,,,,,,,,,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916801,26,1,1,1,27,71ajatxnuhc5cnm3xvgdky49w,1,50.8,70.6,2023-03-05T14:02:34.253Z,2023-03-06T04:36:47Z,4075478479,140,56.3,4075478493,212,9.8,4077365373,178,,4075478487,141,59.0,4075478497,213,5.3,4075478475,56,Center,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916763,24,43,1,1,28,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-03-05T14:02:34.529Z,2023-03-05T14:55:18Z,4075478259,1,0,4075478249,56,Center,4075478247,157,0,4075849031,144,1,4075478257,213,0,4075478251,140,62.0,4075478253,141,64.6,4075478255,212,0,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515986311,469,1,1,1,28,71ajatxnuhc5cnm3xvgdky49w,1,53.3,59.9,2023-03-05T14:02:34.995Z,2023-03-06T04:36:46Z,4077365651,178,,4075849953,141,67.8,4075849955,212,7.3,4075849949,56,Center,4075849957,213,0.8,4075849951,140,58.0,,,,,,,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516278271,824,83,1,1,30,3adj8hkws0z1al232bg2h6tk0,1,39.8,35.7,2023-03-05T14:02:36.746Z,2023-03-06T04:36:45Z,4077431115,399,174908,,,,,,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916901,27,61,1,1,30,71ajatxnuhc5cnm3xvgdky49w,0,60.2,64.3,2023-03-05T14:02:36.755Z,2023-03-06T04:36:45Z,4075479041,56,Center,4077365859,178,,,,,,,,,,,,,,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916865,17,49,1,1,32,3adj8hkws0z1al232bg2h6tk0,1,34.9,37,2023-03-05T14:02:38.430Z,2023-03-06T04:36:45Z,,,,,,,,,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916979,18,1,1,1,34,3adj8hkws0z1al232bg2h6tk0,1,29.7,25,2023-03-05T14:02:40.627Z,2023-03-06T04:36:43Z,4075479391,213,2.5,4075479387,141,47.9,4075479389,212,27.8,4077366751,178,,4075479385,140,7.8,4075479383,56,Back,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917077,19,1,1,1,38,3adj8hkws0z1al232bg2h6tk0,1,5.8,58,2023-03-05T14:02:44.746Z,2023-03-06T04:36:42Z,4075479859,141,92.1,4077366935,178,,4075479857,140,21.8,4075479863,213,0.9,4075479855,56,Back,4075479861,212,28.6,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917139,20,1,1,1,42,3adj8hkws0z1al232bg2h6tk0,0,24.9,93.7,2023-03-05T14:02:48.580Z,2023-03-06T04:36:41Z,4077367051,178,,4075480171,141,52.1,4075480177,1,,4075480161,155,,4075480167,140,71.3,4075480173,212,56.3,4075480175,213,5.8,4075480165,56,Center,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917167,28,49,1,1,45,71ajatxnuhc5cnm3xvgdky49w,1,31.4,48.4,2023-03-05T14:02:51.846Z,2023-03-06T04:36:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917281,29,1,1,1,47,71ajatxnuhc5cnm3xvgdky49w,1,29.4,49,2023-03-05T14:02:53.928Z,2023-03-06T04:36:40Z,4075480889,141,48.7,4075480887,140,39.9,4075480891,212,11.0,4077367475,178,,4075480885,56,Back,4075480893,213,6.3,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917317,30,1,1,1,48,71ajatxnuhc5cnm3xvgdky49w,1,39.4,39.5,2023-03-05T14:02:55.022Z,2023-03-06T04:36:39Z,4077367735,178,,4075850641,156,,4075481031,141,45.7,4075481029,140,26.3,4075481027,56,Back,4075481035,213,2.8,4075481033,212,14.4,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
