id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2472970297,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-16T14:12:12.775Z,2022-10-16T14:15:42Z,3849275215,197,649,3849249441,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3849249443,59,"16, 2, 12, 4, 6, 3, 18, 19, 10, 36, 17, 9, 11, 14, 15, 21, 23, 27, 30, 31",3849249445,130,2,3849249439,30,"d3xdl3p9vd1c0m316oq2pblxx, adb8skc3qbvgunhzd9651lij8, 1o7se1aziz6fpes5hey7yijft, 2rio84cmao72sc7lnsodwzzhm, 3djmsd2atvq16ysmocq7twsfd, 270djbc9lxhoupmd1djrii191, csvqjyuk06gzvjm408513nydx, b0wb7gf04synxlkq7o8gvzkoa, a2s2c6anax9wnlsw1s6vunl5h, dkve6gf309h5tglwawqx8mlzp, 28x7i681wkjueanvkevew3bh1, f4pqxviuwzd6a803jfx9bh4o9, 21x9ir9n7i6mt2qfuk4e891pl, 9bqv99e39z86mn7dq3wnyt90p, 28s6z18rcl9v8561yzu7m0voq, 8vhjmcgjbzpzd4vv3zb945p1w, 2axi9gr1lhuewlt06emrk44q1, f5j3vhj805xtkos7l538u0d7t, 8xitc97j4scfajm8ucq7e5l91, 2xmc0gsdslrnsu6ua40kbh32t",3849249451,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3849249447,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3849249449,194,a2s2c6anax9wnlsw1s6vunl5h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472974563,1,34,16,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2022-10-16T14:15:16.027Z,2022-10-16T15:13:18Z,3849271957,130,18,3849277739,197,15971,3849271959,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3849271953,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3849271951,30,"c6u4h9wy88ymj6whiz93jknv9, c8vsa9o761rsdy9l8xbtj3etx, 237j1qagaotsy5j9wo3xqfgtl, 6euu7oztc1jkxcgef0g75cq95, 1u990wv0bo82xqv2s0e8m8ic5, 7j0fv43b1dkuiqk71ym4mmw6i, aflbpdgjm6huba3f9t848d4o9, 4elohf5kyq6i1jmywfuzhh2ol, 8s5u921me5pvsfyvysjgpu2qy, 757jd3kvmh2izb7q7k8if209h, 3xbgtth9h7ywlkpdzy8rwkbth, bt2pm0it9f1o216uxo3abfpbd, 9bicv1fmrgltfrr726qrgio0k, bxdqxy4grh0ct3d8emys8qxw4, 8f5suoft1lt9thk1arm4u8max, avcxyogv41ujbepqd5qrwki51, 5rd9832gct7uy0acodmor8b11, 822pzsxxhxdofvitaabixgzu2, a0rtzwzmnn4wj58rdrj95rvft, 16yp4b9n9a7dq2bld6qyt3oyc",3849271955,59,"99, 18, 3, 5, 4, 36, 7, 10, 70, 95, 9, 11, 13, 17, 19, 20, 21, 31, 40, 97",3849271961,194,aflbpdgjm6huba3f9t848d4o9,3849271963,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473029947,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-10-16T15:05:12.973Z,2022-10-16T20:42:48Z,3849567807,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473029953,2,32,1,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2022-10-16T15:05:12.973Z,2022-10-16T15:05:16Z,3849567851,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473030005,3,1,1,0,0,17o35s8assv3kamxowzz77k4r,1,49.8,50.1,2022-10-16T15:05:12.977Z,2022-10-16T21:11:49Z,3849568145,141,35.7,3849568141,56,Back,3849568143,140,38.0,3850971599,178,,3849568149,213,3.8,3849568147,212,15.8,3849568151,279,S,,,,3xbgtth9h7ywlkpdzy8rwkbth,K. Andrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473030023,4,1,1,0,2,17o35s8assv3kamxowzz77k4r,1,37.7,41,2022-10-16T15:05:15.047Z,2022-10-17T01:00:22Z,3850971727,178,,3849568239,140,32.5,3849568241,141,24.2,3849568243,212,12.7,3849568245,213,4.3,3849568237,56,Back,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473030049,5,1,1,0,3,17o35s8assv3kamxowzz77k4r,1,31.7,27.7,2022-10-16T15:05:16.844Z,2022-10-17T01:00:22Z,3849568369,213,1.8,3849568363,140,28.0,3849568361,56,Back,3849568367,212,14.5,3849568365,141,48.3,3850971829,178,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473030105,6,1,1,0,6,17o35s8assv3kamxowzz77k4r,1,25.1,50.1,2022-10-16T15:05:19.190Z,2022-10-17T01:00:21Z,3849568597,213,1.3,3850971961,178,,3849568595,212,21.2,3849568591,140,31.3,3849568593,141,79.7,3849568589,56,Back,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473030127,7,1,1,0,9,17o35s8assv3kamxowzz77k4r,1,31.5,89.6,2022-10-16T15:05:22.527Z,2022-10-17T01:00:20Z,3850972105,178,,3849568683,140,40.5,3849568679,56,Back,3849568695,213,5.7,3849568687,141,81.1,3849568691,212,11.1,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473030149,8,1,1,0,10,17o35s8assv3kamxowzz77k4r,1,38,84.9,2022-10-16T15:05:23.471Z,2022-10-17T01:00:20Z,3850972223,178,,3849568855,141,84.1,3849568851,56,Back,3849568853,140,33.2,3849568857,212,5.1,3849568859,213,3.2,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
