id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/9/value,qualifier/11/value,keyPass,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/12/value
2505953045,9,1,1,0,20,bx0cdmzr2gwr70ez72dorx82p,1,48.6,30.5,2023-02-10T20:00:49.720Z,2023-02-11T07:02:28Z,4022930523,212,16.7,4022930521,141,53.6,4022930525,213,1.9,4023340567,178,,4022930517,56,Back,4022930519,140,43.3,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953055,10,1,1,0,22,bx0cdmzr2gwr70ez72dorx82p,0,46.5,57,2023-02-10T20:00:52.094Z,2023-02-11T07:02:27Z,4022930577,140,72.8,4022930583,213,5.5,4022930579,141,12.6,4022930581,212,40.9,4022930575,56,Right,4022930573,155,,4023340651,178,,4022930585,1,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953061,3,1,1,0,24,6xjy1q2m55iiwe8g1r1yffbc9,1,25.5,83.9,2023-02-10T20:00:54.114Z,2023-02-11T07:02:26Z,4022930621,213,0.8,4022930611,3,,4022930613,56,Back,4022930619,212,8.4,4022930617,141,92.6,4022930615,140,31.2,4023340733,388,,,,,2hujd2bwvb0wtxdna6c0xb2z9,M. Alphonse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953067,4,49,1,0,25,6xjy1q2m55iiwe8g1r1yffbc9,1,34.3,84,2023-02-10T20:00:55.221Z,2023-02-11T07:02:26Z,,,,,,,,,,,,,,,,,,,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953073,5,1,1,0,26,6xjy1q2m55iiwe8g1r1yffbc9,1,33.2,85.1,2023-02-10T20:00:56.052Z,2023-02-11T07:02:25Z,4022930655,56,Back,4022930663,213,4.6,4023341037,178,,4022930657,140,33.1,4022930661,212,1.0,4022930659,141,83.7,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953085,6,1,1,0,27,6xjy1q2m55iiwe8g1r1yffbc9,1,33.4,75.6,2023-02-10T20:00:56.938Z,2023-02-11T07:02:24Z,4022930723,212,14.4,4022930721,141,91.7,4023341091,178,,4022930717,56,Back,4022930719,140,42.3,4022930725,213,0.9,4022930715,155,,,,,529k1s89fjg133s8ycjwvgg5x,M. Barreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953101,7,1,1,0,29,6xjy1q2m55iiwe8g1r1yffbc9,0,43.4,91,2023-02-10T20:00:58.610Z,2023-02-11T07:02:24Z,4022930813,213,6.3,4022930811,212,47.9,4023341283,178,,4022930803,155,,4022930805,56,Left,4022930809,141,89.4,4022930807,140,89.0,4022930815,1,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953111,11,49,1,0,33,bx0cdmzr2gwr70ez72dorx82p,1,13.3,10.3,2023-02-10T20:01:03.201Z,2023-02-11T07:02:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506037639,818,83,1,0,34,6xjy1q2m55iiwe8g1r1yffbc9,1,90.3,98,2023-02-10T20:01:04.508Z,2023-02-11T07:02:23Z,4023379929,399,462116,,,,,,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953159,12,1,1,0,36,bx0cdmzr2gwr70ez72dorx82p,1,4.5,0.9,2023-02-10T20:01:06.406Z,2023-02-11T07:02:22Z,4022931089,212,25.7,4022931087,141,38.7,4022931085,140,3.9,4022931083,56,Back,4023341493,178,,4022931091,213,1.6,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953167,13,1,1,0,41,bx0cdmzr2gwr70ez72dorx82p,1,5.1,45.3,2023-02-10T20:01:11.006Z,2023-02-11T07:02:21Z,4022931129,56,Back,4022931137,213,1.0,4022931135,212,9.0,4022931133,141,56.3,4022931131,140,9.8,4023341899,178,,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953215,14,1,1,0,43,bx0cdmzr2gwr70ez72dorx82p,1,9.8,57.5,2023-02-10T20:01:12.721Z,2023-02-11T07:02:20Z,4022931385,213,1.2,4023341987,178,,4022931381,141,87.9,4022931379,140,17.2,4022931383,212,22.1,4022931377,56,Back,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953241,15,1,1,0,48,bx0cdmzr2gwr70ez72dorx82p,1,26.6,90.3,2023-02-10T20:01:17.818Z,2023-02-11T07:02:19Z,4023342077,178,,4022931493,56,Back,4022931501,213,5.0,4022931495,140,30.4,4022931497,141,68.0,4022931499,212,15.7,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953251,16,1,1,0,50,bx0cdmzr2gwr70ez72dorx82p,1,31.8,70.9,2023-02-10T20:01:19.821Z,2023-02-11T07:02:18Z,4022931569,213,5.5,4022931567,212,11.7,4022931565,141,59.2,4023342099,178,,4022931561,56,Back,4022931563,140,40.0,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953261,17,1,1,0,51,bx0cdmzr2gwr70ez72dorx82p,1,39.7,57.7,2023-02-10T20:01:21.066Z,2023-02-11T07:02:17Z,4022931605,212,7.6,4022931599,56,Back,4022931607,213,2.5,4023342195,178,,4023270131,156,,4022931601,140,33.9,4022931603,141,64.5,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953269,18,1,1,0,52,bx0cdmzr2gwr70ez72dorx82p,1,35.6,67.7,2023-02-10T20:01:21.832Z,2023-02-11T07:02:17Z,4022931639,56,Back,4022931641,140,40.3,4022931643,141,27.6,4022931645,212,27.7,4022931647,213,4.9,4023342229,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953293,19,1,1,0,55,bx0cdmzr2gwr70ez72dorx82p,1,38.8,30.4,2023-02-10T20:01:25.199Z,2023-02-11T07:02:16Z,4022931775,212,17.4,4023342385,178,,4022931777,213,5.3,4022931771,140,47.5,4022931773,141,8.6,4022931769,56,Back,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953315,20,1,1,0,59,bx0cdmzr2gwr70ez72dorx82p,1,49,12.4,2023-02-10T20:01:28.906Z,2023-02-11T07:02:15Z,4022931861,56,Back,4023342399,178,,4022931863,140,38.1,4022931865,141,28.5,4022931867,212,15.8,4022931869,213,2.4,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953333,21,1,1,1,1,bx0cdmzr2gwr70ez72dorx82p,1,39.5,25.9,2023-02-10T20:01:31.077Z,2023-02-11T07:02:14Z,4022931957,56,Back,4022931961,141,60.6,4022931959,140,39.4,4022931963,212,23.6,4023342453,178,,4022931965,213,1.6,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953341,22,1,1,1,7,bx0cdmzr2gwr70ez72dorx82p,1,57.1,78.7,2023-02-10T20:01:36.831Z,2023-02-11T07:02:12Z,4022932017,213,0.8,4022932015,212,14.7,4022932009,56,Left,4022932011,140,66.6,4022932013,141,94.6,4023342535,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953357,23,1,1,1,10,bx0cdmzr2gwr70ez72dorx82p,1,69.9,97.3,2023-02-10T20:01:40.352Z,2023-02-11T07:02:10Z,4022932103,212,17.8,4022932101,141,84.5,4022932097,56,Left,4022932099,140,55.1,4023342625,178,,4022932105,213,3.7,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953373,24,1,1,1,14,bx0cdmzr2gwr70ez72dorx82p,1,53.4,85.3,2023-02-10T20:01:43.769Z,2023-02-11T07:02:09Z,4022932203,56,Left,4023342703,178,,4022932211,213,0.5,4022932209,212,12.2,4022932207,141,94.6,4022932205,140,63.3,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953383,25,1,1,1,19,bx0cdmzr2gwr70ez72dorx82p,1,64.3,94.4,2023-02-10T20:01:48.600Z,2023-02-11T07:02:07Z,4022932249,141,83.3,4022932247,140,53.9,4022932245,56,Left,4023342787,178,,4022932253,213,3.7,4022932251,212,13.3,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953401,26,1,1,1,21,bx0cdmzr2gwr70ez72dorx82p,1,54.8,85.4,2023-02-10T20:01:50.769Z,2023-02-11T07:02:06Z,4022932325,212,20.9,4022932319,56,Back,4022932327,213,4.3,4022932323,141,57.2,4022932321,140,46.9,4023342829,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953423,27,1,1,1,23,bx0cdmzr2gwr70ez72dorx82p,1,48.3,57.2,2023-02-10T20:01:53.402Z,2023-02-11T07:02:05Z,4022932453,212,14.3,4022932451,141,37.0,4023342893,178,,4022932449,140,52.0,4022932447,56,Center,4022932455,213,5.0,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953445,28,1,1,1,26,bx0cdmzr2gwr70ez72dorx82p,1,45.9,29,2023-02-10T20:01:56.361Z,2023-02-11T07:02:04Z,4022932531,56,Back,4022932545,212,14.0,4022932547,213,4.8,4023342983,178,,4022932541,141,8.6,4022932535,140,47.7,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953477,29,1,1,1,28,bx0cdmzr2gwr70ez72dorx82p,1,48.4,9.9,2023-02-10T20:01:58.171Z,2023-02-11T07:02:03Z,4022932691,141,4.2,4022932693,212,10.6,4023343059,178,,4022932695,213,5.9,4022932689,140,57.8,4022932687,56,Right,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953495,30,1,1,1,29,bx0cdmzr2gwr70ez72dorx82p,1,57.1,5.1,2023-02-10T20:01:59.046Z,2023-02-11T07:02:03Z,4022932817,213,2.9,4022932815,212,14.2,4022932809,56,Back,4022932811,140,44.1,4022932813,141,10.9,4023343133,178,,,,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953511,31,1,1,1,31,bx0cdmzr2gwr70ez72dorx82p,1,44.6,11.3,2023-02-10T20:02:00.971Z,2023-02-11T07:02:02Z,4022932891,56,Back,4023343229,178,,4022932893,140,38.2,4022932897,141,43.2,4022932899,212,22.7,4022932901,213,1.9,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953527,32,1,1,1,33,bx0cdmzr2gwr70ez72dorx82p,1,37.5,43.9,2023-02-10T20:02:03.466Z,2023-02-11T07:02:01Z,4023343403,178,,4022932983,140,45.4,4022932981,56,Back,4022932985,141,73.0,4022932987,212,21.5,4022932989,213,1.2,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953549,33,1,1,1,37,bx0cdmzr2gwr70ez72dorx82p,1,50,79.9,2023-02-10T20:02:06.633Z,2023-02-11T07:02:00Z,4022933105,56,Left,4022933109,141,93.6,4022933107,140,62.3,4022933111,212,15.9,4023343439,178,,4022933113,213,0.6,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953573,34,1,1,1,40,bx0cdmzr2gwr70ez72dorx82p,0,72.1,92.6,2023-02-10T20:02:10.076Z,2023-02-11T07:01:57Z,4022933219,212,11.6,4022933221,213,5.9,4022933217,141,85.5,4022933213,56,Left,4023343605,178,,4022933215,140,82.1,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506038781,866,67,1,1,41,6xjy1q2m55iiwe8g1r1yffbc9,1,20.4,14.1,2023-02-10T20:02:11.072Z,2023-02-11T07:01:57Z,4023385859,233,1440,,,,,,,,,,,,,,,,,,,,,,1xawzpx3vp3b7wqx6w5avdb6x,F. Chabrolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506038779,1440,67,1,1,41,bx0cdmzr2gwr70ez72dorx82p,0,79.6,85.9,2023-02-10T20:02:11.073Z,2023-02-11T07:01:56Z,4023385879,233,866,,,,,,,,,,,,,,,,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953591,8,12,1,1,41,6xjy1q2m55iiwe8g1r1yffbc9,1,19.7,16,2023-02-10T20:02:11.093Z,2023-02-11T07:01:56Z,4022933301,141,7.3,4022933297,56,Back,4022933299,140,0.0,4022933303,212,22.9,4022933305,213,3.4,4022933327,167,,4023343919,178,,,,,1xawzpx3vp3b7wqx6w5avdb6x,F. Chabrolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953593,9,6,1,1,43,6xjy1q2m55iiwe8g1r1yffbc9,0,8.2,10.9,2023-02-10T20:02:12.851Z,2023-02-11T00:55:25Z,4022933307,56,Back,4022933309,73,,4022933375,233,35,,,,,,,,,,,,,,,,1xawzpx3vp3b7wqx6w5avdb6x,F. Chabrolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953599,35,6,1,1,43,bx0cdmzr2gwr70ez72dorx82p,1,91.8,89.1,2023-02-10T20:02:12.851Z,2023-02-11T00:55:25Z,4022933353,233,9,4022933337,73,,4022933335,56,Left,,,,,,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953751,36,1,1,2,12,bx0cdmzr2gwr70ez72dorx82p,1,99.6,99.5,2023-02-10T20:02:41.681Z,2023-02-11T00:55:31Z,4022934105,6,,4022934115,213,4.4,4022934109,140,95.3,4022934107,56,Center,4022934111,141,74.8,4022934113,212,17.4,4023344069,178,,,,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953761,37,1,1,2,13,bx0cdmzr2gwr70ez72dorx82p,1,96,74.7,2023-02-10T20:02:42.865Z,2023-02-11T07:01:55Z,4022934153,56,Left,4023344127,178,,4023270577,156,,4022934159,212,12.2,4022934161,213,1.9,4022934157,141,91.7,4022934155,140,92.4,,,,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953795,38,1,1,2,15,bx0cdmzr2gwr70ez72dorx82p,1,92,89.8,2023-02-10T20:02:44.865Z,2023-02-11T07:01:55Z,4022934319,155,,4022936617,210,16,4022934329,213,4.6,4022934321,56,Center,4023270607,224,,4023344405,178,,4022934323,140,90.0,4022934315,2,,c0dvcjq2rfqs3jj5g5v2m5zsa,B. Bouanani,1,4022934325,141,51.7,4022936619,154,4022934327,212,26.0,4022936621,25,4023270609,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505953797,39,16,1,2,18,bx0cdmzr2gwr70ez72dorx82p,1,88.3,51.3,2023-02-10T20:02:48.382Z,2023-02-11T07:01:54Z,4022934343,56,Center,4023270735,396,49.1,4022934341,17,,4023344749,178,,4022936647,102,47.6,4022936655,136,,4022936657,230,98.7,4022936643,55,38,azuc3tma44xyrbgf5y279o1xx,Dante,,4022936635,80,,4022936641,133,4022936653,328,,4022936651,108,4022936637,29,4023270733,395,3.7,4022935781,374,2023-02-10 20:02:46.519,4022936639,154,4022935775,25,4022935777,72,4022936649,103,4.4,4022935785,375,02:16.954,4022936659,231,51.7,,,,,,,
2505954333,10,1,1,3,24,6xjy1q2m55iiwe8g1r1yffbc9,1,49.7,49.9,2023-02-10T20:03:53.749Z,2023-02-11T00:56:20Z,4022937369,56,Back,4022937373,141,46.6,4022937371,140,44.7,4023344881,178,,4022937377,213,3.5,4022937379,279,G,4022937375,212,5.7,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
