id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,keyPass,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value
2509983357,11,1,1,0,28,3xedluek08t2ka7oypwuullcn,1,22.3,56.9,2023-02-19T16:05:35.320Z,2023-02-20T07:36:11Z,4044144887,212,10.4,4044144875,56,Back,4045696453,178,,4044144891,213,5.1,4044144879,140,26.5,4044144883,141,43.0,,,,,,,25cggz2egeqce47yijxadsslx,B. Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983385,12,1,1,0,31,3xedluek08t2ka7oypwuullcn,1,26,36.9,2023-02-19T16:05:37.816Z,2023-02-20T07:36:10Z,4044144997,213,0.0,4044144989,56,Back,4045696629,178,,4044144995,212,12.2,4044144991,140,37.6,4044144993,141,37.6,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983445,13,1,1,0,32,3xedluek08t2ka7oypwuullcn,1,40.2,34.5,2023-02-19T16:05:39.033Z,2023-02-20T07:36:09Z,4044145333,141,15.7,4045696657,178,,4044145329,56,Back,4044145337,213,4.7,4044145331,140,40.6,4044145335,212,12.8,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983451,14,1,1,0,39,3xedluek08t2ka7oypwuullcn,0,68.2,10.3,2023-02-19T16:05:45.725Z,2023-02-20T07:36:07Z,4044145375,141,17.3,4044145369,56,Right,4044145377,212,7.3,4044145379,213,2.4,4044145467,286,,4044145463,233,3,4044145461,236,,4045696705,178,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,4044145373,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983459,3,74,1,0,39,750ustvk4jfqmo8q4gnrcxy7z,1,30.1,88.3,2023-02-19T16:05:45.958Z,2023-02-20T07:36:07Z,4045696745,178,,4044145411,285,,4044145489,233,14,4044145409,56,Back,,,,,,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983501,4,5,1,0,41,750ustvk4jfqmo8q4gnrcxy7z,0,34.7,101.7,2023-02-19T16:05:47.392Z,2023-02-20T03:35:25Z,4044145621,56,Back,4044145623,347,,4044146015,233,15,,,,,,,,,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983577,15,5,1,0,41,3xedluek08t2ka7oypwuullcn,1,65.3,-1.7,2023-02-19T16:05:47.392Z,2023-02-20T03:35:24Z,4044145945,347,,4044145973,233,4,4044145943,56,Right,,,,,,,,,,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983599,16,1,1,0,46,3xedluek08t2ka7oypwuullcn,1,75.3,0,2023-02-19T16:05:52.631Z,2023-02-20T07:36:06Z,4044146073,140,73.8,4044146079,213,1.7,4044146077,212,17.2,4044146071,56,Center,4044146069,107,,4044146075,141,23.9,,,,,,,bt4yy465bb33u7phdhnlr6pcl,P. Frankowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983605,17,61,1,0,47,3xedluek08t2ka7oypwuullcn,1,78.6,20.8,2023-02-19T16:05:54.189Z,2023-02-20T07:36:06Z,4044146109,189,,4044146087,56,Right,4045697057,178,,,,,,,,,,,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983621,18,1,1,0,48,3xedluek08t2ka7oypwuullcn,0,75.9,23.9,2023-02-19T16:05:54.954Z,2023-02-20T07:36:05Z,4044146205,140,91.0,4044146207,141,22.4,4044146211,213,6.2,4045697103,178,,4044146209,212,15.9,4044146203,56,Center,,,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983637,6,12,1,0,50,750ustvk4jfqmo8q4gnrcxy7z,1,16.9,78.8,2023-02-19T16:05:57.297Z,2023-02-20T07:00:27Z,4045697231,178,,4044146303,212,21.2,4044146297,56,Back,4044146301,141,47.6,4044146299,140,17.7,4044146305,213,4.8,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983643,7,49,1,0,53,750ustvk4jfqmo8q4gnrcxy7z,1,17.7,50.6,2023-02-19T16:05:59.970Z,2023-02-20T07:36:04Z,,,,,,,,,,,,,,,,,,,,,,,,,bxb5trtzllty8eqteifyw4zit,S. Corchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983629,19,43,1,0,53,3xedluek08t2ka7oypwuullcn,1,0,0,2023-02-19T16:06:00.282Z,2023-02-19T17:02:06Z,4044146253,140,85.4,4044146257,212,15.6,4044383817,144,1,4044146255,141,43.7,4044146251,56,Center,4044146259,213,2.0,,,,,,,7izciy79i6d6h7usfr8mcmh91,F. Sotoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983649,8,1,1,0,55,750ustvk4jfqmo8q4gnrcxy7z,1,20.6,48.8,2023-02-19T16:06:01.391Z,2023-02-20T07:36:03Z,4045697349,178,,4044146373,141,67.9,4044146367,157,,4044146375,212,17.9,4044146369,56,Back,4044146371,140,32.4,4044146377,213,0.8,4044146385,1,,bxb5trtzllty8eqteifyw4zit,S. Corchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983667,9,1,1,0,57,750ustvk4jfqmo8q4gnrcxy7z,1,31.9,59.1,2023-02-19T16:06:03.967Z,2023-02-20T07:36:02Z,4044146455,213,5.5,4044146451,212,29.3,4044146449,141,29.2,4044146443,56,Center,4045697405,178,,4044146445,140,52.0,4044146441,155,,,,,1n0y675l767w55pipq5lgj1zp,F. Mollet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983701,10,1,1,0,59,750ustvk4jfqmo8q4gnrcxy7z,1,50.5,25.2,2023-02-19T16:06:06.279Z,2023-02-20T07:36:02Z,4044146599,213,4.8,4044146593,140,51.5,4045697445,178,,4044146591,56,Right,4044146595,141,5.3,4044146589,3,,4044146597,212,13.6,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983717,11,1,1,1,3,750ustvk4jfqmo8q4gnrcxy7z,0,51.5,1.8,2023-02-19T16:06:09.489Z,2023-02-20T07:36:00Z,4044146679,212,25.8,4044146683,213,2.7,4044146667,56,Back,4044146671,140,29.7,4044146675,141,19.4,4045697461,178,,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983729,20,49,1,1,4,3xedluek08t2ka7oypwuullcn,1,67.7,81.8,2023-02-19T16:06:11.202Z,2023-02-20T07:36:00Z,,,,,,,,,,,,,,,,,,,,,,,,,7izciy79i6d6h7usfr8mcmh91,F. Sotoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983767,21,15,1,1,10,3xedluek08t2ka7oypwuullcn,1,82,73.6,2023-02-19T16:06:16.576Z,2023-02-20T07:35:56Z,4044150527,146,83.3,4044146927,18,,4044208693,215,,4044150525,458,,4044150533,231,53.2,4044146925,22,,4044150531,230,97,4044150307,20,,7izciy79i6d6h7usfr8mcmh91,F. Sotoca,4044150519,78,,4044150311,82,4044146929,56,Center,4044150529,147,68.6,4044150321,233,12,4044150521,102,50.9,4044150523,103,19,4045697541,178,,,,,,,,,,,,,,,,,,,,,
2509983771,12,10,1,1,10,750ustvk4jfqmo8q4gnrcxy7z,1,16.6,29.7,2023-02-19T16:06:16.654Z,2023-02-20T07:35:56Z,4044146953,56,Back,4045697607,178,,4044146949,94,,4044150333,233,21,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983795,13,49,1,1,11,750ustvk4jfqmo8q4gnrcxy7z,1,21.8,22.9,2023-02-19T16:06:17.639Z,2023-02-20T07:35:55Z,,,,,,,,,,,,,,,,,,,,,,,,,bxb5trtzllty8eqteifyw4zit,S. Corchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983853,14,1,1,1,12,750ustvk4jfqmo8q4gnrcxy7z,0,21.3,18.8,2023-02-19T16:06:18.766Z,2023-02-20T07:35:55Z,4044147303,213,0.2,4044147293,157,,4044147299,141,29.8,4044147297,140,56.5,4045697723,178,,4044147295,56,Center,4044147305,1,,4044147301,212,37.7,bxb5trtzllty8eqteifyw4zit,S. Corchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983877,22,44,1,1,17,3xedluek08t2ka7oypwuullcn,1,45.9,71.5,2023-02-19T16:06:23.388Z,2023-02-20T07:56:42Z,4044147405,56,Back,4044147407,285,,4044147409,233,15,,,,,,,,,,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983863,15,44,1,1,17,750ustvk4jfqmo8q4gnrcxy7z,0,54.1,28.5,2023-02-19T16:06:23.389Z,2023-02-20T07:35:54Z,4044147339,56,Center,4044147433,233,22,4044147341,286,,,,,,,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983897,23,1,1,1,17,3xedluek08t2ka7oypwuullcn,1,45.2,70.5,2023-02-19T16:06:23.413Z,2023-02-20T07:56:42Z,4044147501,213,2.7,4044147499,212,6.2,4044147497,141,74.3,4044147495,140,39.8,4044147493,56,Back,4045697813,388,,4044147491,3,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983899,24,49,1,1,18,3xedluek08t2ka7oypwuullcn,1,43.5,76.2,2023-02-19T16:06:24.723Z,2023-02-20T07:35:53Z,,,,,,,,,,,,,,,,,,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509983991,25,1,1,1,25,3xedluek08t2ka7oypwuullcn,1,53.5,26.8,2023-02-19T16:06:31.849Z,2023-02-20T07:35:50Z,4044147977,213,5.4,4044147969,56,Right,4044147971,140,59.1,4044147975,212,9.2,4045698343,178,,4044147973,141,16.4,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984007,26,1,1,1,30,3xedluek08t2ka7oypwuullcn,1,54.2,16.3,2023-02-19T16:06:36.523Z,2023-02-20T07:35:48Z,4044148087,141,32.9,4044148079,56,Center,4044148091,213,1.7,4044148083,140,53.0,4045698377,178,,4044148089,212,11.4,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984035,27,1,1,1,33,3xedluek08t2ka7oypwuullcn,1,47.7,45.9,2023-02-19T16:06:40.052Z,2023-02-20T07:35:46Z,4044148239,140,44.0,4044148241,141,69.2,4044148245,213,1.8,4045698457,178,,4044148243,212,16.3,4044148237,56,Back,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984071,28,1,1,1,36,3xedluek08t2ka7oypwuullcn,1,45.8,73.8,2023-02-19T16:06:42.470Z,2023-02-20T07:35:45Z,4044148443,140,63.6,4044148451,213,0.1,4044148439,56,Center,4045698497,178,,4044148447,212,18.8,4044148445,141,76.7,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984079,29,61,1,1,37,3xedluek08t2ka7oypwuullcn,0,65.9,79.2,2023-02-19T16:06:43.551Z,2023-02-20T07:35:45Z,4044148469,56,Left,4045698653,178,,,,,,,,,,,,,,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984083,16,49,1,1,38,750ustvk4jfqmo8q4gnrcxy7z,1,29.6,12.7,2023-02-19T16:06:45.070Z,2023-02-20T07:35:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bxb5trtzllty8eqteifyw4zit,S. Corchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984109,17,1,1,1,39,750ustvk4jfqmo8q4gnrcxy7z,1,31.5,15.2,2023-02-19T16:06:45.962Z,2023-02-20T07:35:44Z,4045698905,178,,4044148613,56,Back,4044148619,212,3.3,4044148617,141,18.9,4044148621,213,0.9,4044148615,140,33.5,,,,,,,bxb5trtzllty8eqteifyw4zit,S. Corchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984129,18,1,1,1,41,750ustvk4jfqmo8q4gnrcxy7z,1,36.8,14.7,2023-02-19T16:06:48.030Z,2023-02-20T07:35:43Z,4045698931,178,,4044148735,141,15.9,4044148731,56,Back,4044148737,212,6.5,4044148739,213,0.1,4044148733,140,42.9,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984147,19,1,1,1,44,750ustvk4jfqmo8q4gnrcxy7z,1,42.5,20.2,2023-02-19T16:06:51.153Z,2023-02-20T07:35:41Z,4045699049,178,,4044148851,212,20.1,4044148849,141,27.7,4044148845,56,Back,4044148853,213,2.9,4044148847,140,24.0,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984165,20,1,1,1,46,750ustvk4jfqmo8q4gnrcxy7z,1,30.8,25.6,2023-02-19T16:06:53.173Z,2023-02-20T07:35:40Z,4044148925,140,12.7,4044148927,141,43.1,4044148929,212,22.4,4045699189,178,,4044148923,56,Back,4044148931,213,2.6,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984193,21,1,1,1,49,750ustvk4jfqmo8q4gnrcxy7z,1,14.2,41,2023-02-19T16:06:55.536Z,2023-02-20T07:35:40Z,4045699263,178,,4044149097,141,90.9,4044149101,213,1.3,4044149095,140,24.0,4044149093,56,Back,4044149103,1,,4044149099,212,35.5,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984221,22,1,1,1,53,750ustvk4jfqmo8q4gnrcxy7z,0,30.2,87.4,2023-02-19T16:06:59.398Z,2023-02-20T07:35:39Z,4044149247,1,,4045699341,178,,4044149233,140,74.1,4044149241,213,0.0,4044149231,56,Left,4044149235,141,88.0,4044149229,155,,4044149237,212,46.1,6i3zlo12dwcjy0tcnls1e35k9,C. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984245,30,12,1,1,55,3xedluek08t2ka7oypwuullcn,1,27.8,14.7,2023-02-19T16:07:02.091Z,2023-02-20T07:35:38Z,4044386539,189,,4044149375,141,0.0,4045699773,388,,4045110783,15,,4044149371,56,Back,4044149377,212,16.7,4044149379,213,5.6,4044149373,140,39.6,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,4045110785,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984283,23,5,1,1,58,750ustvk4jfqmo8q4gnrcxy7z,1,62,101.5,2023-02-19T16:07:05.092Z,2023-02-20T03:40:14Z,4044149611,56,Left,4044149613,347,,4044149823,233,31,,,,,,,,,,,,,,,,6i3zlo12dwcjy0tcnls1e35k9,C. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509984315,31,5,1,1,58,3xedluek08t2ka7oypwuullcn,0,38,-1.5,2023-02-19T16:07:05.092Z,2023-02-20T03:40:14Z,4044149793,347,,4044149841,233,23,4044149791,56,Back,,,,,,,,,,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
