id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value
2493746257,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-12-28T19:11:15.682Z,2022-12-28T19:11:15Z,3958797341,30,"4cetkl0w2uq40ccti5ka6a4t1, cfg0ocm0b2icpagbtnzkrihn9, atlhc604ri3rr4w012otutyj8, 7fmhqt5geme4yv9cfnsp5lec5, 9adbv1dl7dp7vze3b9sarerbp, 8z0395s37qe2lqi9qsvyskgk5, f3v58fkymhrprt5gs0ccm29xx, 779rrkp47akkd5usq53begatx, 3vx94h32ahujciraspdayj9t6, 5e9ilgrz3tzg9kd1gk3yvrahh, cionsifzpx5rhc8es29wv6i95, 9sme7jykdv8msgfu0nxx6h39x, 1vr896w03yky9kmu8x5tjkicp, 5qg0coudjinnt978myh4n4n2t, ckjcm9q26zd6q8tkq0go6oxcl, 4pyehox7p3z64c4l3k8yoyfv9, dsmcqfl0e1be4ag7czbnolo15, 2s2fzli5c7h9dfcertq2dwxec, 34z1r2585ifo6zdcfuu6xumfo, 59zam5h3noyxf84k3jv1ofy1g",3958797355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3958797343,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3958797347,130,23,3958797349,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3958797345,59,"99, 26, 31, 6, 4, 5, 8, 10, 44, 7, 17, 1, 2, 15, 16, 19, 28, 33, 35, 34",3958797351,194,8z0395s37qe2lqi9qsvyskgk5,3958797353,197,15881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493747977,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-12-28T19:20:00.959Z,2022-12-28T20:04:29Z,3958806379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3958806377,130,3,3958806373,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3958806371,30,"2vgr8c97x4b2e51tyvvixusid, 7bba28af7hqhh7ruo91x2mk9g, eo47h2ekymiisj3kry3og7tgp, 42vsnv2j6emkbynforgon4n2t, 7z1gixk4hvbbgo71xgb04942x, d5at3cowukpxiptq5ozcbe6s5, wg9qybhs3qeq9awhux331uqx, c8u45gxriyq1rup5fpr30xrdh, am0pcyvtaws1i69jt09dgnsnp, 950o8rjqvnl5bnidq2dc3fglx, egtyl4noukbjkm1va1i11e87o, c56lbzi8zwr45ssxobctjyrdg, bzyckons6yiek0xm2xtt0bf9w, 88nw24pkg2ikj9c91tccvqol, f0busiccqoe2jg69st02ngfe1, bndkgzdolm2c3iteenkv8s3it, cb6w7n7n1eh9huwzyzvgmdxih, 6myeb7x322kbw504ecbvhu904, 3zkkrq8sph1lo23bt8d1nz10",3958806381,194,d5at3cowukpxiptq5ozcbe6s5,3958806383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3958806375,59,"1, 29, 5, 14, 22, 24, 17, 10, 25, 9, 19, 33, 35, 6, 12, 20, 27, 31, 40",3958848321,197,17196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756567,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-12-28T20:03:00.427Z,2022-12-29T00:39:26Z,3958852649,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756571,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-12-28T20:03:00.427Z,2022-12-28T20:03:03Z,3958852651,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756585,3,1,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,49.9,49.7,2022-12-28T20:03:00.453Z,2022-12-29T00:45:11Z,3958852751,56,Back,3958852757,212,7.6,3958852761,279,S,3958852753,140,42.7,3958852759,213,3.3,3959098115,178,,3958852755,141,48.4,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756603,4,1,1,0,1,2b3mar72yy8d6uvat1ka6tn3r,1,43.2,49.8,2022-12-28T20:03:02.335Z,2022-12-29T04:16:54Z,3959098137,178,,3958852859,212,26.3,3958852861,213,1.6,3958852857,141,88.5,3958852853,56,Back,3958852855,140,42.8,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756627,5,1,1,0,6,2b3mar72yy8d6uvat1ka6tn3r,1,46.2,94.3,2022-12-28T20:03:06.719Z,2022-12-29T04:16:53Z,3959098153,178,,3958852977,140,31.3,3958852979,141,92.3,3958852975,56,Back,3958852983,213,3.2,3958852981,212,15.7,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756645,6,1,1,0,8,2b3mar72yy8d6uvat1ka6tn3r,1,31.1,90.3,2022-12-28T20:03:09.203Z,2022-12-29T04:16:52Z,3958853095,212,17.7,3958853089,56,Back,3958853097,213,4.5,3958853093,141,64.8,3958853091,140,27.8,3959098167,178,,,,,,,,atlhc604ri3rr4w012otutyj8,E. Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756689,7,1,1,0,13,2b3mar72yy8d6uvat1ka6tn3r,1,34.8,53,2022-12-28T20:03:14.074Z,2022-12-29T04:16:50Z,3959098185,178,,3958853329,56,Back,3958853341,213,4.5,3958853339,212,11.9,3958853333,140,32.5,3958853337,141,35.8,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493756723,8,1,1,0,18,2b3mar72yy8d6uvat1ka6tn3r,1,33.6,33.6,2022-12-28T20:03:19.276Z,2022-12-29T04:16:48Z,3958853521,56,Back,3958853529,213,1.6,3958853527,212,18.5,3958853523,140,32.7,3958853525,141,60.8,3959098195,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
