id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2476121465,100,1,1,11,52,75qj99fhg5c0ztj2tva5u4uii,0,2.1,84.9,2022-10-23T11:12:33.007Z,2022-10-23T20:31:12Z,3865878503,140,29.3,3865878499,155,,3865878507,212,28.6,3865878505,141,81.8,3865878501,56,Back,3865878509,213,6.2,3868179671,178,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121477,167,49,1,11,54,z1wbqtd0fz5t5eezjvrbld3h,1,72.4,16.6,2022-10-23T11:12:34.682Z,2022-10-23T20:31:12Z,,,,,,,,,,,,,,,,,,,,,,,,,c7xltzkcj4u5qmw4j1e9gxmmt,Xeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121489,168,1,1,11,55,z1wbqtd0fz5t5eezjvrbld3h,1,70,10.7,2022-10-23T11:12:35.910Z,2022-10-23T20:31:11Z,3865878617,141,6.2,3865878621,213,5.4,3865878615,140,72.2,3865878619,212,3.8,3865878613,56,Right,3868180217,178,,,,,,,,c7xltzkcj4u5qmw4j1e9gxmmt,Xeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121539,169,1,1,11,56,z1wbqtd0fz5t5eezjvrbld3h,1,74.8,1.1,2022-10-23T11:12:37.262Z,2022-10-23T20:31:10Z,3865878843,141,14.6,3865878839,56,Right,3865878847,213,2.8,3865878845,212,24.1,3865878841,140,53.6,3868180489,178,,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121587,170,1,1,12,1,z1wbqtd0fz5t5eezjvrbld3h,1,48.9,12.6,2022-10-23T11:12:41.374Z,2022-10-23T20:31:09Z,3865879063,56,Back,3865879071,213,1.6,3865879067,141,50.4,3865879065,140,47.3,3865879069,212,25.8,3868180679,178,,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121607,171,1,1,12,4,z1wbqtd0fz5t5eezjvrbld3h,1,46.3,46,2022-10-23T11:12:44.369Z,2022-10-23T20:31:09Z,3865879147,213,5.9,3868181017,178,,3865879141,140,61.5,3865879145,212,17.2,3865879143,141,36.6,3865879139,56,Center,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121655,172,1,1,12,5,z1wbqtd0fz5t5eezjvrbld3h,1,57.3,38.2,2022-10-23T11:12:46.098Z,2022-10-23T20:31:08Z,3865879383,56,Right,3865879385,140,69.5,3865879387,141,8.8,3868181355,178,,3865879391,213,5.3,3865879389,212,23.7,,,,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121673,173,1,1,12,8,z1wbqtd0fz5t5eezjvrbld3h,1,63.7,9.7,2022-10-23T11:12:49.293Z,2022-10-23T20:31:07Z,3868181607,178,,3865879449,212,17.8,3865879445,140,80.2,3865879447,141,4.0,3865879451,213,6.1,3865879443,56,Right,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121679,174,1,1,12,9,z1wbqtd0fz5t5eezjvrbld3h,0,70.4,0.9,2022-10-23T11:12:50.275Z,2022-10-23T20:31:07Z,3868181927,178,,3865879477,212,13.7,3865879471,56,Right,3865879475,141,15.9,3865879479,213,0.8,3865879473,140,79.1,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476587071,968,67,1,12,10,75qj99fhg5c0ztj2tva5u4uii,1,29.4,88.1,2022-10-23T11:12:50.855Z,2022-10-23T20:16:16Z,3868309145,233,1967,,,,,,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476587069,1967,67,1,12,10,z1wbqtd0fz5t5eezjvrbld3h,0,70.6,11.9,2022-10-23T11:12:50.856Z,2022-10-23T20:16:16Z,3868309169,233,968,,,,,,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121723,101,8,1,12,10,75qj99fhg5c0ztj2tva5u4uii,1,30.1,84,2022-10-23T11:12:50.887Z,2022-10-23T20:31:06Z,3865879697,56,Back,3868182129,178,,3866724121,385,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121729,102,5,1,12,11,75qj99fhg5c0ztj2tva5u4uii,0,18.9,101.6,2022-10-23T11:12:51.840Z,2022-10-23T18:42:11Z,3865879725,56,Back,3865879727,347,,3865880141,233,175,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121791,175,5,1,12,11,z1wbqtd0fz5t5eezjvrbld3h,1,81.1,-1.6,2022-10-23T11:12:51.840Z,2022-10-23T18:42:12Z,3865880089,347,,3865880099,233,102,3865880087,56,Right,,,,,,,,,,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121839,176,1,1,12,16,z1wbqtd0fz5t5eezjvrbld3h,1,69.3,0,2022-10-23T11:12:57.252Z,2022-10-23T20:31:06Z,3865880369,213,2.6,3865880359,107,,3865880361,56,Back,3865880365,141,18.2,3865880367,212,26.7,3865880371,1,,3865880363,140,47.3,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121865,177,1,1,12,22,z1wbqtd0fz5t5eezjvrbld3h,1,48.4,30.2,2022-10-23T11:13:02.482Z,2022-10-23T20:31:04Z,3865880493,141,5.8,3865880489,56,Right,3868192013,178,,3865880497,213,5.4,3865880491,140,61.3,3865880495,212,21.4,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476121931,178,1,1,12,24,z1wbqtd0fz5t5eezjvrbld3h,1,58.5,7.3,2022-10-23T11:13:05.167Z,2022-10-23T20:31:04Z,3865880901,212,25.5,3865880897,140,36.1,3865880895,56,Back,3865880899,141,21.9,3868192267,178,,3865880903,213,2.7,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122055,179,1,1,12,28,z1wbqtd0fz5t5eezjvrbld3h,1,38.9,32.5,2022-10-23T11:13:08.991Z,2022-10-23T20:31:03Z,3865881663,141,54.5,3868192441,178,,3865881667,213,2.4,3865881665,212,22.0,3865881661,140,23.6,3865881659,56,Back,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122113,180,1,1,12,40,z1wbqtd0fz5t5eezjvrbld3h,1,24.3,48,2022-10-23T11:13:21.015Z,2022-10-23T20:31:01Z,3865881973,155,,3865881983,213,0.4,3865881981,212,47.1,3865881985,1,,3865881977,140,65.2,3865881975,56,Center,3868192707,178,,3865881979,141,76.6,cym4wbw14zw1jh4jsp3sbyk0l,S. Mandanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122117,181,44,1,12,43,z1wbqtd0fz5t5eezjvrbld3h,1,61.8,67.5,2022-10-23T11:13:23.637Z,2022-10-23T20:16:11Z,3865882003,56,Center,3865882077,233,103,3865882005,286,,,,,,,,,,,,,,,,,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122125,103,44,1,12,43,75qj99fhg5c0ztj2tva5u4uii,0,38.2,32.5,2022-10-23T11:13:23.638Z,2022-10-23T20:16:12Z,3865882099,233,181,3865882047,56,Back,3865882049,285,,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122143,182,1,1,12,43,z1wbqtd0fz5t5eezjvrbld3h,1,61.5,72.7,2022-10-23T11:13:23.712Z,2022-10-23T20:31:00Z,3865882159,141,89.1,3865882161,212,12.4,3865882155,56,Left,3865882157,140,56.4,3865919689,156,,3865882163,213,2.0,3868193549,21,,3868193547,388,,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122165,184,1,1,12,47,z1wbqtd0fz5t5eezjvrbld3h,0,59.8,88.6,2022-10-23T11:13:28.069Z,2022-10-23T20:30:59Z,3865882243,212,9.8,3865882235,56,Left,3865882239,140,67.9,3865882241,141,81.5,3865882245,213,5.8,3868194107,178,,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122147,183,43,1,12,47,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-10-23T11:13:28.272Z,2022-10-23T11:46:12Z,3866002701,144,49,,,,,,,,,,,,,,,,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476587823,969,67,1,12,48,75qj99fhg5c0ztj2tva5u4uii,1,27.4,19.7,2022-10-23T11:13:29.069Z,2022-10-23T20:30:59Z,3868313451,233,1979,,,,,,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476587817,1979,67,1,12,48,z1wbqtd0fz5t5eezjvrbld3h,0,72.6,80.3,2022-10-23T11:13:29.070Z,2022-10-23T20:30:59Z,3868313465,233,969,,,,,,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122201,104,8,1,12,48,75qj99fhg5c0ztj2tva5u4uii,1,26.9,19.3,2022-10-23T11:13:29.124Z,2022-10-23T20:30:58Z,3865882457,56,Back,3866737233,385,,3868196067,389,,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122197,185,61,1,12,48,z1wbqtd0fz5t5eezjvrbld3h,1,72.5,82.2,2022-10-23T11:13:29.238Z,2022-10-23T20:30:58Z,3868196335,178,,3865882435,56,Left,,,,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122225,186,61,1,12,50,z1wbqtd0fz5t5eezjvrbld3h,1,68.6,86.2,2022-10-23T11:13:30.631Z,2022-10-23T20:30:58Z,3865882571,56,Left,3868196633,178,,,,,,,,,,,,,,,,,,,,92qqdiryqd8juqdjq8585476y,A. Truffert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476147189,556,1,1,12,51,z1wbqtd0fz5t5eezjvrbld3h,0,70,86.8,2022-10-23T11:13:31.816Z,2022-10-23T20:30:57Z,3866005343,213,3.9,3866005335,56,Center,3866005337,140,62.9,3866005341,212,10.3,3866005339,141,76.3,3868196843,389,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122269,106,49,1,12,54,75qj99fhg5c0ztj2tva5u4uii,1,48.4,35.3,2022-10-23T11:13:34.558Z,2022-10-23T20:30:57Z,,,,,,,,,,,,,,,,,,,,,,,,,2bfbi3t4aufb47wwt56ilzoyc,A. Salama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122263,105,3,1,12,56,75qj99fhg5c0ztj2tva5u4uii,1,61.5,27.5,2022-10-23T11:13:36.541Z,2022-10-23T20:30:56Z,3865882813,286,,3865882811,56,Center,3865882871,233,187,3866740095,465,,3868198301,178,,,,,,,,,,,2bfbi3t4aufb47wwt56ilzoyc,A. Salama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122271,187,45,1,12,56,z1wbqtd0fz5t5eezjvrbld3h,0,38.5,72.5,2022-10-23T11:13:36.541Z,2022-10-23T20:30:56Z,3865882879,233,105,3865882835,285,,3865882833,56,Back,,,,,,,,,,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122303,107,3,1,12,58,75qj99fhg5c0ztj2tva5u4uii,0,68,36.1,2022-10-23T11:13:38.678Z,2022-10-23T20:30:55Z,3868199637,178,,3865882997,211,,3865882995,286,,3865882993,56,Center,3866740575,465,,,,,,,,,,,2bfbi3t4aufb47wwt56ilzoyc,A. Salama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476588557,1980,67,1,13,0,z1wbqtd0fz5t5eezjvrbld3h,1,25.4,53.8,2022-10-23T11:13:40.512Z,2022-10-23T20:30:54Z,3868317859,233,973,,,,,,,,,,,,,,,,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476588549,973,67,1,13,0,75qj99fhg5c0ztj2tva5u4uii,0,74.6,46.2,2022-10-23T11:13:40.513Z,2022-10-23T20:30:54Z,3868317877,233,1980,,,,,,,,,,,,,,,,,,,,,,2bfbi3t4aufb47wwt56ilzoyc,A. Salama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122333,188,1,1,13,0,z1wbqtd0fz5t5eezjvrbld3h,1,25.7,51.4,2022-10-23T11:13:40.525Z,2022-10-23T20:30:53Z,3865883155,212,6.7,3865883151,140,27.1,3865883157,213,4.9,3865883153,141,41.8,3868200165,389,,3865883149,56,Back,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122337,189,49,1,13,1,z1wbqtd0fz5t5eezjvrbld3h,1,26.7,35.8,2022-10-23T11:13:42.151Z,2022-10-23T20:30:53Z,,,,,,,,,,,,,,,,,,,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122355,190,1,1,13,3,z1wbqtd0fz5t5eezjvrbld3h,1,26.4,40.3,2022-10-23T11:13:43.500Z,2022-10-23T20:30:52Z,3865883341,212,12.3,3865883339,141,55.7,3868200805,178,,3865883337,140,32.5,3865883335,56,Back,3865883343,213,1.0,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122407,191,1,1,13,5,z1wbqtd0fz5t5eezjvrbld3h,1,30.6,56.4,2022-10-23T11:13:46.091Z,2022-10-23T20:30:52Z,3866008783,189,,3865883599,213,0.4,3865883595,141,71.8,3865883591,56,Center,3865883597,212,26.8,3868201315,178,,3865883593,140,54.1,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122411,192,1,1,13,9,z1wbqtd0fz5t5eezjvrbld3h,1,51.6,69.6,2022-10-23T11:13:49.790Z,2022-10-23T20:30:50Z,3865883631,140,58.3,3865883635,212,7.1,3865883629,56,Center,3865883637,213,6.1,3865883633,141,67.8,3868201489,178,,,,,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122425,193,1,1,13,10,z1wbqtd0fz5t5eezjvrbld3h,1,56,61.7,2022-10-23T11:13:50.376Z,2022-10-23T20:30:50Z,3868201787,178,,3865883711,56,Left,3865883715,141,81.4,3865883717,212,13.5,3865883719,213,1.7,3865883713,140,54.1,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122451,194,1,1,13,14,z1wbqtd0fz5t5eezjvrbld3h,1,68.3,80.6,2022-10-23T11:13:54.521Z,2022-10-23T20:30:48Z,3865883871,141,63.0,3865883875,213,5.1,3865883869,140,72.8,3865883873,212,12.9,3865883867,56,Center,3868202099,178,,,,,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122473,195,1,1,13,15,z1wbqtd0fz5t5eezjvrbld3h,1,73.8,63.8,2022-10-23T11:13:56.132Z,2022-10-23T20:30:47Z,3865883993,56,Center,3865883999,212,16.4,3868202475,178,,3865883995,140,89.2,3865884001,213,0.2,3865883997,141,68.1,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122481,196,1,1,13,18,z1wbqtd0fz5t5eezjvrbld3h,0,94.8,72.3,2022-10-23T11:13:58.765Z,2022-10-23T20:30:47Z,3865884093,236,,3865884029,56,Center,3865884037,213,4.0,3865884031,140,92.1,3865884035,212,4.5,3865884033,141,67.2,3868202709,178,,3865884095,233,108,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,,3865884099,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122491,108,74,1,13,18,75qj99fhg5c0ztj2tva5u4uii,1,4.4,30.3,2022-10-23T11:13:58.881Z,2022-10-23T20:30:46Z,3865884101,233,196,3868203111,178,,3865884057,56,Back,3865884061,285,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122519,109,1,1,13,20,75qj99fhg5c0ztj2tva5u4uii,1,9.6,32.2,2022-10-23T11:14:00.526Z,2022-10-23T20:30:46Z,3865884199,213,3.0,3865884197,212,6.2,3865884191,56,Back,3865884195,141,33.3,3868203769,178,,3865884193,140,3.7,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122521,110,49,1,13,21,75qj99fhg5c0ztj2tva5u4uii,1,4.2,32.5,2022-10-23T11:14:01.504Z,2022-10-23T20:30:46Z,,,,,,,,,,,,,,,,,,,,,,,,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122535,111,1,1,13,21,75qj99fhg5c0ztj2tva5u4uii,0,4.3,32.6,2022-10-23T11:14:01.552Z,2022-10-23T20:30:45Z,3865884309,213,0.3,3865884301,141,53.6,3865884305,212,47.1,3865884297,140,47.0,3868205107,178,,3865884289,157,,3865884293,56,Back,3865884313,1,,akczqgcekziai0uuirql1enrp,I. Amadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122557,197,1,1,13,24,z1wbqtd0fz5t5eezjvrbld3h,1,57.8,46.6,2022-10-23T11:14:04.554Z,2022-10-23T20:30:45Z,3865884425,56,Right,3865884427,140,63.6,3865884429,141,15.5,3868205477,178,,3865884423,3,,3865884435,213,5.0,3865884431,212,22.0,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122559,198,49,1,13,26,z1wbqtd0fz5t5eezjvrbld3h,1,64.4,21.2,2022-10-23T11:14:06.914Z,2022-10-23T20:30:44Z,,,,,,,,,,,,,,,,,,,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122633,199,1,1,13,28,z1wbqtd0fz5t5eezjvrbld3h,1,65.2,21.5,2022-10-23T11:14:08.472Z,2022-10-23T20:30:43Z,3865884833,56,Center,3865884841,213,1.7,3868206133,178,,3865884835,140,63.3,3865884837,141,49.1,3865884839,212,18.9,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122645,200,1,1,13,31,z1wbqtd0fz5t5eezjvrbld3h,0,62.9,47.2,2022-10-23T11:14:11.531Z,2022-10-23T20:30:42Z,3865884885,155,,3865884887,56,Center,3868206441,178,,3865884889,140,86.9,3865884893,212,26.3,3865884891,141,58.2,3865884895,213,0.3,,,,c7xltzkcj4u5qmw4j1e9gxmmt,Xeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122649,112,52,1,13,33,75qj99fhg5c0ztj2tva5u4uii,1,12.2,46.3,2022-10-23T11:14:13.915Z,2022-10-23T20:30:42Z,3866747507,377,,3868206631,178,,,,,,,,,,,,,,,,,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122829,113,1,1,13,47,75qj99fhg5c0ztj2tva5u4uii,0,7.7,51.7,2022-10-23T11:14:27.911Z,2022-10-23T20:30:42Z,3865885813,1,,3865885803,141,78.8,3865885799,56,Center,3865885797,199,,3865885805,212,55.5,3865885801,140,57.6,3865885809,213,0.3,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122853,201,49,1,13,52,z1wbqtd0fz5t5eezjvrbld3h,1,40,19.7,2022-10-23T11:14:32.618Z,2022-10-23T20:30:41Z,,,,,,,,,,,,,,,,,,,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122911,202,1,1,13,53,z1wbqtd0fz5t5eezjvrbld3h,1,40.5,21,2022-10-23T11:14:34.094Z,2022-10-23T20:30:40Z,3865886173,141,65.1,3865886169,56,Back,3865886177,213,1.6,3868207797,178,,3865886171,140,39.0,3865886175,212,30.0,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122933,203,1,1,13,58,z1wbqtd0fz5t5eezjvrbld3h,1,37.3,61.8,2022-10-23T11:14:38.456Z,2022-10-23T20:30:39Z,3865886279,212,11.4,3868208127,178,,3865886281,213,5.4,3865886277,141,48.5,3865886275,140,43.9,3865886273,56,Back,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122961,204,1,1,14,0,z1wbqtd0fz5t5eezjvrbld3h,1,42.3,44.1,2022-10-23T11:14:40.808Z,2022-10-23T20:30:38Z,3865886393,140,50.6,3868208363,178,,3865886397,212,21.1,3865886395,141,15.8,3865886391,56,Right,3865886399,213,5.1,,,,,,,c7xltzkcj4u5qmw4j1e9gxmmt,Xeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476122991,205,1,1,14,3,z1wbqtd0fz5t5eezjvrbld3h,1,51,13.8,2022-10-23T11:14:43.461Z,2022-10-23T20:30:37Z,3865886567,141,6.7,3868208687,178,,3865886565,140,69.2,3865886569,212,19.7,3865886563,56,Right,3865886571,213,6.0,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476123001,206,1,1,14,4,z1wbqtd0fz5t5eezjvrbld3h,1,59,2.1,2022-10-23T11:14:44.551Z,2022-10-23T20:30:37Z,3865886617,213,2.5,3865886611,140,45.8,3865886615,212,16.7,3865886609,56,Back,3868209515,178,,3865886613,141,15.9,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476123019,207,1,1,14,6,z1wbqtd0fz5t5eezjvrbld3h,1,45.7,14.9,2022-10-23T11:14:46.511Z,2022-10-23T20:30:36Z,3865886677,56,Back,3865886685,212,18.5,3865886681,140,34.6,3865886687,213,2.3,3868210007,178,,3865886683,141,36.1,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476123045,208,1,1,14,8,z1wbqtd0fz5t5eezjvrbld3h,1,39.1,32.6,2022-10-23T11:14:48.512Z,2022-10-23T20:30:36Z,3865886891,213,1.5,3865886883,56,Back,3865886889,212,27.1,3865886885,140,41.1,3865886887,141,72.3,3868210147,178,,,,,,,,ayx2iydekv69471d92zmpbbze,C. Wooh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476123077,209,1,1,14,10,z1wbqtd0fz5t5eezjvrbld3h,1,42.9,73.8,2022-10-23T11:14:51.003Z,2022-10-23T20:30:35Z,3865887031,212,8.0,3865887033,213,0.6,3865887029,141,80.5,3868210363,178,,3865887027,140,49.2,3865887025,56,Back,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476123105,210,1,1,14,13,z1wbqtd0fz5t5eezjvrbld3h,1,46.7,80.4,2022-10-23T11:14:53.861Z,2022-10-23T20:30:33Z,3868210573,178,,3865887173,140,37.0,3865887171,56,Back,3865887175,141,69.7,3865887177,212,12.5,3865887179,213,3.8,,,,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
