id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2509874063,125,1,1,8,46,z1wbqtd0fz5t5eezjvrbld3h,1,53.8,91.8,2023-02-19T14:08:52.904Z,2023-02-19T22:53:21Z,4043584085,212,12.1,4043584087,213,0.3,4043584081,140,64.9,4043584083,141,96.8,4044973683,178,,4043584079,56,Left,,,,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874097,126,1,1,8,49,z1wbqtd0fz5t5eezjvrbld3h,1,59.9,89.7,2023-02-19T14:08:55.974Z,2023-02-19T22:53:19Z,4043584261,213,4.8,4044974071,178,,4043584257,141,71.7,4043584259,212,12.3,4043584253,56,Center,4043584255,140,61.3,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874225,127,1,1,8,50,z1wbqtd0fz5t5eezjvrbld3h,1,61.5,68.2,2023-02-19T14:08:57.066Z,2023-02-19T22:53:18Z,4043584921,213,2.7,4043584917,141,75.9,4043584919,212,11.5,4043584915,140,51.8,4044974333,178,,4043584913,56,Center,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874305,128,1,1,8,55,z1wbqtd0fz5t5eezjvrbld3h,1,57.3,67,2023-02-19T14:09:02.283Z,2023-02-19T22:53:17Z,4044974701,178,,4043585297,141,95.9,4043585293,140,62.4,4043585301,212,20.4,4043585291,56,Left,4043585303,213,1.3,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874329,129,1,1,8,58,z1wbqtd0fz5t5eezjvrbld3h,0,66.5,93.6,2023-02-19T14:09:05.168Z,2023-02-19T22:53:16Z,4043585443,213,5.4,4043585437,140,78.9,4043585439,141,68.5,4043585441,212,21.5,4044974907,178,,4043585435,56,Center,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874405,47,61,1,9,0,17o35s8assv3kamxowzz77k4r,0,20.4,32.7,2023-02-19T14:09:06.670Z,2023-02-19T22:53:15Z,4043585787,56,Back,4044976031,178,,,,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510157123,1409,67,1,9,1,z1wbqtd0fz5t5eezjvrbld3h,1,76.2,65.8,2023-02-19T14:09:07.792Z,2023-02-19T22:53:14Z,4045083301,233,903,,,,,,,,,,,,,,,,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510157121,903,67,1,9,1,17o35s8assv3kamxowzz77k4r,0,23.8,34.2,2023-02-19T14:09:07.793Z,2023-02-19T22:53:14Z,4045083305,233,1409,,,,,,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874469,130,1,1,9,3,z1wbqtd0fz5t5eezjvrbld3h,1,72.4,72.5,2023-02-19T14:09:10.108Z,2023-02-19T22:53:12Z,4043586075,212,12.7,4043586073,141,89.9,4044976617,178,,4043586069,140,76.9,4043586077,213,1.2,4043586067,56,Left,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874473,131,50,1,9,5,z1wbqtd0fz5t5eezjvrbld3h,1,80,92.4,2023-02-19T14:09:11.970Z,2023-02-19T22:31:59Z,4043586549,233,48,4043586085,56,Left,4043586087,286,,,,,,,,,,,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874527,48,7,1,9,6,17o35s8assv3kamxowzz77k4r,1,20,7.6,2023-02-19T14:09:12.773Z,2023-02-19T22:32:00Z,4043586411,233,131,4044977765,389,,4043586353,56,Back,4043586355,285,,4044492051,385,,4043586351,167,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874531,49,5,1,9,8,17o35s8assv3kamxowzz77k4r,0,25.4,-1.7,2023-02-19T14:09:14.955Z,2023-02-19T20:06:39Z,4043586363,56,Back,4043586569,233,132,4043586367,347,,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874507,132,5,1,9,8,z1wbqtd0fz5t5eezjvrbld3h,1,74.6,101.7,2023-02-19T14:09:14.955Z,2023-02-19T20:06:39Z,4043586521,233,49,4043586253,347,,4043586251,56,Left,,,,,,,,,,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874589,133,1,1,9,10,z1wbqtd0fz5t5eezjvrbld3h,1,76.7,100,2023-02-19T14:09:17.166Z,2023-02-19T22:53:11Z,4043586753,212,11.6,4043586745,107,,4043586751,141,89.7,4043586755,213,3.9,4043586749,140,68.7,4043586747,56,Left,,,,,,,3hd9nxdb54zn4fhbf7qa7x0q1,L. Majer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874633,134,1,1,9,15,z1wbqtd0fz5t5eezjvrbld3h,1,66.7,75.6,2023-02-19T14:09:21.363Z,2023-02-19T22:53:10Z,4043586965,140,70.1,4043586971,213,4.9,4043586963,56,Center,4044978333,178,,4043586967,141,46.1,4043586969,212,20.4,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874749,135,1,1,9,17,z1wbqtd0fz5t5eezjvrbld3h,1,66,49.5,2023-02-19T14:09:23.620Z,2023-02-19T22:53:09Z,4043587535,56,Right,4044978459,178,,4043587537,140,75.8,4043587539,141,7.4,4043587541,212,30.4,4043587543,213,5.1,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874845,136,1,1,9,23,z1wbqtd0fz5t5eezjvrbld3h,1,75.7,36.8,2023-02-19T14:09:29.919Z,2023-02-19T22:53:05Z,4043587975,141,75.0,4043587971,56,Center,4043587973,140,70.8,4043587977,212,26.5,4043587979,213,1.8,4044978639,178,,,,,,,,9irgn82qm11logbhup51rg5wp,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874881,137,1,1,9,28,z1wbqtd0fz5t5eezjvrbld3h,1,65.9,78,2023-02-19T14:09:34.533Z,2023-02-19T22:53:04Z,4043588151,212,24.9,4043588153,213,5.2,4043588145,56,Center,4044978949,178,,4043588149,141,44.8,4043588147,140,76.0,,,,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874929,138,1,1,9,29,z1wbqtd0fz5t5eezjvrbld3h,0,73.2,49.2,2023-02-19T14:09:35.877Z,2023-02-19T22:53:04Z,4043588335,213,1.0,4044979365,178,,4043588331,141,57.3,4043588333,212,6.5,4043588327,56,Center,4043588329,140,76.5,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510158505,935,67,1,9,30,17o35s8assv3kamxowzz77k4r,1,25.2,46.5,2023-02-19T14:09:36.730Z,2023-02-19T22:53:03Z,4045090245,233,1471,,,,,,,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510158499,1471,67,1,9,30,z1wbqtd0fz5t5eezjvrbld3h,0,74.8,53.5,2023-02-19T14:09:36.731Z,2023-02-19T22:53:03Z,4045090273,233,935,,,,,,,,,,,,,,,,,,,,,,9irgn82qm11logbhup51rg5wp,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874923,50,8,1,9,30,17o35s8assv3kamxowzz77k4r,1,26.2,47.2,2023-02-19T14:09:36.738Z,2023-02-19T22:53:02Z,4043588301,56,Back,4044497185,385,,4044979689,178,,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509901139,402,61,1,9,30,z1wbqtd0fz5t5eezjvrbld3h,1,74.9,53.1,2023-02-19T14:09:36.835Z,2023-02-19T22:53:02Z,4043719501,56,Center,4044979965,178,,,,,,,,,,,,,,,,,,,,9irgn82qm11logbhup51rg5wp,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874953,51,49,1,9,31,17o35s8assv3kamxowzz77k4r,1,21.3,51.9,2023-02-19T14:09:37.822Z,2023-02-19T22:53:01Z,,,,,,,,,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874989,52,1,1,9,31,17o35s8assv3kamxowzz77k4r,1,21.3,51.8,2023-02-19T14:09:37.885Z,2023-02-19T22:53:01Z,4043588627,213,0.6,4043588623,141,63.4,4044980545,178,,4043588625,212,14.9,4043588621,140,33.3,4043588619,56,Back,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875005,53,50,1,9,32,17o35s8assv3kamxowzz77k4r,1,31.1,51.5,2023-02-19T14:09:38.650Z,2023-02-19T22:53:00Z,4043752253,285,,4043752491,233,455,4043588691,56,Back,,,,,,,,,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509907405,455,7,1,9,32,z1wbqtd0fz5t5eezjvrbld3h,1,68.9,48.5,2023-02-19T14:09:38.986Z,2023-02-19T22:53:00Z,4043752287,233,53,4043751799,286,,4044981223,178,,4043751797,56,Center,4044498257,383,,,,,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875013,140,49,1,9,33,z1wbqtd0fz5t5eezjvrbld3h,1,69.7,49.4,2023-02-19T14:09:39.630Z,2023-02-19T22:53:00Z,,,,,,,,,,,,,,,,,,,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509874997,139,1,1,9,33,z1wbqtd0fz5t5eezjvrbld3h,0,69.8,49.5,2023-02-19T14:09:39.670Z,2023-02-19T22:52:59Z,4043588653,56,Center,4044981689,178,,4043588659,212,12.9,4043588663,213,1.3,4043588657,141,67.6,4043588655,140,73.4,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875053,54,49,1,9,34,17o35s8assv3kamxowzz77k4r,1,27.1,31.2,2023-02-19T14:09:41.147Z,2023-02-19T22:52:59Z,,,,,,,,,,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875165,55,1,1,9,40,17o35s8assv3kamxowzz77k4r,1,62.4,19.3,2023-02-19T14:09:46.528Z,2023-02-19T22:52:56Z,4043589421,141,6.4,4043589425,213,5.2,4043589417,56,Right,4043589419,140,66.4,4043589423,212,9.7,4044982497,178,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875219,56,1,1,9,42,17o35s8assv3kamxowzz77k4r,1,62.9,4.7,2023-02-19T14:09:48.994Z,2023-02-19T22:52:55Z,4043589679,56,Right,4043589683,141,13.8,4044983019,178,,4043589681,140,58.0,4043589687,213,2.3,4043589685,212,8.0,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875273,57,1,1,9,45,17o35s8assv3kamxowzz77k4r,1,51.5,16.3,2023-02-19T14:09:52.345Z,2023-02-19T22:52:54Z,4043589965,141,5.6,4043589961,56,Right,4043589963,140,62.6,4043589969,213,5.7,4043589967,212,13.7,4044983431,178,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875321,58,1,1,9,48,17o35s8assv3kamxowzz77k4r,1,57.1,6.7,2023-02-19T14:09:54.973Z,2023-02-19T22:52:52Z,4043590227,56,Right,4043590229,140,55.9,4044983595,178,,4043590235,213,1.8,4043590231,141,14.4,4043590233,212,5.4,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875425,59,1,1,9,50,17o35s8assv3kamxowzz77k4r,1,50.5,19.1,2023-02-19T14:09:56.745Z,2023-02-19T22:52:51Z,4043590751,56,Back,4043590755,140,33.7,4043590761,212,22.4,4044983917,178,,4043590759,141,39.5,4043590763,213,2.5,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875495,60,1,1,9,53,17o35s8assv3kamxowzz77k4r,1,37.6,52.7,2023-02-19T14:10:00.150Z,2023-02-19T22:52:50Z,4043591113,212,22.0,4043591115,213,1.6,4043591111,141,85.1,4043591109,140,37.0,4043591107,56,Back,4044984327,178,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875533,61,1,1,9,57,17o35s8assv3kamxowzz77k4r,1,39.7,78.9,2023-02-19T14:10:04.149Z,2023-02-19T22:52:49Z,4043591353,212,18.6,4043591351,141,56.3,4043591355,213,4.1,4043591349,140,29.7,4043591347,56,Back,4044984601,178,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875721,62,1,1,10,0,17o35s8assv3kamxowzz77k4r,1,31.6,56.6,2023-02-19T14:10:06.677Z,2023-02-19T22:52:48Z,4043592237,213,5.1,4043592229,56,Back,4043592231,140,38.3,4043592235,212,16.9,4043592233,141,34.0,4044984791,178,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875731,63,1,1,10,3,17o35s8assv3kamxowzz77k4r,1,36.4,33.4,2023-02-19T14:10:10.109Z,2023-02-19T22:52:47Z,4043592283,56,Back,4044984961,178,,4043592285,140,33.4,4043592291,213,1.8,4043592289,212,15.5,4043592287,141,55.7,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875741,64,1,1,10,6,17o35s8assv3kamxowzz77k4r,1,34.3,52.6,2023-02-19T14:10:13.346Z,2023-02-19T22:52:45Z,4043592331,213,4.6,4043592323,56,Back,4043592325,140,33.0,4044985259,178,,4043592329,212,11.0,4043592327,141,36.6,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875767,65,1,1,10,8,17o35s8assv3kamxowzz77k4r,1,35.9,34.3,2023-02-19T14:10:15.273Z,2023-02-19T22:52:44Z,4043592467,140,37.0,4043592469,141,15.5,4044985913,178,,4043592465,56,Back,4043592471,212,12.8,4043592473,213,4.8,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875791,66,1,1,10,11,17o35s8assv3kamxowzz77k4r,1,39.2,10.7,2023-02-19T14:10:18.181Z,2023-02-19T22:52:43Z,4043592587,212,14.3,4044985499,178,,4043592589,213,2.0,4043592585,141,29.7,4043592581,56,Back,4043592583,140,33.4,,,,,,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875801,67,1,1,10,12,17o35s8assv3kamxowzz77k4r,0,33,23.4,2023-02-19T14:10:19.278Z,2023-02-19T22:52:43Z,4043592645,213,0.6,4043592639,140,58.1,4043592641,141,48.1,4043592637,56,Center,4043592643,212,31.3,4044987757,178,,4043592633,155,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875817,141,49,1,10,14,z1wbqtd0fz5t5eezjvrbld3h,1,40.9,53.9,2023-02-19T14:10:21.216Z,2023-02-19T22:52:42Z,,,,,,,,,,,,,,,,,,,,,,,,,bamobogg0wjnxd43nxunt3h4a,W. Omari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875849,142,1,1,10,14,z1wbqtd0fz5t5eezjvrbld3h,1,40.9,53.9,2023-02-19T14:10:21.233Z,2023-02-19T22:52:42Z,4043592905,140,42.4,4043592901,56,Back,4043592913,212,6.1,4044988245,178,,4043592909,141,62.6,4043592917,213,1.3,,,,,,,bamobogg0wjnxd43nxunt3h4a,W. Omari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875925,143,1,1,10,16,z1wbqtd0fz5t5eezjvrbld3h,1,43.9,65.3,2023-02-19T14:10:23.218Z,2023-02-19T22:52:41Z,4043593219,140,54.2,4043593225,213,0.5,4043593221,141,74.2,4043593217,56,Center,4044988517,178,,4043593223,212,12.4,,,,,,,9br2z5cf6stmnidehwo5a8afp,B. Santamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875931,144,61,1,10,18,z1wbqtd0fz5t5eezjvrbld3h,0,55.6,75.2,2023-02-19T14:10:25.027Z,2023-02-19T22:52:40Z,4043593249,56,Center,4044988819,178,,,,,,,,,,,,,,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509875989,68,49,1,10,19,17o35s8assv3kamxowzz77k4r,1,39.9,33.4,2023-02-19T14:10:26.235Z,2023-02-19T22:52:39Z,,,,,,,,,,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876019,69,1,1,10,21,17o35s8assv3kamxowzz77k4r,0,42.8,36.9,2023-02-19T14:10:28.059Z,2023-02-19T22:52:38Z,4044989231,178,,4043593635,155,,4043593647,1,,4043593643,212,33.1,4043593637,56,Center,4043593641,141,54.8,4043593645,213,0.4,4043593639,140,72.1,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876105,145,12,1,10,23,z1wbqtd0fz5t5eezjvrbld3h,1,29.1,50.1,2023-02-19T14:10:30.053Z,2023-02-19T22:52:38Z,4044989801,388,,4043594023,212,9.1,4043594017,56,Back,4043594021,141,47.0,4043594025,213,6.0,4043594019,140,37.5,,,,,,,bamobogg0wjnxd43nxunt3h4a,W. Omari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876141,70,1,1,10,27,17o35s8assv3kamxowzz77k4r,1,63.1,55.9,2023-02-19T14:10:33.654Z,2023-02-19T22:52:36Z,4044990591,178,,4043594197,56,Center,4043594205,213,5.4,4043594199,140,69.7,4043594201,141,43.9,4043594203,212,10.7,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876183,71,1,1,10,30,17o35s8assv3kamxowzz77k4r,1,67.3,45.9,2023-02-19T14:10:36.402Z,2023-02-19T22:52:34Z,4043594427,56,Center,4043594429,140,55.1,4043594437,212,20.2,4043594441,213,2.3,4044990933,178,,4043594433,141,68.8,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876293,72,1,1,10,32,17o35s8assv3kamxowzz77k4r,1,54.3,62.9,2023-02-19T14:10:39.320Z,2023-02-19T22:52:33Z,4043594923,1,,4043594921,213,5.3,4043594917,141,6.8,4043594919,212,46.2,4043594913,56,Right,4043594911,155,,4044991195,178,,4043594915,140,79.2,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876347,73,1,1,10,37,17o35s8assv3kamxowzz77k4r,0,87.1,6.1,2023-02-19T14:10:43.709Z,2023-02-19T22:52:32Z,4043595175,141,59.6,4044505141,20,,4044505139,224,,4044991389,178,,4043595181,1,,4043595173,140,94.4,4043595171,56,Center,4043595169,155,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,4043595179,213,1.4,4043595177,212,37.2,4043595167,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876407,146,12,1,10,39,z1wbqtd0fz5t5eezjvrbld3h,1,6.3,42.2,2023-02-19T14:10:45.869Z,2023-02-19T22:52:32Z,4043595427,213,6.1,4044991595,388,,4043595419,140,30.3,4043595417,56,Back,4043595519,15,,4043595421,141,33.4,4043595423,212,25.9,,,,9irgn82qm11logbhup51rg5wp,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876525,74,1,1,10,42,17o35s8assv3kamxowzz77k4r,1,68.8,67,2023-02-19T14:10:49.086Z,2023-02-19T22:52:32Z,4043595981,56,Center,4043595985,141,73.6,4043595983,140,51.1,4043595989,213,2.9,4044992135,178,,4043595987,212,19.1,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876569,75,1,1,10,47,17o35s8assv3kamxowzz77k4r,1,58.5,77.6,2023-02-19T14:10:54.199Z,2023-02-19T22:52:30Z,4043596193,213,0.3,4043596183,141,84.1,4043596175,56,Left,4043596189,212,13.3,4044992307,178,,4043596179,140,70.4,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876595,76,1,1,10,48,17o35s8assv3kamxowzz77k4r,1,69.3,81.4,2023-02-19T14:10:55.023Z,2023-02-19T22:52:29Z,4043596267,56,Left,4043596269,140,60.5,4043596273,212,10.3,4043596275,213,2.7,4044992531,178,,4043596271,141,88.0,,,,,,,7hn66gfq3xw08afo501l9x5as,A. Maurer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876661,77,1,1,10,52,17o35s8assv3kamxowzz77k4r,1,60.5,81.3,2023-02-19T14:10:58.411Z,2023-02-19T22:52:28Z,4043596545,140,65.9,4043596551,213,5.7,4043596543,56,Center,4043596547,141,76.3,4043596549,212,6.6,4044992731,178,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876695,78,1,1,10,52,17o35s8assv3kamxowzz77k4r,1,61.9,74.5,2023-02-19T14:10:59.047Z,2023-02-19T22:52:28Z,4044993001,178,,4043596713,212,10.3,4043596703,56,Left,4043596711,141,88.6,4043596715,213,1.9,4043596707,140,58.3,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876745,79,1,1,10,55,17o35s8assv3kamxowzz77k4r,1,56.8,87.8,2023-02-19T14:11:01.413Z,2023-02-19T22:52:27Z,4043596913,141,48.1,4043596915,212,35.1,4043596911,140,35.4,4044993157,178,,4043596909,56,Back,4043596919,1,,4043596917,213,4.0,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509876893,80,1,1,11,0,17o35s8assv3kamxowzz77k4r,0,39.8,35.9,2023-02-19T14:11:06.362Z,2023-02-19T22:52:26Z,4043597741,141,10.1,4043597745,213,6.0,4043597739,140,91.3,4043597737,56,Right,4043597743,212,56.8,4044993733,178,,4043597747,1,,4043597735,155,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510161903,1536,67,1,11,4,z1wbqtd0fz5t5eezjvrbld3h,1,10.5,90.8,2023-02-19T14:11:10.854Z,2023-02-19T22:52:25Z,4045107877,233,1043,,,,,,,,,,,,,,,,,,,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510161899,1043,67,1,11,4,17o35s8assv3kamxowzz77k4r,0,89.5,9.2,2023-02-19T14:11:10.855Z,2023-02-19T22:52:25Z,4045107881,233,1536,,,,,,,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510161587,1531,43,1,11,4,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-02-19T14:11:10.855Z,2023-02-19T20:46:40Z,4045107597,144,67,4045106181,233,1035,,,,,,,,,,,,,,,,,,,2ubad2kxha6n1c8c8sr2ogmad,B. Meling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510161577,1035,43,1,11,4,17o35s8assv3kamxowzz77k4r,1,0,0,2023-02-19T14:11:10.856Z,2023-02-19T20:46:40Z,4045107591,144,67,4045106243,233,1531,,,,,,,,,,,,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
