id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2497422679,9,1,1,0,15,27xvwccz8kpmqsefjv2b2sc0o,1,50.5,72.5,2023-01-14T18:00:18.433Z,2023-01-15T03:35:08Z,3978166049,213,1.4,3978166047,212,11.3,3978166043,140,52.0,3978738205,178,,3978166045,141,89.0,3978166041,56,Left,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422693,10,1,1,0,17,27xvwccz8kpmqsefjv2b2sc0o,1,50.4,90.3,2023-01-14T18:00:20.537Z,2023-01-15T03:35:07Z,3978166119,56,Left,3978166123,141,81.5,3978738231,178,,3978166121,140,62.6,3978166125,212,14.1,3978166127,213,5.8,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497534133,1424,67,1,0,18,27xvwccz8kpmqsefjv2b2sc0o,1,64,84.2,2023-01-14T18:00:21.391Z,2023-01-15T03:35:07Z,3978786889,233,768,,,,,,,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497534131,768,67,1,0,18,70nn27vgkt6l48lvv5e66q7ww,0,36,15.8,2023-01-14T18:00:21.392Z,2023-01-15T03:35:06Z,3978786903,233,1424,,,,,,,,,,,,,,,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422699,11,1,1,0,18,27xvwccz8kpmqsefjv2b2sc0o,1,64.4,85.9,2023-01-14T18:00:21.444Z,2023-01-15T03:35:06Z,3978166187,213,1.5,3978166181,140,65.1,3978166185,212,7.8,3978166183,141,97.3,3978738343,178,,3978166179,56,Left,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422711,12,1,1,0,19,27xvwccz8kpmqsefjv2b2sc0o,1,63.1,99.6,2023-01-14T18:00:23.140Z,2023-01-15T03:35:05Z,3978166259,56,Left,3978738431,178,,3978166267,213,3.7,3978166265,212,12.1,3978166261,140,53.6,3978166263,141,89.6,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422729,13,1,1,0,22,27xvwccz8kpmqsefjv2b2sc0o,1,54.1,95,2023-01-14T18:00:25.349Z,2023-01-15T03:35:04Z,3978166403,140,40.2,3978166405,141,61.8,3978166401,56,Back,3978166407,212,26.9,3978738519,178,,3978166409,213,4.1,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422759,14,1,1,0,26,27xvwccz8kpmqsefjv2b2sc0o,1,43.7,66.9,2023-01-14T18:00:29.872Z,2023-01-15T03:35:03Z,3978166587,212,20.3,3978738561,178,,3978166583,140,54.4,3978166577,56,Left,3978166585,141,91.7,3978166589,213,1.0,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422769,15,1,1,0,31,27xvwccz8kpmqsefjv2b2sc0o,1,61,83.8,2023-01-14T18:00:34.298Z,2023-01-15T03:35:00Z,3978166645,140,69.7,3978166643,56,Left,3978166647,141,81.1,3978166651,213,6.1,3978166649,212,9.3,3978738747,178,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422779,16,3,1,0,33,27xvwccz8kpmqsefjv2b2sc0o,0,76.3,85.9,2023-01-14T18:00:37.055Z,2023-01-15T03:34:58Z,3978166701,56,Left,3978166703,286,,3978166757,233,3,3978738873,178,,3978580965,464,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422787,3,7,1,0,33,70nn27vgkt6l48lvv5e66q7ww,0,23.7,14.1,2023-01-14T18:00:37.230Z,2023-01-15T03:34:58Z,3978166743,285,,3978166741,56,Back,3978166747,233,16,3978738909,178,,3978581009,385,,,,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422789,17,61,1,0,33,27xvwccz8kpmqsefjv2b2sc0o,1,75.8,86.3,2023-01-14T18:00:37.241Z,2023-01-15T03:34:57Z,3978166745,56,Left,3978738967,178,,,,,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422795,4,49,1,0,35,70nn27vgkt6l48lvv5e66q7ww,1,16.3,17.4,2023-01-14T18:00:38.993Z,2023-01-15T03:34:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422801,5,1,1,0,36,70nn27vgkt6l48lvv5e66q7ww,0,14.3,18.7,2023-01-14T18:00:39.482Z,2023-01-15T03:34:56Z,3978166793,56,Back,3978166795,140,14.3,3978166797,141,15.5,3978166799,212,2.2,3978166801,213,4.7,3978739235,178,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422807,18,8,1,0,36,27xvwccz8kpmqsefjv2b2sc0o,1,84.1,84.6,2023-01-14T18:00:39.813Z,2023-01-15T03:34:55Z,3978581333,384,,3978166827,56,Left,3978739273,178,,,,,,,,,,,,,,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422827,19,49,1,0,36,27xvwccz8kpmqsefjv2b2sc0o,1,85.3,86,2023-01-14T18:00:40.136Z,2023-01-15T03:34:55Z,,,,,,,,,,,,,,,,,,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422923,20,1,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,1,83,86.5,2023-01-14T18:00:41.464Z,2023-01-15T03:34:53Z,3978167381,140,86.0,3978167385,212,8.7,3978167383,141,74.5,3978739649,178,,3978167387,213,5.1,3978167379,56,Center,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498245,631,45,1,0,40,70nn27vgkt6l48lvv5e66q7ww,0,15,24.4,2023-01-14T18:00:43.371Z,2023-03-28T06:20:46Z,3978581951,285,,3978649357,233,1005,3978581949,56,Back,,,,,,,,,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497498243,1005,3,1,0,40,27xvwccz8kpmqsefjv2b2sc0o,1,85,75.6,2023-01-14T18:00:43.371Z,2023-01-15T03:34:52Z,3978649349,233,631,3978582035,464,,3978581947,286,,3978581945,56,Center,3978739743,178,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422981,21,1,1,0,48,27xvwccz8kpmqsefjv2b2sc0o,1,97.2,89.9,2023-01-14T18:00:52.202Z,2023-01-15T03:34:49Z,3978167719,2,,3978167729,212,15.1,3978739857,178,,3978582455,223,,3978167723,56,Center,3978167731,213,4.4,3978167721,155,,3978167725,140,92.6,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,3978167727,141,68.8,3978582457,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422995,22,1,1,0,53,27xvwccz8kpmqsefjv2b2sc0o,1,93.7,69.2,2023-01-14T18:00:56.645Z,2023-01-15T03:34:46Z,3978167819,140,82.6,3978739941,178,,3978167823,212,17.8,3978167825,213,2.3,3978167817,56,Left,3978167821,141,89.0,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497422999,23,1,1,0,56,27xvwccz8kpmqsefjv2b2sc0o,1,81,93.1,2023-01-14T18:00:59.410Z,2023-01-15T03:34:45Z,3978167853,140,87.0,3978167851,56,Left,3978167855,141,93.2,3978167857,212,6.3,3978740031,178,,3978167859,213,0.0,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423009,24,1,1,0,56,27xvwccz8kpmqsefjv2b2sc0o,1,86.4,98.9,2023-01-14T18:01:00.081Z,2023-01-15T03:34:44Z,3978167919,140,78.5,3978167923,212,10.0,3978167925,213,3.7,3978740145,178,,3978167921,141,90.6,3978167917,56,Left,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423029,25,1,1,0,58,27xvwccz8kpmqsefjv2b2sc0o,1,76.7,94.5,2023-01-14T18:01:02.005Z,2023-01-15T03:34:44Z,3978168019,56,Center,3978168025,212,17.3,3978168021,140,67.7,3978168023,141,73.2,3978740321,178,,3978168027,213,4.1,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423067,26,1,1,1,1,27xvwccz8kpmqsefjv2b2sc0o,1,66.1,77.1,2023-01-14T18:01:04.349Z,2023-01-15T03:34:43Z,3978740353,178,,3978168249,213,4.8,3978168241,56,Center,3978168245,141,43.0,3978168243,140,68.2,3978168247,212,23.3,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423087,27,1,1,1,7,27xvwccz8kpmqsefjv2b2sc0o,1,63.9,45.6,2023-01-14T18:01:10.455Z,2023-01-15T03:34:41Z,3978168349,213,5.0,3978168345,141,33.6,3978168341,56,Center,3978168343,140,65.8,3978740433,178,,3978168347,212,8.4,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423107,28,1,1,1,8,27xvwccz8kpmqsefjv2b2sc0o,1,60.3,32.6,2023-01-14T18:01:11.768Z,2023-01-15T03:34:40Z,3978168463,140,68.0,3978168461,56,Right,3978168465,141,12.0,3978168467,212,16.2,3978168469,213,5.2,3978740537,178,,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423155,29,1,1,1,11,27xvwccz8kpmqsefjv2b2sc0o,1,69.5,9.4,2023-01-14T18:01:14.709Z,2023-01-15T03:34:39Z,3978168703,140,84.3,3978168701,56,Center,3978168705,141,25.3,3978168707,212,18.9,3978740605,178,,3978168709,213,0.6,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497536331,1691,67,1,1,12,27xvwccz8kpmqsefjv2b2sc0o,1,84.1,18.3,2023-01-14T18:01:15.887Z,2023-01-15T03:34:38Z,3978798993,233,902,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497536329,902,67,1,1,12,70nn27vgkt6l48lvv5e66q7ww,0,15.9,81.7,2023-01-14T18:01:15.888Z,2023-01-15T03:34:38Z,3978799005,233,1691,,,,,,,,,,,,,,,,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423163,30,1,1,1,12,27xvwccz8kpmqsefjv2b2sc0o,0,84.3,21.2,2023-01-14T18:01:15.905Z,2023-01-15T03:03:27Z,3978168737,236,,3978168727,212,0.4,3978168725,141,20.6,3978168721,56,Right,3978168739,233,6,3978168729,213,4.5,3978740751,178,,3978168743,286,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,3978168723,140,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423149,6,74,1,1,12,70nn27vgkt6l48lvv5e66q7ww,1,15.7,81,2023-01-14T18:01:16.077Z,2023-01-15T03:34:38Z,3978740843,178,,3978168675,56,Back,3978168677,285,,3978168791,233,30,,,,,,,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423159,7,49,1,1,13,70nn27vgkt6l48lvv5e66q7ww,1,15.4,80.1,2023-01-14T18:01:16.439Z,2023-01-15T03:34:37Z,,,,,,,,,,,,,,,,,,,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497536413,1710,83,1,1,13,27xvwccz8kpmqsefjv2b2sc0o,1,84.6,20.3,2023-01-14T18:01:16.953Z,2023-01-15T03:34:36Z,3978799393,399,67278,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423207,8,1,1,1,14,70nn27vgkt6l48lvv5e66q7ww,1,16.6,80,2023-01-14T18:01:17.840Z,2023-01-15T03:34:35Z,3978168999,213,0.8,3978168993,140,27.5,3978168991,56,Back,3978740989,178,,3978168995,141,95.9,3978168997,212,15.7,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423211,9,61,1,1,15,70nn27vgkt6l48lvv5e66q7ww,0,23.6,90.3,2023-01-14T18:01:18.762Z,2023-01-15T03:34:35Z,3978741059,178,,3978169003,56,Back,,,,,,,,,,,,,,,,,,,2tc8y9du64tjno62zll2jhy7e,Y. Cathline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497442641,514,61,1,1,17,27xvwccz8kpmqsefjv2b2sc0o,0,69.7,6,2023-01-14T18:01:20.692Z,2023-01-15T03:34:34Z,3978278873,56,Right,3978741157,21,,3978741159,178,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497442679,305,1,1,1,17,70nn27vgkt6l48lvv5e66q7ww,0,33,97.8,2023-01-14T18:01:21.184Z,2023-01-15T03:34:34Z,3978279087,140,54.9,3978279085,56,Left,3978279089,141,88.4,3978741305,178,,3978279091,212,23.9,3978279093,213,6.0,,,,,,,2tc8y9du64tjno62zll2jhy7e,Y. Cathline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423209,31,49,1,1,20,27xvwccz8kpmqsefjv2b2sc0o,1,47.4,12.1,2023-01-14T18:01:24.165Z,2023-01-15T03:34:33Z,,,,,,,,,,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423241,32,1,1,1,21,27xvwccz8kpmqsefjv2b2sc0o,0,47.5,11,2023-01-14T18:01:24.327Z,2023-01-15T03:34:33Z,3978169215,140,84.7,3978169213,56,Center,3978169223,1,,3978169217,141,31.6,3978169221,213,0.3,3978169209,157,,3978169219,212,41.5,3978741583,178,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423277,10,12,1,1,25,70nn27vgkt6l48lvv5e66q7ww,1,16,73.9,2023-01-14T18:01:28.345Z,2023-01-15T03:34:33Z,3978169385,56,Back,3978169473,15,,3978169387,140,19.9,3978169391,212,19.3,3978169393,213,1.4,3978741711,388,,3978169389,141,100.0,3978169415,167,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423279,11,5,1,1,27,70nn27vgkt6l48lvv5e66q7ww,0,28.4,101.4,2023-01-14T18:01:30.625Z,2023-01-15T00:47:59Z,3978169679,233,33,3978169395,56,Back,3978169397,347,,,,,,,,,,,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423331,33,5,1,1,27,27xvwccz8kpmqsefjv2b2sc0o,1,71.6,-1.4,2023-01-14T18:01:30.625Z,2023-01-15T00:47:58Z,3978169647,347,,3978169661,233,11,3978169645,56,Right,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423373,34,1,1,1,31,27xvwccz8kpmqsefjv2b2sc0o,1,66.7,0,2023-01-14T18:01:35.226Z,2023-01-15T03:34:32Z,3978169917,213,1.5,3978169905,56,Right,3978169913,141,8.6,3978169911,140,67.2,3978169897,107,,3978169915,212,6.6,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423383,35,1,1,1,33,27xvwccz8kpmqsefjv2b2sc0o,1,69.7,7.2,2023-01-14T18:01:36.763Z,2023-01-15T03:34:31Z,3978169967,56,Right,3978169973,212,10.2,3978741913,178,,3978169971,141,5.6,3978169969,140,60.0,3978169975,213,3.2,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497423401,36,1,1,1,34,27xvwccz8kpmqsefjv2b2sc0o,1,64.2,2,2023-01-14T18:01:37.812Z,2023-01-15T03:34:31Z,3978170087,212,30.1,3978170085,141,28.0,3978170081,56,Back,3978170083,140,41.0,3978170089,213,2.5,3978742015,178,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
