id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/9/value,keyPass,qualifier/14/value,qualifier/16/value,qualifier/15/value
2449472649,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-08-21T17:52:31.294Z,2022-08-21T18:56:22Z,3724162545,30,"4cetkl0w2uq40ccti5ka6a4t1, 1vr896w03yky9kmu8x5tjkicp, d3dv3vc71981v5oems59892sq, 1qywnx1icmb4x7dbhhsck0vrp, 8z0395s37qe2lqi9qsvyskgk5, 9adbv1dl7dp7vze3b9sarerbp, cionsifzpx5rhc8es29wv6i95, 7fmhqt5geme4yv9cfnsp5lec5, 5e9ilgrz3tzg9kd1gk3yvrahh, c5ryhn04g9goikd0blmh83aol, 779rrkp47akkd5usq53begatx, apdtqouzo9b02ozdxk8mx4zbp, 54w62kh31qyyu7tipmjlt95g5, 5qg0coudjinnt978myh4n4n2t, ckjcm9q26zd6q8tkq0go6oxcl, 2ub88jcc3vku6mrnt5fb3oyqd, 4pyehox7p3z64c4l3k8yoyfv9, dyigvzjpa74cw4urhh7fwzs2d, cfg0ocm0b2icpagbtnzkrihn9, 3vx94h32ahujciraspdayj9t6",3724162557,197,16071,3724162553,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3724162549,59,"99, 2, 25, 3, 5, 4, 17, 6, 7, 30, 10, 8, 14, 15, 16, 18, 19, 22, 26, 44",3724162551,130,17,3724162547,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3724162555,194,8z0395s37qe2lqi9qsvyskgk5,3724162559,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449475851,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-21T18:01:20.039Z,2022-08-21T18:40:26Z,3724182577,30,"2ols4tslj83nkbztgkx9s92hh, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, 7nivkfkngr374fx5totgektm1, e211nih87ou9t8crzjbbzhexh, avk0vktquq3oum9w6dyodlz6y, fij46jr9fq43444gr1y8tl9l, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, afaseprhytbymcocemwregzc9, a35r6fa79ipqqktiff3uhz6j9, 1zx0huwj0czivtoq6kvfb5roq, 8jjep8bx1jpjuf8firxccc549, 17q3e6g2gvlnpwnzf9d6a9eqd, tca8ra7ew1b1uny96ku0ql05, 6q793p9lurdevqmetgoke54wk, c1fcxha3l058brl1925muv2l1, 4st4hurqbtyzw1tbkzuuk78fe, 8h5jl1u3p8sr2pwdmyxl14416, bt40tdni85hiz1gtkw0b6qmfo",3724182589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3724182585,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3724182581,59,"1, 18, 31, 20, 6, 4, 5, 21, 9, 11, 7, 26, 3, 8, 13, 15, 16, 23, 30, 35",3724182579,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3724182587,194,e211nih87ou9t8crzjbbzhexh,3724182583,130,8,3724288603,197,15939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496395,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-21T18:45:13.787Z,2022-08-25T08:44:23Z,3724303177,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496377,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-08-21T18:45:13.787Z,2022-08-21T18:45:13Z,3724303075,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496445,3,1,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,50,50,2022-08-21T18:45:13.867Z,2022-08-21T23:58:38Z,3724303403,212,11.8,3724303407,279,S,3724303397,56,Back,3724303401,141,44.5,3724303405,213,3.5,3725300353,178,,3724303399,140,39.3,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496451,4,1,1,0,2,2b3mar72yy8d6uvat1ka6tn3r,1,40.2,43,2022-08-21T18:45:15.865Z,2022-08-22T03:29:16Z,3725300567,178,,3724303449,140,49.4,3724303451,141,48.2,3724303453,212,10.3,3724303447,56,Back,3724303455,213,0.4,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496479,5,1,1,0,2,2b3mar72yy8d6uvat1ka6tn3r,1,50.1,49.1,2022-08-21T18:45:16.757Z,2022-08-22T03:29:16Z,3724303611,141,42.7,3724303607,56,Back,3724303613,212,7.6,3724303609,140,44.2,3724303615,213,3.8,3725300781,178,,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496517,6,1,1,0,3,2b3mar72yy8d6uvat1ka6tn3r,1,47.9,42.6,2022-08-21T18:45:17.550Z,2022-08-22T03:29:16Z,3724303801,141,47.6,3724303797,56,Center,3724937071,189,,3724303807,1,,3724303803,212,35.4,3724307221,154,,3724307219,210,16,3724305083,4,,c5ryhn04g9goikd0blmh83aol,L. Messi,1,3724307223,22,3725300965,178,3724303799,140,81.5,3724303795,155,3724303805,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449496523,7,16,1,0,8,2b3mar72yy8d6uvat1ka6tn3r,1,82.5,53.4,2022-08-21T18:45:22.536Z,2022-08-22T03:29:15Z,3724307281,328,,3724939233,395,12.1,3724303837,22,,3724307279,89,,3724765599,18,,3724307261,114,,3724307265,29,,3724305847,374,2022-08-21 19:45:20.270,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,3724305851,375,3724307277,214,3724307273,102,48.8,3724307285,231,3724307275,103,7.0,00:06.483,52.9,3724307283,230,86.4,3724307267,154,3724307263,78,3724305841,20,3724303841,56,Center,3724307269,55,6,3724939235,396,46.8,3725301193,178,,,,,
2449497145,3,1,1,0,51,be2k34rut1lz79jxenabttqlc,1,49.9,49.9,2022-08-21T18:46:05.032Z,2022-08-22T02:57:15Z,3724307363,212,11.8,3724307367,279,G,3724307353,56,Back,3725301241,178,,3724307359,141,61.4,3724307365,213,2.4,3724545647,189,,3724307355,140,41.5,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
