id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/17/value,qualifier/18/value,qualifier/14/value
2504435713,6,1,1,0,26,750ustvk4jfqmo8q4gnrcxy7z,1,49.1,100,2023-02-05T14:00:33.886Z,2023-02-06T05:22:08Z,4014943013,56,Left,4014943015,140,71.1,4014943019,212,24.1,4014943021,213,6.0,4014943023,1,,4014943011,107,,4014943017,141,92.1,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504781565,982,67,1,0,29,750ustvk4jfqmo8q4gnrcxy7z,1,66.7,94.1,2023-02-05T14:00:36.099Z,2023-02-06T05:22:08Z,4016784739,233,842,,,,,,,,,,,,,,,,,,,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504781561,842,67,1,0,29,6xjy1q2m55iiwe8g1r1yffbc9,0,33.3,5.9,2023-02-05T14:00:36.100Z,2023-02-06T05:22:08Z,4016784747,233,982,,,,,,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435717,7,61,1,0,29,750ustvk4jfqmo8q4gnrcxy7z,0,66.2,95.1,2023-02-05T14:00:36.126Z,2023-02-06T05:22:07Z,4014943049,56,Left,4016734857,178,,,,,,,,,,,,,,,,,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435707,6,49,1,0,30,6xjy1q2m55iiwe8g1r1yffbc9,1,33.3,3.2,2023-02-05T14:00:37.578Z,2023-02-06T05:22:07Z,,,,,,,,,,,,,,,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435737,7,1,1,0,30,6xjy1q2m55iiwe8g1r1yffbc9,0,33.4,3.3,2023-02-05T14:00:37.642Z,2023-02-06T05:22:06Z,4014943143,140,65.3,4014943149,213,0.3,4014943145,141,20.3,4014943139,157,,4016735147,178,,4014943141,56,Right,4014943151,1,,4014943147,212,35.4,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435773,8,49,1,0,32,750ustvk4jfqmo8q4gnrcxy7z,1,37.2,74.2,2023-02-05T14:00:39.801Z,2023-02-06T05:22:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435809,9,1,1,0,34,750ustvk4jfqmo8q4gnrcxy7z,1,41.5,70.7,2023-02-05T14:00:41.861Z,2023-02-06T05:22:04Z,4016735391,178,,4014943503,141,30.7,4014943505,212,27.4,4014943499,56,Back,4014943501,140,44.7,4014943507,213,4.8,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435835,10,1,1,0,37,750ustvk4jfqmo8q4gnrcxy7z,0,49.6,25.8,2023-02-05T14:00:44.943Z,2023-02-06T05:22:03Z,4016735473,178,,4016919149,1,,4014943621,141,5.3,4014943627,213,5.8,4014943615,56,Right,4014943623,212,32.7,4014943617,140,77.8,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504782263,846,67,1,0,40,6xjy1q2m55iiwe8g1r1yffbc9,1,27.4,89.8,2023-02-05T14:00:47.174Z,2023-02-06T05:22:03Z,4016787579,233,994,,,,,,,,,,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504782261,994,67,1,0,40,750ustvk4jfqmo8q4gnrcxy7z,0,72.6,10.2,2023-02-05T14:00:47.175Z,2023-02-06T05:22:03Z,4016787595,233,846,,,,,,,,,,,,,,,,,,,,,,7k0r5crdh9blj3edt31zwy0dm,E. Guessand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435827,8,8,1,0,40,6xjy1q2m55iiwe8g1r1yffbc9,1,28.9,91.2,2023-02-05T14:00:47.209Z,2023-02-06T05:22:02Z,4016735531,178,,4014943573,56,Back,4015956519,385,,,,,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435839,9,5,1,0,41,6xjy1q2m55iiwe8g1r1yffbc9,0,22.2,101.4,2023-02-05T14:00:48.407Z,2023-02-06T01:05:11Z,4014943651,347,,4014943649,56,Back,4014944339,233,11,,,,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435973,11,5,1,0,41,750ustvk4jfqmo8q4gnrcxy7z,1,77.8,-1.4,2023-02-05T14:00:48.407Z,2023-02-06T01:05:11Z,4014944287,233,9,4014944211,347,,4014944209,56,Right,,,,,,,,,,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436117,12,1,1,0,52,750ustvk4jfqmo8q4gnrcxy7z,1,72.9,0,2023-02-05T14:00:59.711Z,2023-02-06T05:22:02Z,4014944901,1,,4014944897,212,31.8,4014944891,56,Back,4014944893,140,43.0,4014944889,107,,4014944895,141,6.2,4014944899,213,3.0,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436187,13,1,1,0,57,750ustvk4jfqmo8q4gnrcxy7z,1,44,7.9,2023-02-05T14:01:04.100Z,2023-02-06T05:22:01Z,4014945273,141,49.6,4014945275,212,31.1,4016735827,178,,4014945271,140,31.8,4014945269,56,Back,4014945277,213,2.0,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436229,14,1,1,1,0,750ustvk4jfqmo8q4gnrcxy7z,1,31.4,40.9,2023-02-05T14:01:07.311Z,2023-02-06T05:22:00Z,4014945501,213,2.5,4014945497,141,62.1,4014945493,56,Back,4016735875,178,,4014945499,212,23.1,4014945495,140,14.2,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436307,15,1,1,1,2,750ustvk4jfqmo8q4gnrcxy7z,1,13.1,58.6,2023-02-05T14:01:09.800Z,2023-02-06T05:21:59Z,4014945857,141,93.3,4014945853,56,Back,4016735949,178,,4014945859,212,24.4,4014945861,213,1.3,4014945855,140,19.0,,,,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436335,16,1,1,1,5,750ustvk4jfqmo8q4gnrcxy7z,0,20.1,92,2023-02-05T14:01:12.096Z,2023-02-06T05:21:59Z,4014946007,212,19.8,4014946001,140,38.0,4016736061,178,,4014946011,213,0.3,4014945999,56,Back,4014946003,141,100.0,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436479,10,5,1,1,8,6xjy1q2m55iiwe8g1r1yffbc9,1,59.4,-1.6,2023-02-05T14:01:15.317Z,2023-02-06T01:05:39Z,4014946757,56,Right,4014946793,233,17,4014946759,347,,,,,,,,,,,,,,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436339,17,5,1,1,8,750ustvk4jfqmo8q4gnrcxy7z,0,40.6,101.6,2023-02-05T14:01:15.317Z,2023-02-06T01:05:39Z,4014946023,347,,4014946811,233,10,4014946021,56,Back,,,,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436501,11,1,1,1,14,6xjy1q2m55iiwe8g1r1yffbc9,1,64.8,0,2023-02-05T14:01:21.578Z,2023-02-06T05:21:58Z,4014946865,212,11.8,4014946857,107,,4014946863,141,7.6,4014946859,56,Right,4014946861,140,55.4,4014946867,213,2.6,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436549,12,1,1,1,16,6xjy1q2m55iiwe8g1r1yffbc9,1,61.4,9,2023-02-05T14:01:23.195Z,2023-02-06T05:21:58Z,4014947097,213,4.8,4014947091,140,61.6,4014947093,141,3.7,4016736423,178,,4014947089,56,Right,4014947095,212,3.6,,,,,,,1xawzpx3vp3b7wqx6w5avdb6x,F. Chabrolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436605,13,1,1,1,19,6xjy1q2m55iiwe8g1r1yffbc9,1,64.5,3.4,2023-02-05T14:01:27.043Z,2023-02-06T05:21:56Z,4014947363,56,Center,4014947365,140,70.6,4014947371,212,17.1,4014947369,141,26.7,4014947373,213,1.2,4016736539,178,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436635,14,1,1,1,21,6xjy1q2m55iiwe8g1r1yffbc9,1,66.7,17.7,2023-02-05T14:01:28.724Z,2023-02-06T05:21:55Z,4014947523,56,Center,4014947529,212,12.0,4016736691,178,,4014947525,140,64.0,4014947531,213,1.8,4014947527,141,34.9,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436647,15,1,1,1,24,6xjy1q2m55iiwe8g1r1yffbc9,1,64.6,36.8,2023-02-05T14:01:31.747Z,2023-02-06T05:21:53Z,4014947643,212,8.5,4014947645,213,0.7,4014947639,140,70.6,4014947641,141,45.1,4016736797,178,,4014947637,56,Center,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436655,16,1,1,1,25,6xjy1q2m55iiwe8g1r1yffbc9,0,72.2,47.5,2023-02-05T14:01:32.666Z,2023-02-06T05:21:53Z,4014947689,141,45.7,4014947685,56,Center,4016736853,178,,4014947693,213,5.9,4014947691,212,3.0,4014947687,140,74.8,4014947681,168,,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436673,18,49,1,1,25,750ustvk4jfqmo8q4gnrcxy7z,1,26.2,52.6,2023-02-05T14:01:32.954Z,2023-02-06T05:21:53Z,,,,,,,,,,,,,,,,,,,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436715,19,1,1,1,27,750ustvk4jfqmo8q4gnrcxy7z,1,26.6,52.5,2023-02-05T14:01:34.855Z,2023-02-06T05:21:52Z,4014948033,213,4.3,4014948025,56,Back,4014948029,141,30.9,4016737123,178,,4014948031,212,15.9,4014948027,140,20.8,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436771,20,1,1,1,29,750ustvk4jfqmo8q4gnrcxy7z,1,18.3,30.5,2023-02-05T14:01:36.466Z,2023-02-06T05:21:51Z,4014948361,141,48.5,4014948355,155,,4014948359,140,45.5,4014948357,56,Back,4016737155,178,,4014948365,213,0.4,4014948363,212,31.1,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436781,21,1,1,1,30,750ustvk4jfqmo8q4gnrcxy7z,1,45.8,45.7,2023-02-05T14:01:38.026Z,2023-02-06T05:21:51Z,4014948405,212,12.0,4014948399,56,Back,4014948403,141,44.5,4016737357,178,,4014948415,156,,4014948407,213,3.2,4014948401,140,34.4,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436873,22,1,1,1,33,750ustvk4jfqmo8q4gnrcxy7z,0,36.9,40.6,2023-02-05T14:01:40.288Z,2023-02-06T05:21:50Z,4014948851,140,35.2,4014948857,213,4.7,4014948855,212,29.0,4016737599,178,,4014948849,56,Back,4014948853,141,0.0,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437069,17,5,1,1,35,6xjy1q2m55iiwe8g1r1yffbc9,1,68,101.6,2023-02-05T14:01:42.526Z,2023-02-06T01:06:46Z,4014949811,56,Left,4014949815,347,,4014949867,233,23,,,,,,,,,,,,,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504436877,23,5,1,1,35,750ustvk4jfqmo8q4gnrcxy7z,0,32,-1.6,2023-02-05T14:01:42.526Z,2023-02-06T01:06:46Z,4014949885,233,17,4014948889,347,,4014948887,56,Back,,,,,,,,,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437145,18,1,1,1,49,6xjy1q2m55iiwe8g1r1yffbc9,0,62,100,2023-02-05T14:01:56.882Z,2023-02-06T05:21:49Z,4014950217,212,31.2,4014950211,56,Left,4014950213,140,89.1,4014950209,107,,4014950221,1,,4014950215,141,82.9,4014950219,213,5.9,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437257,24,12,1,1,53,750ustvk4jfqmo8q4gnrcxy7z,1,15.5,16.6,2023-02-05T14:02:00.218Z,2023-02-06T05:21:49Z,4014950785,140,8.7,4014950789,212,8.7,4016738113,178,,4014950787,141,9.2,4014950791,213,3.8,4014950783,56,Back,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504783525,868,67,1,1,55,6xjy1q2m55iiwe8g1r1yffbc9,1,90.4,90.6,2023-02-05T14:02:02.084Z,2023-02-06T05:21:48Z,4016792629,233,999,,,,,,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504783523,999,67,1,1,55,750ustvk4jfqmo8q4gnrcxy7z,0,9.6,9.4,2023-02-05T14:02:02.085Z,2023-02-06T05:21:48Z,4016792637,233,868,,,,,,,,,,,,,,,,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437239,19,1,1,1,55,6xjy1q2m55iiwe8g1r1yffbc9,0,92.1,88.1,2023-02-05T14:02:02.123Z,2023-02-06T05:21:47Z,4014950691,212,8.5,4014950687,140,90.7,4014950689,141,100.0,4014950685,56,Left,4016738581,178,,4014950693,213,1.7,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437373,20,5,1,1,56,6xjy1q2m55iiwe8g1r1yffbc9,0,89,101.2,2023-02-05T14:02:04.027Z,2023-02-06T01:07:16Z,4015110921,233,25,4014951315,56,Left,4014951317,347,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437309,25,5,1,1,56,750ustvk4jfqmo8q4gnrcxy7z,1,11,-1.2,2023-02-05T14:02:04.027Z,2023-02-06T01:07:16Z,4014950997,347,,4014950995,56,Back,4015110911,233,20,,,,,,,,,,,,,,,,5i6p36ywmaoj1i26fl54th5d6,João Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437319,26,43,1,1,57,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-02-05T14:02:04.849Z,2023-02-05T14:51:07Z,4014951043,56,Back,4015218019,144,1,4014951049,212,2.2,4014951045,140,9.6,4014951047,141,2.8,4014951051,213,6.0,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437429,27,1,1,2,2,750ustvk4jfqmo8q4gnrcxy7z,1,8.6,0,2023-02-05T14:02:10.024Z,2023-02-06T05:21:47Z,4014951671,107,,4014951677,141,8.5,4014951679,212,8.1,4014951675,140,12.2,4014951681,213,1.1,4014951673,56,Back,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437479,28,1,1,2,3,750ustvk4jfqmo8q4gnrcxy7z,1,14.3,9.1,2023-02-05T14:02:11.051Z,2023-02-06T05:21:47Z,4014951957,56,Back,4014951965,213,0.4,4014951963,212,18.9,4014951967,1,,4014951959,140,30.8,4014951961,141,20.1,4014951955,157,,4016739067,178,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437487,29,44,1,2,6,750ustvk4jfqmo8q4gnrcxy7z,1,36.9,19.1,2023-02-05T14:02:13.098Z,2023-02-06T05:21:46Z,4014951989,56,Back,4014951991,285,,4014952019,233,21,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437451,21,44,1,2,6,6xjy1q2m55iiwe8g1r1yffbc9,0,63.1,80.9,2023-02-05T14:02:13.099Z,2023-02-06T05:21:46Z,4014951795,286,,4014951793,56,Left,4014952047,233,29,,,,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504437509,30,1,1,2,6,750ustvk4jfqmo8q4gnrcxy7z,1,35.6,20.5,2023-02-05T14:02:13.153Z,2023-02-06T05:21:45Z,4014952119,140,25.3,4014952121,141,4.4,4014952117,56,Back,4014952125,213,3.9,4015962415,156,,4014952115,3,,4016739429,388,,4014952123,212,15.4,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
