id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/14/value,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2449232877,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-08-21T12:12:52.916Z,2022-08-21T13:16:08Z,3722921195,59,"40, 2, 3, 7, 5, 4, 8, 20, 22, 29, 31, 1, 9, 14, 18, 21, 23, 28, 33",3723087399,197,4735,3722921197,130,4,3722921193,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3722921191,30,"7h2icfuwy00ilm14dw5xyl5g5, bl4lretp33t0jj3icujkf45p1, 7mn6lue4zatldcxp0gd7kt8mh, dom1dzrvk7y4sd8puf8iztn11, 7xd54eb65lg7zldvnyd58bq39, c4yip4bf8il4gnxnhcb381b3e, 5lfki1zoxd4l96hjbr2rw3d2h, dl4e5ojyhccj6w0vgksfzvmxh, 3imcuejzt9r6zvvv1xbn5jbl6, 3ynh418z6f6bfjz674vs40f6x, dfdq5f5mrzq9zaj1mrfhk5905, 1ixibe50te4j2gjhbufm72aui, e0hk5aepnpo7cne006zwahfx1, 8b40ap862z6ynvmgah0vjces5, 7z8bpxyfd31hb5ehkaina1ap6, 6oaqk4pdojnlefa3zubsysmvp, 3zyw4328iilwrttjoww1wctlh, 9txq841gqsyu9i9ckjr7rrso9, e6se9kft2lf9hs92rof2pnn6c",3722921199,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3722921203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722921201,194,7xd54eb65lg7zldvnyd58bq39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449235001,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-21T12:14:49.080Z,2022-08-21T13:00:43Z,3722930495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722930505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722930503,194,dvtd4xsoihe7srn69irnng5w5,3723092349,197,15935,3722930501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722930497,59,"1, 4, 3, 15, 22, 5, 92, 2, 9, 8, 23, 29, 7, 10, 11, 21, 25, 26, 30, 31",3722930493,30,"cgqunmh8aw465fna15rdve8d1, 4gsebdl04os3v9mjhhkamnn1m, dlzepva4fgihzwx4vfzagiy1h, dvtd4xsoihe7srn69irnng5w5, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 9vwdme2e657vrezfixnimrv85, boa0e436nc3u53cumlao9ulex, 1j7c295dtb7s5z14diov3xx3p, 41jb0ts5688xz8ell62rybm22, bqq4tqw6tp68c1fya04onf6c5, 99yx7t2j59cyia4bkpi59q1as, 9fcg5wz6no3f9mn7ch45g06hh, 310zaj8t3k4c8aj54ml0n0kx5, 2bfbi3t4aufb47wwt56ilzoyc, ccalsoz5819ij4ddtvptceor9, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, 821ma6ofy7t9wtdvu1w6uni09, cwtefikj4d22g8dr4c200pwtm",3722930499,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271619,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-08-21T13:00:07.898Z,2022-08-21T13:00:11Z,3723101377,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271607,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-21T13:00:07.898Z,2022-08-21T19:21:09Z,3723101313,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271677,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,50.1,50,2022-08-21T13:00:07.930Z,2022-08-21T20:50:25Z,3723101587,279,S,3723101581,141,52.5,3723101589,278,,3723101583,212,2.1,3724856507,178,,3723101585,213,0.9,3723101577,56,Center,3723101579,140,51.3,1j7c295dtb7s5z14diov3xx3p,L. Diony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271707,4,1,1,0,1,75qj99fhg5c0ztj2tva5u4uii,0,50.1,49.8,2022-08-21T13:00:09.361Z,2022-08-22T01:17:04Z,3723101679,56,Center,3723101685,212,7.9,3724856865,178,,3723101683,141,40.9,3723101681,140,54.9,3723101687,213,5.4,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271683,3,8,1,0,1,3adj8hkws0z1al232bg2h6tk0,1,45.1,57.3,2022-08-21T13:00:09.733Z,2022-08-22T01:17:04Z,3723815505,385,,3723101613,56,Back,3724856989,178,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271759,4,5,1,0,5,3adj8hkws0z1al232bg2h6tk0,0,55.5,101.2,2022-08-21T13:00:13.382Z,2022-08-21T20:50:40Z,3723101863,56,Left,3723101905,233,5,3723101865,347,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271737,5,5,1,0,5,75qj99fhg5c0ztj2tva5u4uii,1,44.5,-1.2,2022-08-21T13:00:13.382Z,2022-08-21T20:50:40Z,3723101775,347,,3723101773,56,Back,3723101899,233,4,,,,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271829,6,1,1,0,7,75qj99fhg5c0ztj2tva5u4uii,1,46.4,0,2022-08-21T13:00:15.846Z,2022-08-22T01:17:03Z,3723102155,140,31.4,3723102161,213,2.8,3723102147,107,,3723102149,56,Back,3723102157,141,6.2,3723102159,212,16.5,,,,,,,4gsebdl04os3v9mjhhkamnn1m,H. Šabanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271897,7,1,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,30.9,16.7,2022-08-21T13:00:19.096Z,2022-08-22T01:17:02Z,3723102471,56,Back,3723102473,140,30.4,3723102479,213,1.6,3723102477,212,28.4,3724858551,178,,3723102475,141,58.4,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271961,8,1,1,0,16,75qj99fhg5c0ztj2tva5u4uii,1,37.4,67.2,2022-08-21T13:00:24.490Z,2022-08-22T01:17:01Z,3723102793,141,26.8,3723102791,140,33.8,3723102789,56,Back,3723102797,213,4.6,3723102795,212,27.7,3724858759,178,,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272029,9,1,1,0,20,75qj99fhg5c0ztj2tva5u4uii,1,39.7,26.7,2022-08-21T13:00:28.325Z,2022-08-22T01:17:01Z,3723103065,141,43.4,3723103073,213,0.3,3723103067,212,35.1,3724858997,178,,3723103063,140,71.3,3723103061,56,Center,3723103081,1,,3723103059,155,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272037,10,44,1,0,22,75qj99fhg5c0ztj2tva5u4uii,1,74.1,43.5,2022-08-21T13:00:30.739Z,2022-08-22T01:17:00Z,3723103093,286,,3723103091,56,Center,3723103101,233,5,,,,,,,,,,,,,,,,1j7c295dtb7s5z14diov3xx3p,L. Diony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272021,5,44,1,0,22,3adj8hkws0z1al232bg2h6tk0,0,25.9,56.5,2022-08-21T13:00:30.740Z,2022-08-22T01:17:00Z,3723103033,285,,3723103027,56,Back,3723103149,233,10,,,,,,,,,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
