id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/15/value,assist
2521134709,5,44,1,0,10,121le8unjfzug3iu9pgkqa1c7,1,17,74.1,2023-03-17T20:00:14.871Z,2023-03-18T05:08:47Z,4103179171,285,,4103179169,56,Back,4103179285,233,7,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134717,7,44,1,0,10,750ustvk4jfqmo8q4gnrcxy7z,0,83,25.9,2023-03-17T20:00:14.872Z,2023-03-18T05:08:46Z,4103179223,286,,4103179221,56,Center,4103179309,233,5,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134741,6,1,1,0,10,121le8unjfzug3iu9pgkqa1c7,1,16.7,71.4,2023-03-17T20:00:14.950Z,2023-03-18T05:08:46Z,4103179353,3,,4103179355,56,Back,4103179363,213,6.2,4103179357,140,29.3,4103667771,388,,4103179361,212,13.3,4103179359,141,70.2,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134749,7,49,1,0,11,121le8unjfzug3iu9pgkqa1c7,1,26.6,71.3,2023-03-17T20:00:16.254Z,2023-03-18T05:08:45Z,,,,,,,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134761,8,1,1,0,12,121le8unjfzug3iu9pgkqa1c7,1,26,77.3,2023-03-17T20:00:17.272Z,2023-03-18T05:08:44Z,4103179495,213,3.9,4103179493,212,5.0,4103667873,178,,4103179489,140,22.4,4103179491,141,72.4,4103179487,56,Back,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134773,9,1,1,0,13,121le8unjfzug3iu9pgkqa1c7,0,22.3,76.8,2023-03-17T20:00:17.742Z,2023-03-18T05:08:44Z,4103179595,286,,4103179549,56,Back,4103179553,141,80.5,4103179555,212,4.0,4103668061,178,,4103179551,140,25.3,4103179589,236,,4103179591,233,8,d68byfvk16giaur32gqwpwded,C. Tolisso,4103179557,213,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134779,8,74,1,0,13,750ustvk4jfqmo8q4gnrcxy7z,1,75.6,22.4,2023-03-17T20:00:17.887Z,2023-03-18T05:08:43Z,4103179567,56,Center,4103179631,233,9,4103179571,285,,4103668171,178,,,,,,,,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134835,10,1,1,0,15,121le8unjfzug3iu9pgkqa1c7,1,21.2,94.4,2023-03-17T20:00:19.931Z,2023-03-18T05:08:43Z,4103179881,140,14.6,4103179887,213,4.0,4103179883,141,82.3,4103668227,178,,4103179879,56,Back,4103179885,212,10.8,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134845,11,1,1,0,16,121le8unjfzug3iu9pgkqa1c7,0,10.9,82.4,2023-03-17T20:00:21.409Z,2023-03-18T05:08:43Z,4103179929,213,0.3,4103179921,56,Left,4103179927,212,48.6,4103668263,178,,4103179919,157,,4103179923,140,55.4,4103179931,1,,4103179925,141,100.0,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134853,9,5,1,0,20,750ustvk4jfqmo8q4gnrcxy7z,1,49,-2,2023-03-17T20:00:25.573Z,2023-03-18T00:42:09Z,4103179955,347,,4103179985,233,12,4103179953,56,Back,,,,,,,,,,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134849,12,5,1,0,20,121le8unjfzug3iu9pgkqa1c7,0,51,102,2023-03-17T20:00:25.573Z,2023-03-18T00:42:09Z,4103179993,233,9,4103179935,56,Left,4103179937,347,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134911,10,1,1,0,23,750ustvk4jfqmo8q4gnrcxy7z,1,46.4,0,2023-03-17T20:00:28.124Z,2023-03-18T05:08:42Z,4103180323,141,38.9,4103180319,56,Back,4103180325,212,28.4,4103180317,107,,4103180321,140,40.2,4103180329,1,,4103180327,213,1.8,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521134985,11,1,1,0,27,750ustvk4jfqmo8q4gnrcxy7z,1,27.9,35.5,2023-03-17T20:00:32.668Z,2023-03-18T05:08:41Z,4103180759,212,24.9,4103668415,178,,4103180757,141,61.2,4103180753,56,Back,4103180755,140,11.0,4103180761,213,2.4,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135021,12,1,1,0,33,750ustvk4jfqmo8q4gnrcxy7z,1,11.5,66.4,2023-03-17T20:00:38.361Z,2023-03-18T05:08:40Z,4103180945,56,Left,4103668489,178,,4103180951,212,63.1,4103180943,155,,4103180947,140,68.0,4103180955,1,,4103180953,213,0.3,4103180949,141,98.0,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135033,13,61,1,0,37,750ustvk4jfqmo8q4gnrcxy7z,0,58.2,99.1,2023-03-17T20:00:41.794Z,2023-03-18T05:08:40Z,4103181001,56,Left,4103668597,178,,,,,,,,,,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135043,13,49,1,0,40,121le8unjfzug3iu9pgkqa1c7,1,21.6,12.3,2023-03-17T20:00:45.202Z,2023-03-18T05:08:39Z,,,,,,,,,,,,,,,,,,,,,,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135119,14,1,1,0,40,121le8unjfzug3iu9pgkqa1c7,1,20.9,12.2,2023-03-17T20:00:45.339Z,2023-03-18T05:08:39Z,4103668789,178,,4103181455,56,Back,4103181461,212,24.0,4103181459,141,36.7,4103181457,140,4.5,4103181463,213,2.4,,,,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135251,15,1,1,0,46,121le8unjfzug3iu9pgkqa1c7,1,3.5,34.1,2023-03-17T20:00:51.113Z,2023-03-18T05:08:37Z,4103182109,140,5.1,4103182115,213,4.9,4103182107,56,Back,4103182113,212,7.7,4103668823,178,,4103182111,141,23.1,,,,,,,7to9ns7mkuji0ciwh1ufkq3md,R. Riou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135299,16,1,1,0,56,121le8unjfzug3iu9pgkqa1c7,1,26.6,25.1,2023-03-17T20:01:00.951Z,2023-03-18T05:08:34Z,4103182387,213,0.8,4103182381,140,36.3,4103668945,178,,4103182385,212,14.6,4103182379,56,Back,4103182383,141,40.4,,,,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135343,17,1,1,1,0,121le8unjfzug3iu9pgkqa1c7,1,32.2,56,2023-03-17T20:01:05.478Z,2023-03-18T05:08:33Z,4103668973,178,,4103182641,140,40.6,4103182647,213,1.0,4103182643,141,76.7,4103182645,212,16.6,4103182639,56,Back,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135389,18,1,1,1,4,121le8unjfzug3iu9pgkqa1c7,1,46.3,86.9,2023-03-17T20:01:09.138Z,2023-03-18T05:08:32Z,4103182829,212,20.5,4103182827,141,97.1,4103669051,178,,4103182823,56,Left,4103182831,213,0.3,4103182825,140,64.7,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135395,19,1,1,1,8,121le8unjfzug3iu9pgkqa1c7,1,66.4,87,2023-03-17T20:01:13.125Z,2023-03-18T05:08:30Z,4103182875,212,8.4,4103182873,141,75.9,4103669131,178,,4103182877,213,4.2,4103182869,56,Center,4103182871,140,62.8,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135415,20,1,1,1,9,121le8unjfzug3iu9pgkqa1c7,1,64.1,73.2,2023-03-17T20:01:13.776Z,2023-03-18T05:08:30Z,4103669159,178,,4103182977,212,11.5,4103182979,213,2.6,4103182971,56,Left,4103182975,141,82.3,4103182973,140,54.9,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135445,21,1,1,1,11,121le8unjfzug3iu9pgkqa1c7,1,54.1,81,2023-03-17T20:01:16.007Z,2023-03-18T05:08:29Z,4103183097,212,13.4,4103183091,56,Back,4103183099,213,3.9,4103183095,141,68.1,4103669183,178,,4103183093,140,44.4,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135459,22,1,1,1,13,121le8unjfzug3iu9pgkqa1c7,1,50.4,67.8,2023-03-17T20:01:18.029Z,2023-03-18T05:08:28Z,4103183223,212,4.9,4103183225,213,6.0,4103183217,140,54.9,4103669235,178,,4103183221,141,65.8,4103183213,56,Center,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135463,23,50,1,1,13,121le8unjfzug3iu9pgkqa1c7,1,52.1,58.5,2023-03-17T20:01:18.640Z,2023-03-18T04:44:45Z,4103183415,233,14,4103183235,286,,4103183233,56,Center,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135485,14,7,1,1,14,750ustvk4jfqmo8q4gnrcxy7z,1,47.9,41.5,2023-03-17T20:01:19.680Z,2023-03-18T04:44:45Z,4103669373,389,,4103183383,285,,4103183411,233,23,4103603313,384,,4103183381,56,Back,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135491,15,49,1,1,16,750ustvk4jfqmo8q4gnrcxy7z,1,62.8,40.6,2023-03-17T20:01:21.546Z,2023-03-18T05:08:27Z,,,,,,,,,,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135531,16,15,1,1,19,750ustvk4jfqmo8q4gnrcxy7z,1,84.3,46.9,2023-03-17T20:01:24.453Z,2023-03-18T05:08:26Z,4103186015,214,,4103186013,103,7.0,4103186011,102,50.0,4103186007,55,14,4103186017,215,,4103183593,17,,4103189453,233,24,4103184521,23,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,4103186023,147,48.7,,4103183595,56,Center,4103186003,78,4103186019,89,4103186005,29,4103186021,146,89.7,4103184523,20,4103669553,178,,,,,,,,,,,
2521135553,24,10,1,1,20,121le8unjfzug3iu9pgkqa1c7,1,10.9,51.9,2023-03-17T20:01:24.748Z,2023-03-18T05:08:26Z,4103189489,233,16,4103183743,56,Back,4103194795,179,,4103603359,376,,4103193103,174,,4103183741,182,,,,,,,,7to9ns7mkuji0ciwh1ufkq3md,R. Riou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521135579,25,16,1,1,21,121le8unjfzug3iu9pgkqa1c7,1,11.5,57.6,2023-03-17T20:01:26.516Z,2023-03-18T05:08:25Z,4103185127,374,2023-03-17 20:01:24.991,4103603383,395,90.7,4103186855,281,d3y4csfpvhzcowlusw9xe32eh,4103185131,375,01:20.250,4103603385,396,48.4,4103186853,280,OWN_GOAL,4103186845,102,51.9,4103183867,56,Center,aaaskdins76bd0368sbpt7wq2,C. Lukeba,4103186851,231,48.4,,4103186843,76,,4103669699,178,4103186857,282,4103185125,21,4103185123,23,,4103186849,230,4103183863,17,430,90.7,4103186847,103,5.7,4103183865,28,,,,
2521136221,26,1,1,2,16,121le8unjfzug3iu9pgkqa1c7,1,50,49.7,2023-03-17T20:02:20.997Z,2023-03-18T00:44:12Z,4103187283,279,G,4103187277,141,64.5,4103670011,178,,4103187279,212,13.8,4103187281,213,2.3,4103187275,140,41.0,4103187273,56,Back,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521183165,564,1,1,2,17,121le8unjfzug3iu9pgkqa1c7,1,42.6,60,2023-03-17T20:02:22.369Z,2023-03-18T05:08:24Z,4103443087,212,8.5,4103670033,178,,4103443089,213,2.1,4103443085,141,70.8,4103443079,56,Back,4103443083,140,38.5,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136235,27,1,1,2,21,121le8unjfzug3iu9pgkqa1c7,1,42,70.5,2023-03-17T20:02:26.406Z,2023-03-18T05:08:22Z,4103187365,141,96.9,4103187363,140,43.7,4103187367,212,18.0,4103187361,56,Back,4103670257,178,,4103187369,213,1.5,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136257,28,1,1,2,23,121le8unjfzug3iu9pgkqa1c7,1,44.8,93,2023-03-17T20:02:28.312Z,2023-03-18T05:08:22Z,4103187509,141,81.8,4103187513,213,3.7,4103187507,140,34.3,4103670283,178,,4103187505,56,Back,4103187511,212,13.4,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136307,29,1,1,2,26,121le8unjfzug3iu9pgkqa1c7,1,28.7,77.7,2023-03-17T20:02:31.006Z,2023-03-18T05:08:21Z,4103187773,140,11.7,4103670349,178,,4103187775,141,56.4,4103187771,56,Back,4103187779,213,3.8,4103187777,212,23.0,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136437,30,1,1,2,29,121le8unjfzug3iu9pgkqa1c7,1,10.9,54.2,2023-03-17T20:02:34.478Z,2023-03-18T05:08:20Z,4103188331,141,75.3,4103188327,56,Back,4103188335,213,1.1,4103670393,178,,4103188333,212,16.0,4103188329,140,17.7,,,,,,,7to9ns7mkuji0ciwh1ufkq3md,R. Riou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136491,31,1,1,2,39,121le8unjfzug3iu9pgkqa1c7,1,36.5,74.4,2023-03-17T20:02:44.310Z,2023-03-18T05:08:17Z,4103188583,56,Back,4103188585,140,14.5,4103188589,212,28.0,4103670473,178,,4103188587,141,51.0,4103188591,213,3.7,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136631,32,1,1,2,43,121le8unjfzug3iu9pgkqa1c7,1,16.5,53.1,2023-03-17T20:02:48.592Z,2023-03-18T05:08:16Z,4103189317,141,69.7,4103189311,56,Back,4103189327,213,1.1,4103189315,140,22.0,4103670583,178,,4103189321,212,12.7,,,,,,,7to9ns7mkuji0ciwh1ufkq3md,R. Riou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136699,33,1,1,2,52,121le8unjfzug3iu9pgkqa1c7,1,47.3,84,2023-03-17T20:02:57.277Z,2023-03-18T05:08:14Z,4103189697,212,14.0,4103189691,56,Center,4103189699,213,6.0,4103189695,141,78.5,4103670695,178,,4103189693,140,60.1,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521241785,1252,83,1,2,54,750ustvk4jfqmo8q4gnrcxy7z,1,41.4,23.4,2023-03-17T20:02:59.647Z,2023-03-18T05:08:13Z,4103756971,399,507930,,,,,,,,,,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136769,34,1,1,2,54,121le8unjfzug3iu9pgkqa1c7,1,58.5,76.5,2023-03-17T20:02:59.691Z,2023-03-18T05:08:13Z,4103190083,213,3.2,4103190077,141,74.8,4103190071,140,47.0,4103190081,212,12.1,4103670805,389,,4103190063,56,Back,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136711,17,43,1,2,57,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-03-17T20:03:01.867Z,2023-03-17T20:03:22Z,4103189745,212,0.6,4103189739,56,Back,4103189743,141,29.8,4103189747,213,4.2,4103190989,144,1,4103189741,140,42.0,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521213397,1070,3,1,2,57,121le8unjfzug3iu9pgkqa1c7,0,47.1,74.2,2023-03-17T20:03:02.306Z,2023-03-18T05:08:11Z,4103603549,464,,4103670887,178,,4103603547,286,,4103603551,467,crjrpkb5p430hludk5acmhjv9,4103603545,56,Back,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136773,35,4,1,2,58,121le8unjfzug3iu9pgkqa1c7,1,42.9,70.8,2023-03-17T20:03:03.401Z,2023-03-18T05:08:11Z,4103190099,152,,4103190097,56,Back,4103190101,265,,4103190201,233,18,4103190103,286,,4103190095,13,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136787,18,4,1,2,58,750ustvk4jfqmo8q4gnrcxy7z,0,57.1,29.2,2023-03-17T20:03:03.402Z,2023-03-18T05:08:10Z,4103190185,285,,4103190179,56,Center,4103670985,178,,4103190225,233,35,4103190183,265,,4103190177,13,,4103190181,152,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521136865,36,1,1,3,9,121le8unjfzug3iu9pgkqa1c7,1,42.1,73.5,2023-03-17T20:03:14.488Z,2023-03-18T05:08:10Z,4103190647,213,5.8,4103671039,178,,4103190635,5,,4103190641,140,46.1,4103190639,56,Back,4103190645,212,4.8,4103190643,141,70.2,4103190651,189,,d68byfvk16giaur32gqwpwded,C. Tolisso,4103190637,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
