id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value,qualifier/8/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2496565145,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-01-11T17:09:34.285Z,2023-01-11T18:00:41Z,3973641619,59,"1, 20, 3, 8, 25, 77, 14, 23, 11, 7, 5, 2, 15, 16, 18, 21, 24, 29, 92, 33",3973641615,30,"3xpo0nc3hysdi41gupi7adot1, cujgdqrikyjt36scc23zcbkk5, 1e77it93nx78uu157mmksd71l, d3d1qks236pztzcqp3wdcc0l, 70ukveu4kwheeizg6x694krmx, crdmczlhynym2z1adqlbt853p, 9higgl848a37qflh0sts05tjp, 84ikqi9s3lng1mo4lxwq210wl, 1xxlgx6g07x3r0zwzywm26sq1, 2fa3vmp34mwrthdiehnaxnnqh, 1lbgavu1rxlrfg14062suwyj9, 2hujd2bwvb0wtxdna6c0xb2z9, i0pvdl0hx7idtfi0xymygmp5, 8wz2w0267i1845k87hxsgandh, 5fvzbq3mstt7eatkjpodbvpm2, 67q7ve9vse4m2nb82j2z1clhx, 28soxjs6twyw0uk1c3qn0dbe, 1xawzpx3vp3b7wqx6w5avdb6x, dfdq5f5mrzq9zaj1mrfhk5905, cd236zcrr6fav3n38wd67ko44",3973641617,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3973641621,130,2,3973641629,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973641623,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973641627,197,624,3973641625,194,d3d1qks236pztzcqp3wdcc0l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496565453,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-01-11T17:12:24.565Z,2023-01-11T17:55:24Z,3973643265,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973643263,194,976riwm0dz0e74d4l28y3ttcl,3973671743,197,16322,3973643261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973643259,130,8,3973643253,30,"89sv092huj2obzdazmft854a1, 3sc349yey596xp2j6xlyt0frp, e1gq9zfwrm446r2tzmeiw6jmx, 96wcx761pzv5ub4sfwsynp51x, 36h87ecgmpjdltk1epsbvmiju, 976riwm0dz0e74d4l28y3ttcl, cmrdm4nnd62inlvsnc52vkicp, 8qmm84tue6kuz8e5nhhdhmz8p, edti8t30h7ukwi3wqlzaczje1, ccu7hw3wrcspl1a18g2ldnsh5, agwvouyocx93y39g7tmwaojx1, 4ilnnpfgjfz35lni9ppzd93v9, 8gkexxgf3pypshhqwg6ibp7o4, afymbx9eo87zau8mo99pakbu, 9p5jc07qnxrzpcmnh1cp6b3l5, 2lvit204llltk13iglsa2tjah, 5ghvrbmlh0tqos9iohj8f7zzd, dlybxu0l5r7yi8i11myd7ldgq, 7ty1wdxxnusgkl34k5raipbl5, 513jimgihzk9w1kuad57jrnxl",3973643257,59,"94, 32, 25, 21, 24, 5, 39, 15, 29, 70, 10, 1, 3, 4, 6, 8, 9, 18, 19, 99",3973643255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571007,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-01-11T18:00:08.740Z,2023-01-12T00:10:18Z,3973673901,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571009,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-01-11T18:00:08.740Z,2023-01-11T18:00:09Z,3973673903,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571015,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,50.2,49.9,2023-01-11T18:00:08.781Z,2023-01-12T04:54:02Z,3973673929,213,3.1,3974312691,178,,3973673923,140,41.1,3973673925,141,50.6,3973673931,279,S,3973673927,212,9.6,3973673921,56,Back,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571029,4,1,1,0,2,6xjy1q2m55iiwe8g1r1yffbc9,1,42.5,52.2,2023-01-11T18:00:11.261Z,2023-01-12T07:27:25Z,3973673989,56,Back,3973673995,212,17.9,3973673997,213,4.3,3973673993,141,28.2,3973673991,140,35.4,3974312735,178,,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571031,5,1,1,0,5,6xjy1q2m55iiwe8g1r1yffbc9,0,37,29.3,2023-01-11T18:00:14.208Z,2023-01-12T07:27:24Z,3973674001,56,Center,3974312753,178,,3973674005,141,37.0,3973674007,212,27.7,3973674003,140,62.9,3973674009,213,0.2,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571069,3,8,1,0,6,3c3jcs7vc1t6vz5lev162jyv7,1,39.5,59.4,2023-01-11T18:00:15.247Z,2023-01-12T07:27:23Z,3974312811,178,,3973674155,56,Back,3974029309,384,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571085,5,1,1,0,9,3c3jcs7vc1t6vz5lev162jyv7,0,24.5,83.9,2023-01-11T18:00:18.294Z,2023-01-12T07:27:23Z,3974312879,178,,3973674235,3,,3973674237,56,Back,3973674241,141,86.8,3973674239,140,37.1,3973674245,213,0.1,3973674243,212,13.4,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496571079,7,1,1,0,10,6xjy1q2m55iiwe8g1r1yffbc9,0,68.5,15.9,2023-01-11T18:00:19.343Z,2023-01-12T07:27:22Z,3973674201,140,76.5,3973674207,213,0.7,3973674205,212,10.7,3973674197,3,,3973674199,56,Center,3973674203,141,25.6,3974312925,178,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
