id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/11/value,qualifier/13/value,qualifier/17/value,qualifier/19/value
2452363461,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-28T12:18:40.575Z,2022-08-28T14:02:54Z,3739591215,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3739591217,59,"1, 92, 3, 22, 5, 29, 15, 2, 9, 7, 8, 10, 11, 19, 21, 23, 25, 26, 30, 31",3739591221,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739591223,194,dvtd4xsoihe7srn69irnng5w5,3739591225,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739740429,197,15936,3739591213,30,"cgqunmh8aw465fna15rdve8d1, 9vwdme2e657vrezfixnimrv85, dlzepva4fgihzwx4vfzagiy1h, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 99yx7t2j59cyia4bkpi59q1as, dvtd4xsoihe7srn69irnng5w5, boa0e436nc3u53cumlao9ulex, 1j7c295dtb7s5z14diov3xx3p, 9fcg5wz6no3f9mn7ch45g06hh, 41jb0ts5688xz8ell62rybm22, 310zaj8t3k4c8aj54ml0n0kx5, 2bfbi3t4aufb47wwt56ilzoyc, 36ylt0kjn7t0vajmelu4mbazu, ccalsoz5819ij4ddtvptceor9, bqq4tqw6tp68c1fya04onf6c5, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, 821ma6ofy7t9wtdvu1w6uni09, cwtefikj4d22g8dr4c200pwtm",3739591219,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452367445,1,34,16,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-08-28T12:24:40.873Z,2022-08-28T13:31:12Z,3739610015,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739610003,30,"8xdrtww8r5jbxuxtall0wh591, 4hns4p7a45kno60qqzlniycmi, 577j49ffrxuurraco9chy388a, eznhm6o1jymvzaucjlngbaad, 7etm5qf3sonimtxllrw5xwkid, 2smai2vq1r9xnemihvcq0doet, demp53kye0ium76t240vo8cet, 3h3g7sne1jjevj0mwyliehm95, 900q6uo21i95co96snohqofyt, 5x4cp16m9z8vzgq1kkjvm71ed, a7rdypucykxo0a9xmcuqzabpx, 57sdn53awg8fzbygrwchg6u7e, 87gvtfqgn555sywr78abximsp, 1vpmf7p9xsaynj1t9g5wm1qz9, ckcjk3zjpix288d6zihltlst0, 9nhlgi0k783bq8a2704bu6n6d, bj37ny1s1gbbe4wrgyz1wag9h, 9bkzl4dx3mci3w86rjpfkwowk, bab51bcstsqnh8vscezs28fyt",3739610009,130,11,3739610005,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3739610011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3739610007,59,"30, 3, 39, 17, 4, 23, 11, 6, 9, 10, 20, 26, 2, 5, 22, 24, 25, 29, 40",3739610013,194,2smai2vq1r9xnemihvcq0doet,3739732317,197,15910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396425,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-28T13:00:00.025Z,2022-08-28T13:00:01Z,3739745043,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396403,2,32,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-08-28T13:00:00.025Z,2022-08-28T18:10:03Z,3739744951,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396441,3,1,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,50,50.4,2022-08-28T13:00:00.042Z,2022-08-28T18:20:15Z,3741043277,178,,3739745115,279,S,3739745109,141,56.5,3739745105,56,Back,3739745111,212,14.4,3739745107,140,36.9,3739745113,213,2.8,,,,900q6uo21i95co96snohqofyt,I. Ugbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396467,4,1,1,0,2,3unkqo2g6ag99gd5ynz1j7vse,1,39,54.5,2022-08-28T13:00:02.040Z,2022-08-29T00:31:11Z,3739745199,140,36.4,3739745203,212,23.8,3739745201,141,89.2,3739745197,56,Back,3739745205,213,1.7,3741043843,178,,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396475,5,1,1,0,5,3unkqo2g6ag99gd5ynz1j7vse,0,39.5,88.6,2022-08-28T13:00:05.372Z,2022-08-29T00:31:10Z,3741044489,178,,3739745255,141,72.7,3739745259,213,5.7,3739745251,56,Center,3739745257,212,18.3,3739745253,140,53.6,,,,,,,577j49ffrxuurraco9chy388a,Y. Larouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452527939,932,49,1,0,6,75qj99fhg5c0ztj2tva5u4uii,1,47.5,29.5,2022-08-28T13:00:06.248Z,2022-08-29T00:31:10Z,,,,,,,,,,,,,,,,,,,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396515,3,1,1,0,6,75qj99fhg5c0ztj2tva5u4uii,1,47.5,29.3,2022-08-28T13:00:06.294Z,2022-08-29T00:31:09Z,3739745379,140,54.0,3739745385,213,5.1,3739745381,141,7.0,3739745383,212,16.6,3741045541,178,,3739745375,56,Right,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396517,4,43,1,0,8,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-28T13:00:08.813Z,2022-08-28T16:06:24Z,3740442003,144,49,,,,,,,,,,,,,,,,,,,,,,9vwdme2e657vrezfixnimrv85,S. Thioub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
