id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2497678895,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-01-15T13:10:27.516Z,2023-01-15T13:59:38Z,3979528537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979648893,197,15935,3979528533,59,"1, 25, 15, 6, 22, 5, 28, 2, 11, 23, 7, 8, 10, 19, 24, 26, 29, 37, 40, 92",3979528535,130,8,3979528531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979528539,194,dvtd4xsoihe7srn69irnng5w5,3979528529,30,"cgqunmh8aw465fna15rdve8d1, 7rvgrqf0ktsepvwpj0osy5pzp, dvtd4xsoihe7srn69irnng5w5, 6ynchgp6o4tajwvnfdnoo11at, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, e1ydpg4lqw2pnidfbsciv9pm1, boa0e436nc3u53cumlao9ulex, 2bfbi3t4aufb47wwt56ilzoyc, bqq4tqw6tp68c1fya04onf6c5, 9fcg5wz6no3f9mn7ch45g06hh, 41jb0ts5688xz8ell62rybm22, 310zaj8t3k4c8aj54ml0n0kx5, 36ylt0kjn7t0vajmelu4mbazu, 4lg41m643jf18dgax298bufpw, qooxolimrpdm50kl9woa6jje, 99yx7t2j59cyia4bkpi59q1as, 4l4hmsih1jyb9jegs60cbn4oa, 2gkxanzyj7yoadakl2j6tfggk, 9vwdme2e657vrezfixnimrv85",3979528541,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497680005,1,34,16,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-01-15T13:12:40.769Z,2023-01-15T14:00:05Z,3979534967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979534965,130,17,3979534961,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979534963,59,"99, 11, 3, 5, 4, 36, 7, 25, 95, 10, 18, 2, 9, 20, 21, 23, 31, 40, 70, 97",3979534969,194,aflbpdgjm6huba3f9t848d4o9,3979534959,30,"c6u4h9wy88ymj6whiz93jknv9, bt2pm0it9f1o216uxo3abfpbd, 237j1qagaotsy5j9wo3xqfgtl, 6euu7oztc1jkxcgef0g75cq95, 1u990wv0bo82xqv2s0e8m8ic5, 7j0fv43b1dkuiqk71ym4mmw6i, aflbpdgjm6huba3f9t848d4o9, 4obcheuxcvbu6zo3fyq3b6x91, 757jd3kvmh2izb7q7k8if209h, 4elohf5kyq6i1jmywfuzhh2ol, c8vsa9o761rsdy9l8xbtj3etx, 1jdd1cmzaqalgkkl9vj4dcy51, 3xbgtth9h7ywlkpdzy8rwkbth, avcxyogv41ujbepqd5qrwki51, 5rd9832gct7uy0acodmor8b11, ag74mepy9fnmlykodxo0oxhwp, 822pzsxxhxdofvitaabixgzu2, a0rtzwzmnn4wj58rdrj95rvft, 8s5u921me5pvsfyvysjgpu2qy, 16yp4b9n9a7dq2bld6qyt3oyc",3979534971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979648599,197,15972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702205,2,32,1,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-01-15T14:00:06.790Z,2023-01-15T14:00:06Z,3979649635,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702215,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-01-15T14:00:06.790Z,2023-01-15T20:00:14Z,3979649671,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702245,3,1,1,0,0,17o35s8assv3kamxowzz77k4r,1,49.9,50.3,2023-01-15T14:00:06.855Z,2023-01-15T20:12:45Z,3979649763,56,Back,3979649765,140,41.5,3979649769,212,8.8,3979649771,213,3.1,3979649773,279,S,3980665889,178,,3979649767,141,50.9,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702249,4,1,1,0,1,17o35s8assv3kamxowzz77k4r,1,43.2,50.4,2023-01-15T14:00:08.391Z,2023-01-16T06:21:52Z,3979649793,140,38.7,3979649791,56,Back,3979649795,141,13.4,3979649799,213,4.5,3979649797,212,25.6,3980665985,178,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702257,5,1,1,0,3,17o35s8assv3kamxowzz77k4r,1,37.1,21.3,2023-01-15T14:00:09.796Z,2023-01-16T06:21:51Z,3979649817,213,2.9,3979649815,212,11.9,3979649811,140,26.0,3979649813,141,24.8,3980666081,178,,3979649809,56,Back,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702275,6,1,1,0,5,17o35s8assv3kamxowzz77k4r,1,28.2,32.3,2023-01-15T14:00:11.875Z,2023-01-16T06:21:50Z,3980666361,178,,3979649907,212,2.9,3979649909,213,0.0,3979649905,141,32.3,3979649901,56,Back,3979649903,140,31.0,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702289,7,1,1,0,6,17o35s8assv3kamxowzz77k4r,1,31.9,42.3,2023-01-15T14:00:13.245Z,2023-01-16T06:21:49Z,3979649985,140,13.5,3979649991,213,3.2,3979649983,56,Back,3980666527,178,,3979649989,212,19.4,3979649987,141,39.7,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702301,8,1,1,0,8,17o35s8assv3kamxowzz77k4r,1,12.2,46.2,2023-01-15T14:00:15.399Z,2023-01-16T06:21:49Z,3979650069,141,63.5,3979650065,56,Center,3979650063,155,,3980666727,178,,3979650067,140,58.4,3979650073,213,0.2,3979650075,1,,3979650071,212,49.9,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
