id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/23/id,qualifier/23/qualifierId,qualifier/23/value,assist,qualifier/19/value
2518687257,9,1,1,0,17,2b3mar72yy8d6uvat1ka6tn3r,1,34.7,41.8,2023-03-11T20:00:26.414Z,2023-03-12T04:04:48Z,4090197093,56,Back,4090197097,141,25.2,4090197099,212,11.7,4090197095,140,37.7,4090197101,213,5.0,4091030081,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687261,10,61,1,0,21,2b3mar72yy8d6uvat1ka6tn3r,1,39.7,35,2023-03-11T20:00:30.393Z,2023-03-12T04:04:46Z,4090197125,56,Back,4091030241,178,,4090197127,189,,,,,,,,,,,,,,,,,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687307,11,1,1,0,25,2b3mar72yy8d6uvat1ka6tn3r,1,40.4,77.8,2023-03-11T20:00:34.271Z,2023-03-12T04:04:46Z,4091030457,178,,4090197345,213,0.6,4090197339,140,59.3,4090197341,141,96.9,4090197337,56,Left,4090197343,212,23.7,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687319,12,1,1,0,28,2b3mar72yy8d6uvat1ka6tn3r,1,60.9,98.9,2023-03-11T20:00:36.792Z,2023-03-12T04:04:45Z,4090197413,213,4.3,4091034079,178,,4090197411,212,11.1,4090197407,140,57.0,4090197409,141,83.8,4090197405,56,Left,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687351,13,1,1,0,29,2b3mar72yy8d6uvat1ka6tn3r,1,58.3,88.1,2023-03-11T20:00:38.508Z,2023-03-12T04:04:44Z,4090197591,141,85.1,4091034249,178,,4090197595,213,3.3,4090197589,140,42.0,4090197587,56,Back,4090197593,212,17.2,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687373,14,1,1,0,32,2b3mar72yy8d6uvat1ka6tn3r,1,44.3,88.7,2023-03-11T20:00:41.681Z,2023-03-12T04:04:43Z,4090197689,213,4.5,4090197681,141,58.5,4090197677,140,40.7,4090197673,56,Back,4090197685,212,20.9,4091034473,178,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687385,15,1,1,0,35,2b3mar72yy8d6uvat1ka6tn3r,1,40.5,58.7,2023-03-11T20:00:43.760Z,2023-03-12T04:04:42Z,4091034597,178,,4090197731,140,48.3,4090197735,212,8.4,4090197729,56,Back,4090197733,141,56.3,4090197737,213,6.1,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687405,16,1,1,0,35,2b3mar72yy8d6uvat1ka6tn3r,1,48.3,59.4,2023-03-11T20:00:44.408Z,2023-03-12T04:04:42Z,4090197861,213,4.1,4090197853,56,Back,4091034949,178,,4090197857,141,42.1,4090197859,212,14.2,4090197855,140,40.8,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687447,17,1,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,1,40.6,42.9,2023-03-11T20:00:47.760Z,2023-03-12T04:04:40Z,4090198083,56,Back,4090198087,141,70.3,4090198089,212,19.4,4090198091,213,1.3,4090198085,140,45.9,4091035247,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687483,18,1,1,0,43,2b3mar72yy8d6uvat1ka6tn3r,1,55.7,80.3,2023-03-11T20:00:52.688Z,2023-03-12T04:04:39Z,4091035461,178,,4090198281,212,14.0,4090198279,141,95.3,4090198271,56,Left,4090198275,140,64.9,4090198283,213,0.8,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687501,19,1,1,0,47,2b3mar72yy8d6uvat1ka6tn3r,1,63.9,94.4,2023-03-11T20:00:56.384Z,2023-03-12T04:04:38Z,4090198373,56,Center,4090198377,141,70.6,4090198381,213,4.3,4091035723,178,,4090198379,212,17.7,4090198375,140,57.0,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687537,20,1,1,0,50,2b3mar72yy8d6uvat1ka6tn3r,1,56.6,59.6,2023-03-11T20:00:59.722Z,2023-03-12T04:04:37Z,4090198563,140,56.3,4090198567,212,12.9,4090198569,213,4.7,4090198565,141,40.6,4091035877,178,,4090198559,56,Center,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687549,21,1,1,0,55,2b3mar72yy8d6uvat1ka6tn3r,1,58.8,52.7,2023-03-11T20:01:03.952Z,2023-03-12T04:04:35Z,4090198623,56,Center,4090198627,141,60.2,4090198629,212,6.3,4090198625,140,62.3,4090198631,213,0.9,4091036179,178,,,,,,,,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687563,22,1,1,0,56,2b3mar72yy8d6uvat1ka6tn3r,1,63.2,61.3,2023-03-11T20:01:05.209Z,2023-03-12T04:04:34Z,4090198723,212,7.7,4090198719,140,56.2,4091036297,178,,4090198717,56,Center,4090198721,141,64.8,4090198725,213,2.8,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687583,23,1,1,0,58,2b3mar72yy8d6uvat1ka6tn3r,1,63.5,71.7,2023-03-11T20:01:07.423Z,2023-03-12T04:04:33Z,4090198825,56,Left,4090198829,141,97.2,4090198831,212,19.8,4091036541,178,,4090198833,213,1.1,4090198827,140,72.6,,,,,,,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687597,24,1,1,1,1,2b3mar72yy8d6uvat1ka6tn3r,1,70.6,96.1,2023-03-11T20:01:09.984Z,2023-03-12T04:04:32Z,4090198885,140,69.4,4090198891,213,4.6,4090198889,212,9.4,4091036647,178,,4090198887,141,82.4,4090198883,56,Left,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687613,25,1,1,1,1,2b3mar72yy8d6uvat1ka6tn3r,1,70,87.9,2023-03-11T20:01:10.633Z,2023-03-12T04:04:31Z,4090198971,212,8.3,4090198967,140,62.8,4090198969,141,82.9,4090198973,213,3.6,4090198977,156,,4090198965,56,Left,4091036715,178,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687639,26,1,1,1,5,2b3mar72yy8d6uvat1ka6tn3r,1,62.9,81.2,2023-03-11T20:01:13.942Z,2023-03-12T04:04:30Z,4090199103,213,4.2,4091036985,178,,4090199101,212,22.4,4090199099,141,51.9,4090199095,56,Center,4090199097,140,53.1,,,,,,,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687665,27,1,1,1,7,2b3mar72yy8d6uvat1ka6tn3r,1,52.4,53.9,2023-03-11T20:01:16.319Z,2023-03-12T04:04:29Z,4090199219,56,Center,4090199223,141,71.8,4090199229,213,1.6,4090199221,140,52.0,4090199225,212,12.2,4091037169,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687675,28,1,1,1,10,2b3mar72yy8d6uvat1ka6tn3r,1,51.9,75.7,2023-03-11T20:01:18.954Z,2023-03-12T04:04:28Z,4090199269,141,65.8,4090199273,213,5.3,4090199265,56,Center,4091037343,178,,4090199271,212,8.2,4090199267,140,56.4,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687695,29,1,1,1,11,2b3mar72yy8d6uvat1ka6tn3r,1,56.8,67.7,2023-03-11T20:01:19.894Z,2023-03-12T04:04:27Z,4091037621,178,,4090199381,140,51.1,4090199385,212,8.7,4090199383,141,77.0,4090199379,56,Center,4090199387,213,2.3,,,,,,,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687727,30,1,1,1,12,2b3mar72yy8d6uvat1ka6tn3r,1,52,78.8,2023-03-11T20:01:21.736Z,2023-03-12T04:04:27Z,4090199553,140,69.0,4090199557,212,21.2,4091037891,178,,4090199551,56,Left,4090199559,213,0.6,4090199555,141,95.7,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687747,31,1,1,1,17,2b3mar72yy8d6uvat1ka6tn3r,1,69.2,99.6,2023-03-11T20:01:25.967Z,2023-03-12T04:04:25Z,4091038081,178,,4090199643,141,74.8,4090199649,213,4.0,4090199641,140,56.2,4090199645,212,21.7,4090199639,56,Center,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687769,32,1,1,1,19,2b3mar72yy8d6uvat1ka6tn3r,1,56.2,78.8,2023-03-11T20:01:28.360Z,2023-03-12T04:04:24Z,4090199775,212,20.9,4090199771,140,45.4,4090199777,213,4.1,4091038151,178,,4090199769,56,Back,4090199773,141,53.0,,,,,,,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687799,33,1,1,1,22,2b3mar72yy8d6uvat1ka6tn3r,1,46.7,50.5,2023-03-11T20:01:30.858Z,2023-03-12T04:04:23Z,4090199937,140,56.4,4090199943,213,5.0,4091038313,178,,4090199941,212,32.6,4090199935,56,Right,4090199939,141,4.9,4091437285,1,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687817,34,1,1,1,24,2b3mar72yy8d6uvat1ka6tn3r,1,60.2,5.4,2023-03-11T20:01:33.151Z,2023-03-12T04:04:23Z,4090200013,56,Right,4090200017,141,4.3,4090200021,213,6.1,4090200019,212,5.1,4090200015,140,65.0,4091038523,178,,,,,,,,ausceoo438aoxbb6gl8tpes16,T. Pembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687821,35,61,1,1,25,2b3mar72yy8d6uvat1ka6tn3r,0,66.9,5.9,2023-03-11T20:01:34.535Z,2023-03-12T04:04:23Z,4091038681,178,,4090200029,56,Right,,,,,,,,,,,,,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687857,3,5,1,1,27,3adj8hkws0z1al232bg2h6tk0,1,35.3,101.9,2023-03-11T20:01:35.959Z,2023-03-12T01:35:21Z,4090200287,233,36,4090200271,56,Back,4090200275,347,,,,,,,,,,,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687835,36,5,1,1,27,2b3mar72yy8d6uvat1ka6tn3r,0,64.7,-1.9,2023-03-11T20:01:35.959Z,2023-03-12T01:35:21Z,4090200115,347,,4090200299,233,3,4090200113,56,Right,,,,,,,,,,,,,,,,2s2fzli5c7h9dfcertq2dwxec,W. Zaïre-Emery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687873,4,1,1,1,30,3adj8hkws0z1al232bg2h6tk0,1,30.8,100,2023-03-11T20:01:39.551Z,2023-03-12T04:04:22Z,4090200359,56,Back,4090200355,107,,4090200361,140,28.6,4090200365,212,13.1,4090200363,141,83.1,4090200367,213,4.5,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687901,5,1,1,1,32,3adj8hkws0z1al232bg2h6tk0,1,28.9,82.3,2023-03-11T20:01:41.728Z,2023-03-12T04:04:21Z,4090200543,213,1.5,4090200537,140,29.8,4090200539,141,96.6,4090200535,56,Back,4090200541,212,9.8,4091039917,178,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687915,6,1,1,1,36,3adj8hkws0z1al232bg2h6tk0,0,33.4,98.6,2023-03-11T20:01:44.861Z,2023-03-12T04:04:20Z,4090200619,155,,4090200623,140,56.2,4090200627,212,24.9,4090200629,213,6.0,4090200621,56,Left,4090200625,141,88.7,4091040037,178,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687923,37,1,1,1,38,2b3mar72yy8d6uvat1ka6tn3r,1,40.8,11.9,2023-03-11T20:01:46.800Z,2023-03-12T04:04:20Z,4091040201,178,,4090200681,140,39.1,4090200677,3,,4090200685,212,2.8,4090200683,141,15.0,4090200679,56,Back,4090200687,213,2.3,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687925,38,49,1,1,39,2b3mar72yy8d6uvat1ka6tn3r,1,47,17.9,2023-03-11T20:01:47.783Z,2023-03-12T04:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687977,39,1,1,1,39,2b3mar72yy8d6uvat1ka6tn3r,1,44.1,19.2,2023-03-11T20:01:48.681Z,2023-03-12T04:04:19Z,4090200957,56,Back,4090200965,213,2.6,4090200961,141,38.5,4091040483,178,,4090200959,140,23.5,4090200963,212,25.3,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518687999,40,1,1,1,44,2b3mar72yy8d6uvat1ka6tn3r,1,24.3,56.9,2023-03-11T20:01:53.633Z,2023-03-12T04:04:17Z,4090201125,212,23.2,4090201121,140,41.5,4090201115,56,Back,4090201127,213,0.7,4090201123,141,78.4,4091040819,178,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518688019,41,1,1,1,48,2b3mar72yy8d6uvat1ka6tn3r,1,42.8,82.3,2023-03-11T20:01:57.248Z,2023-03-12T04:04:16Z,4090201227,140,68.0,4090201233,213,6.2,4090201231,212,26.5,4091041167,178,,4090201225,56,Left,4090201229,141,79.4,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518688021,42,50,1,1,49,2b3mar72yy8d6uvat1ka6tn3r,1,66.8,84.7,2023-03-11T20:01:58.702Z,2023-03-12T04:04:15Z,4090201325,233,7,4090201241,56,Left,4090201243,286,,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518688037,7,7,1,1,50,3adj8hkws0z1al232bg2h6tk0,1,33.2,15.3,2023-03-11T20:01:59.048Z,2023-03-12T04:04:15Z,4091041579,178,,4090201299,56,Back,4090201301,285,,4090682335,384,,4090201311,233,42,,,,,,,,,,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518688943,66,61,1,1,50,2b3mar72yy8d6uvat1ka6tn3r,1,66.5,84.4,2023-03-11T20:01:59.088Z,2023-03-12T04:04:14Z,4091042409,178,,4090206471,56,Left,,,,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
