id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2446333105,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-14T18:11:06.119Z,2022-08-14T18:11:06Z,3707540507,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3707540501,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3707540503,59,"36, 7, 30, 5, 4, 99, 21, 6, 9, 17, 8, 1, 10, 11, 13, 15, 22, 23, 27, 70",3707540505,130,17,3707540509,194,8s259ktv9j6ei0f8rh2msqfh1,3707540513,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3707540499,30,"4dbs7cgevy096gouv60eurh05, c4w6l0ha9pvwljyh3aejqz3yt, dqsslq1iz1azubowq3anwws4q, 74edqcuzfzy7nswqzn0v3pe22, 8ni13k73i9xusj01utdmqk7h1, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, asvqr3i5wcjiajxipt1qvldyh, 35r56n0i4sbdh7n5arbt7db6d, cip5lla8zu8gru2m4popsstlh, 290xjx3h327rl40wbn7hzrtg5, bonc0a0byz3r1828si9ynmuei, 26mggguhavwmnq1oak12ket, d1d3v27d4r6vme6n2w5umaacp, a68fosxpgtyxj64ex9f6nget, 6gymgqxnu2zavuxgp6amm3zkl, ekm47qd8w1x0456lm1tmf5re1, 9j742o5vdc7d54x1xdz4t9ck5, 5fbnkkf1saix4lonwx1i9k7o5, vl1b0gayryiqvl5dlukpmswl",3707540511,197,16231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446334749,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-08-14T18:14:16.550Z,2022-08-14T18:46:43Z,3707550225,59,"40, 2, 3, 20, 5, 4, 8, 7, 22, 9, 29, 1, 14, 18, 21, 23, 28, 31, 33",3707550217,30,"7h2icfuwy00ilm14dw5xyl5g5, bl4lretp33t0jj3icujkf45p1, 7mn6lue4zatldcxp0gd7kt8mh, dl4e5ojyhccj6w0vgksfzvmxh, 7xd54eb65lg7zldvnyd58bq39, c4yip4bf8il4gnxnhcb381b3e, 5lfki1zoxd4l96hjbr2rw3d2h, dom1dzrvk7y4sd8puf8iztn11, 3imcuejzt9r6zvvv1xbn5jbl6, e0hk5aepnpo7cne006zwahfx1, 3ynh418z6f6bfjz674vs40f6x, 1ixibe50te4j2gjhbufm72aui, 8b40ap862z6ynvmgah0vjces5, 7z8bpxyfd31hb5ehkaina1ap6, 6oaqk4pdojnlefa3zubsysmvp, 3zyw4328iilwrttjoww1wctlh, 9txq841gqsyu9i9ckjr7rrso9, dfdq5f5mrzq9zaj1mrfhk5905, e6se9kft2lf9hs92rof2pnn6c",3707550229,130,4,3707550237,194,7xd54eb65lg7zldvnyd58bq39,3707550233,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3707550239,197,4735,3707550241,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3707550221,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348285,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-08-14T18:45:41.484Z,2022-08-15T01:22:57Z,3707630989,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348267,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-14T18:45:41.484Z,2022-08-14T18:45:41Z,3707630911,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348313,3,1,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,50.2,49.9,2022-08-14T18:45:41.504Z,2022-08-15T01:33:18Z,3707631131,140,40.0,3707631133,141,38.0,3707631129,56,Back,3707631137,213,3.8,3708779303,178,,3707631139,279,S,3707631135,212,13.4,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348365,4,1,1,0,1,27xvwccz8kpmqsefjv2b2sc0o,1,41.9,40.7,2022-08-14T18:45:43.430Z,2022-08-15T04:16:50Z,3707631379,56,Back,3707631387,213,4.5,3707631381,140,38.9,3708779407,178,,3707631383,141,15.8,3707631385,212,17.2,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348383,5,1,1,0,5,27xvwccz8kpmqsefjv2b2sc0o,1,39.7,19.9,2022-08-14T18:45:46.495Z,2022-08-15T04:16:49Z,3707631485,140,29.0,3707631489,212,20.9,3707631483,56,Back,3708779491,178,,3707631491,213,2.1,3707631487,141,45.8,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348419,6,1,1,0,8,27xvwccz8kpmqsefjv2b2sc0o,1,26.9,58.8,2022-08-14T18:45:49.895Z,2022-08-15T04:16:48Z,3707631721,213,1.4,3707631715,140,29.2,3707631719,212,11.5,3707631713,56,Back,3707631717,141,75.3,3708779629,178,,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348421,7,1,1,0,11,27xvwccz8kpmqsefjv2b2sc0o,0,29.4,98.5,2022-08-14T18:45:53.017Z,2022-08-15T04:16:48Z,3707631739,56,Back,3707631743,140,29.5,3707631737,155,,3707631923,236,,3707631755,213,4.8,3708779741,178,,3707631751,212,1.6,3707631747,141,96.2,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,3707631929,286,3707631925,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446348445,3,74,1,0,11,3adj8hkws0z1al232bg2h6tk0,1,69.3,2.6,2022-08-14T18:45:53.049Z,2022-08-15T04:16:48Z,3707631871,56,Right,3707631873,285,,3708779881,178,,3707631957,233,7,,,,,,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
