id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,assist,qualifier/17/value,qualifier/19/value
2484930641,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-11-12T19:14:28.251Z,2022-11-12T19:57:36Z,3912383451,197,665,3912384113,194,xrh2szvp5808no7zm1et2zf9,3912209349,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3912209351,59,"30, 27, 3, 21, 15, 5, 14, 6, 9, 19, 7, 1, 2, 10, 11, 20, 22, 28, 33, 80",3912209347,30,"cym4wbw14zw1jh4jsp3sbyk0l, xrh2szvp5808no7zm1et2zf9, 92qqdiryqd8juqdjq8585476y, 3hd9nxdb54zn4fhbf7qa7x0q1, ayx2iydekv69471d92zmpbbze, 8qlz4omhgfnzyb2cgeou7xn56, draibw1vui84ciizu30az81jp, 49vfeofafswzu1f6rekqjbjhm, dw9fzixumboknmucqgqffurmy, 6u2ob6fv950r1qve8uejkq2uh, 9b7iei751ersl6ny0o0k8gn3d, 3o70kdbjt6w1aw7rkq3a4fecq, otan631zzfnq2sektkl3ywo9, 448wxnlqhqqf2hcecwut90n6y, 85gmjxvy1g5aj1lcizegwuaui, crn7i9243dnczl74jti8i5pzp, 6n54br4iwdggqvid7oirzfn8q, 1py4bk2ik16w8lil31bghq99m, dzv5f93w5fsnfzohaev6e3rx0, c7xltzkcj4u5qmw4j1e9gxmmt",3912209353,130,2,3912209357,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912209355,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484931041,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-11-12T19:14:55.110Z,2022-11-12T19:59:39Z,3912211465,59,"30, 31, 12, 17, 4, 2, 28, 8, 27, 21, 6, 5, 7, 10, 11, 14, 16, 18, 19, 23",3912211469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912388575,197,15757,3912211467,130,4,3912211459,30,"3yk6n0wr6nc0dlm51gwvwi4t1, eu71261se8nv26xcd39nrdous, ccc0ytvrgtomxfunopwy2kij9, aa0888u38mjc1euhofseazb2t, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, 684cguhktvth28ql6qgvvmcyc, 2rsqkarlkh6z8vrb0clfbz6xh, 1lnktjxx0mux4beo28cl54j1m, cphxr8p8dhc1qeqfgdt7is4ph, anr9qh585ctgk2d17zperhgix, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, eswivc2a0iwwdly6ft8eh0ogl, en42iersp8me42z7r4lzhwiga, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, 2lyhi7j3id7emsh54ehdva3ca, b3xdln1shzyzwkhzdmbb2fqax, c44zop1hvob3cmgu2grj8m0yy",3912211473,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912211461,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3912211471,194,2rsqkarlkh6z8vrb0clfbz6xh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963519,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-11-12T20:00:12.899Z,2022-11-13T00:41:55Z,3912389773,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963503,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-11-12T20:00:12.899Z,2022-11-12T20:00:13Z,3912389713,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963535,3,1,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,50.1,50.1,2022-11-12T20:00:12.958Z,2022-11-13T01:29:52Z,3912389851,213,3.2,3912389849,212,21.7,3912389845,140,29.4,3912389853,279,S,3912389847,141,49.3,3912389843,56,Back,3912882651,178,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963545,4,1,1,0,3,4aghw9tyi8ba3ju1ne83gmf9w,0,27.8,51.9,2022-11-12T20:00:16.032Z,2022-11-13T04:22:33Z,3912882697,178,,3912389921,155,,3912389927,141,12.8,3912389933,1,,3912389925,140,66.6,3912389929,212,48.6,3912389923,56,Right,3912389931,213,5.7,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963551,3,44,1,0,5,z1wbqtd0fz5t5eezjvrbld3h,1,36.8,88.6,2022-11-12T20:00:18.883Z,2022-11-13T04:22:33Z,3912389955,285,,3912389963,233,5,3912389953,56,Back,,,,,,,,,,,,,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963553,5,44,1,0,5,4aghw9tyi8ba3ju1ne83gmf9w,0,63.2,11.4,2022-11-12T20:00:18.884Z,2022-11-13T04:22:32Z,3912389957,56,Right,3912389959,286,,3912390005,233,3,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963557,4,1,1,0,6,z1wbqtd0fz5t5eezjvrbld3h,1,35.8,89.3,2022-11-12T20:00:18.990Z,2022-11-13T04:22:32Z,3912389989,140,34.5,3912389985,3,,3912389991,141,80.0,3912389987,56,Back,3912389993,212,6.5,3912882789,388,,3912389995,213,4.5,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484963563,5,49,1,0,7,z1wbqtd0fz5t5eezjvrbld3h,1,33.7,79.3,2022-11-12T20:00:20.461Z,2022-11-13T04:22:31Z,,,,,,,,,,,,,,,,,,,,,,,,,49vfeofafswzu1f6rekqjbjhm,L. Ugochukwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
