id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/11/value,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2472835723,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-10-16T12:06:10.033Z,2022-10-16T12:23:47Z,3848555179,197,665,3848555169,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848555171,59,"30, 22, 3, 80, 15, 5, 14, 20, 19, 9, 7, 1, 6, 10, 18, 21, 25, 28, 31, 33",3848555175,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848555183,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848555177,194,draibw1vui84ciizu30az81jp,3848555167,30,"cym4wbw14zw1jh4jsp3sbyk0l, 6n54br4iwdggqvid7oirzfn8q, 92qqdiryqd8juqdjq8585476y, c7xltzkcj4u5qmw4j1e9gxmmt, ayx2iydekv69471d92zmpbbze, 8qlz4omhgfnzyb2cgeou7xn56, draibw1vui84ciizu30az81jp, crn7i9243dnczl74jti8i5pzp, 6u2ob6fv950r1qve8uejkq2uh, dw9fzixumboknmucqgqffurmy, 9b7iei751ersl6ny0o0k8gn3d, 3o70kdbjt6w1aw7rkq3a4fecq, 49vfeofafswzu1f6rekqjbjhm, 448wxnlqhqqf2hcecwut90n6y, 47bjfjrtjv3uv5lnguc2ycg0k, 3hd9nxdb54zn4fhbf7qa7x0q1, 2ubad2kxha6n1c8c8sr2ogmad, 1py4bk2ik16w8lil31bghq99m, 446lrhzh79xugyt2pgnrwypnu, dzv5f93w5fsnfzohaev6e3rx0",3848555173,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472853291,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-16T12:23:04.500Z,2022-10-16T12:23:04Z,3848646573,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848646581,194,f4cykd65su8xbme6xdc1iw7o5,3848646585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848646577,130,18,3848646583,197,643,3848646579,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848646575,59,"1, 27, 3, 4, 17, 2, 6, 88, 8, 9, 10, 7, 11, 12, 15, 18, 21, 22, 23, 35",3848646571,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, aaaskdins76bd0368sbpt7wq2, aftis8f2ahy7dhk5bp8co4q1h, e9mtpmkb4qj2gqyv966g9ulpm, 79dz7zni5fcgh5e70spoj2j8p, d68byfvk16giaur32gqwpwded, 412hlm2edd05jd1ad597brcvd, d9zax4y92d85x7j63kg7ckvkl, f4cykd65su8xbme6xdc1iw7o5, 9mory3y7p8aku035r2kxtvz6d, 79nno03ww57p02dz5o0g60rqi, 8rcole4a6y4fkamv87q3hqk0l, 7c5uk1ts8jlu88p1x6wubuz8p, 1ehcji0j9s8b0qsj8v5zinjvu, 46acb400oivj94jwu3i3lrxsl, 7ef73s1ryz38blmo3n9p9c82x, 3vu0c0j8n99wz6e2f7fmd2pxx, 7to9ns7mkuji0ciwh1ufkq3md",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888697,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-16T13:00:04.558Z,2022-10-16T13:00:07Z,3848826081,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888691,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-10-16T13:00:04.558Z,2022-10-16T18:05:58Z,3848826063,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888731,3,1,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,50.1,50,2022-10-16T13:00:04.561Z,2022-10-16T18:42:18Z,3848826175,56,Back,3848826179,141,55.1,3848826183,213,2.6,3848826177,140,44.4,3848826181,212,6.9,3848826185,279,S,3850501489,178,,,,,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888757,4,1,1,0,1,z1wbqtd0fz5t5eezjvrbld3h,0,43,51.4,2022-10-16T13:00:06.304Z,2022-10-16T22:36:15Z,3848826335,213,0.7,3848826331,141,100.0,3850501669,178,,3848826325,157,,3848826329,140,79.9,3848826337,1,,3848826327,56,Left,3848826333,212,51.5,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888917,3,5,1,0,5,121le8unjfzug3iu9pgkqa1c7,1,19.8,-1,2022-10-16T13:00:10.132Z,2022-10-16T18:42:25Z,3848827019,233,5,3848826989,56,Back,3848826991,347,,,,,,,,,,,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888759,5,5,1,0,5,z1wbqtd0fz5t5eezjvrbld3h,0,80.2,101,2022-10-16T13:00:10.132Z,2022-10-16T18:42:25Z,3848827083,233,3,3848826341,347,,3848826339,56,Left,,,,,,,,,,,,,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889005,4,1,1,0,15,121le8unjfzug3iu9pgkqa1c7,1,23.4,0,2022-10-16T13:00:20.314Z,2022-10-16T22:36:14Z,3848827377,141,9.5,3848827381,213,0.4,3848827373,56,Back,3848827375,140,41.7,3848827371,107,,3848827379,212,20.7,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889013,5,44,1,0,17,121le8unjfzug3iu9pgkqa1c7,1,40.7,6.6,2022-10-16T13:00:21.899Z,2022-10-16T22:36:14Z,3848827465,233,6,3848827407,285,,3848827405,56,Back,,,,,,,,,,,,,,,,d9zax4y92d85x7j63kg7ckvkl,M. Dembélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
