id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2538013821,217,1,1,25,5,17o35s8assv3kamxowzz77k4r,1,34.9,60,2023-04-23T13:25:19.614Z,2023-04-24T07:00:08Z,4213552267,212,25.3,4213552265,141,43.0,4216516169,178,,4213552261,56,Back,4213552263,140,13.5,4215350205,155,,4213552269,213,3.6,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538013851,218,1,1,25,8,17o35s8assv3kamxowzz77k4r,1,13,46.1,2023-04-23T13:25:23.058Z,2023-04-24T07:00:08Z,4216516277,178,,4213552407,212,6.7,4213552399,140,7.4,4213552397,56,Back,4213552395,3,,4213552403,141,50.7,4213552409,213,2.7,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538013859,219,52,1,25,9,17o35s8assv3kamxowzz77k4r,1,6.5,48.9,2023-04-23T13:25:24.022Z,2023-04-24T07:00:07Z,4215351169,378,,4216516411,388,,,,,,,,,,,,,,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538013971,220,1,1,25,14,17o35s8assv3kamxowzz77k4r,1,14.6,44.8,2023-04-23T13:25:28.617Z,2023-04-24T07:00:07Z,4213553051,56,Back,4213553059,213,5.9,4213553053,140,25.2,4216516447,178,,4213553057,212,12.1,4213553049,123,,4213553055,141,37.9,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014043,221,1,1,25,18,17o35s8assv3kamxowzz77k4r,1,29.7,42.7,2023-04-23T13:25:32.710Z,2023-04-24T07:00:05Z,4213553351,56,Back,4213553353,140,46.9,4213553359,213,0.7,4216516481,178,,4213553357,212,22.9,4213553355,141,63.3,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014165,222,1,1,25,21,17o35s8assv3kamxowzz77k4r,1,49,67.3,2023-04-23T13:25:35.784Z,2023-04-24T07:00:04Z,4213553893,140,57.5,4213553899,213,1.1,4216516547,178,,4213553891,56,Left,4213553895,141,94.5,4213553897,212,20.5,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014195,223,1,1,25,26,17o35s8assv3kamxowzz77k4r,1,71.8,95.9,2023-04-23T13:25:41.366Z,2023-04-24T07:00:02Z,4213554043,213,3.6,4213554041,212,7.3,4213554037,140,65.5,4216516609,178,,4213554033,56,Left,4213554039,141,91.2,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014237,224,1,1,25,28,17o35s8assv3kamxowzz77k4r,1,61,95.6,2023-04-23T13:25:43.094Z,2023-04-24T07:00:02Z,4216516685,178,,4213554185,140,56.1,4213554187,141,84.5,4213554183,56,Left,4213554189,212,9.1,4213554191,213,4.1,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538572745,1857,83,1,25,30,bx0cdmzr2gwr70ez72dorx82p,1,47,14.5,2023-04-23T13:25:45.065Z,2023-04-24T07:00:01Z,4216556291,399,59963,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014309,225,1,1,25,30,17o35s8assv3kamxowzz77k4r,1,53,85.3,2023-04-23T13:25:45.131Z,2023-04-24T07:00:00Z,4213554487,212,13.3,4213554479,140,61.3,4216516745,178,,4213554475,56,Center,4213554483,141,70.6,4213554491,213,5.4,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014411,226,1,1,25,34,17o35s8assv3kamxowzz77k4r,1,57,75.9,2023-04-23T13:25:48.805Z,2023-04-24T06:59:59Z,4213555005,213,4.0,4213554995,140,39.8,4213554991,56,Back,4213555003,212,29.1,4216516777,178,,4213554999,141,42.4,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014445,227,1,1,25,39,17o35s8assv3kamxowzz77k4r,1,46.7,35.1,2023-04-23T13:25:53.457Z,2023-04-24T06:59:58Z,4213555223,56,Center,4213555229,212,13.4,4213555227,141,35.5,4216516817,178,,4213555231,213,0.0,4213555225,140,59.5,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014487,228,1,1,25,40,17o35s8assv3kamxowzz77k4r,1,60.6,39.9,2023-04-23T13:25:54.515Z,2023-04-24T06:59:58Z,4213555397,212,12.0,4213555395,141,30.0,4216516875,178,,4213555391,56,Center,4213555393,140,51.1,4213555399,213,3.7,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014535,229,1,1,25,42,17o35s8assv3kamxowzz77k4r,1,51,30,2023-04-23T13:25:57.361Z,2023-04-24T06:59:57Z,4216516929,178,,4213555673,212,12.0,4213555671,141,46.9,4213555667,56,Back,4213555675,213,1.9,4213555669,140,47.7,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014631,230,1,1,25,45,17o35s8assv3kamxowzz77k4r,1,48.7,46.2,2023-04-23T13:26:00.212Z,2023-04-24T06:59:56Z,4216517011,178,,4213556185,56,Left,4213556195,1,,4213556187,140,83.4,4213556183,155,,4213556189,141,93.5,4213556191,212,48.6,4213556193,213,0.7,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014661,231,1,1,25,51,17o35s8assv3kamxowzz77k4r,0,89.1,95.9,2023-04-23T13:26:05.821Z,2023-04-24T06:59:54Z,4213556305,213,4.7,4213556293,2,,4215355573,225,,4213556299,140,88.0,4216517141,178,,4215355575,386,,4213556303,212,25.1,4213556301,141,59.0,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,4215355577,20,,4213556297,56,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,
2538014717,251,12,1,25,52,bx0cdmzr2gwr70ez72dorx82p,1,11.9,42.1,2023-04-23T13:26:07.309Z,2023-04-24T06:59:54Z,4213556651,56,Back,4213556653,140,32.7,4213556659,213,6.1,4216517279,178,,4213556657,212,22.2,4213556655,141,36.4,,,,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014753,232,1,1,25,56,17o35s8assv3kamxowzz77k4r,1,69.3,54.9,2023-04-23T13:26:11.262Z,2023-04-24T06:59:53Z,4213556817,56,Center,4213556821,141,55.1,4213556823,212,0.6,4216517455,178,,4213556825,213,2.9,4213556819,140,68.7,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014809,233,1,1,25,57,17o35s8assv3kamxowzz77k4r,1,69.9,48.6,2023-04-23T13:26:11.821Z,2023-04-24T06:59:52Z,4213557127,141,75.0,4213557139,213,1.9,4213557133,212,19.3,4216517525,178,,4213557121,140,63.1,4213557115,56,Center,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014865,234,1,1,26,0,17o35s8assv3kamxowzz77k4r,1,60.8,72.7,2023-04-23T13:26:14.858Z,2023-04-24T06:59:52Z,4213557427,212,15.0,4216517577,178,,4213557425,141,82.0,4213557421,56,Left,4213557429,213,0.4,4213557423,140,73.8,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014885,235,1,1,26,1,17o35s8assv3kamxowzz77k4r,1,71,73.4,2023-04-23T13:26:16.180Z,2023-04-24T06:59:51Z,4213557517,141,86.5,4213557521,213,1.1,4216517793,178,,4213557515,140,75.6,4213557519,212,10.1,4213557513,56,Left,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014929,236,1,1,26,2,17o35s8assv3kamxowzz77k4r,1,77.9,77,2023-04-23T13:26:16.762Z,2023-04-24T06:59:51Z,4216517883,178,,4213557773,141,88.4,4213557771,140,63.8,4213557775,212,16.7,4213557769,56,Left,4213557777,213,2.7,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538014985,237,1,1,26,5,17o35s8assv3kamxowzz77k4r,1,60.5,78.9,2023-04-23T13:26:20.018Z,2023-04-24T06:59:50Z,4213558063,213,4.5,4213558057,140,54.0,4213558055,56,Center,4213558061,212,38.0,4216517929,178,,4213558065,1,,4213558053,196,,4213558059,141,23.9,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015023,238,1,1,26,10,17o35s8assv3kamxowzz77k4r,1,53.4,17.6,2023-04-23T13:26:24.863Z,2023-04-24T06:59:49Z,4216517955,178,,4213558231,140,61.1,4213558233,141,27.0,4213558229,56,Center,4213558237,213,0.7,4213558235,212,10.3,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015085,239,1,1,26,12,17o35s8assv3kamxowzz77k4r,1,56.9,29.4,2023-04-23T13:26:26.649Z,2023-04-24T06:59:48Z,4213558583,56,Right,4213558591,213,5.9,4213558589,212,16.5,4216517995,178,,4213558585,140,71.4,4213558587,141,20.1,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015087,240,4,1,26,12,17o35s8assv3kamxowzz77k4r,1,71.8,25.5,2023-04-23T13:26:27.372Z,2023-04-24T06:59:47Z,4213558707,233,252,4213558615,286,,4213558609,56,Center,4213558613,265,,4213558607,13,,4213558611,152,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015097,252,4,1,26,12,bx0cdmzr2gwr70ez72dorx82p,0,28.2,74.5,2023-04-23T13:26:27.373Z,2023-04-24T06:59:47Z,4213558669,13,,4213558675,265,,4213558747,233,240,4213558677,285,,4213558673,152,,4216518161,178,,4213558671,56,Back,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015885,242,1,1,27,1,17o35s8assv3kamxowzz77k4r,1,68.5,18.6,2023-04-23T13:27:15.735Z,2023-04-24T06:59:47Z,4213562855,141,75.6,4213562857,212,45.7,4213562849,152,,4213562859,213,1.0,4213562847,155,,4213562851,56,Center,4213562845,5,,4213562861,1,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,4216518261,178,,4213562843,2,,4215359079,20,,4213562853,140,4215359077,224,,,,,,,,,,,,91.6,,,,,,,,,,,,,
2538015915,243,1,1,27,5,17o35s8assv3kamxowzz77k4r,0,94.1,78.8,2023-04-23T13:27:20.254Z,2023-04-24T06:59:46Z,4213563019,212,5.2,4215360407,224,,4213563011,155,,4215359911,286,,4213563015,140,94.7,4213563017,141,71.2,4215359909,236,,4215360409,20,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,4213563013,56,Center,4215671291,233,,4215359689,2,,4216518301,178,4213563021,213,4.8,,,,254,,,,,,,,,,,,,,,,,,,,
2538015953,254,12,1,27,5,bx0cdmzr2gwr70ez72dorx82p,1,6.2,25.4,2023-04-23T13:27:20.349Z,2023-04-24T06:59:46Z,4215360135,185,,4213563199,56,Back,4215671311,233,243,4216518349,178,,,,,,,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015913,253,43,1,27,6,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-04-23T13:27:20.658Z,2023-04-23T13:27:32Z,4213563037,15,0,4213563845,144,12,4213562999,213,0,4213562987,56,Back,4213562995,212,0,4213562991,141,41.9,4213562989,140,8.4,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015951,244,6,1,27,7,17o35s8assv3kamxowzz77k4r,1,97.9,73.8,2023-04-23T13:27:21.924Z,2023-04-24T02:52:02Z,4213563365,233,255,4213563179,73,,4213563175,56,Center,,,,,,,,,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538015977,255,6,1,27,7,bx0cdmzr2gwr70ez72dorx82p,0,2.1,26.2,2023-04-23T13:27:21.924Z,2023-04-24T02:52:01Z,4213563339,73,,4213563337,56,Back,4213563377,233,244,,,,,,,,,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538016533,245,1,1,27,41,17o35s8assv3kamxowzz77k4r,0,99.5,99.5,2023-04-23T13:27:55.589Z,2023-04-24T02:52:08Z,4216518507,178,,4213566341,1,,4215361895,20,,4213566323,2,,4213566333,140,85.1,4213566335,141,46.6,4213566337,212,39.0,4213566327,155,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,4213566339,213,4.3,4213566331,56,,4213566325,6,,4215361893,223,,,,,,,Center,,,,,,,,,,,,,,,,,,,,
2538016583,256,12,1,27,43,bx0cdmzr2gwr70ez72dorx82p,1,14.9,59.2,2023-04-23T13:27:58.290Z,2023-04-24T06:59:45Z,4216518623,388,,4213566685,212,25.9,4213566717,15,,4213566679,56,Back,4213566689,213,5.7,4213566683,141,39.2,4213566681,140,35.9,,,,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538016631,246,1,1,27,46,17o35s8assv3kamxowzz77k4r,0,60.6,58.6,2023-04-23T13:28:01.134Z,2023-04-24T06:59:45Z,4213566947,1,,4216518691,178,,4213566939,140,90.2,4213566945,213,0.7,4213566941,141,100.0,4213566937,56,Left,4213566943,212,42.3,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538016637,247,5,1,27,51,17o35s8assv3kamxowzz77k4r,0,88.9,100.8,2023-04-23T13:28:05.526Z,2023-04-24T02:52:20Z,4213566971,347,,4213566969,56,Left,4213567243,233,257,,,,,,,,,,,,,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538016677,257,5,1,27,51,bx0cdmzr2gwr70ez72dorx82p,1,11.1,-0.8,2023-04-23T13:28:05.526Z,2023-04-24T02:52:20Z,4213567223,233,247,4213567201,347,,4213567199,56,Back,,,,,,,,,,,,,,,,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538016977,258,1,1,28,10,bx0cdmzr2gwr70ez72dorx82p,1,19.8,0,2023-04-23T13:28:24.992Z,2023-04-24T06:59:44Z,4213568905,213,2.8,4213568897,56,Back,4213568895,107,,4213568903,212,12.7,4213568899,140,8.4,4213568901,141,4.4,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538016987,259,1,1,28,12,bx0cdmzr2gwr70ez72dorx82p,1,8.9,3.3,2023-04-23T13:28:27.141Z,2023-04-24T06:59:44Z,4213568975,141,2.2,4213568977,212,5.7,4213568979,213,6.2,4213568973,140,14.3,4216518901,178,,4213568971,56,Back,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017017,260,1,1,28,14,bx0cdmzr2gwr70ez72dorx82p,1,14.1,1.9,2023-04-23T13:28:28.391Z,2023-04-24T06:59:43Z,4213569103,140,6.7,4213569109,212,7.8,4216518969,178,,4213569099,56,Back,4213569113,213,3.0,4213569107,141,3.4,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017067,261,1,1,28,15,bx0cdmzr2gwr70ez72dorx82p,0,6.7,1.6,2023-04-23T13:28:29.422Z,2023-04-24T06:59:43Z,4213569311,140,27.6,4213569307,155,,4213569313,141,13.2,4213569317,213,0.3,4216518999,178,,4213569309,56,Back,4213569315,212,23.3,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538572875,1404,67,1,28,17,17o35s8assv3kamxowzz77k4r,1,71.4,86.7,2023-04-23T13:28:31.518Z,2023-04-24T06:59:42Z,4216557249,233,1864,,,,,,,,,,,,,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538572873,1864,67,1,28,17,bx0cdmzr2gwr70ez72dorx82p,0,28.6,13.3,2023-04-23T13:28:31.519Z,2023-04-24T06:59:42Z,4216557255,233,1404,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017061,248,8,1,28,17,17o35s8assv3kamxowzz77k4r,1,71.4,85.1,2023-04-23T13:28:31.540Z,2023-04-24T06:59:41Z,4215363935,384,,4213569285,56,Left,4216519133,388,,,,,,,,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017093,249,49,1,28,18,17o35s8assv3kamxowzz77k4r,1,78.3,96.5,2023-04-23T13:28:32.606Z,2023-04-24T06:59:41Z,,,,,,,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017113,250,1,1,28,19,17o35s8assv3kamxowzz77k4r,1,69.2,94.7,2023-04-23T13:28:34.254Z,2023-04-24T06:59:40Z,4213569581,213,3.8,4213569575,140,63.5,4213569577,141,88.1,4213569573,56,Left,4213569579,212,7.5,4216519273,178,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017147,251,1,1,28,21,17o35s8assv3kamxowzz77k4r,1,64.9,80.3,2023-04-23T13:28:36.007Z,2023-04-24T06:59:39Z,4213569759,56,Center,4213569767,213,4.1,4216519335,178,,4213569765,212,20.0,4213569761,140,53.9,4213569763,141,56.3,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017185,252,1,1,28,25,17o35s8assv3kamxowzz77k4r,1,51.3,50,2023-04-23T13:28:39.379Z,2023-04-24T06:59:38Z,4213569981,141,9.7,4216519393,178,,4213569977,56,Right,4213569983,212,27.6,4213569979,140,54.6,4213569985,213,4.8,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017239,253,1,1,28,28,17o35s8assv3kamxowzz77k4r,1,50.9,13.6,2023-04-23T13:28:42.560Z,2023-04-24T06:59:37Z,4213570323,140,42.6,4213570329,213,2.5,4216519445,178,,4213570321,56,Back,4213570325,141,23.6,4213570327,212,11.1,,,,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017273,254,1,1,28,32,17o35s8assv3kamxowzz77k4r,0,44,26.9,2023-04-23T13:28:46.696Z,2023-04-24T06:59:36Z,4213570465,212,42.7,4213570471,1,,4213570459,140,73.7,4213570467,213,0.8,4213570457,56,Center,4213570461,141,69.9,4213570455,155,,4216519461,178,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017303,262,1,1,28,35,bx0cdmzr2gwr70ez72dorx82p,1,26.5,31.8,2023-04-23T13:28:49.423Z,2023-04-24T06:59:35Z,4213570643,56,Back,4213570649,212,13.2,4216519531,388,,4213570641,3,,4213570651,213,0.2,4213570645,140,38.7,4213570647,141,36.3,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017309,263,49,1,28,36,bx0cdmzr2gwr70ez72dorx82p,1,40.5,38.1,2023-04-23T13:28:51.148Z,2023-04-24T06:59:35Z,,,,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017389,264,1,1,28,41,bx0cdmzr2gwr70ez72dorx82p,0,57.9,53.5,2023-04-23T13:28:56.106Z,2023-04-24T06:59:32Z,4213571063,212,9.2,4216519747,178,,4213571057,56,Center,4213571061,141,67.0,4213571065,213,1.7,4213571059,140,57.2,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017381,255,8,1,28,42,17o35s8assv3kamxowzz77k4r,1,40,40.1,2023-04-23T13:28:56.411Z,2023-04-24T06:59:32Z,4213571023,56,Back,4215365471,383,,4216519811,178,,,,,,,,,,,,,,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017397,256,49,1,28,42,17o35s8assv3kamxowzz77k4r,1,40.7,40.6,2023-04-23T13:28:56.810Z,2023-04-24T06:59:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017573,257,1,1,28,46,17o35s8assv3kamxowzz77k4r,1,62.4,35.8,2023-04-23T13:29:00.932Z,2023-04-24T06:59:30Z,4216520119,178,,4213571957,212,17.1,4213571955,141,23.0,4213571951,56,Center,4213571953,140,76.4,4213571959,213,5.7,,,,,,,1jdd1cmzaqalgkkl9vj4dcy51,M. Zeffane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017651,258,1,1,28,52,17o35s8assv3kamxowzz77k4r,1,75.3,18.6,2023-04-23T13:29:07.283Z,2023-04-24T06:59:27Z,4213572363,56,Center,4213572369,212,15.0,4216520279,178,,4213572371,213,2.4,4213572367,141,34.2,4213572365,140,65.2,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017661,259,3,1,28,55,17o35s8assv3kamxowzz77k4r,0,75.1,33,2023-04-23T13:29:10.308Z,2023-04-24T06:59:26Z,4213572415,286,,4215366617,465,,4216520519,178,,4213572807,233,265,4213572411,56,Center,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017713,265,7,1,28,56,bx0cdmzr2gwr70ez72dorx82p,0,24.9,67,2023-04-23T13:29:11.040Z,2023-04-24T06:59:25Z,4213572783,233,259,4216520575,178,,4213572713,285,,4215367467,385,,4213572711,56,Back,,,,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017675,260,61,1,28,56,17o35s8assv3kamxowzz77k4r,1,77,33.5,2023-04-23T13:29:11.101Z,2023-04-24T06:59:25Z,4213572479,56,Center,4216520699,178,,,,,,,,,,,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017723,266,49,1,28,57,bx0cdmzr2gwr70ez72dorx82p,1,17.5,68.9,2023-04-23T13:29:12.276Z,2023-04-24T06:59:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017803,267,1,1,28,59,bx0cdmzr2gwr70ez72dorx82p,1,23.6,76.8,2023-04-23T13:29:13.833Z,2023-04-24T06:59:24Z,4213573175,212,10.2,4213573169,56,Back,4213573177,213,5.4,4213573173,141,64.8,4216520763,178,,4213573171,140,29.5,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538017889,268,1,1,29,4,bx0cdmzr2gwr70ez72dorx82p,0,53,78.1,2023-04-23T13:29:18.515Z,2023-04-24T06:59:22Z,4213573567,56,Left,4213573573,141,82.3,4216520845,178,,4213573577,212,32.0,4216675755,1,,4213573569,140,83.4,4213573581,213,0.1,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
