id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2472923435,262,1,1,27,46,3unkqo2g6ag99gd5ynz1j7vse,1,41.3,33.5,2022-10-16T13:27:53.750Z,2022-10-17T06:38:36Z,3849005073,140,56.2,3849005071,56,Center,3849005075,141,26.2,3849005077,212,16.4,3849005079,213,6.0,3851621967,178,,,,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923479,263,1,1,27,48,3unkqo2g6ag99gd5ynz1j7vse,1,62.2,22.7,2022-10-16T13:27:55.953Z,2022-10-17T06:38:35Z,3851622089,178,,3849005317,56,Right,3849005323,141,6.8,3849005321,140,76.0,3849005325,212,18.1,3849005327,213,5.6,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923503,264,1,1,27,51,3unkqo2g6ag99gd5ynz1j7vse,0,77,4,2022-10-16T13:27:58.816Z,2022-10-17T06:38:34Z,3849005453,56,Center,3849005461,213,1.2,3849005455,140,86.2,3850151567,20,,3849005449,2,,3851622157,178,,3849005451,155,,3849005457,141,40.0,4hns4p7a45kno60qqzlniycmi,T. Baldé,3849005459,212,26.3,3850151565,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923599,236,12,1,27,53,6xjy1q2m55iiwe8g1r1yffbc9,1,13.1,60.6,2022-10-16T13:28:00.285Z,2022-10-17T06:38:34Z,3849005949,212,28.7,3849006013,167,,3851622217,178,,3849005951,213,1.9,3849005943,56,Back,3849005947,141,100.0,3849005945,140,4.1,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923603,237,5,1,27,56,6xjy1q2m55iiwe8g1r1yffbc9,0,6.8,100.7,2022-10-16T13:28:03.147Z,2022-10-17T05:02:56Z,3849005973,347,,3849007087,233,265,3849005971,56,Back,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923797,265,5,1,27,56,3unkqo2g6ag99gd5ynz1j7vse,1,93.2,-0.7,2022-10-16T13:28:03.147Z,2022-10-17T05:02:55Z,3849007031,56,Right,3849007055,233,237,3849007033,347,,,,,,,,,,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923817,266,1,1,28,9,3unkqo2g6ag99gd5ynz1j7vse,0,92.6,0,2022-10-16T13:28:16.914Z,2022-10-17T06:38:34Z,3849007135,141,9.1,3849007137,212,9.3,3849007131,56,Right,3849007129,107,,3849007133,140,87.3,3849007243,189,,3849007139,213,2.2,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417225,1467,43,1,28,12,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-10-16T13:28:19.199Z,2022-10-17T05:45:45Z,3851662873,144,67,3851657529,233,1372,,,,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417223,1372,43,1,28,12,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:28:19.200Z,2022-10-17T05:45:45Z,3851662877,144,67,3851657533,233,1467,,,,,,,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923845,238,8,1,28,12,6xjy1q2m55iiwe8g1r1yffbc9,1,11.3,88.1,2022-10-16T13:28:19.241Z,2022-10-17T06:38:33Z,3851622477,178,,3850152373,385,,3849007301,56,Back,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923903,267,1,1,28,15,3unkqo2g6ag99gd5ynz1j7vse,1,77.1,9.6,2022-10-16T13:28:22.263Z,2022-10-17T06:38:32Z,3849007599,213,2.2,3849007593,140,65.8,3849007597,212,21.5,3849007595,141,36.0,3849007591,56,Center,3851622605,178,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923927,268,1,1,28,18,3unkqo2g6ag99gd5ynz1j7vse,1,64.4,46.1,2022-10-16T13:28:25.450Z,2022-10-17T06:38:32Z,3849007717,56,Center,3849007723,212,6.2,3851622707,178,,3849007719,140,68.5,3849007721,141,52.7,3849007725,213,0.8,,,,,,,e0tmfkagd1lmf2hw7gctbaqqd,Abdu Conté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923965,269,2,1,28,19,3unkqo2g6ag99gd5ynz1j7vse,1,73.3,53.7,2022-10-16T13:28:26.328Z,2022-10-17T06:38:31Z,3849007973,140,84.2,3851622779,178,,3849007971,56,Center,3849007975,141,40.8,3849010425,7,bj37ny1s1gbbe4wrgyz1wag9h,,,,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924357,241,55,1,28,19,6xjy1q2m55iiwe8g1r1yffbc9,1,18.3,56.5,2022-10-16T13:28:26.329Z,2022-10-17T06:38:31Z,,,,,,,,,,,,,,,,,,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417307,1376,43,1,28,21,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:28:28.089Z,2022-10-17T05:40:12Z,3851657917,178,0,3851658475,144,82,,,,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417355,1377,43,1,28,22,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:28:29.297Z,2022-10-17T05:40:13Z,3851658513,144,82,3851658099,178,0,,,,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472923971,270,43,1,28,23,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:28:30.348Z,2022-10-16T13:28:51Z,3849008003,56,Center,3849009709,144,61,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924005,271,43,1,28,24,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:28:32.012Z,2022-10-16T13:28:41Z,3849008771,144,39,3849008171,250,0,3849008161,22,0,3849008165,56,Center,3849008163,63,0,,,,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924015,239,43,1,28,26,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-10-16T13:28:33.103Z,2022-10-16T13:28:58Z,3849010343,144,10,3849008219,94,0,3849008221,56,Back,,,,,,,,,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924031,240,43,1,28,26,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-10-16T13:28:33.311Z,2022-10-16T13:28:56Z,3849008283,56,Back,3849010205,144,6,3849008285,73,0,,,,,,,,,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924545,242,1,1,28,57,6xjy1q2m55iiwe8g1r1yffbc9,0,15.4,66.2,2022-10-16T13:29:04.098Z,2022-10-17T06:38:31Z,3849011027,241,,3849011035,212,57.7,3849011033,141,85.5,3849011029,56,Left,3851622873,178,,3849011025,157,,3849011023,5,,3849011039,1,,3xpo0nc3hysdi41gupi7adot1,B. Leroy,3849011031,140,68.9,3849011037,213,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924527,272,44,1,29,0,3unkqo2g6ag99gd5ynz1j7vse,1,36.6,22.5,2022-10-16T13:29:07.124Z,2022-10-17T06:38:30Z,3849010957,285,,3849010955,56,Back,3849011127,233,243,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924553,243,44,1,29,0,6xjy1q2m55iiwe8g1r1yffbc9,0,63.4,77.5,2022-10-16T13:29:07.125Z,2022-10-17T06:38:30Z,3849011261,233,272,3849011087,286,,3849011085,56,Center,,,,,,,,,,,,,,,,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924569,273,1,1,29,0,3unkqo2g6ag99gd5ynz1j7vse,1,35.4,23.7,2022-10-16T13:29:07.246Z,2022-10-17T06:38:29Z,3849011191,140,42.2,3849011197,213,5.3,3849011193,141,9.2,3849011187,3,,3851622977,388,,3849011195,212,12.2,3849011189,56,Back,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924589,274,49,1,29,1,3unkqo2g6ag99gd5ynz1j7vse,1,47.3,11,2022-10-16T13:29:08.704Z,2022-10-17T06:38:29Z,,,,,,,,,,,,,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924613,275,1,1,29,2,3unkqo2g6ag99gd5ynz1j7vse,1,42.9,4.6,2022-10-16T13:29:09.886Z,2022-10-17T06:38:28Z,3849011439,212,8.9,3849011441,213,1.6,3849011433,56,Back,3849011437,141,17.7,3849011435,140,42.8,3851623103,178,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924691,276,1,1,29,4,3unkqo2g6ag99gd5ynz1j7vse,0,46.4,11.8,2022-10-16T13:29:11.612Z,2022-10-17T06:38:28Z,3851623187,178,,3849011869,213,6.3,3849011859,155,,3849011867,212,35.8,3849011865,141,10.7,3849011861,56,Right,3849011871,1,,3849011863,140,80.5,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417561,1468,67,1,29,7,6xjy1q2m55iiwe8g1r1yffbc9,1,20,91.7,2022-10-16T13:29:14.971Z,2022-10-17T06:27:01Z,3851659125,233,1380,,,,,,,,,,,,,,,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417559,1380,67,1,29,7,3unkqo2g6ag99gd5ynz1j7vse,0,80,8.3,2022-10-16T13:29:14.972Z,2022-10-17T06:27:02Z,3851659137,233,1468,,,,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924701,244,12,1,29,7,6xjy1q2m55iiwe8g1r1yffbc9,1,18,88.3,2022-10-16T13:29:14.995Z,2022-10-17T06:38:27Z,3851623383,388,,3849011917,140,13.8,3849011915,56,Back,3849011975,167,,3849011925,213,2.0,3849011921,212,9.8,3849011919,141,100.0,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924711,245,5,1,29,9,6xjy1q2m55iiwe8g1r1yffbc9,0,16.3,101.4,2022-10-16T13:29:16.105Z,2022-10-17T05:04:05Z,3849011955,56,Back,3849011957,347,,3849012759,233,277,,,,,,,,,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924851,277,5,1,29,9,3unkqo2g6ag99gd5ynz1j7vse,1,83.7,-1.4,2022-10-16T13:29:16.105Z,2022-10-17T05:04:04Z,3849012681,347,,3849012679,56,Right,3849012691,233,245,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924899,278,1,1,29,14,3unkqo2g6ag99gd5ynz1j7vse,1,73,0,2022-10-16T13:29:21.553Z,2022-10-17T06:38:27Z,3849012909,141,2.8,3849012947,189,,3849012903,107,,3849012913,213,0.4,3849012911,212,8.0,3849012905,56,Right,3849012907,140,80.0,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417597,1382,43,1,29,17,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:29:24.280Z,2022-10-17T05:41:26Z,3851659409,144,82,3851659305,178,0,,,,,,,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924913,246,45,1,29,17,6xjy1q2m55iiwe8g1r1yffbc9,0,18.2,98.3,2022-10-16T13:29:24.866Z,2022-10-17T06:38:26Z,3849013145,233,279,3849012999,285,,3849012997,56,Back,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924937,279,3,1,29,17,3unkqo2g6ag99gd5ynz1j7vse,1,81.8,1.7,2022-10-16T13:29:24.866Z,2022-10-17T06:38:26Z,3851623613,178,,3849013095,286,,3850155501,465,,3849013093,56,Right,3849013119,233,246,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472924953,280,1,1,29,20,3unkqo2g6ag99gd5ynz1j7vse,0,89.4,2.4,2022-10-16T13:29:27.319Z,2022-10-17T06:38:25Z,3849013185,213,1.5,3850155877,224,,3849013181,141,41.0,3849013179,140,91.7,3849013183,212,26.4,3849013173,2,,3851623733,178,,3850155879,20,,demp53kye0ium76t240vo8cet,Rony Lopes,3849013177,56,Center,3849013175,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925025,247,12,1,29,21,6xjy1q2m55iiwe8g1r1yffbc9,1,8.6,57.3,2022-10-16T13:29:28.614Z,2022-10-17T06:38:25Z,3849013535,56,Back,3849013537,140,35.4,3849013543,213,0.4,3849013541,212,30.9,3849013539,141,76.2,3851623811,178,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925045,281,44,1,29,24,3unkqo2g6ag99gd5ynz1j7vse,1,60,22.7,2022-10-16T13:29:31.430Z,2022-10-17T06:38:24Z,3849013637,56,Center,3849013639,286,,3849013663,233,248,,,,,,,,,,,,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925029,248,44,1,29,24,6xjy1q2m55iiwe8g1r1yffbc9,0,40,77.3,2022-10-16T13:29:31.431Z,2022-10-17T06:38:24Z,3849013553,56,Back,3849013693,233,281,3849013555,285,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925059,282,1,1,29,24,3unkqo2g6ag99gd5ynz1j7vse,0,60.2,22.9,2022-10-16T13:29:31.502Z,2022-10-17T06:38:23Z,3851623909,388,,3849013719,213,1.7,3849013707,56,Center,3849013715,141,38.2,3849013717,212,10.4,3849013711,140,59.3,3849013703,3,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473418465,1472,67,1,29,27,6xjy1q2m55iiwe8g1r1yffbc9,1,30.4,55.9,2022-10-16T13:29:34.501Z,2022-10-17T06:38:23Z,3851663441,233,1389,,,,,,,,,,,,,,,,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473418463,1389,67,1,29,27,3unkqo2g6ag99gd5ynz1j7vse,0,69.6,44.1,2022-10-16T13:29:34.502Z,2022-10-17T06:38:23Z,3851663457,233,1472,,,,,,,,,,,,,,,,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925081,249,1,1,29,27,6xjy1q2m55iiwe8g1r1yffbc9,0,30.5,52.6,2022-10-16T13:29:34.557Z,2022-10-17T06:38:22Z,3849013825,56,Back,3849046077,212,4.7,3849046079,213,3.3,3849046171,236,,3849046177,286,,3849046073,140,26.1,3849046075,141,51.8,3849046173,233,298,1lbgavu1rxlrfg14062suwyj9,R. Nouri,3851624043,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417691,1384,43,1,29,27,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-10-16T13:29:34.636Z,2022-10-17T05:46:09Z,3851663275,144,67,3851659823,233,1469,,,,,,,,,,,,,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473417689,1469,43,1,29,27,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-10-16T13:29:34.637Z,2022-10-17T05:46:10Z,3851663279,144,67,3851659831,233,1384,,,,,,,,,,,,,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472930263,298,74,1,29,27,3unkqo2g6ag99gd5ynz1j7vse,1,70.6,46.4,2022-10-16T13:29:34.766Z,2022-10-17T06:38:22Z,3851624093,178,,3849040977,56,Center,3849040979,285,,3849046209,233,249,,,,,,,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472954237,412,61,1,29,28,6xjy1q2m55iiwe8g1r1yffbc9,1,29.1,54.5,2022-10-16T13:29:35.244Z,2022-10-17T06:38:22Z,3849166011,56,Back,3851624197,178,,,,,,,,,,,,,,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472930741,299,1,1,29,28,3unkqo2g6ag99gd5ynz1j7vse,1,72.8,49.6,2022-10-16T13:29:35.530Z,2022-10-17T06:38:21Z,3849043525,213,1.3,3849043521,141,65.2,3849043519,140,75.4,3851624327,178,,3849043523,212,11.0,3849043517,56,Center,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925193,283,1,1,29,30,3unkqo2g6ag99gd5ynz1j7vse,1,76.7,59.1,2022-10-16T13:29:37.833Z,2022-10-17T06:38:20Z,3849014401,141,68.4,3849014405,213,0.7,3849019011,210,15,3849019013,154,,3849014397,56,Center,3849014403,212,10.1,3851624375,178,,3849014399,140,84.2,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2472925201,284,15,1,29,32,3unkqo2g6ag99gd5ynz1j7vse,1,89.6,69.9,2022-10-16T13:29:39.590Z,2022-10-17T06:38:19Z,3849019035,103,12.0,3851624549,178,,3849018475,72,,3849019029,55,283,3849014429,56,Center,3849019033,102,53.5,3849019027,154,,3849014427,64,,577j49ffrxuurraco9chy388a,Y. Larouci,3849018497,233,250,3849019037,146,97.5,3849014425,22,,3849019025,29,3849019039,147,,54.5,3849019023,76,,,,,,,,,,,,,,,,,,,,,
2472925361,250,10,1,29,33,6xjy1q2m55iiwe8g1r1yffbc9,1,1.6,43.9,2022-10-16T13:29:40.157Z,2022-10-17T06:38:18Z,3849018521,233,284,3849015309,56,Back,3850158387,377,,3849015301,179,,3849015307,182,,3849015299,173,,,,,,,,3xpo0nc3hysdi41gupi7adot1,B. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925381,251,6,1,29,33,6xjy1q2m55iiwe8g1r1yffbc9,0,9,40.8,2022-10-16T13:29:40.454Z,2022-10-17T05:05:20Z,3849015423,73,,3849015421,56,Back,3849179983,233,285,,,,,,,,,,,,,,,,3xpo0nc3hysdi41gupi7adot1,B. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472925223,285,6,1,29,33,3unkqo2g6ag99gd5ynz1j7vse,1,91,59.2,2022-10-16T13:29:40.454Z,2022-10-17T05:05:21Z,3849179965,233,251,3849014559,56,Center,3849014561,73,,,,,,,,,,,,,,,,,577j49ffrxuurraco9chy388a,Y. Larouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926515,286,1,1,30,47,3unkqo2g6ag99gd5ynz1j7vse,0,99.5,99.5,2022-10-16T13:30:55.023Z,2022-10-16T19:47:08Z,3849021259,212,33.2,3850160003,72,,3850746335,178,,3849021249,224,,3849021245,155,,3849021241,2,,3849021263,1,,3849021253,140,89.8,demp53kye0ium76t240vo8cet,Rony Lopes,3849021251,56,Center,3849021261,213,4.4,3849021257,141,53.1,3849021243,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926537,252,44,1,30,49,6xjy1q2m55iiwe8g1r1yffbc9,1,9.5,49.7,2022-10-16T13:30:56.551Z,2022-10-17T06:38:18Z,3849166039,233,464,3849021365,285,,3849021363,56,Back,,,,,,,,,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472954241,464,44,1,30,49,3unkqo2g6ag99gd5ynz1j7vse,0,90.5,50.3,2022-10-16T13:30:56.552Z,2022-10-17T06:38:18Z,3849166025,286,,3849166081,233,252,3849166023,56,Center,,,,,,,,,,,,,,,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926551,253,12,1,30,49,6xjy1q2m55iiwe8g1r1yffbc9,1,10.2,52.3,2022-10-16T13:30:56.674Z,2022-10-17T06:38:17Z,3849021433,140,20.4,3849021437,212,11.1,3849021435,141,56.7,3849021431,56,Back,3849021439,213,0.3,3850746673,388,,3849021451,15,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926557,287,44,1,30,52,3unkqo2g6ag99gd5ynz1j7vse,1,80.5,41.2,2022-10-16T13:30:59.081Z,2022-10-17T06:38:17Z,3849021601,233,254,3849021473,286,,3849021471,56,Center,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926575,254,44,1,30,52,6xjy1q2m55iiwe8g1r1yffbc9,0,19.5,58.8,2022-10-16T13:30:59.082Z,2022-10-17T06:38:17Z,3849021559,56,Back,3849021561,285,,3849021679,233,287,,,,,,,,,,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926571,288,1,1,30,52,3unkqo2g6ag99gd5ynz1j7vse,0,81.4,43.4,2022-10-16T13:30:59.134Z,2022-10-17T06:38:16Z,3849021549,140,85.2,3849021553,212,4.6,3849021545,3,,3850747033,388,,3849021547,56,Center,3849021551,141,40.1,3849021555,213,5.8,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926659,255,12,1,30,53,6xjy1q2m55iiwe8g1r1yffbc9,1,21.7,44,2022-10-16T13:31:00.245Z,2022-10-17T06:38:16Z,3849022013,212,20.5,3849022007,56,Back,3849022011,141,32.9,3849022015,213,5.9,3849022009,140,39.9,3850747411,178,,,,,,,,bi49lcldxz8jubp72kgeke2y2,K. Spadanuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926727,289,1,1,30,59,3unkqo2g6ag99gd5ynz1j7vse,1,58.6,88.4,2022-10-16T13:31:06.369Z,2022-10-17T06:38:15Z,3849022383,141,94.2,3849022381,140,65.7,3849022385,212,8.4,3849022387,213,0.5,3849022379,56,Left,3850747431,178,,,,,,,,577j49ffrxuurraco9chy388a,Y. Larouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472926817,290,1,1,31,3,3unkqo2g6ag99gd5ynz1j7vse,1,70.9,75.5,2022-10-16T13:31:10.395Z,2022-10-17T06:38:13Z,3849022799,140,73.6,3849022801,141,64.5,3849022805,213,5.1,3850749105,178,,3849022803,212,8.0,3849022797,56,Center,3849024737,210,15,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2472926821,291,15,1,31,5,3unkqo2g6ag99gd5ynz1j7vse,1,75.6,52.2,2022-10-16T13:31:12.954Z,2022-10-17T06:38:12Z,3849024783,102,50.8,3849024791,147,50.7,3849022825,22,,3849024089,233,256,3849024775,78,,3849024779,55,290,3849024793,230,95.2,3849022829,18,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,3849024777,29,,3849024785,103,19,3849024797,231,50.5,3849024065,20,3849024787,215,,,3849024069,82,3849022833,56,Center,3850749457,178,,3849024789,146,78.0,,,,,,,,,,,,
