id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/17/value,assist
2446112099,4,49,1,0,15,17o35s8assv3kamxowzz77k4r,1,14.1,10.9,2022-08-14T13:00:20.786Z,2022-08-14T21:44:11Z,,,,,,,,,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112173,5,1,1,0,16,17o35s8assv3kamxowzz77k4r,0,19.7,4.9,2022-08-14T13:00:22.239Z,2022-08-14T21:44:10Z,3706362301,1,,3706362293,140,51.1,3706362295,141,44.0,3706362289,155,,3706362299,213,0.7,3707704059,178,,3706362291,56,Center,3706362297,212,42.4,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112185,8,49,1,0,19,3c3jcs7vc1t6vz5lev162jyv7,1,49.5,57.5,2022-08-14T13:00:25.113Z,2022-08-14T21:44:10Z,,,,,,,,,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112251,9,1,1,0,20,3c3jcs7vc1t6vz5lev162jyv7,1,48.7,51.5,2022-08-14T13:00:26.289Z,2022-08-14T21:44:09Z,3707704117,178,,3706362647,212,16.1,3706362641,56,Back,3706362649,213,4.6,3706362645,141,28.0,3706362643,140,47.1,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112291,10,1,1,0,24,3c3jcs7vc1t6vz5lev162jyv7,1,57.7,26.7,2022-08-14T13:00:29.869Z,2022-08-14T21:44:08Z,3706362815,56,Right,3706362821,141,4.7,3706362817,140,62.6,3706362825,212,15.8,3706362829,213,5.0,3707704223,178,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112329,11,1,1,0,27,3c3jcs7vc1t6vz5lev162jyv7,1,67.9,7.8,2022-08-14T13:00:33.245Z,2022-08-14T21:44:07Z,3706362977,140,54.5,3707704231,178,,3706362981,212,14.6,3706362979,141,13.3,3706362975,56,Right,3706362983,213,2.9,,,,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112397,12,1,1,0,30,3c3jcs7vc1t6vz5lev162jyv7,1,56.5,20.1,2022-08-14T13:00:36.326Z,2022-08-14T21:44:06Z,3708310225,1,,3706363323,212,33.0,3706363325,213,1.6,3706363317,56,Center,3707704583,178,,3706363321,141,68.6,3706363319,140,54.8,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112447,13,1,1,0,34,3c3jcs7vc1t6vz5lev162jyv7,1,59.8,77.3,2022-08-14T13:00:39.819Z,2022-08-14T21:44:05Z,3706363493,213,0.8,3707704877,178,,3706363485,140,69.8,3706363489,141,93.9,3706363481,56,Left,3706363491,212,15.4,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112509,14,1,1,0,36,3c3jcs7vc1t6vz5lev162jyv7,1,73.7,98.5,2022-08-14T13:00:42.089Z,2022-08-14T21:44:05Z,3706363717,56,Left,3706363725,213,3.6,3706363723,212,14.5,3706363719,140,61.5,3706363721,141,88.5,3707705297,178,,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112551,15,1,1,0,40,3c3jcs7vc1t6vz5lev162jyv7,0,69.7,91.5,2022-08-14T13:00:45.787Z,2022-08-14T21:44:03Z,3706363897,56,Left,3706363901,141,85.2,3706363907,1,,3707705653,178,,3706363899,140,100.0,3706363903,212,34.0,3706363905,213,6.2,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112565,6,5,1,0,43,17o35s8assv3kamxowzz77k4r,1,-1.2,16.5,2022-08-14T13:00:48.555Z,2022-08-14T19:03:31Z,3706363975,346,,3706363973,56,Back,3706364015,233,16,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112559,16,5,1,0,43,3c3jcs7vc1t6vz5lev162jyv7,0,101.2,83.5,2022-08-14T13:00:48.555Z,2022-08-14T19:03:32Z,3706363957,346,,3706363955,56,Left,3706364041,233,6,,,,,,,,,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112977,7,1,1,1,3,17o35s8assv3kamxowzz77k4r,1,4.3,51.3,2022-08-14T13:01:08.777Z,2022-08-14T22:06:45Z,3706365877,212,61.5,3706365869,124,,3706365871,56,Left,3706365881,1,,3706365875,141,84.5,3706365879,213,0.4,3706365885,74,,3706365873,140,58.8,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112981,8,61,1,1,7,17o35s8assv3kamxowzz77k4r,0,61,82.2,2022-08-14T13:01:12.430Z,2022-08-14T21:44:03Z,3707707311,178,,3706365899,56,Left,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112987,17,49,1,1,8,3c3jcs7vc1t6vz5lev162jyv7,1,37,13.3,2022-08-14T13:01:13.761Z,2022-08-14T21:44:02Z,,,,,,,,,,,,,,,,,,,,,,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446383503,845,67,1,1,8,3c3jcs7vc1t6vz5lev162jyv7,1,37.3,13.5,2022-08-14T13:01:13.782Z,2022-08-14T21:44:02Z,3707833187,233,1115,,,,,,,,,,,,,,,,,,,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446383493,1115,67,1,1,8,17o35s8assv3kamxowzz77k4r,0,62.7,86.5,2022-08-14T13:01:13.783Z,2022-08-14T21:44:02Z,3707833229,233,845,,,,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113003,18,1,1,1,9,3c3jcs7vc1t6vz5lev162jyv7,0,36.2,6.4,2022-08-14T13:01:14.882Z,2022-08-14T21:44:01Z,3707708381,178,,3706365977,212,1.7,3706365971,56,Back,3706366165,233,10,3706365975,141,5.8,3706365979,213,3.4,3706365973,140,34.6,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112995,9,61,1,1,9,17o35s8assv3kamxowzz77k4r,1,64.7,93,2022-08-14T13:01:14.949Z,2022-08-14T21:44:01Z,3707710327,178,,3706365941,56,Left,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113055,19,1,1,1,12,3c3jcs7vc1t6vz5lev162jyv7,0,23.2,3.8,2022-08-14T13:01:18.174Z,2022-08-14T21:43:59Z,3706367389,233,10,3707710685,178,,3706366511,236,,3706366243,212,6.0,3706366247,213,6.2,3706366513,286,,3706366241,141,2.8,3706366239,140,28.9,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,3706366237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113035,10,74,1,1,12,17o35s8assv3kamxowzz77k4r,1,75.2,97.1,2022-08-14T13:01:18.211Z,2022-08-14T21:43:59Z,3706366119,285,,3706366209,233,19,3706366117,56,Left,3707711171,178,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113051,11,5,1,1,13,17o35s8assv3kamxowzz77k4r,0,69.1,100.6,2022-08-14T13:01:18.882Z,2022-08-14T19:04:36Z,3706366377,233,20,3706366231,347,,3706366229,56,Left,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113081,20,5,1,1,13,3c3jcs7vc1t6vz5lev162jyv7,1,30.9,-0.6,2022-08-14T13:01:18.882Z,2022-08-14T19:04:35Z,3706366349,233,11,3706366329,56,Back,3706366331,347,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113141,21,1,1,1,23,3c3jcs7vc1t6vz5lev162jyv7,1,28.8,0,2022-08-14T13:01:29.405Z,2022-08-14T21:43:59Z,3706366637,141,5.5,3706366631,107,,3706366639,212,5.1,3706366635,140,30.4,3706366641,213,1.2,3706366633,56,Back,,,,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113155,22,1,1,1,24,3c3jcs7vc1t6vz5lev162jyv7,0,27.8,10.4,2022-08-14T13:01:30.380Z,2022-08-14T21:43:58Z,3706366703,140,41.8,3706366705,141,8.3,3706366709,213,6.2,3706366701,56,Back,3706366699,155,,3706366707,212,14.8,3707712127,178,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113219,12,1,1,1,26,17o35s8assv3kamxowzz77k4r,1,56.8,88.3,2022-08-14T13:01:31.698Z,2022-08-14T21:43:58Z,3706367001,212,4.0,3706366997,140,59.1,3706366995,56,Left,3706366999,141,93.0,3706367003,213,0.9,3707712753,178,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113229,13,49,1,1,26,17o35s8assv3kamxowzz77k4r,1,62.8,92.1,2022-08-14T13:01:32.227Z,2022-08-14T21:43:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113303,14,1,1,1,27,17o35s8assv3kamxowzz77k4r,1,62.7,93.6,2022-08-14T13:01:33.171Z,2022-08-14T21:43:57Z,3706367299,56,Left,3706367307,213,6.3,3706367301,140,67.2,3707713639,178,,3706367305,212,4.7,3706367297,155,,3706367303,141,93.5,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113307,15,4,1,1,29,17o35s8assv3kamxowzz77k4r,1,70.8,92.5,2022-08-14T13:01:34.454Z,2022-08-14T21:43:56Z,3706367325,152,,3706367349,233,23,3706367323,56,Left,3706367327,286,,3706367319,13,,3706367321,294,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113285,23,4,1,1,29,3c3jcs7vc1t6vz5lev162jyv7,0,29.2,7.5,2022-08-14T13:01:34.455Z,2022-08-14T21:43:56Z,3707715313,388,,3706367239,56,Back,3706367235,13,,3706367241,152,,3706367243,285,,3706367237,294,,3706367367,233,15,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114175,16,1,1,2,28,17o35s8assv3kamxowzz77k4r,1,72.1,89.6,2022-08-14T13:02:33.964Z,2022-08-14T21:43:56Z,3707276563,72,,3706371391,212,27.0,3706371385,56,Center,3706371383,152,,3706371377,2,,3706371387,140,92.3,3706371381,155,,3706371389,141,65.1,8s5u921me5pvsfyvysjgpu2qy,M. Cham,3706371379,5,,3707276561,224,,3707716511,178,,3706371393,213,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114183,17,61,1,2,29,17o35s8assv3kamxowzz77k4r,0,90.5,60.2,2022-08-14T13:02:35.131Z,2022-08-14T21:43:55Z,3707717007,178,,3706371411,56,Center,,,,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114203,18,5,1,2,32,17o35s8assv3kamxowzz77k4r,0,101.2,74.4,2022-08-14T13:02:37.422Z,2022-08-14T19:05:48Z,3706371635,233,24,3706371493,346,,3706371491,56,Center,,,,,,,,,,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114167,24,5,1,2,32,3c3jcs7vc1t6vz5lev162jyv7,1,-1.2,25.6,2022-08-14T13:02:37.422Z,2022-08-14T19:05:48Z,3706371339,346,,3706371595,233,18,3706371335,56,Back,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114451,25,1,1,2,43,3c3jcs7vc1t6vz5lev162jyv7,1,5.6,59.5,2022-08-14T13:02:48.954Z,2022-08-14T21:43:55Z,3706372809,141,48.7,3706372805,56,Back,3706372813,213,4.5,3706372803,124,,3706372807,140,4.0,3706372817,237,,3706372811,212,7.5,3707277131,189,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114507,26,1,1,2,50,3c3jcs7vc1t6vz5lev162jyv7,1,13.8,45.3,2022-08-14T13:02:56.296Z,2022-08-14T21:43:52Z,3706373093,140,9.5,3706373095,141,79.8,3706373099,213,1.8,3706373091,56,Back,3707717953,178,,3706373097,212,23.9,,,,,,,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114573,27,1,1,2,54,3c3jcs7vc1t6vz5lev162jyv7,1,14.5,78.6,2022-08-14T13:02:59.581Z,2022-08-14T21:43:52Z,3706373405,56,Back,3706373415,212,25.5,3706373413,141,43.1,3706373417,213,4.4,3706373411,140,6.6,3707718157,178,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114641,28,1,1,2,59,3c3jcs7vc1t6vz5lev162jyv7,1,7.9,47.6,2022-08-14T13:03:04.494Z,2022-08-14T21:43:51Z,3706373691,155,,3706373703,1,,3706373697,141,95.9,3707718509,178,,3706373693,56,Back,3706373701,213,0.8,3706373695,140,37.9,3706373699,212,45.5,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114719,29,1,1,3,2,3c3jcs7vc1t6vz5lev162jyv7,1,40.1,90.3,2022-08-14T13:03:08.049Z,2022-08-14T21:43:50Z,3706374081,213,0.2,3706374077,141,97.5,3706374073,56,Left,3707718765,178,,3706374075,140,64.5,3706374079,212,26.1,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114725,30,61,1,3,5,3c3jcs7vc1t6vz5lev162jyv7,0,69.5,99.9,2022-08-14T13:03:11.079Z,2022-08-14T21:43:50Z,3707719873,178,,3706374105,56,Left,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114945,19,5,1,3,6,17o35s8assv3kamxowzz77k4r,1,36.2,-1,2022-08-14T13:03:11.656Z,2022-08-14T19:06:34Z,3706375133,56,Back,3706375169,233,31,3706375135,347,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114731,31,5,1,3,6,3c3jcs7vc1t6vz5lev162jyv7,0,63.8,101,2022-08-14T13:03:11.656Z,2022-08-14T19:06:34Z,3706374143,56,Left,3706374145,347,,3706375197,233,19,,,,,,,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114991,20,1,1,3,20,17o35s8assv3kamxowzz77k4r,0,24.9,0,2022-08-14T13:03:25.715Z,2022-08-14T21:43:49Z,3706375353,212,34.3,3706375355,213,0.1,3706375345,107,,3706375349,140,57.5,3706375351,141,2.0,3706375347,56,Right,3706375357,1,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446115013,32,49,1,3,23,3c3jcs7vc1t6vz5lev162jyv7,1,44.9,98.8,2022-08-14T13:03:29.010Z,2022-08-14T21:43:49Z,,,,,,,,,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
