id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/13/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2504026173,4,1,1,0,16,3unkqo2g6ag99gd5ynz1j7vse,1,37.4,47.5,2023-02-04T18:00:55.469Z,2023-02-05T05:18:49Z,4012804529,56,Center,4012804537,213,0.4,4012804531,140,51.6,4012804535,212,16.3,4012804525,3,,4013726737,178,,4012804533,141,57.2,4012804527,168,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026175,5,50,1,0,19,3unkqo2g6ag99gd5ynz1j7vse,1,50.1,57.6,2023-02-04T18:00:58.219Z,2023-02-05T05:18:49Z,4012805253,233,8,4012805219,286,,4012805215,56,Center,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026171,8,7,1,0,19,121le8unjfzug3iu9pgkqa1c7,0,49.9,42.4,2023-02-04T18:00:58.378Z,2023-02-05T05:18:48Z,4013727865,178,,4012804523,285,,4012805239,233,5,4012804521,56,Back,4013355559,385,,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026185,6,49,1,0,20,3unkqo2g6ag99gd5ynz1j7vse,1,50.6,61.4,2023-02-04T18:00:59.182Z,2023-02-05T05:18:48Z,,,,,,,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026239,7,61,1,0,25,3unkqo2g6ag99gd5ynz1j7vse,1,76,56.6,2023-02-04T18:01:04.115Z,2023-02-05T05:18:44Z,4013728251,178,,4012804867,56,Center,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026245,8,13,1,0,26,3unkqo2g6ag99gd5ynz1j7vse,1,82.2,42.9,2023-02-04T18:01:05.063Z,2023-02-05T05:18:44Z,4012807093,29,,4012807095,55,7,4012805975,72,,4012807109,231,50.3,4012804907,22,,4012807107,230,96.1,4012807099,102,61.5,4012804911,56,Center,demp53kye0ium76t240vo8cet,Rony Lopes,,4013728337,178,4012804909,18,4012807101,103,65.3,4012807105,328,4012807103,215,4012825273,77,,,,,,,,,,,,,,,,,,,,,,,,
2504026227,9,5,1,0,27,121le8unjfzug3iu9pgkqa1c7,1,-1,41,2023-02-04T18:01:06.410Z,2023-02-05T01:05:11Z,4012804813,56,Back,4012804955,233,9,4012804815,346,,,,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026253,9,5,1,0,27,3unkqo2g6ag99gd5ynz1j7vse,0,101,59,2023-02-04T18:01:06.410Z,2023-02-05T01:05:11Z,4012805007,233,9,4012804931,56,Center,4012804933,346,,,,,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026449,10,1,1,0,49,121le8unjfzug3iu9pgkqa1c7,1,1.4,54.2,2023-02-04T18:01:28.028Z,2023-02-05T05:18:43Z,4012806025,56,Back,4012806039,237,,4012806027,140,20.8,4012806033,213,0.9,4012806023,124,,4012806029,141,95.6,4012806777,189,,4012806031,212,34.7,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,4012806035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026453,11,1,1,0,50,121le8unjfzug3iu9pgkqa1c7,0,19,94.5,2023-02-04T18:01:28.816Z,2023-02-05T05:18:43Z,4012806067,212,8.3,4012806065,141,90.6,4012806061,56,Back,4013728599,178,,4012806063,140,26.5,4012806069,213,6.0,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026461,10,49,1,0,51,3unkqo2g6ag99gd5ynz1j7vse,1,68.8,13.5,2023-02-04T18:01:30.004Z,2023-02-05T05:18:43Z,,,,,,,,,,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026499,11,1,1,0,53,3unkqo2g6ag99gd5ynz1j7vse,0,69.5,1,2023-02-04T18:01:32.465Z,2023-02-05T05:18:42Z,4013728903,178,,4012806363,140,91.9,4012806369,213,0.4,4012806361,56,Right,4012806365,141,16.2,4012806359,155,,4012806367,212,25.7,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026493,12,49,1,0,56,121le8unjfzug3iu9pgkqa1c7,1,9.3,83.7,2023-02-04T18:01:35.343Z,2023-02-05T05:18:41Z,,,,,,,,,,,,,,,,,,,,,,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026537,13,1,1,1,0,121le8unjfzug3iu9pgkqa1c7,1,2.1,82.4,2023-02-04T18:01:38.782Z,2023-02-05T05:18:40Z,4013729457,178,,4012806571,56,Back,4012806577,141,94.5,4012806579,212,11.0,4012806573,140,9.1,4012806581,213,0.8,,,,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026545,14,4,1,1,1,121le8unjfzug3iu9pgkqa1c7,1,8.7,94,2023-02-04T18:01:40.064Z,2023-02-05T05:18:40Z,4012806595,13,,4012806601,152,,4012806659,233,12,4012806597,294,,4012806599,56,Back,4012806603,285,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026555,12,4,1,1,1,3unkqo2g6ag99gd5ynz1j7vse,0,91.3,6,2023-02-04T18:01:40.065Z,2023-02-05T05:18:39Z,4012806649,13,,4013729607,178,,4012806653,56,Right,4012806657,286,,4012806673,233,14,4012806655,152,,4012806651,294,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026691,15,1,1,1,29,121le8unjfzug3iu9pgkqa1c7,0,9.2,89.9,2023-02-04T18:02:07.754Z,2023-02-05T05:18:38Z,4012807589,213,6.0,4012807577,155,,4012807583,140,55.0,4012807619,1,,4012807575,5,,4012807581,56,Center,4012807585,141,72.4,4013729691,178,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,4012807587,212,4012807579,152,,,,,,,,,,49.5,,,,,,,,,,,,,,,,,,,,,,,
2504026709,13,1,1,1,31,3unkqo2g6ag99gd5ynz1j7vse,0,44.4,24,2023-02-04T18:02:10.459Z,2023-02-05T05:18:38Z,4013729779,388,,4012807665,3,,4012807667,56,Right,4012807675,213,5.5,4012807671,141,2.8,4012807669,140,57.5,4012807673,212,19.9,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026717,16,1,1,1,33,121le8unjfzug3iu9pgkqa1c7,1,46.4,89.3,2023-02-04T18:02:12.508Z,2023-02-05T05:18:38Z,4012807729,213,3.3,4012807723,140,36.4,4013730025,388,,4012807727,212,10.6,4012807719,3,,4012807725,141,87.5,4012807721,56,Back,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026721,17,1,1,1,35,121le8unjfzug3iu9pgkqa1c7,1,43.9,85.9,2023-02-04T18:02:14.140Z,2023-02-05T05:18:37Z,4012807745,141,94.8,4012807741,56,Back,4012807747,212,8.0,4012807739,3,,4012807743,140,38.9,4012807749,213,2.3,4013730167,388,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026735,18,1,1,1,37,121le8unjfzug3iu9pgkqa1c7,0,46.9,96.8,2023-02-04T18:02:16.423Z,2023-02-05T05:18:36Z,4012807797,141,64.8,4012807791,155,,4012807795,140,63.2,4012807799,212,27.7,4013730249,178,,4012807793,56,Center,4012807801,213,5.4,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026745,14,49,1,1,39,3unkqo2g6ag99gd5ynz1j7vse,1,31.5,37.7,2023-02-04T18:02:18.118Z,2023-02-05T05:18:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026771,15,1,1,1,41,3unkqo2g6ag99gd5ynz1j7vse,1,32.2,31.3,2023-02-04T18:02:20.169Z,2023-02-05T05:18:34Z,4012807973,213,5.1,4013731075,178,,4012807969,141,22.1,4012807971,212,6.9,4012807967,140,34.9,4012807965,56,Back,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026791,16,1,1,1,41,3unkqo2g6ag99gd5ynz1j7vse,1,35,21.9,2023-02-04T18:02:20.644Z,2023-02-05T05:18:33Z,4013731183,178,,4012808075,212,12.1,4012808071,140,25.3,4012808077,213,2.6,4012808073,141,31.5,4012808069,56,Back,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026793,17,1,1,1,45,3unkqo2g6ag99gd5ynz1j7vse,0,22.3,35.6,2023-02-04T18:02:24.042Z,2023-02-05T05:18:32Z,4012808087,212,7.4,4012808085,141,29.1,4012808081,56,Back,4012808083,140,27.9,4013731431,178,,4012808089,213,5.6,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026797,19,8,1,1,45,121le8unjfzug3iu9pgkqa1c7,1,76.2,71.5,2023-02-04T18:02:24.269Z,2023-02-05T05:18:32Z,4013731953,178,,4012808105,56,Center,4013359179,385,,,,,,,,,,,,,,,,,a71n80h977h7fu99ftnri5zsa,B. Barcola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026817,18,61,1,1,49,3unkqo2g6ag99gd5ynz1j7vse,1,24.9,6.1,2023-02-04T18:02:27.771Z,2023-02-05T05:18:31Z,4012808207,56,Back,4013732475,178,,,,,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026845,19,3,1,1,51,3unkqo2g6ag99gd5ynz1j7vse,1,28.2,3.4,2023-02-04T18:02:30.632Z,2023-02-05T05:18:29Z,4012808375,56,Back,4013732665,178,,4012808377,285,,4013359817,465,,4012808407,233,20,,,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026825,20,45,1,1,51,121le8unjfzug3iu9pgkqa1c7,0,71.8,96.6,2023-02-04T18:02:30.632Z,2023-02-05T05:18:29Z,4012808275,286,,4012808429,233,19,4012808273,56,Left,,,,,,,,,,,,,,,,a71n80h977h7fu99ftnri5zsa,B. Barcola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504206593,1068,83,1,1,52,121le8unjfzug3iu9pgkqa1c7,1,71.1,93.8,2023-02-04T18:02:31.172Z,2023-02-05T05:18:28Z,4013795991,399,226970,,,,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504206203,884,43,1,1,52,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-02-04T18:02:31.174Z,2023-02-05T01:45:45Z,4013794001,233,1056,4013794757,144,67,,,,,,,,,,,,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504206199,1056,43,1,1,52,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-02-04T18:02:31.175Z,2023-02-05T01:45:45Z,4013794009,233,884,4013794749,144,67,,,,,,,,,,,,,,,,,,,a71n80h977h7fu99ftnri5zsa,B. Barcola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026859,20,61,1,1,52,3unkqo2g6ag99gd5ynz1j7vse,0,28.9,6.2,2023-02-04T18:02:31.180Z,2023-02-05T05:18:28Z,4013732795,178,,4012808449,56,Back,,,,,,,,,,,,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026855,21,49,1,1,54,121le8unjfzug3iu9pgkqa1c7,1,63.5,98.9,2023-02-04T18:02:32.861Z,2023-02-05T05:18:27Z,,,,,,,,,,,,,,,,,,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026875,22,1,1,1,54,121le8unjfzug3iu9pgkqa1c7,1,63.2,99.3,2023-02-04T18:02:32.936Z,2023-02-05T05:18:27Z,4012808529,141,83.5,4012808531,212,10.8,4012808525,56,Left,4012808527,140,62.4,4013733071,178,,4012808533,213,4.6,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026881,23,1,1,1,55,121le8unjfzug3iu9pgkqa1c7,1,58.8,87,2023-02-04T18:02:33.898Z,2023-02-05T05:18:27Z,4012808587,141,89.1,4013733165,178,,4012808585,140,70.1,4012808591,213,0.1,4012808589,212,12.0,4012808583,56,Left,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026885,24,3,1,1,56,121le8unjfzug3iu9pgkqa1c7,0,68.1,91,2023-02-04T18:02:35.602Z,2023-02-05T06:16:47Z,4012808599,56,Left,4012897013,286,,4013733889,178,,4012966035,233,429,4013360347,464,,,,,,,,,,,a71n80h977h7fu99ftnri5zsa,B. Barcola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504055835,429,7,1,1,57,3unkqo2g6ag99gd5ynz1j7vse,1,31.9,9,2023-02-04T18:02:35.969Z,2023-02-05T06:16:47Z,4012965885,56,Back,4013360467,384,,4013733957,178,,4012965905,233,24,4012965887,285,,,,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026913,21,43,1,1,57,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-02-04T18:02:36.151Z,2023-02-04T18:53:41Z,4012808763,56,Back,4012966015,144,7,4012808765,285,0,4012897029,233,24,,,,,,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504056013,430,61,1,1,57,3unkqo2g6ag99gd5ynz1j7vse,1,28.3,5.1,2023-02-04T18:02:36.258Z,2023-02-05T05:18:26Z,4012966833,56,Back,4013734181,178,,,,,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504056251,431,49,1,1,59,3unkqo2g6ag99gd5ynz1j7vse,1,28.7,8.3,2023-02-04T18:02:37.966Z,2023-02-05T05:18:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504056503,432,1,1,2,1,3unkqo2g6ag99gd5ynz1j7vse,1,33.3,20,2023-02-04T18:02:39.884Z,2023-02-05T05:18:24Z,4012969409,56,Back,4013735151,178,,4012969411,140,46.8,4012969415,212,21.4,4012969417,213,0.8,4012969413,141,43.6,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026915,22,43,1,2,3,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-02-04T18:02:42.306Z,2023-02-04T18:54:27Z,4012968405,144,49,,,,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504026977,23,1,1,2,4,3unkqo2g6ag99gd5ynz1j7vse,1,51.7,65.4,2023-02-04T18:02:43.466Z,2023-02-05T05:18:22Z,4012809011,141,82.4,4012809015,213,0.6,4012809009,140,66.2,4012809007,56,Left,4013735567,178,,4012809013,212,19.1,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504027041,24,1,1,2,7,3unkqo2g6ag99gd5ynz1j7vse,1,73.4,79.9,2023-02-04T18:02:46.609Z,2023-02-05T05:18:21Z,4013735689,178,,4012809327,141,74.2,4012809325,140,85.9,4012809331,213,6.0,4012809329,212,13.7,4012809323,56,Center,,,,,,,577j49ffrxuurraco9chy388a,Y. Larouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504027047,25,1,1,2,12,3unkqo2g6ag99gd5ynz1j7vse,0,93.1,85.5,2023-02-04T18:02:51.461Z,2023-02-05T05:18:19Z,4013735833,178,,4012809363,213,3.2,4012809357,140,73.3,4012809355,56,Left,4012809361,212,20.9,4012809359,141,82.9,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
