id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2519507193,160,10,1,12,11,27xvwccz8kpmqsefjv2b2sc0o,1,7.8,48,2023-03-12T19:57:32.282Z,2023-03-13T06:21:14Z,4095175391,178,,4094550453,233,142,4094550293,94,,4094550295,56,Back,4095175393,21,,,,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507173,143,15,1,12,12,71ajatxnuhc5cnm3xvgdky49w,1,89.5,52.6,2023-03-12T19:57:33.289Z,2023-03-13T06:21:14Z,4094550803,328,,4094550795,78,,4094550813,230,97.2,4094550797,102,51.7,4094550197,56,Center,4094550673,233,161,4094550799,103,19,4094550195,17,,d394go61g90f1u6bddu1narit,M. Sanson,4094550807,100,,4094550805,458,,4094550651,72,4094550815,231,,,4094550193,22,4094550809,146,4095175463,178,,4094550801,108,4094550811,147,4094550655,82,,,,53.2,,,51,95.5,,,,,,,,,
2519507197,161,10,1,12,12,27xvwccz8kpmqsefjv2b2sc0o,1,5.9,49.1,2023-03-12T19:57:33.549Z,2023-03-13T07:24:24Z,4094550677,233,143,4094550301,94,,4095175565,178,,4094550303,56,Back,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507189,144,6,1,12,14,71ajatxnuhc5cnm3xvgdky49w,1,92.7,52.3,2023-03-12T19:57:35.424Z,2023-03-13T02:08:01Z,4094550341,233,162,4094550285,56,Center,4094550287,73,,,,,,,,,,,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507205,162,6,1,12,14,27xvwccz8kpmqsefjv2b2sc0o,0,7.3,47.7,2023-03-12T19:57:35.424Z,2023-03-13T02:08:00Z,4094550333,56,Back,4094550349,233,144,4094550335,73,,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507369,145,1,1,12,42,71ajatxnuhc5cnm3xvgdky49w,1,99.5,99.5,2023-03-12T19:58:03.804Z,2023-03-13T02:08:04Z,4094551367,6,,4094551375,212,9.0,4094551373,141,92.9,4094551377,213,3.7,4095175623,178,,4094551371,140,92.1,4094551369,56,Left,4094556177,189,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507377,146,1,1,12,45,71ajatxnuhc5cnm3xvgdky49w,1,93.1,93.8,2023-03-12T19:58:06.003Z,2023-03-13T06:21:14Z,4094551431,141,78.8,4094551429,140,79.7,4094551433,212,17.4,4095175655,178,,4094551435,213,3.8,4094551427,56,Center,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507387,147,1,1,12,47,71ajatxnuhc5cnm3xvgdky49w,1,76.7,78,2023-03-12T19:58:08.873Z,2023-03-13T06:21:13Z,4094923057,224,,4094923059,72,,4095175701,178,,4094551503,141,31.6,4094551493,2,,4094551511,1,,4094551509,213,5.2,4094551499,140,94.4,17acodpsoxkhha2iem2465ivp,T. Delaine,4094551495,155,,4094551507,212,36.6,4094551497,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507921,152,1,1,12,49,71ajatxnuhc5cnm3xvgdky49w,0,93.9,40.5,2023-03-12T19:58:10.733Z,2023-03-13T06:21:12Z,4094555609,140,94.9,4095175747,388,,4094555611,141,46.6,4094555607,56,Center,4094555613,212,4.3,4094555605,3,,4094555615,213,1.3,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507431,163,12,1,12,51,27xvwccz8kpmqsefjv2b2sc0o,1,11.6,50.7,2023-03-12T19:58:12.521Z,2023-03-13T06:21:12Z,4095175981,178,,4094551727,140,39.1,4094551733,213,0.3,4094551725,56,Back,4094551731,212,29.8,4094551729,141,61.7,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507411,148,61,1,12,54,71ajatxnuhc5cnm3xvgdky49w,1,65.8,49.4,2023-03-12T19:58:15.196Z,2023-03-13T06:21:11Z,4095176081,178,,4094551621,56,Center,,,,,,,,,,,,,,,,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507435,164,49,1,12,56,27xvwccz8kpmqsefjv2b2sc0o,1,24.4,42.2,2023-03-12T19:58:17.638Z,2023-03-13T06:21:11Z,,,,,,,,,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507475,165,1,1,12,56,27xvwccz8kpmqsefjv2b2sc0o,1,24.7,42.1,2023-03-12T19:58:17.699Z,2023-03-13T06:21:10Z,4094551959,213,5.3,4094551951,56,Back,4094551953,140,37.2,4094551957,212,25.4,4095179193,178,,4094551955,141,10.1,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507509,166,1,1,13,5,27xvwccz8kpmqsefjv2b2sc0o,1,65.9,21.4,2023-03-12T19:58:26.767Z,2023-03-13T06:21:07Z,4095179309,178,,4094552145,212,9.1,4094552139,56,Right,4094552147,213,4.0,4094552143,141,11.0,4094552141,140,60.5,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507533,167,1,1,13,10,27xvwccz8kpmqsefjv2b2sc0o,1,56.6,14.1,2023-03-12T19:58:31.166Z,2023-03-13T06:21:06Z,4094552259,56,Back,4094552261,140,46.7,4095179381,178,,4094552263,141,29.5,4094552267,213,2.4,4094552265,212,14.8,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507567,168,1,1,13,14,27xvwccz8kpmqsefjv2b2sc0o,1,48.8,27.5,2023-03-12T19:58:35.294Z,2023-03-13T06:21:05Z,4094552465,212,21.1,4094552467,213,5.5,4094552463,141,5.9,4095179457,178,,4094552461,140,63.2,4094552459,56,Right,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507581,169,1,1,13,19,27xvwccz8kpmqsefjv2b2sc0o,1,72.3,2.3,2023-03-12T19:58:40.319Z,2023-03-13T06:21:03Z,4094552549,212,12.8,4094552551,213,1.6,4094552543,56,Right,4094552547,141,21.1,4095179551,178,,4094552545,140,72.4,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507599,170,1,1,13,20,27xvwccz8kpmqsefjv2b2sc0o,0,75.2,19.6,2023-03-12T19:58:41.596Z,2023-03-13T06:21:02Z,4095179643,178,,4094552665,56,Right,4094552673,212,26.3,4094552675,213,5.7,4094552669,140,96.4,4094552671,141,0.0,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507711,149,5,1,13,24,71ajatxnuhc5cnm3xvgdky49w,1,5.5,101.4,2023-03-12T19:58:45.536Z,2023-03-13T02:11:53Z,4094553325,347,,4094553323,56,Back,4094553327,233,171,,,,,,,,,,,,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507601,171,5,1,13,24,27xvwccz8kpmqsefjv2b2sc0o,0,94.5,-1.4,2023-03-12T19:58:45.536Z,2023-03-13T02:11:54Z,4094552679,347,,4094552677,56,Right,4094553339,233,149,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507725,150,1,1,13,45,71ajatxnuhc5cnm3xvgdky49w,0,9.7,100,2023-03-12T19:59:06.093Z,2023-03-13T06:21:01Z,4094553385,140,25.0,4094553387,141,91.5,4094553383,56,Back,4094553381,107,,4094553391,213,5.9,4094553389,212,17.6,,,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507733,172,1,1,13,46,27xvwccz8kpmqsefjv2b2sc0o,1,76,10.4,2023-03-12T19:59:07.841Z,2023-03-13T06:21:01Z,4094553435,140,72.3,4095179925,388,,4094553437,141,19.0,4094553433,56,Right,4094553441,213,2.2,4094553431,3,,4094553439,212,7.0,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507747,173,1,1,13,47,27xvwccz8kpmqsefjv2b2sc0o,1,77.7,14.3,2023-03-12T19:59:08.287Z,2023-03-13T06:21:00Z,4094553503,213,3.0,4094553493,3,,4094553497,140,66.4,4094553495,56,Right,4095180925,178,,4094553499,141,17.2,4094553501,212,12.0,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507753,175,1,1,13,48,27xvwccz8kpmqsefjv2b2sc0o,1,74.2,13.7,2023-03-12T19:59:09.428Z,2023-03-13T06:21:00Z,4094553529,140,69.3,4094553531,141,9.7,4095181073,178,,4094553533,212,5.8,4094553527,56,Right,4094553535,213,3.6,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507749,174,49,1,13,48,27xvwccz8kpmqsefjv2b2sc0o,1,74.2,13.7,2023-03-12T19:59:09.434Z,2023-03-13T06:21:00Z,,,,,,,,,,,,,,,,,,,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507769,176,1,1,13,49,27xvwccz8kpmqsefjv2b2sc0o,1,76.4,2.3,2023-03-12T19:59:10.530Z,2023-03-13T06:20:59Z,4094553609,56,Right,4094553611,140,66.0,4094553617,213,2.4,4094553613,141,17.0,4095181177,178,,4094553615,212,14.8,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507785,177,1,1,13,51,27xvwccz8kpmqsefjv2b2sc0o,1,71.7,13.6,2023-03-12T19:59:11.970Z,2023-03-13T06:20:58Z,4094553697,212,27.2,4094553699,213,1.8,4094553693,140,66.6,4094553695,141,52.8,4094553691,56,Center,4095181249,178,,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507799,178,1,1,13,54,27xvwccz8kpmqsefjv2b2sc0o,1,67.2,53.8,2023-03-12T19:59:15.766Z,2023-03-13T06:20:57Z,4094553785,140,76.0,4094553791,213,0.2,4095181367,178,,4094553783,56,Center,4094553789,212,9.5,4094553787,141,57.2,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507823,179,1,1,13,56,27xvwccz8kpmqsefjv2b2sc0o,1,78.6,57.5,2023-03-12T19:59:17.763Z,2023-03-13T06:20:55Z,4095181395,178,,4094553901,141,88.4,4094553897,56,Left,4094553903,212,21.0,4094553905,213,1.5,4094553899,140,79.1,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507839,180,1,1,13,59,27xvwccz8kpmqsefjv2b2sc0o,0,79.6,84.4,2023-03-12T19:59:20.496Z,2023-03-13T06:20:55Z,4094554009,213,5.8,4094554001,56,Center,4094554007,212,25.6,4095181403,178,,4094554003,140,100.0,4094554005,141,66.8,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507841,151,5,1,14,2,71ajatxnuhc5cnm3xvgdky49w,1,-1.4,31.8,2023-03-12T19:59:23.096Z,2023-03-13T02:13:08Z,4094554011,56,Back,4094554057,233,181,4094554013,346,,,,,,,,,,,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507847,181,5,1,14,2,27xvwccz8kpmqsefjv2b2sc0o,0,101.4,68.2,2023-03-12T19:59:23.096Z,2023-03-13T02:13:08Z,4094554033,346,,4094554027,56,Center,4094554075,233,151,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519507969,153,1,1,14,22,71ajatxnuhc5cnm3xvgdky49w,1,5.3,62.1,2023-03-12T19:59:43.493Z,2023-03-13T06:20:54Z,4094554689,213,4.7,4094554681,56,Back,4094554683,140,5.0,4094554687,212,6.5,4094554679,124,,4094554685,141,52.5,4094554697,237,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508013,154,1,1,14,27,71ajatxnuhc5cnm3xvgdky49w,0,10.9,51.8,2023-03-12T19:59:48.042Z,2023-03-13T06:20:53Z,4094554875,140,67.5,4094554877,141,52.1,4094554881,213,0.0,4094554873,56,Center,4094554883,1,,4094554871,155,,4095181627,178,,4094554879,212,59.4,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508015,182,44,1,14,30,27xvwccz8kpmqsefjv2b2sc0o,1,34.1,56.2,2023-03-12T19:59:51.487Z,2023-03-13T06:20:52Z,4094554919,233,155,4094554887,56,Back,4094554889,285,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508017,155,44,1,14,30,71ajatxnuhc5cnm3xvgdky49w,0,65.9,43.8,2023-03-12T19:59:51.488Z,2023-03-13T06:20:52Z,4094554893,286,,4094555005,233,182,4094554891,56,Center,,,,,,,,,,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508033,183,1,1,14,30,27xvwccz8kpmqsefjv2b2sc0o,0,33.2,56.3,2023-03-12T19:59:51.554Z,2023-03-13T06:20:51Z,4095181747,388,,4094554979,141,60.0,4094554983,213,2.0,4094554973,3,,4094554981,212,2.8,4094554977,140,32.1,4094554975,56,Back,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508035,156,61,1,14,32,71ajatxnuhc5cnm3xvgdky49w,0,61.9,39.4,2023-03-12T19:59:53.116Z,2023-03-13T06:20:51Z,4094555009,56,Center,4095181927,178,,,,,,,,,,,,,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508043,184,49,1,14,33,27xvwccz8kpmqsefjv2b2sc0o,1,30.8,66.1,2023-03-12T19:59:54.573Z,2023-03-13T06:20:51Z,,,,,,,,,,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508055,185,1,1,14,33,27xvwccz8kpmqsefjv2b2sc0o,0,31,66.8,2023-03-12T19:59:54.701Z,2023-03-13T06:20:50Z,4095182101,178,,4094555107,213,1.6,4094555103,141,89.1,4094555105,212,15.2,4094555099,56,Back,4094555101,140,30.1,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508069,157,3,1,14,35,71ajatxnuhc5cnm3xvgdky49w,0,67.4,16.6,2023-03-12T19:59:56.041Z,2023-03-13T06:20:50Z,4094555151,286,,4094555149,56,Right,4094925421,464,,4095182165,178,,4094656431,233,186,,,,,,,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508057,186,7,1,14,35,27xvwccz8kpmqsefjv2b2sc0o,0,32.6,83.4,2023-03-12T19:59:56.180Z,2023-03-13T06:20:49Z,4094656407,233,157,4094925325,383,,4094555113,285,,4095182339,178,,4094555111,56,Back,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508063,187,3,1,14,36,27xvwccz8kpmqsefjv2b2sc0o,0,31.6,86.4,2023-03-12T19:59:57.270Z,2023-03-13T06:20:49Z,4094925485,464,,4094555135,56,Back,4095182437,178,,4094555137,285,,4094555311,233,158,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508091,158,7,1,14,36,71ajatxnuhc5cnm3xvgdky49w,1,68.4,13.6,2023-03-12T19:59:57.312Z,2023-03-13T06:20:48Z,4094555279,286,,4095182547,389,,4094925465,385,,4094555269,56,Right,4094555267,167,,4094555275,233,187,,,,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508101,159,5,1,14,37,71ajatxnuhc5cnm3xvgdky49w,0,67.6,-1.3,2023-03-12T19:59:58.386Z,2023-03-13T02:14:11Z,4094555313,56,Right,4094555493,233,188,4094555315,347,,,,,,,,,,,,,,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508125,188,5,1,14,37,27xvwccz8kpmqsefjv2b2sc0o,1,32.4,101.3,2023-03-12T19:59:58.386Z,2023-03-13T02:14:11Z,4094555419,347,,4094555471,233,159,4094555417,56,Back,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508135,189,1,1,14,43,27xvwccz8kpmqsefjv2b2sc0o,1,30.9,100,2023-03-12T20:00:04.294Z,2023-03-13T06:20:48Z,4094555523,140,27.6,4094555527,212,9.2,4094555525,141,88.8,4094555529,213,4.3,4094555519,107,,4094555521,56,Back,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508145,190,1,1,14,44,27xvwccz8kpmqsefjv2b2sc0o,1,26,90.8,2023-03-12T20:00:05.483Z,2023-03-13T06:20:47Z,4094555557,140,27.3,4094555563,213,1.2,4094555555,56,Back,4095182829,178,,4094555559,141,95.9,4094555561,212,3.7,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508167,191,1,1,14,47,27xvwccz8kpmqsefjv2b2sc0o,0,25.2,97,2023-03-12T20:00:07.937Z,2023-03-13T06:20:47Z,4094555731,141,78.0,4094555729,140,47.4,4094555733,212,26.7,4094555725,155,,4095182875,178,,4094555735,213,5.8,4094555727,56,Back,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508175,160,1,1,14,48,71ajatxnuhc5cnm3xvgdky49w,1,52.8,24.1,2023-03-12T20:00:09.657Z,2023-03-13T06:20:46Z,4095182945,388,,4094555781,140,78.7,4094555777,3,,4094555787,213,5.9,4094555783,141,8.6,4094555785,212,29.2,4094555779,56,Right,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508179,161,49,1,14,51,71ajatxnuhc5cnm3xvgdky49w,1,78.6,0.9,2023-03-12T20:00:12.448Z,2023-03-13T06:20:46Z,,,,,,,,,,,,,,,,,,,,,,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508187,162,2,1,14,52,71ajatxnuhc5cnm3xvgdky49w,1,81.5,2.8,2023-03-12T20:00:13.254Z,2023-03-13T06:20:45Z,4094555835,141,26.9,4094556031,7,bndkgzdolm2c3iteenkv8s3it,4094555831,56,Center,4095183085,178,,4094555833,140,88.9,,,,,,,,,,1y5p476l4ihjndiyvfsmcg82x,C. Dagba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508201,192,55,1,14,52,27xvwccz8kpmqsefjv2b2sc0o,1,18.8,63.5,2023-03-12T20:00:13.255Z,2023-03-13T06:20:44Z,,,,,,,,,,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508205,193,43,1,14,56,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-03-12T20:00:17.113Z,2023-03-12T20:00:20Z,4094555921,56,Back,4094556037,144,6,4094555923,73,0,,,,,,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508283,194,1,1,15,6,27xvwccz8kpmqsefjv2b2sc0o,1,13.7,48.3,2023-03-12T20:00:27.772Z,2023-03-13T06:20:44Z,4094556433,213,5.4,4094556423,241,,4094556421,5,,4095143207,178,,4094556429,141,29.8,4094556431,212,16.2,4094556425,56,Back,4094556427,140,23.4,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,4094559063,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508291,195,1,1,15,9,27xvwccz8kpmqsefjv2b2sc0o,1,20.4,24.5,2023-03-12T20:00:30.658Z,2023-03-13T06:20:43Z,4094556463,212,11.2,4094556457,56,Back,4095143365,178,,4094556465,213,5.6,4094556459,140,28.5,4094556461,141,13.7,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508313,196,1,1,15,13,27xvwccz8kpmqsefjv2b2sc0o,1,29,26,2023-03-12T20:00:34.857Z,2023-03-13T06:20:41Z,4094556583,212,20.6,4094556579,140,46.9,4094556585,213,0.4,4095143441,178,,4094556581,141,38.5,4094556577,56,Back,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508315,197,50,1,15,15,27xvwccz8kpmqsefjv2b2sc0o,1,44.7,40.7,2023-03-12T20:00:36.867Z,2023-03-13T06:20:40Z,4094556591,56,Back,4094567345,286,,4094567429,233,196,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519510185,196,7,1,15,16,71ajatxnuhc5cnm3xvgdky49w,1,55.3,59.3,2023-03-12T20:00:36.931Z,2023-03-13T06:20:40Z,4094567373,233,197,4095143665,178,,4094567353,285,,4094567351,56,Center,4094926473,384,,,,,,,,,,,7z1gixk4hvbbgo71xgb04942x,G. Nyamsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508321,163,49,1,15,17,71ajatxnuhc5cnm3xvgdky49w,1,43.7,67.6,2023-03-12T20:00:38.486Z,2023-03-13T06:20:39Z,,,,,,,,,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508335,164,1,1,15,17,71ajatxnuhc5cnm3xvgdky49w,1,43.7,67.6,2023-03-12T20:00:38.489Z,2023-03-13T06:20:39Z,4094556677,140,54.8,4094556681,212,18.3,4094556675,56,Center,4095143839,178,,4094556679,141,46.9,4094556683,213,5.4,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508357,165,1,1,15,19,71ajatxnuhc5cnm3xvgdky49w,1,55,48.9,2023-03-12T20:00:40.816Z,2023-03-13T06:20:37Z,4094556779,56,Center,4094556785,212,42.7,4094556787,213,0.3,4094556781,140,94.2,4094556777,155,,4094557651,210,15,4094556789,1,,4094557653,154,,d394go61g90f1u6bddu1narit,M. Sanson,4094556793,4,,4095144023,178,,4094556783,141,,,1,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519508379,166,15,1,15,23,71ajatxnuhc5cnm3xvgdky49w,1,96.1,64.6,2023-03-12T20:00:44.403Z,2023-03-13T06:20:37Z,4094557093,72,,4095144109,178,,4094558145,76,,4094558277,233,199,4094557677,102,53.9,4094556907,22,,4094557673,55,165,4094558153,146,98.3,bndkgzdolm2c3iteenkv8s3it,H. Diallo,4094557683,328,,4094557669,29,,4094556911,56,4094557681,214,,Center,4094556909,65,4094557671,154,4094557679,103,17.7,4094558159,147,,,,,,,55.9,,,,,,,,,,,,,,
