id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/9/value,qualifier/15/value,qualifier/16/value
2496594319,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-01-11T19:18:45.952Z,2023-01-11T19:54:20Z,3973811695,194,dvtd4xsoihe7srn69irnng5w5,3973811691,130,8,3973811687,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3973811689,59,"1, 25, 3, 6, 22, 5, 15, 2, 19, 23, 10, 7, 11, 24, 26, 28, 29, 37, 40, 92",3973811685,30,"cgqunmh8aw465fna15rdve8d1, 7rvgrqf0ktsepvwpj0osy5pzp, dlzepva4fgihzwx4vfzagiy1h, 6ynchgp6o4tajwvnfdnoo11at, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, dvtd4xsoihe7srn69irnng5w5, boa0e436nc3u53cumlao9ulex, 36ylt0kjn7t0vajmelu4mbazu, bqq4tqw6tp68c1fya04onf6c5, 310zaj8t3k4c8aj54ml0n0kx5, 9fcg5wz6no3f9mn7ch45g06hh, 2bfbi3t4aufb47wwt56ilzoyc, 4lg41m643jf18dgax298bufpw, qooxolimrpdm50kl9woa6jje, e1ydpg4lqw2pnidfbsciv9pm1, 99yx7t2j59cyia4bkpi59q1as, 4l4hmsih1jyb9jegs60cbn4oa, 2gkxanzyj7yoadakl2j6tfggk, 9vwdme2e657vrezfixnimrv85",3973811699,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973811693,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973811697,197,16766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496594335,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-01-11T19:18:48.769Z,2023-01-11T19:18:48Z,3973811783,194,8z0395s37qe2lqi9qsvyskgk5,3973811787,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973811775,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3973811773,30,"4cetkl0w2uq40ccti5ka6a4t1, cfg0ocm0b2icpagbtnzkrihn9, 54w62kh31qyyu7tipmjlt95g5, 5qg0coudjinnt978myh4n4n2t, 8z0395s37qe2lqi9qsvyskgk5, 9adbv1dl7dp7vze3b9sarerbp, f3v58fkymhrprt5gs0ccm29xx, cionsifzpx5rhc8es29wv6i95, 3vx94h32ahujciraspdayj9t6, c5ryhn04g9goikd0blmh83aol, 779rrkp47akkd5usq53begatx, 9sme7jykdv8msgfu0nxx6h39x, ckjcm9q26zd6q8tkq0go6oxcl, 4pyehox7p3z64c4l3k8yoyfv9, dsmcqfl0e1be4ag7czbnolo15, atlhc604ri3rr4w012otutyj8, 2s2fzli5c7h9dfcertq2dwxec, 59zam5h3noyxf84k3jv1ofy1g, 34z1r2585ifo6zdcfuu6xumfo, 1cyf4ify8xpgv0shxodyt2q6s",3973811779,130,17,3973811777,59,"99, 26, 14, 15, 5, 4, 8, 17, 44, 30, 10, 1, 16, 19, 28, 31, 33, 37, 35, 36",3973811781,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973811785,197,15881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607931,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-01-11T20:00:51.241Z,2023-01-11T20:00:51Z,3973887387,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607937,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-01-11T20:00:51.241Z,2023-01-12T01:58:01Z,3973887405,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607963,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,50.1,50,2023-01-11T20:00:51.702Z,2023-01-12T02:03:46Z,3974241065,178,,3973887577,279,S,3973887573,212,8.2,3973887571,141,52.8,3973887575,213,2.9,3973887567,56,Back,3973887569,140,42.5,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607975,4,1,1,0,6,75qj99fhg5c0ztj2tva5u4uii,1,39.4,60,2023-01-11T20:00:57.624Z,2023-01-12T04:47:57Z,3973887665,56,Back,3973887673,213,4.4,3973887671,212,13.1,3974241101,178,,3973887667,140,35.7,3973887669,141,41.6,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607991,5,1,1,0,9,75qj99fhg5c0ztj2tva5u4uii,1,38.3,27.5,2023-01-11T20:01:00.351Z,2023-01-12T04:47:56Z,3973887775,212,16.0,3973887771,140,36.8,3973887769,56,Back,3973887773,141,4.1,3974241135,178,,3973887777,213,4.6,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608013,6,1,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,38.5,4.2,2023-01-11T20:01:02.405Z,2023-01-12T04:47:55Z,3974241159,178,,3973887903,212,20.0,3973887899,140,24.1,3973887901,141,23.5,3973887897,56,Back,3973887905,213,2.4,,,,,,,7rvgrqf0ktsepvwpj0osy5pzp,A. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608045,7,1,1,0,14,75qj99fhg5c0ztj2tva5u4uii,1,20.6,22.5,2023-01-11T20:01:05.610Z,2023-01-12T04:47:54Z,3973888049,56,Back,3973888053,141,47.6,3973888057,213,2.2,3973888051,140,7.5,3973888055,212,21.9,3974241199,178,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608061,8,1,1,0,17,75qj99fhg5c0ztj2tva5u4uii,1,11.7,51.2,2023-01-11T20:01:08.563Z,2023-01-12T04:47:53Z,3973888141,56,Back,3973888145,141,66.9,3974241225,178,,3973888147,212,11.1,3973888149,213,1.3,3973888143,140,14.5,,,,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608089,9,1,1,0,19,75qj99fhg5c0ztj2tva5u4uii,1,15.5,74.4,2023-01-11T20:01:11.075Z,2023-01-12T04:47:52Z,3973888343,213,0.8,3973888337,140,26.1,3973888339,141,92.4,3974241243,178,,3973888341,212,16.5,3973888335,56,Back,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608107,10,1,1,0,24,75qj99fhg5c0ztj2tva5u4uii,1,30,88.6,2023-01-11T20:01:15.874Z,2023-01-12T04:47:51Z,3973888421,56,Back,3973888425,141,95.0,3974241259,178,,3973888429,213,0.6,3973888423,140,35.9,3973888427,212,7.6,,,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608115,11,1,1,0,26,75qj99fhg5c0ztj2tva5u4uii,1,35.9,97.1,2023-01-11T20:01:17.442Z,2023-01-12T04:47:50Z,3973888505,212,9.2,3973888501,141,88.8,3974241297,178,,3973888497,56,Back,3973888499,140,42.8,3973888509,213,5.6,,,,,,,310zaj8t3k4c8aj54ml0n0kx5,H. Abdelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608119,12,61,1,0,27,75qj99fhg5c0ztj2tva5u4uii,0,46.9,80.1,2023-01-11T20:01:18.675Z,2023-01-12T04:47:50Z,3973888525,56,Back,3974241365,178,,,,,,,,,,,,,,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608127,3,49,1,0,28,2b3mar72yy8d6uvat1ka6tn3r,1,47.4,15.6,2023-01-11T20:01:19.943Z,2023-01-12T04:47:49Z,,,,,,,,,,,,,,,,,,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608139,4,1,1,0,31,2b3mar72yy8d6uvat1ka6tn3r,1,43.1,35.5,2023-01-11T20:01:22.550Z,2023-01-12T04:47:48Z,3973888655,212,20.7,3973888651,140,29.5,3974241455,178,,3973888657,213,2.3,3973888653,141,57.5,3973888649,56,Back,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608163,5,1,1,0,34,2b3mar72yy8d6uvat1ka6tn3r,1,31.5,57,2023-01-11T20:01:26.025Z,2023-02-02T05:02:27Z,3973888807,213,5.2,3974241495,178,,3973888803,141,47.6,3973888805,212,7.2,3973888801,140,34.7,3973888799,56,Back,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496690333,2569,1,1,0,35,2b3mar72yy8d6uvat1ka6tn3r,1,36.5,47.3,2023-01-11T20:01:27.043Z,2023-02-02T05:02:29Z,3974310703,141,41.5,3974310707,213,3.5,3974310711,178,,3974310701,140,27.5,3974310705,212,10.2,3974310699,56,Back,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608195,6,1,1,0,37,2b3mar72yy8d6uvat1ka6tn3r,1,30.1,43.7,2023-01-11T20:01:28.961Z,2023-02-02T05:02:16Z,3973888983,212,18.5,3974242741,178,,3973888981,141,17.6,3973888985,213,5.0,3973888977,56,Back,3973888979,140,35.0,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608209,7,1,1,0,40,2b3mar72yy8d6uvat1ka6tn3r,1,40.3,17.6,2023-01-11T20:01:31.462Z,2023-02-02T05:02:23Z,3973889061,141,5.0,3973889065,213,5.6,3973889057,56,Right,3973889059,140,51.2,3974242761,178,,3973889063,212,14.3,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
