id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/18/value,assist,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2444942033,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-08-12T18:16:24.059Z,2022-08-12T19:06:52Z,3700168413,59,"1, 11, 29, 4, 3, 21, 10, 5, 27, 31, 8, 2, 7, 12, 16, 19, 20, 22, 24, 61",3700168421,197,654,3700168415,130,12,3700168419,194,f0e5posm9z0oma2t3u9k1qy95,3700168417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700168407,30,"f0e5posm9z0oma2t3u9k1qy95, 9dzyrffyz77zqmptudhdrh8lx, 4a7x84pflda40oka94y36gwk, 53yrdwlr1pw23bxyxfg85npat, crjrpkb5p430hludk5acmhjv9, 3g217lvxyrxlzsyp0rmlvglp1, 9yfnfwqog4y572aoe2iztnbv9, 8zc2u2dfrokzg3domqmt30s0l, 6tedvat245ajkir9c4035i0np, d3y4csfpvhzcowlusw9xe32eh, cg1j982govx2perwr3rv33t1x, 8tzgykz7kqb1p2rt96nghfh05, 7k0r5crdh9blj3edt31zwy0dm, a0o34jherpgziz52ri0zxms45, ctygavkrblcxra880nwej0bf9, 7rxtf7xgbve0elx0uefl5f310, 1otm8rmlwrddxqeqelo6vhtec, 6bli1onqzaglkkowwfw2wncb8, bxb5trtzllty8eqteifyw4zit, 8iye1eysqbvql4glw0lcf1vro",3700168411,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3700168423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444946059,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-12T18:21:17.761Z,2022-08-12T18:21:17Z,3700189277,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3700189295,197,16459,3700189297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700189273,30,"2ols4tslj83nkbztgkx9s92hh, tca8ra7ew1b1uny96ku0ql05, 8jjep8bx1jpjuf8firxccc549, 7nivkfkngr374fx5totgektm1, e211nih87ou9t8crzjbbzhexh, avk0vktquq3oum9w6dyodlz6y, b8dd5q3n5irlkcv0ekzqhzc2x, 31sljkjull0n7082fed26stzp, efcz85z2tvggsucnvivkmsxyh, 3pz4ro9b1u6u45gs7d6apmo5x, a35r6fa79ipqqktiff3uhz6j9, fij46jr9fq43444gr1y8tl9l, afaseprhytbymcocemwregzc9, 6q793p9lurdevqmetgoke54wk, c1fcxha3l058brl1925muv2l1, 7c0b5fz3m1uw0fwpm051e6rfu, 8h5jl1u3p8sr2pwdmyxl14416, 5ixupu8etas04im7097qhb1ed, bt40tdni85hiz1gtkw0b6qmfo, 17q3e6g2gvlnpwnzf9d6a9eqd",3700189285,130,8,3700189289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3700189281,59,"1, 13, 3, 20, 6, 4, 9, 21, 27, 17, 7, 5, 11, 15, 16, 18, 30, 31, 35, 8",3700189293,194,e211nih87ou9t8crzjbbzhexh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971031,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-12T19:00:07.635Z,2022-08-12T19:00:07Z,3700325217,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971021,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-08-12T19:00:07.635Z,2022-08-13T01:21:34Z,3700325183,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971045,3,1,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,49.5,49.9,2022-08-12T19:00:07.743Z,2022-08-13T03:40:29Z,3701079051,178,,3700325261,140,32.7,3700325259,56,Back,3700325267,213,2.9,3700325269,279,S,3700325265,212,18.4,3700325263,141,57.6,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971101,4,1,1,0,2,750ustvk4jfqmo8q4gnrcxy7z,1,31,54.1,2022-08-12T19:00:10.599Z,2022-08-13T07:35:09Z,3700325517,155,,3700325519,56,Right,3700325523,141,7.6,3701079055,178,,3700325521,140,71.0,3700325527,213,5.6,3700325529,1,,3700325525,212,52.6,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971105,5,44,1,0,6,750ustvk4jfqmo8q4gnrcxy7z,1,74,7.5,2022-08-12T19:00:14.074Z,2022-08-13T07:35:08Z,3700325539,286,,3700325537,56,Right,3700325543,233,3,,,,,,,,,,,,,,,,9dzyrffyz77zqmptudhdrh8lx,M. Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971103,3,44,1,0,6,be2k34rut1lz79jxenabttqlc,0,26,92.5,2022-08-12T19:00:14.075Z,2022-08-13T07:35:08Z,3700325559,233,5,3700325533,56,Back,3700325535,285,,,,,,,,,,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971115,6,1,1,0,6,750ustvk4jfqmo8q4gnrcxy7z,0,74.3,7.5,2022-08-12T19:00:14.195Z,2022-08-13T07:35:08Z,3701079071,388,,3700325583,56,Right,3700325591,213,1.4,3700325581,3,,3700325585,140,75.2,3700325589,212,6.8,3700325587,141,17.4,,,,9dzyrffyz77zqmptudhdrh8lx,M. Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971141,4,1,1,0,7,be2k34rut1lz79jxenabttqlc,0,20.8,81.5,2022-08-12T19:00:15.081Z,2022-08-13T07:35:07Z,3700325711,141,63.0,3700325715,213,5.6,3700325717,1,,3701079103,178,,3700325707,56,Back,3700325709,140,36.8,3700325705,157,,3700325713,212,21.0,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971237,7,1,1,0,9,750ustvk4jfqmo8q4gnrcxy7z,1,62.5,33.8,2022-08-12T19:00:17.541Z,2022-08-13T07:35:07Z,3701207543,1,,3700326123,140,89.3,3700326119,155,,3700326125,141,8.5,3700326127,212,33.0,3700326129,213,5.7,3701079143,178,,3700326121,56,Right,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971241,8,61,1,0,13,750ustvk4jfqmo8q4gnrcxy7z,0,88.9,11.2,2022-08-12T19:00:21.201Z,2022-08-13T07:35:06Z,3700326137,56,Right,3701079165,178,,3701079163,21,,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971187,5,43,1,0,13,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-12T19:00:21.265Z,2022-08-12T19:00:38Z,3700325927,285,0,3700326653,144,44,3700325925,56,Back,,,,,,,,,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971219,6,5,1,0,15,be2k34rut1lz79jxenabttqlc,1,-1.9,90.8,2022-08-12T19:00:23.459Z,2022-08-13T03:40:59Z,3700326203,233,9,3700326063,346,,3700326061,56,Back,,,,,,,,,,,,,,,,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971245,9,5,1,0,15,750ustvk4jfqmo8q4gnrcxy7z,0,101.9,9.2,2022-08-12T19:00:23.459Z,2022-08-13T03:40:58Z,3700326159,56,Right,3700326161,346,,3700326223,233,6,,,,,,,,,,,,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971607,7,1,1,0,52,be2k34rut1lz79jxenabttqlc,1,5.6,62.3,2022-08-12T19:01:00.129Z,2022-08-13T07:44:19Z,3700328037,213,4.9,3700328035,212,23.7,3700328031,140,10.4,3700328029,56,Back,3700328027,124,,3700546693,189,,3700328041,237,,3700328033,141,28.3,avk0vktquq3oum9w6dyodlz6y,Alexsandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444971623,8,43,1,0,55,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-12T19:01:02.770Z,2022-08-12T19:48:52Z,3700328121,212,16.0,3700546791,144,1,3700328117,140,8.0,3700328119,141,51.5,3700328115,56,Back,3700328145,189,0,3700328123,213,1.7,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
