id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/11/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2529884065,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-04-07T18:10:01.836Z,2023-04-07T19:05:18Z,4170628195,197,11899,4170392257,194,3h62hv3ksrnl7n7di2b080y51,4170392259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170392251,59,"30, 7, 29, 14, 4, 24, 26, 8, 11, 28, 20, 3, 6, 10, 13, 16, 18, 21, 22, 36",4170392249,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4170392247,30,"25cggz2egeqce47yijxadsslx, 7izciy79i6d6h7usfr8mcmh91, bt4yy465bb33u7phdhnlr6pcl, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, 5jrt4as7f9xt1i1enj2dxx65m, 3h62hv3ksrnl7n7di2b080y51, 64ubq0xra74xaunooi8knyajt, c8u45gxriyq1rup5fpr30xrdh, d9q12xp4h8nhtjxl5il3vufh1, 1ad3itgiwcnyw3o9wplhah2hh, b4lc7czw7al6g7a7qzcqzya22, bzmxjsk1tr4p2n7hwakvfomei, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, eolso19u03zxw2pca2i95v4dl, qt2jl9zxkj4lxqzeydbb6hg5, 7h28voyog9dhvitn6hj1omhh, 4yxo8gwnou3m7jh6ph8lkuw44",4170392255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170392253,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529893871,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-04-07T18:21:16.557Z,2023-04-07T18:59:27Z,4170445723,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4170599005,194,d5at3cowukpxiptq5ozcbe6s5,4170445725,59,"1, 32, 77, 29, 24, 22, 19, 27, 20, 8, 17, 2, 3, 5, 6, 9, 12, 14, 18, 40",4170445727,130,17,4170599007,197,8123,4170445729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170445731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4170445721,30,"2vgr8c97x4b2e51tyvvixusid, 7atxpldexe9adg8ft1wbjndud, 1hlvnmu8we38d44sdexhhxcyd, 7bba28af7hqhh7ruo91x2mk9g, d5at3cowukpxiptq5ozcbe6s5, 7z1gixk4hvbbgo71xgb04942x, egtyl4noukbjkm1va1i11e87o, cb6w7n7n1eh9huwzyzvgmdxih, bndkgzdolm2c3iteenkv8s3it, d394go61g90f1u6bddu1narit, wg9qybhs3qeq9awhux331uqx, 1y5p476l4ihjndiyvfsmcg82x, 17acodpsoxkhha2iem2465ivp, eo47h2ekymiisj3kry3og7tgp, 88nw24pkg2ikj9c91tccvqol, 950o8rjqvnl5bnidq2dc3fglx, f0busiccqoe2jg69st02ngfe1, 42vsnv2j6emkbynforgon4n2t, 53nd6a4o02ebb0w2s12prijje, 3zkkrq8sph1lo23bt8d1nz10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922739,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-04-07T19:00:53.988Z,2023-04-07T19:00:59Z,4170604757,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922721,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-04-07T19:00:53.988Z,2023-04-07T23:39:56Z,4170604669,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922789,3,1,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,50,50,2023-04-07T19:00:54.077Z,2023-04-07T23:53:45Z,4170605027,141,49.7,4170605031,212,17.3,4170605035,279,S,4171208545,178,,4170605033,213,3.2,4170605019,56,Back,4170605023,140,33.5,,,,egtyl4noukbjkm1va1i11e87o,H. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922813,4,1,1,0,3,71ajatxnuhc5cnm3xvgdky49w,0,38.8,53.9,2023-04-07T19:00:57.271Z,2023-04-08T04:25:32Z,4170605163,56,Center,4171208625,178,,4170605171,213,0.3,4170605165,140,76.7,4170605159,155,,4170605173,1,,4170605167,141,70.2,4170605169,212,41.3,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922867,3,1,1,0,6,3xedluek08t2ka7oypwuullcn,1,19.1,29.5,2023-04-07T19:01:00.637Z,2023-04-08T04:25:32Z,4170605445,140,34.6,4170605451,213,5.8,4171208727,388,,4170605443,56,Back,4170605441,3,,4170605449,212,18.5,4170605447,141,16.7,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922875,4,49,1,0,8,3xedluek08t2ka7oypwuullcn,1,30.6,22.9,2023-04-07T19:01:02.039Z,2023-04-08T04:25:32Z,,,,,,,,,,,,,,,,,,,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922931,5,1,1,0,12,3xedluek08t2ka7oypwuullcn,1,39.9,1.3,2023-04-07T19:01:06.058Z,2023-04-08T04:25:30Z,4170605781,140,28.6,4170605787,213,3.0,4170605783,141,3.5,4170605779,56,Back,4170605785,212,12.0,4171208805,178,,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529922991,6,1,1,0,13,3xedluek08t2ka7oypwuullcn,1,32,6,2023-04-07T19:01:07.643Z,2023-04-08T04:25:29Z,4170606159,212,11.9,4170606157,141,17.6,4171208813,178,,4170606155,140,23.5,4170606161,213,2.4,4170606153,56,Back,,,,,,,7izciy79i6d6h7usfr8mcmh91,F. Sotoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
