id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2449272361,9,1,1,0,17,17o35s8assv3kamxowzz77k4r,1,14.8,46.4,2022-08-21T13:00:54.206Z,2022-08-22T02:06:11Z,3723104537,140,27.1,3723104535,56,Back,3723104539,141,44.1,3725185465,178,,3723104541,212,13.0,3723104543,213,6.2,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272437,10,1,1,0,18,17o35s8assv3kamxowzz77k4r,1,26.2,43.8,2022-08-21T13:00:55.527Z,2022-08-22T02:06:10Z,3725185625,178,,3723104909,56,Back,3723104913,141,20.2,3723104917,213,4.7,3723104911,140,25.6,3723104915,212,16.1,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272461,11,1,1,0,23,17o35s8assv3kamxowzz77k4r,1,30.2,16.9,2022-08-21T13:00:59.981Z,2022-08-22T02:06:09Z,3723105065,141,43.3,3725185851,178,,3723105061,56,Back,3723105067,212,18.8,3723105069,213,1.9,3723105063,140,24.9,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272517,12,1,1,0,24,17o35s8assv3kamxowzz77k4r,1,25.4,40.5,2022-08-21T13:01:01.402Z,2022-08-22T02:06:09Z,3723105293,140,8.4,3723105299,213,2.9,3723105297,212,18.5,3723105291,56,Back,3725186063,178,,3723105295,141,47.5,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449667253,1273,43,1,0,28,17o35s8assv3kamxowzz77k4r,1,0,0,2022-08-21T13:01:05.568Z,2022-08-21T23:43:29Z,3725264549,178,0,3725264823,144,82,,,,,,,,,,,,,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272619,13,1,1,0,29,17o35s8assv3kamxowzz77k4r,1,9.4,47.3,2022-08-21T13:01:05.739Z,2022-08-22T02:06:08Z,3723105697,213,5.1,3723105689,56,Back,3723105693,141,13.1,3725186253,178,,3723105695,212,25.0,3723105691,140,18.1,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272635,14,1,1,0,34,17o35s8assv3kamxowzz77k4r,1,31.3,9.8,2022-08-21T13:01:11.498Z,2022-08-22T02:06:07Z,3723105769,212,7.5,3723105763,56,Back,3725186407,178,,3723105767,141,2.4,3723105765,140,36.6,3723105771,213,5.5,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272669,15,1,1,0,36,17o35s8assv3kamxowzz77k4r,1,41.1,1.4,2022-08-21T13:01:13.394Z,2022-08-22T02:06:06Z,3723105921,212,13.7,3723105915,56,Back,3725186593,178,,3723105923,213,3.0,3723105917,140,28.3,3723105919,141,5.2,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272703,16,1,1,0,39,17o35s8assv3kamxowzz77k4r,1,27.4,3.7,2022-08-21T13:01:16.087Z,2022-08-22T02:06:05Z,3723106115,213,1.3,3723106111,141,17.7,3723106109,140,30.3,3723106107,56,Back,3725186933,178,,3723106113,212,10.0,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272737,17,1,1,0,41,17o35s8assv3kamxowzz77k4r,1,29.6,16,2022-08-21T13:01:18.096Z,2022-08-22T02:06:04Z,3723106391,140,8.7,3723106395,212,25.6,3725187193,178,,3723106393,141,35.5,3723106397,213,2.6,3723106389,56,Back,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272795,18,1,1,0,44,17o35s8assv3kamxowzz77k4r,1,10.4,34.2,2022-08-21T13:01:21.208Z,2022-08-22T02:06:04Z,3723106633,213,1.2,3723106627,140,22.1,3723106629,141,75.6,3723106631,212,30.7,3723106625,56,Back,3725187363,178,,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272833,19,1,1,0,48,17o35s8assv3kamxowzz77k4r,1,20.3,73.5,2022-08-21T13:01:24.868Z,2022-08-22T02:06:03Z,3723106829,56,Back,3723106833,141,96.6,3723106837,213,1.2,3725187583,178,,3723106831,140,25.7,3723106835,212,16.7,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272859,20,1,1,0,51,17o35s8assv3kamxowzz77k4r,1,27.1,97.7,2022-08-21T13:01:27.989Z,2022-08-22T02:06:02Z,3723106991,140,29.9,3723106995,212,11.2,3725187849,178,,3723106993,141,81.8,3723106997,213,5.0,3723106989,56,Back,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272907,21,1,1,0,53,17o35s8assv3kamxowzz77k4r,1,30.6,89,2022-08-21T13:01:29.964Z,2022-08-22T02:06:01Z,3723107211,212,6.3,3723107205,56,Back,3723107213,213,5.6,3725188167,178,,3723107209,141,83.3,3723107207,140,35.3,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272997,22,1,1,0,55,17o35s8assv3kamxowzz77k4r,1,40,86.5,2022-08-21T13:01:31.941Z,2022-08-22T02:06:01Z,3723107641,213,0.3,3723107639,212,20.8,3723107633,56,Left,3723107637,141,95.1,3725188529,178,,3723107635,140,59.0,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273015,23,1,1,0,59,17o35s8assv3kamxowzz77k4r,1,69.3,93.7,2022-08-21T13:01:36.124Z,2022-08-22T02:06:00Z,3725188935,178,,3723107717,56,Left,3723107727,212,7.5,3723107729,213,4.3,3723107725,141,83.7,3723107721,140,66.3,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449668157,1308,43,1,0,59,17o35s8assv3kamxowzz77k4r,1,0,0,2022-08-21T13:01:36.293Z,2022-08-21T23:45:20Z,3725269489,178,0,3725269661,144,82,,,,,,,,,,,,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273057,24,1,1,1,0,17o35s8assv3kamxowzz77k4r,0,71.2,82.1,2022-08-21T13:01:36.930Z,2022-08-22T02:05:59Z,3723107945,140,91.8,3723107947,141,86.2,3723107949,212,21.8,3723107951,213,0.1,3723107943,56,Left,3725189333,178,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273085,3,12,1,1,3,bx0cdmzr2gwr70ez72dorx82p,1,6.6,15.1,2022-08-21T13:01:39.888Z,2022-08-22T02:05:59Z,3723108047,141,0.0,3723108045,140,11.9,3723108051,213,5.2,3723108049,212,12.3,3723108043,56,Back,3723108093,167,,3725189595,178,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273093,4,5,1,1,3,bx0cdmzr2gwr70ez72dorx82p,0,14.8,-1.2,2022-08-21T13:01:40.362Z,2022-08-21T23:12:37Z,3723108073,56,Back,3723108687,233,25,3723108075,347,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273207,25,5,1,1,3,17o35s8assv3kamxowzz77k4r,1,85.2,101.2,2022-08-21T13:01:40.362Z,2022-08-21T23:12:37Z,3723108639,347,,3723108637,56,Left,3723108649,233,4,,,,,,,,,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273259,26,1,1,1,12,17o35s8assv3kamxowzz77k4r,1,89.5,100,2022-08-21T13:01:49.146Z,2022-08-22T02:05:58Z,3723108895,212,12.3,3723108891,140,78.8,3723108889,56,Left,3723108897,213,3.6,3723108887,107,,3723108893,141,94.4,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273263,27,3,1,1,14,17o35s8assv3kamxowzz77k4r,0,82.2,96,2022-08-21T13:01:51.420Z,2022-08-22T02:05:58Z,3723108915,56,Left,3723108917,286,,3724570095,233,5,3725191841,178,,3724023923,465,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273325,5,7,1,1,14,bx0cdmzr2gwr70ez72dorx82p,1,17.8,4,2022-08-21T13:01:51.605Z,2022-08-22T02:05:57Z,3723109213,233,27,3723109181,56,Back,3725192107,178,,3724024225,384,,3723109183,285,,,,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273329,6,49,1,1,16,bx0cdmzr2gwr70ez72dorx82p,1,24.8,0.4,2022-08-21T13:01:53.179Z,2022-08-22T02:05:57Z,,,,,,,,,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273413,7,1,1,1,16,bx0cdmzr2gwr70ez72dorx82p,1,24.6,0.1,2022-08-21T13:01:53.271Z,2022-08-22T02:05:57Z,3723109585,141,9.2,3723109581,56,Back,3725192961,178,,3723109587,212,8.8,3723121707,168,,3723109583,140,30.6,3723109589,213,0.8,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273497,8,4,1,1,19,bx0cdmzr2gwr70ez72dorx82p,1,35,1.8,2022-08-21T13:01:55.826Z,2022-08-22T02:05:55Z,3723109931,286,,3723119347,295,,3723109925,56,Back,3723109927,152,,3723188927,233,29,3723109923,13,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273771,29,4,1,1,19,17o35s8assv3kamxowzz77k4r,0,65,98.2,2022-08-21T13:01:55.827Z,2022-08-22T02:05:55Z,3723111057,13,,3723119421,295,,3723111059,56,Left,3723111065,285,,3725193273,178,,3723111061,152,,3723188933,233,8,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449668521,1563,43,1,1,19,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-21T13:01:55.884Z,2022-08-21T23:46:20Z,3725271681,178,0,3725271835,144,82,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273435,28,43,1,1,24,17o35s8assv3kamxowzz77k4r,1,0,0,2022-08-21T13:02:00.644Z,2022-08-21T13:02:17Z,3723111161,144,49,,,,,,,,,,,,,,,,,,,,,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273831,9,1,1,1,37,bx0cdmzr2gwr70ez72dorx82p,1,38.8,7,2022-08-21T13:02:13.918Z,2022-08-22T02:05:55Z,3725193585,178,,3723111329,56,Back,3723111327,152,,3723111333,141,28.6,3723111337,213,2.0,3723111325,5,,3723111331,140,31.7,3723111335,212,16.5,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273873,10,1,1,1,40,bx0cdmzr2gwr70ez72dorx82p,1,27.8,21.9,2022-08-21T13:02:16.753Z,2022-08-22T02:05:54Z,3723111473,141,34.0,3723111477,213,0.9,3723111469,56,Back,3723111471,140,34.5,3725193797,178,,3723111475,212,10.8,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449273959,11,1,1,1,43,bx0cdmzr2gwr70ez72dorx82p,1,34.4,38.9,2022-08-21T13:02:20.585Z,2022-08-22T02:05:52Z,3723111869,141,58.8,3723111867,140,32.3,3723111873,213,1.7,3725193937,178,,3723111871,212,13.7,3723111865,56,Back,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274111,12,1,1,1,47,bx0cdmzr2gwr70ez72dorx82p,1,34,60.2,2022-08-21T13:02:24.344Z,2022-08-22T02:05:51Z,3723112505,56,Back,3723112509,140,39.1,3723112517,212,22.3,3723112513,141,28.4,3723112519,213,5.0,3725194121,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449668941,1575,43,1,1,52,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-21T13:02:29.157Z,2022-08-21T23:47:28Z,3725273883,178,0,3725274117,144,82,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274151,13,1,1,1,53,bx0cdmzr2gwr70ez72dorx82p,1,53.8,18.9,2022-08-21T13:02:29.806Z,2022-08-22T02:05:48Z,3725194353,178,,3723112709,212,13.4,3723112703,56,Center,3723112707,141,25.6,3723112711,213,0.3,3723112705,140,65.8,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449669165,1578,67,1,1,53,bx0cdmzr2gwr70ez72dorx82p,1,64.8,18.9,2022-08-21T13:02:30.504Z,2022-08-22T02:05:48Z,3725275049,233,1330,,,,,,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449669161,1330,67,1,1,53,17o35s8assv3kamxowzz77k4r,0,35.2,81.1,2022-08-21T13:02:30.505Z,2022-08-22T02:05:47Z,3725275055,233,1578,,,,,,,,,,,,,,,,,,,,,,5rd9832gct7uy0acodmor8b11,F. Ogier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449669177,1579,43,1,1,53,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-08-21T13:02:30.505Z,2022-08-22T00:18:36Z,3725275129,178,0,3725348407,144,82,,,,,,,,,,,,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274173,14,1,1,1,54,bx0cdmzr2gwr70ez72dorx82p,1,61.7,19.7,2022-08-21T13:02:31.527Z,2022-08-22T02:05:47Z,3723112815,140,63.7,3723112817,141,23.2,3723112819,212,3.2,3723112813,56,Center,3725194591,178,,3723112823,213,0.8,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274297,15,1,1,1,55,bx0cdmzr2gwr70ez72dorx82p,1,58.9,14,2022-08-21T13:02:32.555Z,2022-08-22T02:05:46Z,3723113255,141,6.8,3723113251,56,Right,3723113261,1,,3723113257,212,39.6,3725194813,178,,3723113253,140,96.3,3723113249,155,,3723113259,213,6.2,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274321,16,1,1,2,1,bx0cdmzr2gwr70ez72dorx82p,1,97.5,8,2022-08-21T13:02:38.415Z,2022-08-22T02:05:46Z,3723113357,212,9.9,3723113359,213,1.7,3723113353,140,95.9,3723113355,141,22.4,3725195071,178,,3723113351,56,Center,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274347,17,1,1,2,4,bx0cdmzr2gwr70ez72dorx82p,1,93.4,22.4,2022-08-21T13:02:40.980Z,2022-08-22T02:05:45Z,3723113457,141,29.2,3723113459,212,9.3,3723113453,56,Center,3723113455,140,85.7,3723113461,213,2.6,3725195253,178,,,,,,,,9tgbdheyuooa8cfz06l577end,C. Stengs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274379,18,1,1,2,5,bx0cdmzr2gwr70ez72dorx82p,1,85.8,31.6,2022-08-21T13:02:42.301Z,2022-08-22T02:05:44Z,3723113597,212,6.1,3723113587,56,Center,3723113599,213,4.4,3723113595,141,23.0,3725195425,178,,3723113591,140,84.2,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274415,19,1,1,2,7,bx0cdmzr2gwr70ez72dorx82p,1,83.7,22.1,2022-08-21T13:02:43.976Z,2022-08-22T02:05:43Z,3723113733,212,7.4,3723113729,140,79.5,3725195693,178,,3723113727,56,Center,3723113731,141,30.8,3723113735,213,2.2,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449274441,20,1,1,2,8,bx0cdmzr2gwr70ez72dorx82p,1,79.3,28.7,2022-08-21T13:02:45.544Z,2022-08-22T02:05:43Z,3723113841,56,Center,3723113845,141,38.5,3723113849,213,1.7,3723113843,140,78.7,3723113847,212,6.7,3725196069,178,,,,,,,,5ak9fwtqlr2pll0nsv5br7p7u,B. Brahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
