id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2501641131,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-01-28T19:17:00.831Z,2023-01-28T19:17:01Z,4000283637,197,15909,4000283625,30,"4dbs7cgevy096gouv60eurh05, cip5lla8zu8gru2m4popsstlh, dqsslq1iz1azubowq3anwws4q, 9j742o5vdc7d54x1xdz4t9ck5, 8ni13k73i9xusj01utdmqk7h1, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, 5fbnkkf1saix4lonwx1i9k7o5, vl1b0gayryiqvl5dlukpmswl, 4euxcqawlks4c56pqj8xvwbf9, asvqr3i5wcjiajxipt1qvldyh, bonc0a0byz3r1828si9ynmuei, 74edqcuzfzy7nswqzn0v3pe22, 26mggguhavwmnq1oak12ket, ekm47qd8w1x0456lm1tmf5re1, 2p70qo9oxplufwnhlrl2b8v3e, adkchwdsbosevyzmfoy60t82c, b8m3njge4ubxcj1zbxhvk5d9m",4000283631,130,13,4000283629,59,"36, 17, 30, 23, 4, 99, 21, 27, 70, 18, 6, 1, 5, 10, 22, 29, 33, 47",4000283639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000283627,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4000283635,194,8s259ktv9j6ei0f8rh2msqfh1,4000283633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501644069,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-01-28T19:20:11.785Z,2023-01-28T19:21:18Z,4000299997,130,15,4000300001,194,a2s2c6anax9wnlsw1s6vunl5h,4000299991,30,"d3xdl3p9vd1c0m316oq2pblxx, adb8skc3qbvgunhzd9651lij8, 1o7se1aziz6fpes5hey7yijft, b0wb7gf04synxlkq7o8gvzkoa, 3djmsd2atvq16ysmocq7twsfd, 270djbc9lxhoupmd1djrii191, f5j3vhj805xtkos7l538u0d7t, 28s6z18rcl9v8561yzu7m0voq, a2s2c6anax9wnlsw1s6vunl5h, rn17zrbsh1g9r1tj4xyvhgr8, 28x7i681wkjueanvkevew3bh1, f4pqxviuwzd6a803jfx9bh4o9, 9bqv99e39z86mn7dq3wnyt90p, csvqjyuk06gzvjm408513nydx, 2axi9gr1lhuewlt06emrk44q1, 4rlw04tze791jwt623h5ikg5x, 8xitc97j4scfajm8ucq7e5l91, dkve6gf309h5tglwawqx8mlzp, d3pb7ybk0yv0hrjbr80vyx1xw, 72m5u1rlgh6e229zpfvp7f5jp",4000305327,197,650,4000300003,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000299999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4000299993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4000299995,59,"16, 2, 12, 19, 6, 3, 27, 15, 10, 44, 17, 9, 14, 18, 23, 26, 30, 36, 41, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673835,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-01-28T20:00:32.412Z,2023-01-28T20:00:32Z,4000464249,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673857,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-01-28T20:00:32.412Z,2023-01-29T00:57:52Z,4000464383,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673861,3,1,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,49.9,49.7,2023-01-28T20:00:32.468Z,2023-01-29T01:23:09Z,4001139417,178,,4000464401,141,57.3,4000464405,213,2.8,4000464403,212,16.6,4000464399,140,34.9,4000464397,56,Back,4000464407,279,S,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673871,4,1,1,0,2,4t4hod56fsj7utpjdor8so5q6,1,34.4,51.4,2023-01-28T20:00:34.562Z,2023-01-29T03:42:44Z,4000464479,140,31.9,4000464481,141,83.6,4001139513,178,,4000464483,212,22.1,4000464485,213,1.7,4000464477,56,Back,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673893,5,1,1,0,4,4t4hod56fsj7utpjdor8so5q6,0,34.1,76,2023-01-28T20:00:37.079Z,2023-01-29T03:42:43Z,4000464571,56,Center,4001139665,178,,4000464569,155,,4000464577,212,36.5,4000464575,141,65.4,4000464573,140,68.2,4000464581,1,,4000464579,213,6.1,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673905,3,44,1,0,7,27xvwccz8kpmqsefjv2b2sc0o,1,35.5,30.9,2023-01-28T20:00:39.567Z,2023-01-29T03:42:42Z,4000464625,56,Back,4000464627,285,,4000464643,233,6,,,,,,,,,,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673897,6,44,1,0,7,4t4hod56fsj7utpjdor8so5q6,0,64.5,69.1,2023-01-28T20:00:39.568Z,2023-01-29T03:42:42Z,4000464653,233,3,4000464597,56,Center,4000464599,286,,,,,,,,,,,,,,,,,rn17zrbsh1g9r1tj4xyvhgr8,E. Ben Seghir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501673909,4,1,1,0,7,27xvwccz8kpmqsefjv2b2sc0o,0,35.2,31.6,2023-01-28T20:00:39.622Z,2023-01-29T03:42:41Z,4000464659,56,Back,4000464667,213,0.3,4000464661,140,38.7,4000464657,3,,4000464665,212,3.8,4000464663,141,33.1,4001139819,388,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
