id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2497702365,4,61,1,0,9,bx0cdmzr2gwr70ez72dorx82p,1,31.7,35.2,2023-01-15T14:00:22.871Z,2023-01-16T06:08:24Z,3980677261,388,,3979650387,56,Back,3980677259,21,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497898145,975,67,1,0,11,3c3jcs7vc1t6vz5lev162jyv7,1,66.2,58.2,2023-01-15T14:00:24.276Z,2023-01-16T06:08:23Z,3980733137,233,969,,,,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497898141,969,67,1,0,11,bx0cdmzr2gwr70ez72dorx82p,0,33.8,41.8,2023-01-15T14:00:24.277Z,2023-01-16T06:08:23Z,3980733159,233,975,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702399,8,1,1,0,11,3c3jcs7vc1t6vz5lev162jyv7,1,66.9,56.5,2023-01-15T14:00:24.326Z,2023-01-16T06:08:22Z,3979650571,140,89.7,3979653755,210,15,3979650569,56,Center,3979650575,212,25.6,3980677311,178,,3979653757,154,,3979650577,213,0.4,3979650573,141,69.7,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702401,9,15,1,0,14,3c3jcs7vc1t6vz5lev162jyv7,1,89,67.8,2023-01-15T14:00:27.054Z,2023-01-16T06:08:22Z,3979653783,55,8,3979653805,147,54.7,3979653789,102,51.1,3979653801,146,97.7,3979650583,22,,3979653913,233,5,3979650587,56,Center,3979652589,72,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,3979653793,103,2.5,3979653779,29,3979653797,328,3979653777,78,3980677623,178,3979653781,154,3979650585,64,,,,,,,,,,,,,,,
2497702383,5,10,1,0,14,bx0cdmzr2gwr70ez72dorx82p,1,2.4,44,2023-01-15T14:00:27.551Z,2023-01-16T06:08:21Z,3979650503,173,,3979650513,56,Back,3979651477,21,,3979651475,180,,3979652633,233,9,3980287455,376,,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702413,6,49,1,0,15,bx0cdmzr2gwr70ez72dorx82p,1,11,42.8,2023-01-15T14:00:28.957Z,2023-01-16T06:08:21Z,,,,,,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702435,7,61,1,0,20,bx0cdmzr2gwr70ez72dorx82p,1,23.5,43.9,2023-01-15T14:00:33.031Z,2023-01-16T06:08:17Z,3979650771,56,Back,3980678455,178,,,,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702505,8,3,1,0,23,bx0cdmzr2gwr70ez72dorx82p,0,24.4,47.7,2023-01-15T14:00:36.534Z,2023-01-16T06:08:16Z,3979651157,233,10,3979651091,56,Back,3979651093,285,,3980291147,464,,3980681475,178,,,,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702459,10,7,1,0,23,3c3jcs7vc1t6vz5lev162jyv7,0,75.6,52.3,2023-01-15T14:00:36.880Z,2023-01-16T06:08:15Z,3979650913,286,,3980291229,385,,3979650911,56,Center,3979651115,233,8,3980681705,178,,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702513,9,61,1,0,26,bx0cdmzr2gwr70ez72dorx82p,0,21.9,47.9,2023-01-15T14:00:39.590Z,2023-01-16T06:08:15Z,3979651143,56,Back,3980682263,178,,,,,,,,,,,,,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702493,11,49,1,0,27,3c3jcs7vc1t6vz5lev162jyv7,1,78.8,56.4,2023-01-15T14:00:40.215Z,2023-01-16T06:08:14Z,,,,,,,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702521,12,1,1,0,27,3c3jcs7vc1t6vz5lev162jyv7,0,78.6,56.1,2023-01-15T14:00:40.372Z,2023-01-16T06:08:14Z,3980682789,178,,3979651181,140,80.2,3979651183,141,59.3,3979651185,212,2.7,3979651187,213,0.9,3979651179,56,Center,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497708491,104,8,1,0,28,bx0cdmzr2gwr70ez72dorx82p,1,19.9,46.6,2023-01-15T14:00:41.109Z,2023-01-16T06:08:13Z,3979685969,56,Back,3980682919,178,,3980292087,385,,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702545,13,43,1,0,30,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-01-15T14:00:43.748Z,2023-01-15T14:02:36Z,3979651295,141,71.1,3979651297,212,8.8,3979657539,144,1,3979651291,56,Center,3979651293,140,83.6,3979651299,213,1.2,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702547,14,13,1,0,30,3c3jcs7vc1t6vz5lev162jyv7,1,87.4,66.7,2023-01-15T14:00:43.798Z,2023-01-16T06:08:12Z,3979652085,231,54.4,3979652079,103,27.8,3979651995,72,,3979652083,230,98,3980683099,178,,3979651309,56,Center,3980294925,215,,3979651307,64,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,3979651305,22,,3979652081,458,3979652077,102,3979652075,83,,,,,,,57.1,,,,,,,,,,,,,,
2497702543,10,5,1,0,31,bx0cdmzr2gwr70ez72dorx82p,1,-0.7,42.8,2023-01-15T14:00:44.482Z,2023-01-15T20:23:25Z,3979651363,233,15,3979651277,346,,3979651275,56,Back,,,,,,,,,,,,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702553,15,5,1,0,31,3c3jcs7vc1t6vz5lev162jyv7,0,100.7,57.2,2023-01-15T14:00:44.482Z,2023-01-15T20:23:24Z,3979651333,346,,3979651383,233,10,3979651331,56,Center,,,,,,,,,,,,,,,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702727,12,1,1,0,55,bx0cdmzr2gwr70ez72dorx82p,1,5.2,62.4,2023-01-15T14:01:08.817Z,2023-01-16T06:08:12Z,3979652285,212,14.2,3979652287,213,4.5,3979652279,56,Back,3979876307,124,,3979652281,140,2.6,3979652283,141,41.9,3979876309,237,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702717,11,43,1,0,58,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-01-15T14:01:11.201Z,2023-01-15T14:57:46Z,3979652215,212,8.2,3979652207,124,0,3979652217,213,1.4,3979652211,140,6.2,3979652213,141,68.6,3979652209,56,Back,3979652221,237,0,3979876133,144,1,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702757,13,1,1,0,58,bx0cdmzr2gwr70ez72dorx82p,0,8.1,46.5,2023-01-15T14:01:11.980Z,2023-01-16T06:08:10Z,3979652441,212,53.6,3979652443,213,6.2,3979652433,56,Center,3979652431,155,,3980683295,178,,3979652435,140,58.9,3979652437,141,39.2,3979652445,1,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702779,16,1,1,1,1,3c3jcs7vc1t6vz5lev162jyv7,0,44.4,61.7,2023-01-15T14:01:14.647Z,2023-01-16T06:08:10Z,3979652563,213,0.0,3979652561,212,21.3,3979652555,56,Center,3979652557,140,64.7,3980683409,388,,3979652553,3,,3979652559,141,61.8,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702823,14,1,1,1,4,bx0cdmzr2gwr70ez72dorx82p,0,36.6,39.6,2023-01-15T14:01:17.583Z,2023-01-16T06:08:09Z,3979652849,213,6.0,3979652839,3,,3979652843,140,45.8,3979652841,56,Back,3979652847,212,10.0,3979652845,141,35.6,3980683629,178,,,,,e7e68wlpiqqohpg71oh4vrbl6,H. Boudaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702825,17,44,1,1,7,3c3jcs7vc1t6vz5lev162jyv7,1,52,64.9,2023-01-15T14:01:20.034Z,2023-01-16T06:08:09Z,3979652859,286,,3979652857,56,Center,3979652953,233,15,,,,,,,,,,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702827,15,44,1,1,7,bx0cdmzr2gwr70ez72dorx82p,0,48,35.1,2023-01-15T14:01:20.035Z,2023-01-16T06:08:08Z,3979652865,56,Back,3979652869,233,17,3979652867,285,,,,,,,,,,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497739449,457,61,1,1,7,3c3jcs7vc1t6vz5lev162jyv7,1,51.9,66.4,2023-01-15T14:01:20.086Z,2023-01-16T06:08:08Z,3980683817,21,,3979857663,56,Center,3980683819,388,,,,,,,,,,,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702869,18,49,1,1,8,3c3jcs7vc1t6vz5lev162jyv7,1,47.4,77.2,2023-01-15T14:01:21.636Z,2023-01-16T06:08:07Z,,,,,,,,,,,,,,,,,,,,,,,,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497821115,954,3,1,1,9,3c3jcs7vc1t6vz5lev162jyv7,0,49.4,74.9,2023-01-15T14:01:22.896Z,2023-01-16T06:08:06Z,3980298075,286,,3980298077,464,,3980298079,467,5o0h8eeydl8t92qp3ywekqh1x,3980298073,56,Back,3980684371,178,,,,,,,,,,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702839,16,43,1,1,10,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-01-15T14:01:23.057Z,2023-01-15T14:50:30Z,3979652931,141,26.2,3979652933,212,8.6,3979652929,140,51.4,3979857283,144,1,3979652925,3,0,3979652927,56,Center,3979652935,213,5.5,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702875,19,4,1,1,10,3c3jcs7vc1t6vz5lev162jyv7,1,50.2,77.6,2023-01-15T14:01:23.539Z,2023-01-16T06:08:06Z,3979653157,286,,3979653155,265,,3979653171,233,17,3979653153,152,,3979653151,56,Center,3979653149,13,,,,,,,,7ty1wdxxnusgkl34k5raipbl5,M. van Bergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702871,17,4,1,1,10,bx0cdmzr2gwr70ez72dorx82p,0,49.8,22.4,2023-01-15T14:01:23.540Z,2023-01-16T06:08:05Z,3979653191,233,19,3979653135,285,,3979653127,13,,3979653129,56,Back,3979653133,265,,3979653131,152,,3980684805,178,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703059,20,1,1,1,23,3c3jcs7vc1t6vz5lev162jyv7,1,61.5,73.4,2023-01-15T14:01:36.331Z,2023-01-16T06:08:05Z,3979860857,189,,3980684923,178,,3979654205,140,34.2,3979654207,141,43.9,3979654203,56,Back,3981019611,1,,3979654199,5,,3979654209,212,35.0,2lvit204llltk13iglsa2tjah,J. Cajuste,,3979654211,213,3.8,3979654201,152,,,,,,,,,,,,,,,,,,,,,,,,,
2497703075,21,1,1,1,27,3c3jcs7vc1t6vz5lev162jyv7,1,36.1,47.8,2023-01-15T14:01:40.297Z,2023-01-16T06:08:04Z,3980685049,178,,3979654279,141,70.1,3979654281,212,15.3,3979654283,213,1.7,3979654275,56,Back,3979654277,140,34.0,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703081,22,1,1,1,30,3c3jcs7vc1t6vz5lev162jyv7,0,39.7,79.2,2023-01-15T14:01:43Z,2023-01-16T06:08:03Z,3980685185,178,,3979654295,56,Back,3979654301,140,37.4,3979654309,213,4.1,3979654307,212,4.3,3979654305,141,73.9,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703107,18,61,1,1,30,bx0cdmzr2gwr70ez72dorx82p,1,58.8,21.7,2023-01-15T14:01:43.016Z,2023-01-16T06:08:03Z,3980685307,178,,3979654393,56,Center,,,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703139,23,61,1,1,32,3c3jcs7vc1t6vz5lev162jyv7,0,59.4,95.6,2023-01-15T14:01:45.716Z,2023-01-16T06:08:02Z,3980685447,178,,3979654545,56,Left,,,,,,,,,,,,,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703143,20,49,1,1,34,bx0cdmzr2gwr70ez72dorx82p,1,32.5,3,2023-01-15T14:01:47.194Z,2023-01-16T06:08:02Z,,,,,,,,,,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497943729,1804,83,1,1,34,3c3jcs7vc1t6vz5lev162jyv7,1,69.1,96.8,2023-01-15T14:01:47.506Z,2023-01-16T06:08:01Z,3980961435,399,41792,,,,,,,,,,,,,,,,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703137,19,43,1,1,35,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2023-01-15T14:01:48.578Z,2023-01-15T14:52:17Z,3979654543,285,0,3979862973,144,7,3979654541,56,Back,3979654571,233,23,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703189,21,1,1,1,37,bx0cdmzr2gwr70ez72dorx82p,1,18.3,1.4,2023-01-15T14:01:50.651Z,2023-01-16T06:07:59Z,3979654825,140,1.7,3980686119,178,,3979654831,212,31.7,3979654833,213,2.2,3979654819,56,Back,3979654829,141,40.3,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703203,22,1,1,1,40,bx0cdmzr2gwr70ez72dorx82p,0,1.1,39.7,2023-01-15T14:01:53.732Z,2023-01-16T06:07:59Z,3979654935,140,29.7,3979654937,141,12.8,3979654933,56,Back,3979654931,155,,3980686461,178,,3979654941,213,5.7,3979654943,1,,3979654939,212,35.2,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703219,24,44,1,1,43,3c3jcs7vc1t6vz5lev162jyv7,1,66.2,82.2,2023-01-15T14:01:56.161Z,2023-01-16T06:07:58Z,3979655023,286,,3979655021,56,Left,3979655025,233,23,,,,,,,,,,,,,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703207,23,44,1,1,43,bx0cdmzr2gwr70ez72dorx82p,0,33.8,17.8,2023-01-15T14:01:56.162Z,2023-01-16T06:07:58Z,3979655033,233,24,3979654959,56,Back,3979654961,285,,,,,,,,,,,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703275,25,1,1,1,43,3c3jcs7vc1t6vz5lev162jyv7,1,66.4,80.7,2023-01-15T14:01:56.229Z,2023-01-16T06:07:57Z,3979655315,140,59.2,3979655317,141,92.6,3979655313,56,Left,3980686775,388,,3979655311,3,,3979655319,212,11.1,3979655321,213,2.3,,,,afymbx9eo87zau8mo99pakbu,M. Busi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703279,26,1,1,1,44,3c3jcs7vc1t6vz5lev162jyv7,0,57.6,87.1,2023-01-15T14:01:57.602Z,2023-01-16T06:07:57Z,3979655345,212,19.1,3979655347,213,6.3,3979655337,157,,3979655349,1,,3979655341,140,75.8,3980687047,178,,3979655339,56,Left,3979655343,141,86.9,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703289,24,1,1,1,46,bx0cdmzr2gwr70ez72dorx82p,1,21.3,17.6,2023-01-15T14:01:59.423Z,2023-01-16T06:07:57Z,3979655383,56,Right,3979655381,155,,3979655391,213,6.2,3979655393,1,,3979655389,212,45.9,3980687177,178,,3979655385,140,65.0,3979655387,141,15.1,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703299,25,1,1,1,50,bx0cdmzr2gwr70ez72dorx82p,0,63.3,11.7,2023-01-15T14:02:02.997Z,2023-01-16T06:07:56Z,3979655439,213,1.4,3979655429,3,,3979655431,56,Center,3979655433,140,66.6,3980687337,178,,3979655437,212,18.4,3979655435,141,38.2,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497821997,955,49,1,1,51,3c3jcs7vc1t6vz5lev162jyv7,1,31.9,62.3,2023-01-15T14:02:04.572Z,2023-02-02T09:25:27Z,,,,,,,,,,,,,,,,,,,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
