id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2481363033,1,34,16,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-11-04T19:05:39.670Z,2022-11-04T20:05:30Z,3893575573,194,8xdrtww8r5jbxuxtall0wh591,3893575571,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893575565,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3893575575,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893575569,130,18,3893575563,30,"8xdrtww8r5jbxuxtall0wh591, 4hns4p7a45kno60qqzlniycmi, e0tmfkagd1lmf2hw7gctbaqqd, eznhm6o1jymvzaucjlngbaad, 7etm5qf3sonimtxllrw5xwkid, 87gvtfqgn555sywr78abximsp, 3h3g7sne1jjevj0mwyliehm95, 9nhlgi0k783bq8a2704bu6n6d, demp53kye0ium76t240vo8cet, 900q6uo21i95co96snohqofyt, bj37ny1s1gbbe4wrgyz1wag9h, 1bs4vwqye00mn2oaxrvfkkt7t, 1vpmf7p9xsaynj1t9g5wm1qz9, 1jbm4rhckr1gmwld08ey819m, dj2f6zk2cd8u9lt6odoei9cdl, a7rdypucykxo0a9xmcuqzabpx, ckcjk3zjpix288d6zihltlst0, 57sdn53awg8fzbygrwchg6u7e, 9bkzl4dx3mci3w86rjpfkwowk, 577j49ffrxuurraco9chy388a",3893575567,59,"30, 18, 12, 17, 4, 2, 6, 24, 11, 9, 7, 1, 5, 15, 19, 20, 22, 26, 29, 39",3893763591,197,15910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481363079,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-11-04T19:05:44.114Z,2022-11-04T19:56:27Z,3893575815,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893575805,59,"23, 97, 14, 12, 4, 27, 17, 22, 9, 19, 7, 3, 8, 10, 16, 20, 21, 26, 29, 32",3893575809,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3893575811,194,7jj9gwpuk49bsm2ru06qb44wl,3893575803,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3893575801,30,"2t05pfvho7i9w9w01zcz3gz4l, baogzi00mwdclwbvkd618evv9, 512mx8ixg85cbefyan94g82y1, 7jj9gwpuk49bsm2ru06qb44wl, 6ypo3vp0zupq6s1jbk8rbmq51, 8tesu8352jvqfvclei8hykjbp, aujgya83jg4eylvm7hjjbbasq, 9br3ebcuzl5b755kwuxgey3md, 7pv3n0vj8243p1di16regotsl, 7aa3k7b1yol8sn30xcl138i51, co59rv08x22hk5itwibbwq191, ea2tv9xaerk3oy6dr45ff3kd1, 990dx5flmkbre1lan4s0n0o2x, 6gdoxudvl1rgcn7d19e89p9ed, cglp4k40r1t672m7j0eb5ktsl, 54juxpmaqnby6kht5j87caoyd, dhk8g3ptwjf297ix0rcvgydhx, 81yqeo02okqakoiura0wnxv1m, doc6xdg2vumiyoamostngr36d, 38cux1onwt3bxppreaklir7it",3893773931,197,4727,3893575807,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401775,2,32,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-11-04T20:00:14.709Z,2022-11-05T02:00:26Z,3893783337,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401783,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-11-04T20:00:14.709Z,2022-11-04T20:00:17Z,3893783353,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401819,3,1,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,50.1,50,2022-11-04T20:00:14.740Z,2022-11-05T02:05:05Z,3893783545,212,16.8,3893783549,279,S,3893783539,56,Back,3893783543,141,49.0,3893783541,140,34.1,3894203483,178,,3893783547,213,3.2,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401841,4,1,1,0,3,3unkqo2g6ag99gd5ynz1j7vse,1,37.4,52.9,2022-11-04T20:00:17.814Z,2022-11-05T06:15:08Z,3893783625,213,5.8,3893783615,155,,3893783623,212,42.5,3893783621,141,24.4,3893783619,140,73.4,3893783627,1,,3893783617,56,Center,3894203555,178,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401843,5,44,1,0,5,3unkqo2g6ag99gd5ynz1j7vse,1,71.4,27.4,2022-11-04T20:00:20.451Z,2022-11-05T06:15:07Z,3893783677,233,3,3893783635,56,Center,3893783637,286,,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401837,3,44,1,0,5,9bxav814mkuhueiyivyive82d,0,28.6,72.6,2022-11-04T20:00:20.452Z,2022-11-05T06:15:07Z,3893783609,285,,3893783607,56,Back,3893783681,233,5,,,,,,,,,,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401845,6,1,1,0,5,3unkqo2g6ag99gd5ynz1j7vse,0,71,24.5,2022-11-04T20:00:20.492Z,2022-11-05T06:15:06Z,3893783655,56,Center,3893783663,213,0.6,3893783661,212,10.7,3893783653,3,,3893783657,140,79.5,3894203665,388,,3893783659,141,33.1,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481401853,4,49,1,0,7,9bxav814mkuhueiyivyive82d,1,20.2,60.4,2022-11-04T20:00:22.448Z,2022-11-05T06:15:06Z,,,,,,,,,,,,,,,,,,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
