id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2456134691,918,83,1,0,20,bx0cdmzr2gwr70ez72dorx82p,1,22,7.1,2022-09-04T18:46:33.201Z,2022-09-05T01:48:26Z,3759727569,399,161950,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004895,8,1,1,0,20,4t4hod56fsj7utpjdor8so5q6,1,77.8,92.9,2022-09-04T18:46:33.214Z,2022-09-05T01:48:26Z,3758992091,140,71.8,3758992095,212,14.6,3759697537,178,,3758992089,56,Center,3758992097,213,4.3,3758992093,141,73.6,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004913,9,1,1,0,22,4t4hod56fsj7utpjdor8so5q6,1,74.1,68.8,2022-09-04T18:46:35.358Z,2022-09-05T01:48:25Z,3758992199,140,78.6,3758992203,212,11.5,3758992197,56,Center,3759697569,178,,3758992205,213,5.1,3758992201,141,53.4,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004937,10,61,1,0,22,4t4hod56fsj7utpjdor8so5q6,1,78.8,56.6,2022-09-04T18:46:35.931Z,2022-09-05T01:48:24Z,3759697629,178,,3758992323,56,Center,,,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456134925,906,67,1,0,24,4t4hod56fsj7utpjdor8so5q6,1,79.9,63.8,2022-09-04T18:46:37.670Z,2022-09-05T01:48:24Z,3759729153,233,919,,,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456134921,919,67,1,0,24,bx0cdmzr2gwr70ez72dorx82p,0,20.1,36.2,2022-09-04T18:46:37.671Z,2022-09-05T01:48:24Z,3759729171,233,906,,,,,,,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004941,11,61,1,0,24,4t4hod56fsj7utpjdor8so5q6,0,79.4,67.9,2022-09-04T18:46:37.722Z,2022-09-05T01:48:23Z,3758992335,56,Center,3759697709,178,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456135071,921,67,1,0,25,bx0cdmzr2gwr70ez72dorx82p,1,19.3,34.1,2022-09-04T18:46:38.514Z,2022-09-05T01:29:56Z,3759730011,233,907,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456135069,907,67,1,0,25,4t4hod56fsj7utpjdor8so5q6,0,80.7,65.9,2022-09-04T18:46:38.515Z,2022-09-05T01:29:57Z,3759730051,233,921,,,,,,,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004955,4,49,1,0,25,bx0cdmzr2gwr70ez72dorx82p,1,18,26.8,2022-09-04T18:46:38.627Z,2022-09-05T01:48:23Z,,,,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456004983,5,1,1,0,27,bx0cdmzr2gwr70ez72dorx82p,1,21.4,21.6,2022-09-04T18:46:40.271Z,2022-09-05T01:48:22Z,3758992531,141,7.6,3758992535,213,5.6,3759698003,178,,3758992529,140,32.3,3758992533,212,14.9,3758992527,56,Back,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005021,6,1,1,0,30,bx0cdmzr2gwr70ez72dorx82p,1,28.5,3.8,2022-09-04T18:46:43.209Z,2022-09-05T01:48:21Z,3758992707,141,7.3,3758992703,56,Back,3758992709,212,12.3,3758992711,213,2.9,3758992705,140,17.0,3759698143,178,,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005057,7,1,1,0,32,bx0cdmzr2gwr70ez72dorx82p,1,17.1,10,2022-09-04T18:46:46.074Z,2022-09-05T01:48:20Z,3758992915,141,3.4,3758992911,56,Back,3758992913,140,26.0,3758992919,213,5.8,3759698269,178,,3758992917,212,10.4,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005077,8,1,1,0,36,bx0cdmzr2gwr70ez72dorx82p,0,31.3,4.2,2022-09-04T18:46:49.208Z,2022-09-05T01:48:18Z,3759698449,178,,3758993007,212,8.1,3758993009,213,0.2,3758993003,140,38.9,3758993001,56,Back,3758993005,141,6.4,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005097,12,61,1,0,36,4t4hod56fsj7utpjdor8so5q6,1,64.5,92.3,2022-09-04T18:46:49.471Z,2022-09-05T01:48:18Z,3758993081,56,Left,3759698671,178,,,,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005117,13,49,1,0,37,4t4hod56fsj7utpjdor8so5q6,1,45.4,83.7,2022-09-04T18:46:51.072Z,2022-09-05T01:48:17Z,,,,,,,,,,,,,,,,,,,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005133,14,1,1,0,38,4t4hod56fsj7utpjdor8so5q6,1,44.6,84.1,2022-09-04T18:46:51.239Z,2022-09-05T01:48:17Z,3758993283,212,8.0,3759698833,178,,3758993281,141,95.8,3758993279,140,44.7,3758993285,213,1.6,3758993277,56,Back,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456135273,908,43,1,0,38,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-09-04T18:46:51.266Z,2022-09-04T23:32:56Z,3759731161,144,82,3759731107,178,0,,,,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005141,15,1,1,0,39,4t4hod56fsj7utpjdor8so5q6,1,42.8,92.1,2022-09-04T18:46:52.287Z,2022-09-05T01:48:17Z,3758993303,141,87.2,3759698893,178,,3758993307,213,3.6,3758993301,140,36.5,3758993299,56,Back,3758993305,212,7.4,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005145,16,1,1,0,40,4t4hod56fsj7utpjdor8so5q6,1,33.9,83.4,2022-09-04T18:46:53.578Z,2022-09-05T01:48:16Z,3758993321,140,37.7,3758993325,212,10.0,3758993319,56,Back,3758993327,213,1.2,3758993323,141,96.9,3759698969,178,,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005161,17,1,1,0,42,4t4hod56fsj7utpjdor8so5q6,1,34.2,96.5,2022-09-04T18:46:56Z,2022-09-05T01:48:15Z,3758993435,213,6.3,3758993431,141,96.3,3758993427,56,Left,3758993433,212,25.2,3759699035,178,,3758993429,140,58.2,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005177,18,1,1,0,44,4t4hod56fsj7utpjdor8so5q6,1,51.8,98.8,2022-09-04T18:46:57.643Z,2022-09-05T01:48:15Z,3758993533,56,Back,3758993545,212,17.4,3759699167,178,,3758993537,140,42.2,3758993541,141,77.9,3758993547,213,4.1,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005205,19,1,1,0,45,4t4hod56fsj7utpjdor8so5q6,1,45,84.5,2022-09-04T18:46:59.008Z,2022-09-05T01:48:15Z,3758993693,213,4.4,3758993685,56,Back,3758993687,140,41.9,3758993691,212,12.5,3759699255,178,,3758993689,141,66.8,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005223,20,1,1,0,47,4t4hod56fsj7utpjdor8so5q6,1,45,70.9,2022-09-04T18:47:00.488Z,2022-09-05T01:48:14Z,3758993779,141,36.7,3758993781,212,24.2,3758993777,140,38.7,3759699377,178,,3758993783,213,4.4,3758993775,56,Back,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005251,21,1,1,0,50,4t4hod56fsj7utpjdor8so5q6,1,41.3,36.1,2022-09-04T18:47:03.225Z,2022-09-05T01:48:13Z,3758993957,141,7.4,3758993959,212,20.2,3758993953,56,Back,3758993961,213,5.0,3759699423,178,,3758993955,140,46.4,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005303,22,1,1,0,55,4t4hod56fsj7utpjdor8so5q6,1,56.9,4.3,2022-09-04T18:47:09.015Z,2022-09-05T01:48:12Z,3758994207,212,12.4,3758994203,140,56.5,3758994209,213,1.6,3758994201,56,Center,3758994205,141,22.5,3759699513,178,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005323,23,1,1,0,58,4t4hod56fsj7utpjdor8so5q6,0,56.4,24,2022-09-04T18:47:11.587Z,2022-09-05T01:48:11Z,3759699753,178,,3758994307,141,78.9,3758994313,1,,3758994309,212,39.7,3758994303,56,Left,3758994311,213,1.2,3758994299,155,,3758994305,140,69.4,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005331,9,8,1,1,0,bx0cdmzr2gwr70ez72dorx82p,1,28.6,19.5,2022-09-04T18:47:14.034Z,2022-09-05T01:48:10Z,3759699821,388,,3758994365,56,Back,3759548415,383,,,,,,,,,,,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005335,10,49,1,1,2,bx0cdmzr2gwr70ez72dorx82p,1,33.3,17,2022-09-04T18:47:15.394Z,2022-09-05T01:48:10Z,,,,,,,,,,,,,,,,,,,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005345,11,3,1,1,2,bx0cdmzr2gwr70ez72dorx82p,0,34.8,18,2022-09-04T18:47:15.633Z,2022-09-05T01:48:10Z,3758994437,286,,3759548781,465,,3758994435,56,Back,3759699999,178,,3758994599,233,24,,,,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005357,24,7,1,1,2,4t4hod56fsj7utpjdor8so5q6,1,65.2,82,2022-09-04T18:47:15.680Z,2022-09-05T01:48:09Z,3758994527,56,Left,3758994561,233,11,3758994529,285,,3759700033,178,,3758994525,167,,3759548891,385,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005495,12,5,1,1,5,bx0cdmzr2gwr70ez72dorx82p,1,46.6,-2,2022-09-04T18:47:18.248Z,2022-09-04T23:09:27Z,3758995323,56,Back,3758996021,233,25,3758995325,347,,,,,,,,,,,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005359,25,5,1,1,5,4t4hod56fsj7utpjdor8so5q6,0,53.4,102,2022-09-04T18:47:18.248Z,2022-09-04T23:09:28Z,3758994533,347,,3758996047,233,12,3758994531,56,Left,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005515,13,1,1,1,25,bx0cdmzr2gwr70ez72dorx82p,1,49,0,2022-09-04T18:47:38.290Z,2022-09-05T01:48:09Z,3758995425,141,3.5,3758995415,107,,3758995427,212,7.7,3758995429,213,2.6,3758995423,140,42.6,3758995417,56,Back,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005549,14,1,1,1,27,bx0cdmzr2gwr70ez72dorx82p,1,44.6,7.6,2022-09-04T18:47:40.195Z,2022-09-05T01:48:08Z,3758995623,213,5.4,3758995617,140,47.9,3758995619,141,0.8,3758995615,56,Back,3758995621,212,5.8,3759700221,178,,,,,,,,6j0ogojh2b7poyceg7i3k09yi,K. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005567,15,1,1,1,29,bx0cdmzr2gwr70ez72dorx82p,1,55.5,0.6,2022-09-04T18:47:42.902Z,2022-09-05T01:48:07Z,3758995717,141,4.0,3758995713,56,Right,3758995719,212,6.6,3758995715,140,61.4,3759700301,178,,3758995721,213,0.4,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005571,16,3,1,1,30,bx0cdmzr2gwr70ez72dorx82p,0,66.3,2.9,2022-09-04T18:47:43.783Z,2022-09-05T01:48:06Z,3758995737,286,,3759550139,465,,3759700555,178,,3758995735,56,Right,3758995905,233,26,,,,,,,,,,3n9jnuteyjx6w6dxviuead0b9,N. Pépé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005591,26,7,1,1,31,4t4hod56fsj7utpjdor8so5q6,0,33.7,97.1,2022-09-04T18:47:44.098Z,2022-09-05T01:48:06Z,3758995847,56,Back,3758995849,285,,3758995891,233,16,3759550189,385,,3759700605,178,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005699,17,1,1,1,33,bx0cdmzr2gwr70ez72dorx82p,1,73.1,18.9,2022-09-04T18:47:46.563Z,2022-09-05T01:48:05Z,3758996357,140,92.9,3759700657,178,,3758996361,212,21.0,3758996359,141,23.1,3758996363,213,0.1,3758996355,56,Center,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005875,20,1,1,1,36,bx0cdmzr2gwr70ez72dorx82p,0,94.3,22.9,2022-09-04T18:47:49.333Z,2022-09-05T01:48:05Z,3758999609,233,30,3758997311,56,Center,3758997475,213,2.2,3759700837,178,,3758997473,212,3.1,3759550509,20,,3758999613,286,,3758997471,141,26.6,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,3758999607,236,3758997469,140,92.5,3758997465,2,3759550507,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006007,30,12,1,1,36,4t4hod56fsj7utpjdor8so5q6,1,6.6,71.7,2022-09-04T18:47:49.452Z,2022-09-05T01:48:04Z,3758999621,233,20,3758998063,56,Back,3759700903,178,,3758998061,185,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005703,18,61,1,1,37,bx0cdmzr2gwr70ez72dorx82p,0,97.8,23,2022-09-04T18:47:50.231Z,2022-09-05T01:48:04Z,3758996371,56,Center,3759700917,178,,,,,,,,,,,,,,,,,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005715,19,5,1,1,38,bx0cdmzr2gwr70ez72dorx82p,0,101.1,23.3,2022-09-04T18:47:51.259Z,2022-09-04T23:10:20Z,3759000593,346,,3758996475,233,27,3758996435,56,Center,,,,,,,,,,,,,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005649,27,5,1,1,38,4t4hod56fsj7utpjdor8so5q6,1,-1.1,76.7,2022-09-04T18:47:51.259Z,2022-09-04T23:10:20Z,3758996153,56,Back,3758996459,233,19,3759000621,346,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456005915,28,1,1,1,52,4t4hod56fsj7utpjdor8so5q6,1,4,46.6,2022-09-04T18:48:05.587Z,2022-09-05T01:48:04Z,3758997539,56,Back,3758997537,124,,3758997545,212,15.1,3758997541,140,12.0,3758999157,189,,3758997543,141,28.1,3758997551,237,,3758997547,213,5.3,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456006719,41,1,1,1,54,4t4hod56fsj7utpjdor8so5q6,1,17.9,27.5,2022-09-04T18:48:07.272Z,2022-09-05T01:48:03Z,3759002225,189,,3759002153,213,5.4,3759002145,56,Back,3759002149,141,6.2,3759002151,212,18.6,3759701147,178,,3759002147,140,29.0,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
