id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2507114441,7,1,1,0,8,70nn27vgkt6l48lvv5e66q7ww,1,47.5,59,2023-02-12T16:05:39.339Z,2023-02-13T05:55:10Z,4030291397,388,,4028969965,213,0.5,4028969961,141,64.9,4028969959,140,54.4,4028969957,56,Center,4028969963,212,8.3,4028969955,3,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114465,8,61,1,0,9,70nn27vgkt6l48lvv5e66q7ww,0,53,64.7,2023-02-12T16:05:40.910Z,2023-02-13T05:55:10Z,4028970055,56,Center,4030292455,178,,,,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114463,5,49,1,0,10,750ustvk4jfqmo8q4gnrcxy7z,1,44.4,35.4,2023-02-12T16:05:41.520Z,2023-02-13T05:55:09Z,,,,,,,,,,,,,,,,,,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114469,6,1,1,0,10,750ustvk4jfqmo8q4gnrcxy7z,0,44.5,35.4,2023-02-12T16:05:41.543Z,2023-02-13T05:55:09Z,4028970061,141,20.3,4028970059,140,57.1,4028970057,56,Right,4028970063,212,16.7,4028970065,213,5.6,4030292625,178,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114519,9,1,1,0,11,70nn27vgkt6l48lvv5e66q7ww,0,45.4,77.7,2023-02-12T16:05:43.117Z,2023-02-13T05:55:08Z,4028970323,140,87.2,4028970331,1,,4028970321,56,Center,4028970329,213,6.1,4028970327,212,44.6,4028970319,157,,4030292767,178,,4028970325,141,65.8,e32urdrdkp44zmnt6ptg0k12i,D. Yongwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114547,7,52,1,0,16,750ustvk4jfqmo8q4gnrcxy7z,1,13.2,35,2023-02-12T16:05:47.312Z,2023-02-13T05:55:08Z,4030293169,388,,4029695843,378,,,,,,,,,,,,,,,,,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114607,8,1,1,0,17,750ustvk4jfqmo8q4gnrcxy7z,1,12.5,34.8,2023-02-12T16:05:49.075Z,2023-02-13T05:55:07Z,4028970785,140,14.2,4030293227,178,,4028970787,141,63.1,4028970789,212,19.3,4028970791,213,1.5,4028970783,56,Back,4028970781,123,,,,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114639,9,1,1,0,20,750ustvk4jfqmo8q4gnrcxy7z,1,17.2,66.6,2023-02-12T16:05:51.598Z,2023-02-13T05:55:06Z,4028970951,141,93.3,4028970953,212,18.5,4028970949,140,20.5,4030293451,178,,4028970947,56,Back,4028970955,213,1.4,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114665,10,1,1,0,23,750ustvk4jfqmo8q4gnrcxy7z,1,21.3,96.1,2023-02-12T16:05:54.265Z,2023-02-13T05:55:05Z,4028971171,141,94.4,4028971173,212,17.3,4028971167,56,Back,4028971169,140,37.7,4028971175,213,6.2,4030293725,178,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507155859,490,50,1,0,25,750ustvk4jfqmo8q4gnrcxy7z,1,36.2,93.7,2023-02-12T16:05:56.174Z,2023-02-13T05:55:04Z,4029189875,286,,4029189723,56,Back,4029189869,233,456,,,,,,,,,,,,,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507155819,456,7,1,0,25,70nn27vgkt6l48lvv5e66q7ww,1,63.8,6.3,2023-02-12T16:05:56.597Z,2023-02-13T05:55:04Z,4029189463,56,Right,4030294191,178,,4029697519,383,,4029189777,233,490,4029189465,285,,,,,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114667,11,43,1,0,25,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-02-12T16:05:56.655Z,2023-02-12T16:57:21Z,4029191201,144,1,4028971179,56,Back,4028971183,141,92.7,4028971313,236,0,4028971181,140,37.4,4028971185,212,1.2,4028971187,213,4.5,4028971319,286,0,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114679,10,43,1,0,25,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-02-12T16:05:56.656Z,2023-02-12T16:57:18Z,4029191035,144,74,4028971345,233,11,4028971231,285,0,4028971229,56,Right,,,,,,,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114689,11,49,1,0,26,70nn27vgkt6l48lvv5e66q7ww,1,64,6.5,2023-02-12T16:05:57.283Z,2023-02-13T05:55:04Z,,,,,,,,,,,,,,,,,,,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507368921,947,67,1,0,26,70nn27vgkt6l48lvv5e66q7ww,1,64.4,6,2023-02-12T16:05:57.287Z,2023-02-13T05:55:03Z,4030337271,233,934,,,,,,,,,,,,,,,,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507368919,934,67,1,0,26,750ustvk4jfqmo8q4gnrcxy7z,0,35.6,94,2023-02-12T16:05:57.288Z,2023-02-13T05:55:03Z,4030337275,233,947,,,,,,,,,,,,,,,,,,,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114703,12,1,1,0,27,70nn27vgkt6l48lvv5e66q7ww,0,60.4,4.9,2023-02-12T16:05:58.492Z,2023-02-13T05:55:02Z,4028971373,56,Right,4028971411,286,,4030294513,178,,4028971405,236,,4028971381,213,1.5,4028971379,212,2.2,4028971377,141,8.1,4028971407,233,12,322sju1vi12p0r9a8048hnmxh,G. Kalulu,4028971375,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114699,12,74,1,0,27,750ustvk4jfqmo8q4gnrcxy7z,1,40.8,92.7,2023-02-12T16:05:58.622Z,2023-02-13T05:55:01Z,4028971441,233,12,4028971357,56,Back,4030294701,178,,4028971359,285,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114717,13,49,1,0,28,750ustvk4jfqmo8q4gnrcxy7z,1,27.2,77.4,2023-02-12T16:05:59.659Z,2023-02-13T05:55:01Z,,,,,,,,,,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114741,14,1,1,0,28,750ustvk4jfqmo8q4gnrcxy7z,1,27.2,77.4,2023-02-12T16:05:59.705Z,2023-02-13T05:55:00Z,4030295659,178,,4028971567,213,0.4,4028971565,212,13.2,4028971563,141,85.7,4028971559,56,Back,4028971561,140,38.6,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114753,15,61,1,0,28,750ustvk4jfqmo8q4gnrcxy7z,1,39.2,89.5,2023-02-12T16:06:00.006Z,2023-02-13T05:55:00Z,4030295749,178,,4028972343,56,Back,,,,,,,,,,,,,,,,,,,adswn2xpomwsi7zh022787mne,I. Ganago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114765,16,1,1,0,30,750ustvk4jfqmo8q4gnrcxy7z,0,43.4,98.7,2023-02-12T16:06:01.673Z,2023-02-13T05:54:59Z,4028971739,236,,4028971705,56,Back,4028971707,140,42.3,4028974181,233,13,4028971709,141,96.5,4028971713,213,4.1,4028971745,286,,4028971711,212,1.9,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,4030295947,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114759,13,74,1,0,30,70nn27vgkt6l48lvv5e66q7ww,1,55.1,3.1,2023-02-12T16:06:01.865Z,2023-02-13T05:54:58Z,4028974285,233,16,4028971659,56,Right,4028971661,285,,4030296155,178,,,,,,,,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114769,14,5,1,0,31,70nn27vgkt6l48lvv5e66q7ww,0,56.2,-1.3,2023-02-12T16:06:02.359Z,2023-02-13T01:18:59Z,4028971751,347,,4028971897,233,17,4028971749,56,Right,,,,,,,,,,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114779,17,5,1,0,31,750ustvk4jfqmo8q4gnrcxy7z,1,43.8,101.3,2023-02-12T16:06:02.359Z,2023-02-13T01:18:59Z,4028971841,233,14,4028971779,56,Back,4028971781,347,,,,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114849,18,1,1,0,39,750ustvk4jfqmo8q4gnrcxy7z,1,43.6,100,2023-02-12T16:06:10.360Z,2023-02-13T05:54:58Z,4028972145,212,9.5,4028972147,213,3.9,4028972137,107,,4028972139,56,Back,4028972141,140,37.2,4028972143,141,90.9,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114863,19,1,1,0,40,750ustvk4jfqmo8q4gnrcxy7z,1,41.3,90.1,2023-02-12T16:06:11.209Z,2023-02-13T05:54:58Z,4028972233,212,4.4,4028972231,141,95.6,4030296677,178,,4028972227,56,Back,4028972229,140,39.1,4028972235,213,2.1,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114901,20,1,1,0,41,750ustvk4jfqmo8q4gnrcxy7z,1,43,99.3,2023-02-12T16:06:12.253Z,2023-02-13T05:54:57Z,4028972461,140,41.0,4028972459,56,Back,4028972463,141,84.2,4028972467,213,4.5,4028972465,212,10.5,4030296905,178,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114909,21,1,1,0,43,750ustvk4jfqmo8q4gnrcxy7z,0,46.3,84.5,2023-02-12T16:06:14.236Z,2023-02-13T05:54:56Z,4028972501,56,Center,4028972503,140,56.3,4030297017,178,,4029702285,155,,4028972509,213,5.7,4028972507,212,12.9,4028972505,141,73.5,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114921,15,49,1,0,44,70nn27vgkt6l48lvv5e66q7ww,1,44.2,27.3,2023-02-12T16:06:15.394Z,2023-02-13T05:54:55Z,,,,,,,,,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114935,16,1,1,0,45,70nn27vgkt6l48lvv5e66q7ww,1,45.4,22.8,2023-02-12T16:06:16.544Z,2023-02-13T05:54:54Z,4028972663,56,Right,4028972669,212,14.3,4028972667,141,7.6,4028972671,213,5.5,4028972665,140,54.8,4030297233,178,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114949,17,1,1,0,46,70nn27vgkt6l48lvv5e66q7ww,1,52.7,7.3,2023-02-12T16:06:17.503Z,2023-02-13T05:54:54Z,4028972751,141,17.8,4028972753,212,9.1,4030297453,178,,4028972749,140,58.0,4028972755,213,0.9,4028972747,56,Right,,,,,,,2abpo4w3jcxp1wzp50yypxsrt,S. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114971,18,1,1,0,46,70nn27vgkt6l48lvv5e66q7ww,1,54.9,14.1,2023-02-12T16:06:18.116Z,2023-02-13T05:54:53Z,4028972879,212,13.0,4028972877,141,2.9,4028972881,213,5.7,4028972875,140,64.9,4030297511,178,,4028972873,56,Right,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507114973,19,3,1,0,50,70nn27vgkt6l48lvv5e66q7ww,0,69.5,1.1,2023-02-12T16:06:21.298Z,2023-02-13T05:54:52Z,4028972889,56,Right,4030297799,178,,4029703515,464,,4028972891,286,,4028973159,233,22,,,,,,,,,,2abpo4w3jcxp1wzp50yypxsrt,S. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115009,22,7,1,0,50,750ustvk4jfqmo8q4gnrcxy7z,1,30.5,98.9,2023-02-12T16:06:21.386Z,2023-02-13T05:54:51Z,4029703615,385,,4028973045,56,Back,4028973047,285,,4030297827,178,,4028973121,233,19,4028973043,167,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115023,20,5,1,0,50,70nn27vgkt6l48lvv5e66q7ww,1,67,-1.2,2023-02-12T16:06:21.890Z,2023-02-13T01:19:42Z,4028973091,56,Right,4028973093,347,,4028973155,233,23,,,,,,,,,,,,,,,,2abpo4w3jcxp1wzp50yypxsrt,S. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115015,23,5,1,0,50,750ustvk4jfqmo8q4gnrcxy7z,0,33,101.2,2023-02-12T16:06:21.890Z,2023-02-13T01:19:42Z,4028973073,347,,4028973197,233,20,4028973071,56,Back,,,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115155,21,1,1,0,57,70nn27vgkt6l48lvv5e66q7ww,1,70.3,0,2023-02-12T16:06:28.613Z,2023-02-13T05:54:51Z,4028973749,140,55.7,4028973747,56,Right,4028973755,213,3.0,4028973745,107,,4028973753,212,15.6,4028973751,141,3.2,,,,,,,2abpo4w3jcxp1wzp50yypxsrt,S. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115179,22,1,1,1,2,70nn27vgkt6l48lvv5e66q7ww,1,59.2,6.3,2023-02-12T16:06:33.524Z,2023-02-13T05:54:48Z,4028973893,140,57.0,4030298267,178,,4028973891,56,Right,4028973899,213,1.8,4028973897,212,9.5,4028973895,141,19.9,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115219,23,1,1,1,3,70nn27vgkt6l48lvv5e66q7ww,1,59.2,16.2,2023-02-12T16:06:34.825Z,2023-02-13T05:54:47Z,4028974075,140,37.4,4028974077,141,22.6,4028974079,212,23.3,4028974081,213,3.0,4030298363,178,,4028974073,56,Back,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115275,24,1,1,1,7,70nn27vgkt6l48lvv5e66q7ww,1,42.5,20.1,2023-02-12T16:06:38.281Z,2023-02-13T05:54:46Z,4028974405,213,0.5,4028974397,56,Center,4028974403,212,13.1,4030298457,178,,4028974399,140,53.7,4028974401,141,28.7,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115283,25,1,1,1,8,70nn27vgkt6l48lvv5e66q7ww,1,52.4,29.8,2023-02-12T16:06:40.008Z,2023-02-13T05:54:46Z,4028974443,141,24.4,4028974441,140,67.0,4030298581,178,,4028974439,56,Center,4028974447,213,6.0,4028974445,212,15.8,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507122599,71,1,1,1,9,70nn27vgkt6l48lvv5e66q7ww,0,62.1,23,2023-02-12T16:06:40.984Z,2023-02-13T05:54:45Z,4029705605,236,,4029705861,233,24,4029705607,286,,4029705501,212,4.0,4029705503,213,0.5,4029705499,141,26.0,4030298717,178,,4029014115,56,Center,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,4029705497,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115287,24,74,1,1,9,750ustvk4jfqmo8q4gnrcxy7z,1,36.6,75.9,2023-02-12T16:06:41.115Z,2023-02-13T05:54:45Z,4028974477,56,Back,4028974479,285,,4029705845,233,71,4030298817,178,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115385,26,1,1,1,13,70nn27vgkt6l48lvv5e66q7ww,1,44.8,20.5,2023-02-12T16:06:44.835Z,2023-02-13T05:54:44Z,4030298935,178,,4028974905,213,6.0,4028974903,212,12.6,4028974897,56,Right,4028974899,140,56.3,4028974901,141,15.4,,,,,,,322sju1vi12p0r9a8048hnmxh,G. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507115393,27,1,1,1,16,70nn27vgkt6l48lvv5e66q7ww,1,56.2,20.7,2023-02-12T16:06:47.167Z,2023-02-13T05:54:42Z,4028974945,56,Right,4028974949,141,18.8,4028974947,140,77.5,4030299021,178,,4028974953,213,6.2,4029196183,155,,4028974951,212,22.4,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507157453,458,61,1,1,17,70nn27vgkt6l48lvv5e66q7ww,0,77.4,20.7,2023-02-12T16:06:48.900Z,2023-02-13T05:54:42Z,4030299159,178,,4029198291,56,Right,,,,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
