id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/13/value
2452648479,9,1,1,0,19,2b3mar72yy8d6uvat1ka6tn3r,1,21.1,78.1,2022-08-28T18:45:58.254Z,2022-08-29T02:21:44Z,3741111353,56,Back,3741111359,212,12.0,3741111357,141,64.1,3741111355,140,14.2,3741111361,213,4.1,3742079725,178,,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648507,10,1,1,0,22,2b3mar72yy8d6uvat1ka6tn3r,1,15.6,60.6,2022-08-28T18:46:00.926Z,2022-08-29T02:21:43Z,3741111563,56,Back,3741111567,141,23.8,3741111565,140,18.9,3741111569,212,25.3,3742079783,178,,3741111571,213,4.8,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648529,11,1,1,0,24,2b3mar72yy8d6uvat1ka6tn3r,1,18.3,28,2022-08-28T18:46:02.943Z,2022-08-29T02:21:43Z,3741111703,140,23.9,3741111701,56,Back,3742079895,178,,3741111709,213,0.5,3741111707,212,6.6,3741111705,141,32.3,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648601,12,1,1,0,25,2b3mar72yy8d6uvat1ka6tn3r,1,25,35.8,2022-08-28T18:46:03.854Z,2022-08-29T02:21:43Z,3742080007,178,,3741112131,56,Back,3741112133,140,11.8,3741112139,213,4.0,3741112137,212,20.7,3741112135,141,13.1,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648619,13,1,1,0,31,2b3mar72yy8d6uvat1ka6tn3r,1,11,8.3,2022-08-28T18:46:09.839Z,2022-08-29T02:21:41Z,3741112285,213,4.2,3741112279,140,8.7,3742080147,178,,3741112277,56,Back,3741112281,141,2.3,3741112283,212,4.7,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648675,14,1,1,0,32,2b3mar72yy8d6uvat1ka6tn3r,0,8.9,1.9,2022-08-28T18:46:10.888Z,2022-08-29T02:21:41Z,3742080263,178,,3741112611,1,,3741112599,157,,3741112601,56,Back,3741112603,140,35.8,3741112605,141,34.0,3741112607,212,35.7,3741112609,213,0.7,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648709,3,1,1,0,35,4t4hod56fsj7utpjdor8so5q6,1,62.8,67.3,2022-08-28T18:46:14.034Z,2022-08-29T02:21:41Z,3741112851,212,16.2,3741112853,213,5.3,3741112849,141,47.0,3741112845,56,Center,3741112847,140,70.9,3742080351,388,,3741112843,3,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648737,4,1,1,0,37,4t4hod56fsj7utpjdor8so5q6,1,72.7,50.8,2022-08-28T18:46:15.776Z,2022-08-29T02:21:40Z,3741113041,213,1.4,3741113033,56,Center,3741113031,3,,3742080471,388,,3741113039,212,14.6,3741113037,141,71.7,3741113035,140,75.7,,,,2xmc0gsdslrnsu6ua40kbh32t,K. Volland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648747,5,1,1,0,38,4t4hod56fsj7utpjdor8so5q6,0,76.9,64.9,2022-08-28T18:46:16.993Z,2022-08-29T02:21:40Z,3741113085,56,Center,3741113087,140,80.7,3741113089,141,75.6,3741113091,212,8.3,3741113093,213,1.1,3742080579,388,,3741113083,3,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648769,15,1,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,1,18.7,29.4,2022-08-28T18:46:18.383Z,2022-08-29T02:21:39Z,3741113269,213,5.0,3741113265,141,12.2,3741113267,212,12.1,3741113261,56,Back,3741113263,140,21.7,3742080749,178,,3741113259,3,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648787,16,1,1,0,41,2b3mar72yy8d6uvat1ka6tn3r,1,20.6,10.5,2022-08-28T18:46:20.614Z,2022-08-29T02:21:39Z,3741113407,141,19.7,3741113399,56,Back,3741113417,213,0.7,3741113403,140,28.0,3741113413,212,10.0,3742080879,178,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648825,17,1,1,0,43,2b3mar72yy8d6uvat1ka6tn3r,1,26.6,18.1,2022-08-28T18:46:22.494Z,2022-08-29T02:21:38Z,3742080951,178,,3741113683,212,11.7,3741113681,141,35.3,3741113679,140,26.3,3741113677,56,Back,3741113685,213,1.6,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648855,18,1,1,0,46,2b3mar72yy8d6uvat1ka6tn3r,1,26.6,42.9,2022-08-28T18:46:25.375Z,2022-08-29T02:21:36Z,3741113887,213,1.5,3741113885,212,14.9,3742081025,178,,3741113883,141,64.7,3741113881,140,28.1,3741113879,56,Back,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648933,19,1,1,0,48,2b3mar72yy8d6uvat1ka6tn3r,1,30.8,66.3,2022-08-28T18:46:27.639Z,2022-08-29T02:21:35Z,3741114261,141,83.7,3741114263,212,11.8,3741114257,56,Back,3741114259,140,30.6,3741114265,213,1.6,3742081073,178,,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648945,20,1,1,0,52,2b3mar72yy8d6uvat1ka6tn3r,0,46,82.1,2022-08-28T18:46:30.757Z,2022-08-29T02:21:34Z,3741114365,213,0.3,3742081131,178,,3741114363,212,6.9,3741114361,141,85.4,3741114357,56,Left,3741114359,140,52.2,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648969,6,8,1,0,53,4t4hod56fsj7utpjdor8so5q6,1,46.5,14.4,2022-08-28T18:46:32.073Z,2022-08-29T02:21:34Z,3741114539,56,Back,3742081207,178,,3741850747,384,,,,,,,,,,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452648993,7,49,1,0,54,4t4hod56fsj7utpjdor8so5q6,1,36.3,12.6,2022-08-28T18:46:32.858Z,2022-08-29T02:21:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649011,8,1,1,0,54,4t4hod56fsj7utpjdor8so5q6,1,36.3,12.7,2022-08-28T18:46:32.897Z,2022-08-29T02:21:33Z,3741114803,141,26.6,3741114801,140,42.6,3741114799,56,Back,3742081375,178,,3741114805,212,11.5,3741114807,213,1.0,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649047,9,1,1,0,54,4t4hod56fsj7utpjdor8so5q6,1,41.3,25.4,2022-08-28T18:46:33.643Z,2022-08-29T02:21:33Z,3741114997,213,5.8,3741114995,212,26.6,3741114989,56,Right,3741114993,141,7.9,3742081461,178,,3741114991,140,64.0,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452840475,1759,83,1,0,59,2b3mar72yy8d6uvat1ka6tn3r,1,30.6,95.4,2022-08-28T18:46:38.158Z,2022-08-29T02:21:32Z,3742169361,399,85370,,,,,,,,,,,,,,,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649071,10,1,1,0,59,4t4hod56fsj7utpjdor8so5q6,0,69.1,5,2022-08-28T18:46:38.316Z,2022-08-29T02:21:31Z,3741115143,212,5.9,3741115141,141,4.6,3742081555,178,,3741115145,213,6.2,3741115137,56,Right,3741115139,140,74.7,,,,,,,2xmc0gsdslrnsu6ua40kbh32t,K. Volland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452840557,1768,67,1,1,0,2b3mar72yy8d6uvat1ka6tn3r,1,26,98.1,2022-08-28T18:46:39.611Z,2022-08-29T02:21:31Z,3742169711,233,986,,,,,,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452840553,986,67,1,1,0,4t4hod56fsj7utpjdor8so5q6,0,74,1.9,2022-08-28T18:46:39.612Z,2022-08-29T02:21:31Z,3742169725,233,1768,,,,,,,,,,,,,,,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649075,21,8,1,1,0,2b3mar72yy8d6uvat1ka6tn3r,1,26.5,94.2,2022-08-28T18:46:39.629Z,2022-08-29T02:21:30Z,3741852083,385,,3742081781,178,,3741115149,56,Back,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649109,11,61,1,1,0,4t4hod56fsj7utpjdor8so5q6,1,74.1,2.1,2022-08-28T18:46:39.735Z,2022-08-29T02:21:30Z,3742081929,178,,3741115313,56,Right,,,,,,,,,,,,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452672139,271,61,1,1,1,2b3mar72yy8d6uvat1ka6tn3r,1,26,95,2022-08-28T18:46:39.820Z,2022-08-29T02:21:29Z,3741240943,56,Back,3742082021,178,,,,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649101,22,49,1,1,1,2b3mar72yy8d6uvat1ka6tn3r,1,27.3,97.1,2022-08-28T18:46:40.620Z,2022-08-29T02:21:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649213,23,1,1,1,2,2b3mar72yy8d6uvat1ka6tn3r,1,26,97.4,2022-08-28T18:46:41.622Z,2022-08-29T02:21:28Z,3741115853,56,Back,3742082413,178,,3741115861,213,4.4,3741115859,212,17.8,3741115855,140,20.1,3741115857,141,72.8,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649227,24,1,1,1,8,2b3mar72yy8d6uvat1ka6tn3r,1,22.8,63.7,2022-08-28T18:46:46.845Z,2022-08-29T02:21:27Z,3742082503,178,,3741115927,56,Back,3741115929,140,25.1,3741115931,141,64.2,3741115933,212,2.4,3741115935,213,0.1,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649265,25,1,1,1,9,2b3mar72yy8d6uvat1ka6tn3r,1,27.1,66.7,2022-08-28T18:46:48.564Z,2022-08-29T02:21:26Z,3741116111,140,25.6,3741116113,141,50.3,3741116115,212,11.3,3741116117,213,4.6,3741116109,56,Back,3742082629,178,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649311,26,1,1,1,12,2b3mar72yy8d6uvat1ka6tn3r,1,27.7,47.4,2022-08-28T18:46:51.463Z,2022-08-29T02:21:25Z,3741116347,56,Back,3741116349,140,38.7,3742082715,178,,3741116353,212,11.9,3741116351,141,51.5,3741116355,213,0.2,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649339,27,1,1,1,14,2b3mar72yy8d6uvat1ka6tn3r,1,38.8,57.5,2022-08-28T18:46:53.602Z,2022-08-29T02:21:24Z,3741116499,213,3.4,3741116495,141,53.4,3741116497,212,12.0,3742082867,178,,3741116493,140,27.7,3741116491,56,Back,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649385,28,1,1,1,16,2b3mar72yy8d6uvat1ka6tn3r,1,29.6,61.3,2022-08-28T18:46:55.150Z,2022-08-29T02:21:24Z,3741116711,140,24.2,3741116713,141,40.9,3742083035,178,,3741116715,212,15.0,3741116717,213,4.3,3741116709,56,Back,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649421,29,1,1,1,20,2b3mar72yy8d6uvat1ka6tn3r,1,25,42.9,2022-08-28T18:46:58.912Z,2022-08-29T02:21:23Z,3741116891,56,Back,3741116893,140,23.3,3742083087,178,,3741116897,212,16.5,3741116895,141,18.8,3741116899,213,4.6,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649457,30,1,1,1,22,2b3mar72yy8d6uvat1ka6tn3r,1,24.8,16.5,2022-08-28T18:47:01.654Z,2022-08-29T02:21:22Z,3741117089,56,Back,3741117095,212,15.4,3741117097,213,0.1,3741117093,141,18.2,3741117091,140,39.4,3742083217,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649485,31,1,1,1,25,2b3mar72yy8d6uvat1ka6tn3r,1,39.6,11.9,2022-08-28T18:47:04.549Z,2022-08-29T02:21:21Z,3741117251,141,11.5,3741117253,212,7.8,3741117247,56,Back,3741117249,140,32.2,3741117255,213,3.2,3742083323,178,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649525,32,1,1,1,26,2b3mar72yy8d6uvat1ka6tn3r,1,36.7,10,2022-08-28T18:47:04.964Z,2022-08-29T02:21:21Z,3741117457,213,1.7,3741117455,212,13.7,3741117447,56,Back,3741117453,141,29.8,3741117451,140,34.5,3742083477,178,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649555,33,1,1,1,29,2b3mar72yy8d6uvat1ka6tn3r,1,43.8,26.2,2022-08-28T18:47:08.277Z,2022-08-29T02:21:20Z,3741117615,56,Right,3741117617,140,52.4,3741117619,141,5.9,3741117621,212,16.5,3741117623,213,5.3,3742083607,178,,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649559,34,3,1,1,31,2b3mar72yy8d6uvat1ka6tn3r,0,54.4,6.6,2022-08-28T18:47:10.130Z,2022-08-29T02:21:19Z,3741117645,56,Right,3741117647,286,,3742084099,178,,3741853825,465,,3741122009,233,12,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649609,12,7,1,1,31,4t4hod56fsj7utpjdor8so5q6,1,45.6,93.4,2022-08-28T18:47:10.217Z,2022-08-29T02:21:19Z,3741121989,233,34,3741117875,56,Back,3741117877,285,,3742084191,178,,3741853961,385,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649623,13,5,1,1,32,4t4hod56fsj7utpjdor8so5q6,0,45.6,101.5,2022-08-28T18:47:11.245Z,2022-08-28T23:13:09Z,3741117953,347,,3741118149,233,35,3741117951,56,Back,,,,,,,,,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649603,35,5,1,1,32,2b3mar72yy8d6uvat1ka6tn3r,1,54.4,-1.5,2022-08-28T18:47:11.245Z,2022-08-28T23:13:10Z,3741118103,233,13,3741117869,347,,3741117867,56,Right,,,,,,,,,,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649723,36,1,1,1,37,2b3mar72yy8d6uvat1ka6tn3r,1,60.2,0,2022-08-28T18:47:16.028Z,2022-08-29T02:21:18Z,3741118529,140,53.4,3741118527,56,Right,3741118525,107,,3741118533,212,7.5,3741118531,141,1.7,3741118535,213,2.8,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649749,37,1,1,1,38,2b3mar72yy8d6uvat1ka6tn3r,1,53.3,0.1,2022-08-28T18:47:17.037Z,2022-08-29T02:21:18Z,3741118683,212,18.2,3741118681,141,5.0,3741118677,56,Back,3741118679,140,36.3,3742084647,178,,3741118685,213,3.0,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649817,38,1,1,1,40,2b3mar72yy8d6uvat1ka6tn3r,1,41.2,5.7,2022-08-28T18:47:19.193Z,2022-08-29T02:21:17Z,3742084715,178,,3741119031,212,15.2,3741119033,213,2.2,3741119029,141,23.3,3741119027,140,32.2,3741119025,56,Back,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649867,39,1,1,1,44,2b3mar72yy8d6uvat1ka6tn3r,1,38.1,41.3,2022-08-28T18:47:22.870Z,2022-08-29T02:21:16Z,3741119263,56,Back,3741119267,141,80.1,3741119265,140,41.0,3741119269,212,26.6,3742084825,178,,3741119271,213,1.5,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452649893,40,1,1,1,47,2b3mar72yy8d6uvat1ka6tn3r,1,45.5,86.3,2022-08-28T18:47:26.164Z,2022-08-29T02:21:16Z,3741119403,212,10.8,3741119401,141,82.1,3741119397,56,Left,3741119399,140,55.4,3741119405,213,6.0,3742084939,178,,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
