id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId
2458952827,272,1,1,23,18,121le8unjfzug3iu9pgkqa1c7,0,57.8,52.9,2022-09-11T19:08:32.392Z,2022-09-12T01:51:24Z,3774676921,140,80.1,3774676933,213,5.6,3774676929,212,29.8,3774676919,56,Center,3775256023,178,,3774676925,141,25.7,3774676917,155,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458952833,232,61,1,23,22,4t4hod56fsj7utpjdor8so5q6,0,14.2,77.6,2022-09-11T19:08:36.811Z,2022-09-12T01:51:24Z,3774676959,56,Back,3775256327,178,,,,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458952923,273,1,1,23,30,121le8unjfzug3iu9pgkqa1c7,1,89.3,16.6,2022-09-11T19:08:44.584Z,2022-09-12T01:51:21Z,3774677439,213,2.4,3774677431,56,Center,3775256443,178,,3774677435,141,31.9,3774677437,212,16.3,3774677433,140,77.4,,,,,,,79nno03ww57p02dz5o0g60rqi,Tetê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459066541,1293,43,1,23,30,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:08:45.309Z,2022-09-11T23:47:48Z,3775317537,144,82,3775317485,178,0,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458952943,274,1,1,23,32,121le8unjfzug3iu9pgkqa1c7,0,80.1,31,2022-09-11T19:08:46.341Z,2022-09-12T01:51:20Z,3774677547,155,,3774677551,140,87.3,3774677557,213,1.2,3775256499,178,,3774677549,56,Center,3774677553,141,62.7,3774677555,212,22.8,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953007,233,12,1,23,33,4t4hod56fsj7utpjdor8so5q6,1,11.9,40.6,2022-09-11T19:08:47.904Z,2022-09-12T01:51:20Z,3774677891,141,34.0,3774677887,56,Back,3774677895,213,6.0,3774690645,15,,3774677889,140,24.6,3774677893,212,14.1,3775256601,178,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953013,234,49,1,23,34,4t4hod56fsj7utpjdor8so5q6,1,20.8,41.8,2022-09-11T19:08:48.713Z,2022-09-12T01:51:19Z,,,,,,,,,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459066649,1070,43,1,23,37,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-09-11T19:08:51.779Z,2022-09-11T23:48:11Z,3775318047,178,0,3775318067,144,82,,,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953075,235,1,1,23,38,4t4hod56fsj7utpjdor8so5q6,1,32,30.8,2022-09-11T19:08:53.154Z,2022-09-12T01:51:17Z,3774678215,141,18.2,3774678217,212,13.5,3774678213,140,22.1,3774678219,213,3.8,3774678211,56,Back,3775256841,178,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953089,236,1,1,23,40,4t4hod56fsj7utpjdor8so5q6,1,24.2,19.2,2022-09-11T19:08:54.737Z,2022-09-12T01:51:17Z,3774678291,140,57.6,3775257099,178,,3774678303,1,,3774678287,155,,3774678295,212,36.4,3774678293,141,33.3,3774678289,56,Center,3774678297,213,0.3,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953103,237,1,1,23,43,4t4hod56fsj7utpjdor8so5q6,1,53.5,33.6,2022-09-11T19:08:57.558Z,2022-09-12T01:51:16Z,3774678409,212,6.6,3774678401,3,,3774678405,140,55.1,3774678411,213,1.3,3775257207,388,,3774678403,56,Center,3774678407,141,43.0,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953151,238,1,1,23,44,4t4hod56fsj7utpjdor8so5q6,0,54.8,44.1,2022-09-11T19:08:59.153Z,2022-09-12T01:51:16Z,3774678631,140,77.5,3774678627,155,,3774678629,56,Right,3774678633,141,18.0,3774678637,213,5.6,3775257267,178,,3774678635,212,29.7,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953173,275,49,1,23,47,121le8unjfzug3iu9pgkqa1c7,1,28.8,76.9,2022-09-11T19:09:01.671Z,2022-09-12T01:51:15Z,,,,,,,,,,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459066741,1295,43,1,23,47,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:09:01.697Z,2022-09-11T23:48:32Z,3775318545,178,0,3775318661,144,82,,,,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953183,276,50,1,23,49,121le8unjfzug3iu9pgkqa1c7,1,17.7,82.2,2022-09-11T19:09:04.196Z,2022-09-12T01:51:14Z,3774678873,233,239,3774678839,285,,3774678837,56,Back,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953185,239,7,1,23,49,4t4hod56fsj7utpjdor8so5q6,0,82.3,17.8,2022-09-11T19:09:04.319Z,2022-09-12T01:51:14Z,3775150503,385,,3774678851,286,,3775257667,178,,3774678857,233,276,3774678849,56,Right,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953223,277,1,1,23,52,121le8unjfzug3iu9pgkqa1c7,1,21.5,70.4,2022-09-11T19:09:07.153Z,2022-09-12T01:51:13Z,3774679039,212,13.8,3775257741,178,,3774679041,213,4.3,3774679035,140,16.8,3774679033,56,Back,3774679037,141,51.5,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953237,278,1,1,23,56,121le8unjfzug3iu9pgkqa1c7,0,18.9,46,2022-09-11T19:09:10.361Z,2022-09-12T01:51:12Z,3774679131,140,60.4,3774679139,1,,3774679127,155,,3774679133,141,36.1,3774679129,56,Center,3775257885,178,,3774679137,213,6.1,3774679135,212,44.1,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953251,240,49,1,23,58,4t4hod56fsj7utpjdor8so5q6,1,43.1,67.6,2022-09-11T19:09:12.372Z,2022-09-12T01:51:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953315,241,1,1,24,4,4t4hod56fsj7utpjdor8so5q6,1,46.1,72.6,2022-09-11T19:09:19.237Z,2022-09-12T01:51:10Z,3774679553,212,14.7,3775259181,178,,3774679549,140,59.8,3774679555,213,6.1,3774679547,56,Center,3774679551,141,68.2,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953331,242,1,1,24,5,4t4hod56fsj7utpjdor8so5q6,1,56.5,73.9,2022-09-11T19:09:20.256Z,2022-09-12T01:51:09Z,3774683547,156,,3774679645,141,68.7,3774679647,212,11.6,3774679643,140,46.0,3775259369,178,,3774679649,213,3.5,3774679641,56,Back,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953353,243,1,1,24,9,4t4hod56fsj7utpjdor8so5q6,1,46.3,78.3,2022-09-11T19:09:23.819Z,2022-09-12T01:51:08Z,3774679761,140,37.6,3775259463,178,,3774679765,212,20.4,3774679759,56,Back,3774679763,141,51.5,3774679767,213,4.2,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953403,245,1,1,24,14,4t4hod56fsj7utpjdor8so5q6,1,44.4,23.9,2022-09-11T19:09:29.057Z,2022-09-12T01:51:07Z,3774680057,140,57.4,3774680061,212,19.8,3774680055,56,Right,3774680063,213,5.5,3775259689,178,,3774680059,141,2.8,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953383,244,1,1,24,14,4t4hod56fsj7utpjdor8so5q6,1,40.3,50.8,2022-09-11T19:09:29.060Z,2022-09-12T01:51:07Z,3774679959,213,4.9,3774679951,56,Back,3775259533,178,,3774679955,141,16.4,3774679953,140,44.1,3774679957,212,23.7,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953439,246,1,1,24,18,4t4hod56fsj7utpjdor8so5q6,1,63.4,5.4,2022-09-11T19:09:32.563Z,2022-09-12T01:51:06Z,3774680251,213,2.7,3774680247,141,13.7,3774680243,56,Right,3774680245,140,50.4,3774680249,212,14.8,3775259763,178,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953485,247,1,1,24,20,4t4hod56fsj7utpjdor8so5q6,1,49.9,22.9,2022-09-11T19:09:35.071Z,2022-09-12T01:51:05Z,3774680501,141,60.9,3774680505,213,2.0,3774680499,140,39.0,3774680503,212,28.3,3774680497,56,Back,3775259827,178,,,,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953507,248,1,1,24,23,4t4hod56fsj7utpjdor8so5q6,1,40.2,58.8,2022-09-11T19:09:37.812Z,2022-09-12T01:51:05Z,3774680601,213,1.3,3774680599,212,9.0,3775259883,178,,3774680595,140,42.2,3774680597,141,71.7,3774680593,56,Back,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953571,249,1,1,24,25,4t4hod56fsj7utpjdor8so5q6,1,41,75.6,2022-09-11T19:09:39.836Z,2022-09-12T01:51:04Z,3774680999,212,13.6,3774680993,56,Back,3774680997,141,56.7,3774680995,140,45.3,3775259975,178,,3774681001,213,5.1,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953587,250,1,1,24,30,4t4hod56fsj7utpjdor8so5q6,1,50.7,49.7,2022-09-11T19:09:44.612Z,2022-09-12T01:51:02Z,3774681079,212,7.3,3775260047,178,,3774681077,141,56.0,3774681073,56,Center,3774681081,213,0.6,3774681075,140,56.3,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953665,251,1,1,24,31,4t4hod56fsj7utpjdor8so5q6,1,58.3,55.8,2022-09-11T19:09:45.695Z,2022-09-12T01:51:02Z,3774681541,212,16.1,3774681539,141,34.0,3774681537,140,64.4,3774681543,213,5.1,3774681535,56,Center,3775260081,178,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459036655,813,3,1,24,33,4t4hod56fsj7utpjdor8so5q6,1,64.7,38.6,2022-09-11T19:09:48.160Z,2022-09-12T01:51:00Z,3775260433,178,,3775151721,286,,3775151719,56,Center,3775151767,465,,3775202711,233,998,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459036657,998,45,1,24,33,121le8unjfzug3iu9pgkqa1c7,0,35.3,61.4,2022-09-11T19:09:48.160Z,2022-09-12T01:51:00Z,3775151725,285,,3775151723,56,Back,3775202719,233,813,,,,,,,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953667,252,50,1,24,36,4t4hod56fsj7utpjdor8so5q6,1,72.5,43.9,2022-09-11T19:09:50.444Z,2022-09-12T01:50:59Z,3774681547,56,Center,3774685201,233,279,3774681549,286,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953657,279,7,1,24,36,121le8unjfzug3iu9pgkqa1c7,0,27.5,56.1,2022-09-11T19:09:50.488Z,2022-09-12T01:50:59Z,3775260909,178,,3775151931,385,,3774681493,285,,3774681489,56,Back,3774681583,233,252,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953673,253,61,1,24,36,4t4hod56fsj7utpjdor8so5q6,1,73.9,46.8,2022-09-11T19:09:50.816Z,2022-09-12T01:50:58Z,3775261011,178,,3774681569,56,Center,,,,,,,,,,,,,,,,,,,dkve6gf309h5tglwawqx8mlzp,B. Embolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953671,280,1,1,24,36,121le8unjfzug3iu9pgkqa1c7,1,24.8,53.4,2022-09-11T19:09:50.934Z,2022-09-12T01:50:58Z,3775261205,178,,3774684155,212,6.1,3774684157,213,0.7,3774684153,141,59.4,3774684151,140,29.1,3774681567,56,Back,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953685,281,49,1,24,37,121le8unjfzug3iu9pgkqa1c7,1,25.7,54.6,2022-09-11T19:09:52.237Z,2022-09-12T01:50:57Z,,,,,,,,,,,,,,,,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953689,282,1,1,24,37,121le8unjfzug3iu9pgkqa1c7,1,25.7,54.7,2022-09-11T19:09:52.309Z,2022-09-12T01:50:57Z,3774681669,212,7.8,3774681671,213,6.1,3774681665,140,33.0,3774681663,56,Back,3775261927,178,,3774681667,141,52.4,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953699,283,1,1,24,39,121le8unjfzug3iu9pgkqa1c7,1,28.9,48.8,2022-09-11T19:09:53.809Z,2022-09-12T01:50:56Z,3775262233,178,,3774681739,212,14.5,3774681741,213,0.6,3774681735,140,40.1,3774681733,56,Back,3774681737,141,61.2,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459067475,1303,43,1,24,40,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:09:54.529Z,2022-09-11T23:51:04Z,3775322723,144,82,3775322627,178,0,,,,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953731,284,1,1,24,40,121le8unjfzug3iu9pgkqa1c7,1,36.2,57.4,2022-09-11T19:09:54.800Z,2022-09-12T01:50:56Z,3774681973,213,2.1,3774681965,56,Back,3774681967,140,33.0,3775262523,178,,3774681969,141,66.9,3774681971,212,7.3,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953813,285,1,1,24,45,121le8unjfzug3iu9pgkqa1c7,1,26.3,56.7,2022-09-11T19:09:59.472Z,2022-09-12T01:50:54Z,3774682435,141,36.5,3774682433,140,32.8,3774682437,212,15.3,3775263117,178,,3774682439,213,5.2,3774682431,56,Back,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953915,286,1,1,24,50,121le8unjfzug3iu9pgkqa1c7,1,40.2,23.5,2022-09-11T19:10:05.011Z,2022-09-12T01:50:53Z,3774682989,213,0.8,3774682977,155,,3774682979,196,,3774682987,212,69.6,3774682983,140,86.7,3774682981,56,Left,3775263201,178,,3774682985,141,96.5,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,3774682991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953921,287,3,1,24,57,121le8unjfzug3iu9pgkqa1c7,0,91.6,93.6,2022-09-11T19:10:12.140Z,2022-09-12T01:50:51Z,3775263425,178,,3774683025,56,Left,3774683027,286,,3774683225,233,254,3775152459,464,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953935,254,7,1,24,58,4t4hod56fsj7utpjdor8so5q6,1,8.4,6.4,2022-09-11T19:10:12.445Z,2022-09-12T01:50:51Z,3775152511,385,,3774683215,233,287,3774683083,167,,3774683087,285,,3775263479,178,,3774683085,56,Back,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953945,255,5,1,25,0,4t4hod56fsj7utpjdor8so5q6,0,31.4,-1.4,2022-09-11T19:10:14.529Z,2022-09-11T23:18:40Z,3774683145,347,,3774683233,233,288,3774683143,56,Back,,,,,,,,,,,,,,,,adb8skc3qbvgunhzd9651lij8,Vanderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458953959,288,5,1,25,0,121le8unjfzug3iu9pgkqa1c7,1,68.6,101.4,2022-09-11T19:10:14.529Z,2022-09-11T23:18:40Z,3774683213,347,,3774683211,56,Left,3774683219,233,255,,,,,,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458954593,256,27,1,25,31,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-09-11T19:10:45.944Z,2022-09-11T23:18:58Z,3774686743,53,dkve6gf309h5tglwawqx8mlzp,3774686741,41,Injury,3774686757,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458954569,289,27,1,25,31,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:10:45.944Z,2022-09-11T23:18:58Z,3774686799,233,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458954769,257,28,1,25,59,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-09-11T19:11:14.030Z,2022-09-11T23:19:23Z,3774741563,233,290,3774687625,55,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458954639,290,28,1,25,59,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:11:14.030Z,2022-09-11T23:19:23Z,3774741569,233,257,3774686967,55,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458954865,291,1,1,26,14,121le8unjfzug3iu9pgkqa1c7,1,69.6,100,2022-09-11T19:11:29.195Z,2022-09-12T01:50:50Z,3774688165,213,3.8,3774688159,141,83.3,3774688151,56,Left,3774688145,107,,3774688163,212,19.8,3774688155,140,55.1,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458954895,292,1,1,26,18,121le8unjfzug3iu9pgkqa1c7,1,56.1,68.9,2022-09-11T19:11:33.116Z,2022-09-12T01:50:50Z,3774688305,213,4.8,3774688303,212,22.1,3774688299,140,58.2,3775268351,178,,3774688297,56,Center,3774688301,141,36.5,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955003,293,1,1,26,21,121le8unjfzug3iu9pgkqa1c7,1,61.5,31.5,2022-09-11T19:11:35.986Z,2022-09-12T01:50:49Z,3774688941,212,22.0,3775268489,178,,3774688939,141,7.9,3774688937,140,75.8,3774688943,213,5.5,3774688935,56,Right,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955007,294,61,1,26,28,121le8unjfzug3iu9pgkqa1c7,0,86.5,14.5,2022-09-11T19:11:42.654Z,2022-09-12T01:50:45Z,3775268663,178,,3774688963,56,Right,,,,,,,,,,,,,,,,,,,79nno03ww57p02dz5o0g60rqi,Tetê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955017,258,49,1,26,29,4t4hod56fsj7utpjdor8so5q6,1,9.8,80.9,2022-09-11T19:11:43.408Z,2022-09-12T01:50:45Z,,,,,,,,,,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955055,259,61,1,26,32,4t4hod56fsj7utpjdor8so5q6,0,8.9,81.4,2022-09-11T19:11:46.486Z,2022-09-12T01:50:43Z,3774689253,56,Back,3775269743,178,,,,,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459068073,1323,43,1,26,32,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:11:46.529Z,2022-09-11T23:52:55Z,3775326359,144,82,3775326227,178,0,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459068197,1324,43,1,26,33,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:11:47.445Z,2022-09-11T23:53:21Z,3775327119,144,82,3775327035,178,0,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459068221,1325,43,1,26,33,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-11T19:11:47.583Z,2022-09-11T23:53:28Z,3775327175,178,0,3775327313,144,82,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955067,295,49,1,26,34,121le8unjfzug3iu9pgkqa1c7,1,82.4,20.9,2022-09-11T19:11:48.766Z,2022-09-12T01:50:43Z,,,,,,,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955103,296,1,1,26,35,121le8unjfzug3iu9pgkqa1c7,1,80.5,21.3,2022-09-11T19:11:49.519Z,2022-09-12T01:50:42Z,3774689561,140,64.6,3775270021,178,,3774689565,212,17.0,3774689559,56,Center,3774689567,213,2.9,3774689563,141,26.2,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955125,297,1,1,26,37,121le8unjfzug3iu9pgkqa1c7,1,68.4,22.7,2022-09-11T19:11:51.921Z,2022-09-12T01:50:42Z,3774689657,140,60.0,3775270183,178,,3774689661,212,15.1,3774689655,56,Center,3774689663,213,2.2,3774689659,141,40.7,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955143,298,1,1,26,39,121le8unjfzug3iu9pgkqa1c7,1,56.9,36,2022-09-11T19:11:53.682Z,2022-09-12T01:50:41Z,3774689795,56,Center,3774689803,213,1.2,3774689797,140,63.3,3774689799,141,64.5,3774689801,212,20.5,3775270385,178,,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955181,299,1,1,26,41,121le8unjfzug3iu9pgkqa1c7,1,65,59.9,2022-09-11T19:11:56.165Z,2022-09-12T01:50:40Z,3774690025,56,Center,3775270571,178,,3774690031,212,11.0,3774690027,140,73.5,3774690033,213,0.6,3774690029,141,69.3,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955195,300,1,1,26,42,121le8unjfzug3iu9pgkqa1c7,0,76,70.5,2022-09-11T19:11:57.183Z,2022-09-12T01:50:40Z,3774690083,140,79.6,3775270679,178,,3774690087,212,9.7,3774690085,141,57.3,3774690089,213,5.1,3774690081,56,Center,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458955183,260,1,1,26,44,4t4hod56fsj7utpjdor8so5q6,1,18.9,45.3,2022-09-11T19:11:58.412Z,2022-09-12T01:50:40Z,3774690043,141,38.5,3774690047,213,5.9,3774690045,212,11.9,3774690039,56,Back,3775270819,178,,3774690041,140,29.3,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
