id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/20/value,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId
2534534813,6,6,1,0,12,75qj99fhg5c0ztj2tva5u4uii,1,98.6,24.8,2023-04-16T13:00:37.053Z,2023-04-16T22:15:58Z,4195085577,56,Center,4195085583,75,,4195085603,233,5,,,,,,,,,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535419,7,1,1,0,42,75qj99fhg5c0ztj2tva5u4uii,0,99.5,0.5,2023-04-16T13:01:07.436Z,2023-04-16T22:16:01Z,4195088453,6,,4195088463,56,Center,4196020431,72,,4195088451,2,,4195088469,212,27.5,4195088461,223,,4195088459,155,,4195088465,140,95.8,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,4195088467,141,40.5,4197294837,178,4195088471,213,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535491,6,12,1,0,44,17o35s8assv3kamxowzz77k4r,1,4.3,56.2,2023-04-16T13:01:08.656Z,2023-04-17T04:04:02Z,4195088819,213,2.0,4195088811,56,Back,4195088815,141,72.4,4195088817,212,12.2,4197295255,388,,4195088813,140,0.0,4195088869,167,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535499,7,6,1,0,44,17o35s8assv3kamxowzz77k4r,0,1.8,66,2023-04-16T13:01:09.552Z,2023-04-16T22:16:18Z,4195088865,73,,4195088925,233,8,4195088863,56,Back,,,,,,,,,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535505,8,6,1,0,44,75qj99fhg5c0ztj2tva5u4uii,1,98.2,34,2023-04-16T13:01:09.552Z,2023-04-16T22:16:18Z,4195088887,56,Center,4195088903,233,7,4195088889,75,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535981,9,1,1,1,3,75qj99fhg5c0ztj2tva5u4uii,0,99.5,0.5,2023-04-16T13:01:28.564Z,2023-04-16T22:16:21Z,4195091071,140,100.0,4195091081,213,1.5,4195091085,1,,4195091067,56,Left,4195091057,2,,4195091063,223,,4196022685,72,,4195091077,212,60.9,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,4195091073,141,90.0,4197295449,178,4195091059,6,,4195091061,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535955,8,5,1,1,8,17o35s8assv3kamxowzz77k4r,1,-1.1,13.6,2023-04-16T13:01:33.302Z,2023-04-16T22:16:26Z,4195090931,346,,4195091179,233,10,4195090929,56,Back,,,,,,,,,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535989,10,5,1,1,8,75qj99fhg5c0ztj2tva5u4uii,0,101.1,86.4,2023-04-16T13:01:33.302Z,2023-04-16T22:16:26Z,4195091121,56,Left,4195091205,233,8,4195091123,346,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536371,9,1,1,1,24,17o35s8assv3kamxowzz77k4r,1,4,42.4,2023-04-16T13:01:49.292Z,2023-04-17T04:04:01Z,4195093071,74,,4195093053,124,,4195093063,212,37.4,4195093067,1,,4195093057,56,Back,4195093055,155,,4195093065,213,1.2,4195093061,141,92.9,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,4195093059,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536397,10,1,1,1,28,17o35s8assv3kamxowzz77k4r,0,15.8,91.9,2023-04-16T13:01:52.810Z,2023-04-17T04:04:00Z,4195093223,212,20.4,4197296073,178,,4195093221,141,96.0,4195093225,213,0.1,4195093217,56,Back,4195093219,140,35.0,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536449,11,8,1,1,29,75qj99fhg5c0ztj2tva5u4uii,1,64,5.3,2023-04-16T13:01:54.467Z,2023-04-17T04:04:00Z,4197296339,388,,4196025553,385,,4195093521,56,Right,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536819,11,5,1,1,31,17o35s8assv3kamxowzz77k4r,1,37.8,101.8,2023-04-16T13:01:56.053Z,2023-04-16T22:16:48Z,4195095333,56,Back,4195095379,233,13,4195095335,347,,,,,,,,,,,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536501,13,5,1,1,31,75qj99fhg5c0ztj2tva5u4uii,0,62.2,-1.8,2023-04-16T13:01:56.053Z,2023-04-16T22:16:48Z,4195093739,347,,4195095395,233,11,4195093737,56,Right,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536489,12,43,1,1,32,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-04-16T13:01:57.519Z,2023-04-16T13:02:06Z,4195093697,347,0,4195093695,56,Right,4195094755,144,5,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536905,12,1,1,1,49,17o35s8assv3kamxowzz77k4r,0,38.2,100,2023-04-16T13:02:13.965Z,2023-04-17T04:04:00Z,4195095739,141,91.4,4195095743,213,5.9,4195095737,140,56.3,4195095735,56,Left,4195095733,107,,4195095741,212,20.3,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536955,14,44,1,1,51,75qj99fhg5c0ztj2tva5u4uii,1,44.1,10.9,2023-04-16T13:02:15.937Z,2023-04-17T04:03:59Z,4195095993,56,Back,4195095995,285,,4195096021,233,13,,,,,,,,,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536909,13,44,1,1,51,17o35s8assv3kamxowzz77k4r,0,55.9,89.1,2023-04-16T13:02:15.938Z,2023-04-17T04:03:59Z,4195095773,56,Left,4195096043,233,14,4195095775,286,,,,,,,,,,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536965,15,1,1,1,51,75qj99fhg5c0ztj2tva5u4uii,0,43.5,11.6,2023-04-16T13:02:16.004Z,2023-04-17T04:03:59Z,4195096047,56,Back,4196029863,212,7.9,4197296755,388,,4196029861,141,17.4,4196029859,140,37.0,4196029865,213,2.6,4196029857,3,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536949,14,1,1,1,52,17o35s8assv3kamxowzz77k4r,0,57.2,85.2,2023-04-16T13:02:17.416Z,2023-04-17T04:03:58Z,4195095983,212,23.2,4195095979,140,64.6,4197296883,178,,4195095981,141,53.1,4195095985,213,5.1,4195095977,56,Center,4195095987,1,,4195095975,157,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537023,16,49,1,1,54,75qj99fhg5c0ztj2tva5u4uii,1,35.6,42.9,2023-04-16T13:02:19.092Z,2023-04-17T04:03:58Z,,,,,,,,,,,,,,,,,,,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537055,17,1,1,1,57,75qj99fhg5c0ztj2tva5u4uii,0,37.3,49.4,2023-04-16T13:02:21.981Z,2023-04-17T04:03:57Z,4197297143,178,,4195096531,213,0.9,4195096529,212,35.1,4195096521,155,,4195096527,141,88.9,4195096525,140,58.8,4197788233,1,,4195096523,56,Left,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537065,15,8,1,1,59,17o35s8assv3kamxowzz77k4r,1,43,20.7,2023-04-16T13:02:23.771Z,2023-04-17T04:03:57Z,4196031449,384,,4195096591,56,Back,4197297439,388,,,,,,,,,,,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537091,16,49,1,2,0,17o35s8assv3kamxowzz77k4r,1,37.5,10.2,2023-04-16T13:02:25.005Z,2023-04-17T04:03:56Z,,,,,,,,,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537177,17,1,1,2,4,17o35s8assv3kamxowzz77k4r,1,56.5,16,2023-04-16T13:02:29.132Z,2023-04-17T04:03:55Z,4195097177,213,2.9,4195097175,212,1.1,4195097171,140,55.5,4197297805,178,,4195097173,141,16.4,4195097169,56,Right,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537241,18,1,1,2,5,17o35s8assv3kamxowzz77k4r,1,52.4,20.5,2023-04-16T13:02:30.270Z,2023-04-17T04:03:54Z,4195097447,140,45.1,4195097445,56,Back,4195097449,141,6.8,4195097453,213,4.0,4197298801,178,,4195097451,212,12.1,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537329,19,1,1,2,8,17o35s8assv3kamxowzz77k4r,1,46.1,8.6,2023-04-16T13:02:33.455Z,2023-04-17T04:03:53Z,4195097841,213,2.6,4195097833,56,Back,4195097837,141,24.6,4195097835,140,27.2,4197297899,178,,4195097839,212,22.6,,,,,,,bt2pm0it9f1o216uxo3abfpbd,J. Allevinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537395,20,1,1,2,12,17o35s8assv3kamxowzz77k4r,1,28.6,31.3,2023-04-16T13:02:37.221Z,2023-04-17T04:03:52Z,4195098149,212,29.8,4195098141,140,24.9,4195098145,141,74.7,4195098137,56,Back,4197299519,178,,4195098151,213,1.7,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537413,21,1,1,2,15,17o35s8assv3kamxowzz77k4r,1,29.5,75.5,2023-04-16T13:02:40.424Z,2023-04-17T04:03:51Z,4195098253,141,96.2,4195098251,140,36.0,4195098255,212,15.6,4197299781,178,,4195098257,213,1.1,4195098249,56,Back,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537463,22,1,1,2,17,17o35s8assv3kamxowzz77k4r,1,42.2,97,2023-04-16T13:02:41.865Z,2023-04-17T04:03:50Z,4195098467,140,50.7,4195098465,56,Left,4197301209,178,,4195098469,141,88.9,4195098473,213,5.7,4195098471,212,10.5,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537467,23,61,1,2,19,17o35s8assv3kamxowzz77k4r,0,52.1,88.7,2023-04-16T13:02:43.727Z,2023-04-17T04:03:50Z,4195098487,56,Left,4197301427,178,,,,,,,,,,,,,,,,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537477,18,43,1,2,20,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2023-04-16T13:02:45.230Z,2023-04-16T15:51:44Z,4196035689,144,49,,,,,,,,,,,,,,,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537535,19,4,1,2,21,75qj99fhg5c0ztj2tva5u4uii,1,47.6,12.4,2023-04-16T13:02:46.269Z,2023-04-17T04:03:49Z,4195098775,56,Back,4195098789,286,,4195098771,13,,4195098779,152,,4195099103,233,24,4195099093,295,,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534537559,24,4,1,2,21,17o35s8assv3kamxowzz77k4r,0,52.4,87.6,2023-04-16T13:02:46.270Z,2023-04-17T04:03:48Z,4195099041,233,19,4195098913,56,Left,4197301481,178,,4195098911,295,,4195098917,285,,4195098909,13,,4195098915,152,,,,,c8vsa9o761rsdy9l8xbtj3etx,E. Rashani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538081,20,1,1,2,47,75qj99fhg5c0ztj2tva5u4uii,1,47.5,12.8,2023-04-16T13:03:11.889Z,2023-04-17T04:03:48Z,4195101535,141,79.9,4195101517,5,,4195101531,56,Back,4195101539,213,1.9,4195101529,152,,4195101541,1,,4195101533,140,34.9,4195101537,212,47.5,9tdb905kq5becch102boicdex,Y. Valery,4195101519,155,,4195101523,196,4197301709,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538105,21,1,1,2,52,75qj99fhg5c0ztj2tva5u4uii,1,34,68.6,2023-04-16T13:03:17.489Z,2023-04-17T04:03:47Z,4195101663,213,4.8,4197301783,178,,4195101661,212,16.0,4195101659,141,45.2,4195101655,56,Back,4195101657,140,35.4,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538141,22,1,1,2,54,75qj99fhg5c0ztj2tva5u4uii,1,37.5,42.7,2023-04-16T13:03:18.835Z,2023-04-17T04:03:47Z,4195101853,213,2.5,4197301841,178,,4195101851,212,16.3,4195101847,140,24.7,4195101845,56,Back,4195101849,141,56.3,,,,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538211,23,1,1,2,56,75qj99fhg5c0ztj2tva5u4uii,1,22.8,53.1,2023-04-16T13:03:21.367Z,2023-04-17T04:03:47Z,4195102245,213,2.4,4197301957,178,,4195102239,141,75.4,4195102235,56,Back,4195102243,212,22.2,4195102237,140,7.3,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538271,24,1,1,2,59,75qj99fhg5c0ztj2tva5u4uii,1,7.8,71.8,2023-04-16T13:03:24.595Z,2023-04-17T04:03:46Z,4195102573,140,48.2,4195441347,155,,4195102589,1,,4195102581,212,43.1,4195102585,213,0.2,4195102577,141,82.6,4197302099,178,,4195102569,56,Back,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538287,25,61,1,3,2,75qj99fhg5c0ztj2tva5u4uii,0,48,74.9,2023-04-16T13:03:26.614Z,2023-04-17T04:03:45Z,4197302247,178,,4195102649,56,Back,,,,,,,,,,,,,,,,,,,8kcm8g1fpcqqslzmut1fdhotl,I. Niane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538295,25,49,1,3,3,17o35s8assv3kamxowzz77k4r,1,54.6,26.4,2023-04-16T13:03:27.632Z,2023-04-17T04:03:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538329,26,1,1,3,4,17o35s8assv3kamxowzz77k4r,1,51.5,14.7,2023-04-16T13:03:29.326Z,2023-04-17T04:03:44Z,4195102899,141,11.1,4197302737,178,,4195102897,140,39.3,4195102895,56,Back,4195102905,213,3.3,4195102901,212,13.0,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538377,27,1,1,3,6,17o35s8assv3kamxowzz77k4r,1,39,14.7,2023-04-16T13:03:30.960Z,2023-04-17T04:03:44Z,4195103141,141,34.6,4195103145,213,2.1,4197303359,178,,4195103137,56,Back,4195103143,212,16.2,4195103139,140,30.6,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534538511,28,1,1,3,10,17o35s8assv3kamxowzz77k4r,1,35.3,51,2023-04-16T13:03:34.698Z,2023-04-17T04:03:43Z,4197303517,178,,4195103799,56,Back,4195103801,140,26.5,4195103807,213,2.4,4195103805,212,12.6,4195103803,141,63.7,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
