id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2451079267,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-08-26T18:03:46.204Z,2022-08-26T18:03:46Z,3732723797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732723801,197,624,3732723795,130,2,3732723803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732723793,59,"1, 2, 3, 8, 25, 77, 14, 23, 17, 7, 27, 5, 10, 11, 15, 16, 18, 20, 21, 22",3732723791,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732723799,194,d3d1qks236pztzcqp3wdcc0l,3732723789,30,"3xpo0nc3hysdi41gupi7adot1, 2hujd2bwvb0wtxdna6c0xb2z9, 1e77it93nx78uu157mmksd71l, d3d1qks236pztzcqp3wdcc0l, 70ukveu4kwheeizg6x694krmx, crdmczlhynym2z1adqlbt853p, 9higgl848a37qflh0sts05tjp, 84ikqi9s3lng1mo4lxwq210wl, d040o5igq61iizexn1v2a5t5h, 2fa3vmp34mwrthdiehnaxnnqh, bi49lcldxz8jubp72kgeke2y2, 1lbgavu1rxlrfg14062suwyj9, 1czk5wkuu6ahu3ytu2or8276d, 1xxlgx6g07x3r0zwzywm26sq1, i0pvdl0hx7idtfi0xymygmp5, 8wz2w0267i1845k87hxsgandh, 5fvzbq3mstt7eatkjpodbvpm2, cujgdqrikyjt36scc23zcbkk5, 67q7ve9vse4m2nb82j2z1clhx, 91g10pv6w3bd0rw6p4t3hcui2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451094191,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-26T18:18:51.648Z,2022-08-26T20:00:19Z,3732803787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732803791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3732803785,130,8,3732803783,59,"1, 18, 31, 20, 6, 3, 23, 21, 9, 11, 7, 4, 5, 8, 13, 15, 16, 26, 30, 35",3732803779,30,"2ols4tslj83nkbztgkx9s92hh, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, 7nivkfkngr374fx5totgektm1, e211nih87ou9t8crzjbbzhexh, 8jjep8bx1jpjuf8firxccc549, 4st4hurqbtyzw1tbkzuuk78fe, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, afaseprhytbymcocemwregzc9, a35r6fa79ipqqktiff3uhz6j9, avk0vktquq3oum9w6dyodlz6y, fij46jr9fq43444gr1y8tl9l, 17q3e6g2gvlnpwnzf9d6a9eqd, tca8ra7ew1b1uny96ku0ql05, 6q793p9lurdevqmetgoke54wk, c1fcxha3l058brl1925muv2l1, 1zx0huwj0czivtoq6kvfb5roq, 8h5jl1u3p8sr2pwdmyxl14416, bt40tdni85hiz1gtkw0b6qmfo",3732803781,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3732958789,197,16459,3732803789,194,e211nih87ou9t8crzjbbzhexh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451123865,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-08-26T18:59:52.597Z,2022-08-26T18:59:52Z,3732965171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451123881,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-08-26T18:59:52.597Z,2022-08-27T07:39:09Z,3732965221,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451123905,3,1,1,0,0,be2k34rut1lz79jxenabttqlc,1,49.8,50,2022-08-26T18:59:52.635Z,2022-08-27T03:39:45Z,3732965319,56,Back,3733754041,178,,3732965329,279,S,3732965323,141,49.7,3732965321,140,41.2,3732965327,213,3.2,3732965325,212,9.0,,,,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451123919,4,1,1,0,1,be2k34rut1lz79jxenabttqlc,1,42.3,49.9,2022-08-26T18:59:54.080Z,2022-08-27T07:38:19Z,3732965391,140,38.2,3732965393,141,59.7,3732965397,213,2.1,3732965395,212,7.9,3733754165,178,,3732965389,56,Back,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451123949,5,1,1,0,3,be2k34rut1lz79jxenabttqlc,1,40.3,65.5,2022-08-26T18:59:56.467Z,2022-08-27T07:38:18Z,3732965579,212,24.5,3732965581,213,4.5,3733754189,178,,3732965575,140,34.6,3732965577,141,30.6,3732965573,56,Back,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451123977,6,1,1,0,8,be2k34rut1lz79jxenabttqlc,1,45,19.3,2022-08-26T19:00:00.640Z,2022-08-27T07:38:16Z,3732965729,141,6.5,3733754193,178,,3732965731,212,14.1,3732965727,140,55.6,3732965733,213,5.6,3732965725,56,Right,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451123991,7,1,1,0,10,be2k34rut1lz79jxenabttqlc,1,56.5,1.9,2022-08-26T19:00:02.730Z,2022-08-27T07:38:16Z,3733904529,1,,3732965819,213,2.3,3732965813,140,36.3,3733754237,178,,3732965811,56,Back,3732965817,212,32.3,3732965815,141,37.7,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451124007,8,1,1,0,13,be2k34rut1lz79jxenabttqlc,1,38.2,39.7,2022-08-26T19:00:06.104Z,2022-08-27T07:38:15Z,3732965899,213,1.0,3733754269,178,,3732965895,141,55.1,3732965897,212,12.7,3732965893,140,45.1,3732965891,56,Back,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
