id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2465947275,9,1,1,0,22,2b3mar72yy8d6uvat1ka6tn3r,1,29.1,83.5,2022-10-01T19:00:58.897Z,2022-10-02T02:33:15Z,3811782261,213,1.1,3811782257,141,89.1,3812597893,178,,3811782259,212,4.2,3811782255,140,30.8,3811782253,56,Back,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947307,10,1,1,0,25,2b3mar72yy8d6uvat1ka6tn3r,1,35.4,97.6,2022-10-01T19:01:02.511Z,2022-10-02T02:33:14Z,3811782437,56,Back,3811782439,140,28.0,3811782443,212,11.7,3812598171,178,,3811782445,213,4.0,3811782441,141,84.8,,,,,,,54w62kh31qyyu7tipmjlt95g5,Juan Bernat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947331,11,1,1,0,28,2b3mar72yy8d6uvat1ka6tn3r,1,28.7,78.6,2022-10-01T19:01:04.903Z,2022-10-02T02:33:13Z,3811782599,56,Back,3811782605,212,21.3,3811782601,140,29.8,3811782607,213,4.8,3812598429,178,,3811782603,141,47.3,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947375,12,1,1,0,31,2b3mar72yy8d6uvat1ka6tn3r,1,33.5,41.8,2022-10-01T19:01:07.974Z,2022-10-02T02:33:12Z,3811782825,56,Back,3811782833,141,6.4,3812598575,178,,3811782837,213,5.0,3811782835,212,25.2,3811782831,140,40.5,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947393,13,1,1,0,35,2b3mar72yy8d6uvat1ka6tn3r,1,42.9,7,2022-10-01T19:01:11.722Z,2022-10-02T02:33:11Z,3811782929,140,32.7,3811782933,212,12.9,3811782927,56,Back,3812598857,178,,3811782935,213,2.5,3811782931,141,17.7,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947457,14,1,1,0,37,2b3mar72yy8d6uvat1ka6tn3r,1,34.1,16.8,2022-10-01T19:01:14.294Z,2022-10-02T02:33:11Z,3811783285,212,9.8,3811783281,140,30.0,3811783287,213,2.0,3811783283,141,29.7,3811783279,56,Back,3812599187,178,,,,,,,,cfg0ocm0b2icpagbtnzkrihn9,N. Mukiele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947487,15,1,1,0,42,2b3mar72yy8d6uvat1ka6tn3r,1,36.8,34,2022-10-01T19:01:19.087Z,2022-10-02T02:33:08Z,3812599545,178,,3811783445,213,4.8,3811783441,141,9.8,3811783437,56,Back,3811783439,140,37.6,3811783443,212,16.5,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947523,16,1,1,0,44,2b3mar72yy8d6uvat1ka6tn3r,1,41.2,6.4,2022-10-01T19:01:21.123Z,2022-10-02T02:33:08Z,3811783617,213,0.3,3811783611,140,43.6,3811783615,212,2.6,3811783609,56,Back,3811783613,141,7.6,3812599875,178,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947539,17,1,1,0,45,2b3mar72yy8d6uvat1ka6tn3r,1,47.9,2.8,2022-10-01T19:01:21.952Z,2022-10-02T02:33:07Z,3811783685,156,,3812600359,178,,3811783673,140,38.2,3811783677,212,11.1,3811783675,141,9.4,3811783679,213,2.7,3811783671,56,Back,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947567,18,1,1,0,48,2b3mar72yy8d6uvat1ka6tn3r,1,31.5,9.9,2022-10-01T19:01:24.792Z,2022-10-02T02:33:07Z,3811783851,141,19.2,3811783855,213,0.4,3811783853,212,18.0,3811783849,140,47.6,3811783847,56,Back,3812600575,178,,,,,,,,cfg0ocm0b2icpagbtnzkrihn9,N. Mukiele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947581,19,1,1,0,49,2b3mar72yy8d6uvat1ka6tn3r,1,48.7,17.4,2022-10-01T19:01:25.728Z,2022-10-02T02:33:06Z,3811783941,156,,3812600857,178,,3811783921,141,4.4,3811783925,213,3.8,3811783923,212,13.9,3811783919,140,38.5,3811783917,56,Back,,,,3vx94h32ahujciraspdayj9t6,H. Ekitike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947661,20,1,1,0,52,2b3mar72yy8d6uvat1ka6tn3r,1,40.9,5,2022-10-01T19:01:29.284Z,2022-10-02T02:33:05Z,3812601265,178,,3811784313,213,2.0,3811784311,212,28.6,3811784305,56,Back,3811784309,141,43.9,3811784307,140,30.5,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947671,21,1,1,0,56,2b3mar72yy8d6uvat1ka6tn3r,1,28.6,47.9,2022-10-01T19:01:32.701Z,2022-10-02T02:33:04Z,3811784387,56,Back,3811784389,140,31.9,3811784391,141,84.8,3811784395,213,1.4,3812601499,178,,3811784393,212,25.3,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947691,22,1,1,0,59,2b3mar72yy8d6uvat1ka6tn3r,1,39.8,92.5,2022-10-01T19:01:36.356Z,2022-10-02T02:33:03Z,3811784493,212,5.3,3811784487,56,Back,3811784495,213,3.9,3812601779,178,,3811784491,141,87.4,3811784489,140,36.0,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947719,23,1,1,1,2,2b3mar72yy8d6uvat1ka6tn3r,1,48.1,95.7,2022-10-01T19:01:38.810Z,2022-10-02T02:33:02Z,3812602103,178,,3811784667,56,Back,3811784669,140,35.8,3811784673,212,18.2,3811784671,141,76.9,3811784675,213,3.9,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947761,24,1,1,1,4,2b3mar72yy8d6uvat1ka6tn3r,1,43.3,76.4,2022-10-01T19:01:41.551Z,2022-10-02T02:33:02Z,3811784897,212,21.1,3811784899,213,4.4,3811784895,141,46.7,3811784891,56,Back,3811784893,140,37.4,3812602261,178,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947785,25,1,1,1,7,2b3mar72yy8d6uvat1ka6tn3r,1,43.1,42.9,2022-10-01T19:01:44.391Z,2022-10-02T02:33:01Z,3812602597,178,,3811785023,212,26.8,3811785019,140,52.5,3811785017,56,Right,3811785025,213,5.1,3811785021,141,6.2,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947837,26,1,1,1,11,2b3mar72yy8d6uvat1ka6tn3r,1,52.1,3.2,2022-10-01T19:01:48.361Z,2022-10-02T02:33:00Z,3811785247,141,21.3,3811785245,140,42.4,3811785249,212,16.0,3811785243,56,Back,3811785251,213,2.3,3812602845,178,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947885,27,1,1,1,15,2b3mar72yy8d6uvat1ka6tn3r,1,40.5,20.2,2022-10-01T19:01:51.766Z,2022-10-02T02:32:59Z,3812603145,178,,3811785465,213,1.9,3811785461,212,18.9,3811785453,56,Back,3811785455,140,34.0,3811785457,141,46.1,,,,,,,cfg0ocm0b2icpagbtnzkrihn9,N. Mukiele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947907,28,1,1,1,19,2b3mar72yy8d6uvat1ka6tn3r,1,38.1,54.1,2022-10-01T19:01:56.151Z,2022-10-02T02:32:57Z,3811785609,56,Center,3811785617,213,0.5,3811785611,140,58.7,3811785615,212,24.3,3811785613,141,70.5,3812603403,178,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947929,29,1,1,1,20,2b3mar72yy8d6uvat1ka6tn3r,0,56.3,75.2,2022-10-01T19:01:57.310Z,2022-10-02T02:32:57Z,3811785695,212,10.8,3811785689,56,Center,3811785691,140,64.1,3811785697,213,5.6,3812603725,178,,3811785693,141,64.9,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466124663,892,67,1,1,22,bx0cdmzr2gwr70ez72dorx82p,1,34.6,32.5,2022-10-01T19:01:58.780Z,2022-10-02T02:32:56Z,3812803317,233,1124,,,,,,,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466124657,1124,67,1,1,22,2b3mar72yy8d6uvat1ka6tn3r,0,65.4,67.5,2022-10-01T19:01:58.781Z,2022-10-02T02:32:56Z,3812803345,233,892,,,,,,,,,,,,,,,,,,,,,,3vx94h32ahujciraspdayj9t6,H. Ekitike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947947,3,1,1,1,22,bx0cdmzr2gwr70ez72dorx82p,0,33.8,34.8,2022-10-01T19:01:58.796Z,2022-10-02T02:32:56Z,3811785799,140,53.1,3811785801,141,11.7,3811785803,212,25.6,3811785797,56,Right,3811785795,157,,3811785807,1,,3811785805,213,5.6,3812604071,178,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947971,30,1,1,1,24,2b3mar72yy8d6uvat1ka6tn3r,0,48.9,93.9,2022-10-01T19:02:01.515Z,2022-10-02T02:32:55Z,3812604471,388,,3811785927,3,,3811785929,56,Left,3811785933,141,85.4,3811785937,213,5.9,3811785935,212,13.9,3811785931,140,60.9,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947997,5,61,1,1,27,bx0cdmzr2gwr70ez72dorx82p,1,39.4,11.1,2022-10-01T19:02:03.809Z,2022-10-02T02:32:55Z,3812604919,178,,3811786049,56,Back,,,,,,,,,,,,,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465947967,4,49,1,1,28,bx0cdmzr2gwr70ez72dorx82p,1,40,16.3,2022-10-01T19:02:04.858Z,2022-10-02T02:32:55Z,,,,,,,,,,,,,,,,,,,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948013,6,1,1,1,28,bx0cdmzr2gwr70ez72dorx82p,1,39.9,15.9,2022-10-01T19:02:04.976Z,2022-10-02T02:32:54Z,3811786125,212,1.6,3811786121,140,38.4,3811786127,213,3.3,3811786123,141,15.5,3811786119,56,Back,3812608229,178,,,,,,,,vja0xo3xiuax8eh0b6q3y09,P. Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948065,7,1,1,1,29,bx0cdmzr2gwr70ez72dorx82p,1,41.1,14.6,2022-10-01T19:02:06.140Z,2022-10-02T02:32:53Z,3811786389,213,2.3,3811786381,56,Back,3811786385,141,35.2,3811786387,212,18.1,3811786383,140,30.2,3812608617,178,,,,,,,,99f4n1ws494k96r9ewdcrecbt,Y. Atal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948075,8,1,1,1,31,bx0cdmzr2gwr70ez72dorx82p,1,34.4,36.5,2022-10-01T19:02:08.140Z,2022-10-02T02:32:52Z,3811786435,212,18.6,3811786431,140,26.0,3811786437,213,2.1,3811786429,56,Back,3811786433,141,60.6,3812609029,178,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948105,9,1,1,1,32,bx0cdmzr2gwr70ez72dorx82p,1,28.9,57.9,2022-10-01T19:02:09.537Z,2022-10-02T02:32:52Z,3812609387,178,,3811786585,56,Back,3811786591,140,6.4,3811786595,141,45.1,3811786599,212,25.2,3811786605,213,3.5,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948161,10,1,1,1,35,bx0cdmzr2gwr70ez72dorx82p,1,7.1,47,2022-10-01T19:02:12.386Z,2022-10-02T02:32:52Z,3812609967,178,,3811786835,140,14.0,3811786839,212,20.8,3811786837,141,75.7,3811786833,56,Back,3811786841,213,1.2,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948209,11,1,1,1,38,bx0cdmzr2gwr70ez72dorx82p,1,12.9,76.4,2022-10-01T19:02:15.584Z,2022-10-02T02:32:51Z,3812610289,178,,3811787013,212,16.5,3811787011,141,56.9,3811787015,213,4.1,3811787007,56,Back,3811787009,140,3.5,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948261,12,1,1,1,40,bx0cdmzr2gwr70ez72dorx82p,1,2.5,54.2,2022-10-01T19:02:17.398Z,2022-10-02T02:32:51Z,3812610549,178,,3811787247,140,6.1,3811787245,56,Back,3811787249,141,78.4,3811787251,212,16.9,3811787253,213,1.3,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948283,13,1,1,1,42,bx0cdmzr2gwr70ez72dorx82p,1,6.6,83.5,2022-10-01T19:02:19.444Z,2022-10-02T02:32:50Z,3811787413,140,9.8,3811787417,212,8.6,3812610759,178,,3811787415,141,95.1,3811787419,213,1.2,3811787411,56,Back,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948297,14,1,1,1,44,bx0cdmzr2gwr70ez72dorx82p,1,9.9,97.5,2022-10-01T19:02:21.212Z,2022-10-02T02:32:49Z,3811787493,213,5.8,3811787483,141,85.7,3811787489,212,18.1,3811787479,140,25.3,3811787475,56,Back,3812611109,178,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948303,15,1,1,1,45,bx0cdmzr2gwr70ez72dorx82p,0,19.7,78.7,2022-10-01T19:02:21.888Z,2022-10-02T02:32:49Z,3812611565,178,,3812276023,168,,3811787523,213,0.6,3811787519,141,87.2,3811787515,56,Back,3811787517,140,27.2,3811787521,212,9.8,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948307,31,61,1,1,45,2b3mar72yy8d6uvat1ka6tn3r,1,77.9,16.1,2022-10-01T19:02:22.088Z,2022-10-02T02:32:48Z,3811787537,56,Right,3812612043,178,,,,,,,,,,,,,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466126451,902,67,1,1,46,bx0cdmzr2gwr70ez72dorx82p,1,15.6,92.7,2022-10-01T19:02:22.866Z,2022-10-02T02:32:48Z,3812812963,233,1155,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466126447,1155,67,1,1,46,2b3mar72yy8d6uvat1ka6tn3r,0,84.4,7.3,2022-10-01T19:02:22.867Z,2022-10-02T02:32:48Z,3812813009,233,902,,,,,,,,,,,,,,,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465985767,368,1,1,1,46,bx0cdmzr2gwr70ez72dorx82p,1,16.9,91.3,2022-10-01T19:02:22.975Z,2022-10-02T02:32:47Z,3811995871,141,91.8,3811995875,213,0.0,3812612601,178,,3811995873,212,12.7,3811995867,56,Back,3811995869,140,29.0,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948353,16,1,1,1,47,bx0cdmzr2gwr70ez72dorx82p,1,25.7,89.8,2022-10-01T19:02:23.935Z,2022-10-02T02:32:47Z,3811787783,213,4.3,3812613175,178,,3811787781,212,8.2,3811787775,56,Back,3811787779,141,78.7,3811787777,140,22.6,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948365,17,1,1,1,49,bx0cdmzr2gwr70ez72dorx82p,1,20.9,78.5,2022-10-01T19:02:26.223Z,2022-10-02T02:32:46Z,3811787853,212,10.3,3812613629,178,,3811787851,141,68.7,3811787855,213,3.8,3811787847,56,Back,3811787849,140,13.4,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948403,18,1,1,1,53,bx0cdmzr2gwr70ez72dorx82p,1,15.7,66.4,2022-10-01T19:02:30.006Z,2022-10-02T02:32:45Z,3812613897,178,,3811788057,212,15.0,3811788051,56,Back,3811788059,213,0.6,3811788055,141,79.1,3811788053,140,27.4,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465948429,19,1,1,1,56,bx0cdmzr2gwr70ez72dorx82p,0,24,65.3,2022-10-01T19:02:33.467Z,2022-10-02T02:32:43Z,3811788183,56,Back,3811788191,213,3.8,3811788185,140,21.9,3811788189,212,2.7,3811788187,141,62.9,3812614141,178,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
