id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,keyPass,qualifier/10/value,qualifier/11/value,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2534853779,8,5,1,0,18,27xvwccz8kpmqsefjv2b2sc0o,0,100.6,81,2023-04-16T18:45:28.148Z,2023-04-16T23:19:13Z,4196750741,56,Left,4196750743,346,,4196750923,233,3,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854089,4,1,1,0,42,3unkqo2g6ag99gd5ynz1j7vse,1,5.6,42.3,2023-04-16T18:45:52.525Z,2023-04-17T02:22:27Z,4196752537,141,8.6,4196752533,140,63.1,4196752541,213,5.9,4196752539,212,64.6,4196752529,124,,4196752545,1,,4196752531,56,Right,4196752549,74,,8xdrtww8r5jbxuxtall0wh591,G. Gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854101,5,43,1,0,48,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-04-16T18:45:57.977Z,2023-04-16T19:38:28Z,4196752721,233,9,4196752617,56,Right,4196752619,286,0,4196937053,144,44,,,,,,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854109,9,43,1,0,48,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-04-16T18:45:57.978Z,2023-04-16T19:38:30Z,4196752641,56,Back,4196937157,144,44,4196752643,285,0,,,,,,,,,,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854103,6,43,1,0,49,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-04-16T18:45:58.765Z,2023-04-16T19:38:30Z,4196937125,144,61,4196752621,56,Right,,,,,,,,,,,,,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854245,7,1,1,0,53,3unkqo2g6ag99gd5ynz1j7vse,1,41.4,1.9,2023-04-16T18:46:03.197Z,2023-04-17T02:22:24Z,4196753301,155,,4196753311,212,58.5,4196753307,140,35.0,4196753305,56,Back,4196753309,141,87.3,4196753315,1,,4197398219,178,,4196753313,213,1.7,demp53kye0ium76t240vo8cet,Rony Lopes,4196753303,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854267,8,1,1,0,58,3unkqo2g6ag99gd5ynz1j7vse,1,31.9,75.2,2023-04-16T18:46:07.980Z,2023-04-17T02:22:23Z,4196753447,141,92.6,4196753451,213,0.7,4197398301,178,,4196753445,140,45.9,4196753449,212,18.9,4196753443,56,Back,,,,,,,577j49ffrxuurraco9chy388a,Y. Larouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854269,9,3,1,1,0,3unkqo2g6ag99gd5ynz1j7vse,0,43.9,92.3,2023-04-16T18:46:09.743Z,2023-04-17T02:22:22Z,4197207703,465,,4197398525,178,,4196753617,233,10,4196753461,286,,4196753459,56,Back,,,,,,,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854291,10,7,1,1,0,27xvwccz8kpmqsefjv2b2sc0o,0,56.1,7.7,2023-04-16T18:46:09.809Z,2023-04-17T02:22:22Z,4196753577,285,,4196753589,233,9,4196753575,56,Right,4197398799,178,,4197207877,385,,,,,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534984347,762,67,1,1,1,3unkqo2g6ag99gd5ynz1j7vse,1,39.6,92.6,2023-04-16T18:46:11.069Z,2023-04-17T02:22:21Z,4197469617,233,1238,,,,,,,,,,,,,,,,,,,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534984343,1238,67,1,1,1,27xvwccz8kpmqsefjv2b2sc0o,0,60.4,7.4,2023-04-16T18:46:11.070Z,2023-04-17T02:22:21Z,4197469639,233,762,,,,,,,,,,,,,,,,,,,,,,2p70qo9oxplufwnhlrl2b8v3e,I. Kaboré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854785,16,1,1,1,1,3unkqo2g6ag99gd5ynz1j7vse,0,40.3,91.8,2023-04-16T18:46:11.076Z,2023-04-17T02:22:21Z,4196756231,56,Back,4196939909,233,11,4196939907,236,,4196756235,141,93.2,4196756239,213,2.4,4196756237,212,1.4,4196939913,286,,4196756233,140,39.3,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,4197399225,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854307,11,74,1,1,1,27xvwccz8kpmqsefjv2b2sc0o,1,60.4,6.9,2023-04-16T18:46:11.112Z,2023-04-17T02:22:20Z,4196939883,285,,4196939931,233,16,4197399321,178,,4196753657,56,Right,,,,,,,,,,,,,2p70qo9oxplufwnhlrl2b8v3e,I. Kaboré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854329,10,5,1,1,2,3unkqo2g6ag99gd5ynz1j7vse,1,38.6,101,2023-04-16T18:46:11.891Z,2023-04-16T23:19:59Z,4196753781,347,,4196753847,233,12,4196753779,56,Back,,,,,,,,,,,,,,,,9bkzl4dx3mci3w86rjpfkwowk,W. Odobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854309,12,5,1,1,2,27xvwccz8kpmqsefjv2b2sc0o,0,61.4,-1,2023-04-16T18:46:11.891Z,2023-04-16T23:19:59Z,4196753875,233,10,4196753667,56,Right,4196753669,347,,,,,,,,,,,,,,,,,2p70qo9oxplufwnhlrl2b8v3e,I. Kaboré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854417,11,1,1,1,6,3unkqo2g6ag99gd5ynz1j7vse,1,34.3,100,2023-04-16T18:46:16.448Z,2023-04-17T02:40:49Z,4196754283,140,35.7,4196754289,213,4.9,4196754285,141,86.4,4196754287,212,10.1,4196754279,107,,4196754281,56,Back,,,,,,,577j49ffrxuurraco9chy388a,Y. Larouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535039067,1085,1,1,1,7,3unkqo2g6ag99gd5ynz1j7vse,1,36.1,85.6,2023-04-16T18:46:17.524Z,2023-04-17T02:40:45Z,4197747467,213,3.5,4197747463,141,81.5,4197747465,212,8.9,4197747459,56,Back,4197747461,140,28.1,4197747531,178,,,,,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854421,12,1,1,1,10,3unkqo2g6ag99gd5ynz1j7vse,0,24.2,93.2,2023-04-16T18:46:19.740Z,2023-04-17T02:22:19Z,4196754305,213,0.1,4196754303,212,7.6,4197399843,178,,4196754299,140,31.4,4196754301,141,93.9,4196754297,56,Back,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534888231,558,49,1,1,10,27xvwccz8kpmqsefjv2b2sc0o,1,66.7,3.1,2023-04-16T18:46:20.470Z,2023-04-17T02:22:19Z,,,,,,,,,,,,,,,,,,,,,,,,,2p70qo9oxplufwnhlrl2b8v3e,I. Kaboré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854455,13,1,1,1,10,27xvwccz8kpmqsefjv2b2sc0o,0,67,2.8,2023-04-16T18:46:20.527Z,2023-04-17T02:22:18Z,4197401655,178,,4196754475,140,81.1,4196754485,213,0.3,4196754477,141,10.3,4196754471,56,Right,4196754481,212,15.7,,,,,,,2p70qo9oxplufwnhlrl2b8v3e,I. Kaboré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534888309,342,49,1,1,11,3unkqo2g6ag99gd5ynz1j7vse,1,23.2,93.5,2023-04-16T18:46:21.352Z,2023-04-17T02:22:18Z,,,,,,,,,,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854497,13,1,1,1,16,3unkqo2g6ag99gd5ynz1j7vse,0,16.2,99.3,2023-04-16T18:46:26.504Z,2023-04-17T02:22:16Z,4196754739,213,5.9,4196754733,140,26.8,4196754735,141,93.2,4197411243,178,,4196754737,212,11.9,4196754729,155,,4196754731,56,Back,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854517,14,61,1,1,17,27xvwccz8kpmqsefjv2b2sc0o,1,80,0.7,2023-04-16T18:46:26.732Z,2023-04-17T02:22:16Z,4197411459,178,,4196754851,56,Right,4197411457,21,,,,,,,,,,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854533,15,49,1,1,18,27xvwccz8kpmqsefjv2b2sc0o,1,83.6,4.2,2023-04-16T18:46:28.073Z,2023-04-17T02:22:15Z,,,,,,,,,,,,,,,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854537,16,1,1,1,20,27xvwccz8kpmqsefjv2b2sc0o,0,88.6,24.6,2023-04-16T18:46:30.528Z,2023-04-17T02:22:14Z,4196754951,213,1.6,4196754949,212,14.2,4196754943,56,Center,4196754945,140,87.7,4197411735,178,,4196754947,141,45.4,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534984629,772,67,1,1,21,3unkqo2g6ag99gd5ynz1j7vse,1,13.1,49.7,2023-04-16T18:46:31.426Z,2023-04-17T02:22:13Z,4197471367,233,1269,,,,,,,,,,,,,,,,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534984627,1269,67,1,1,21,27xvwccz8kpmqsefjv2b2sc0o,0,86.9,50.3,2023-04-16T18:46:31.427Z,2023-04-17T02:22:13Z,4197471371,233,772,,,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854603,14,12,1,1,21,3unkqo2g6ag99gd5ynz1j7vse,1,10.5,51.4,2023-04-16T18:46:31.456Z,2023-04-17T02:22:13Z,4196755307,141,64.8,4197411965,178,,4196755309,212,9.2,4196755303,56,Back,4196755305,140,11.8,4196755311,213,1.4,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534872555,381,61,1,1,21,27xvwccz8kpmqsefjv2b2sc0o,1,87.3,50.3,2023-04-16T18:46:31.492Z,2023-04-17T02:22:12Z,4196852109,56,Center,4197413239,178,,,,,,,,,,,,,,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854611,15,45,1,1,23,3unkqo2g6ag99gd5ynz1j7vse,0,11.6,59.5,2023-04-16T18:46:33.544Z,2023-04-17T02:22:12Z,4196755355,56,Back,4196755357,285,,4196755431,233,17,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854597,17,3,1,1,23,27xvwccz8kpmqsefjv2b2sc0o,1,88.4,40.5,2023-04-16T18:46:33.544Z,2023-04-17T02:22:12Z,4197414641,178,,4196755389,233,15,4196755283,56,Center,4196755285,286,,4197209871,465,,,,,,,,,,,cnriqwh17pqgz7p2gt74uar6c,Vítinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534854605,18,16,1,1,25,27xvwccz8kpmqsefjv2b2sc0o,1,89.4,37.5,2023-04-16T18:46:35.292Z,2023-04-17T02:22:11Z,4196759745,230,97.6,4196759747,231,46.3,4196759739,102,46.5,4196759741,103,29.7,4196759737,81,,4196864491,29,,4197414949,178,,4196756901,375,01:25.044,cnriqwh17pqgz7p2gt74uar6c,Vítinha,4196755321,254,,4196864495,55,381,4196864499,215,4196755315,22,4196755319,56,Center,4197210105,395,97.8,4197210107,396,43.7,4196756891,20,4196756897,374,2023-04-16 19:46:34.603,4197733199,17,,,,,,,,,,,,,,,
2534855383,17,1,1,2,27,3unkqo2g6ag99gd5ynz1j7vse,1,50.1,49.4,2023-04-16T18:47:36.734Z,2023-04-16T23:28:02Z,4196759441,279,G,4197415509,178,,4196759439,213,3.7,4196759435,212,12.5,4196759423,56,Back,4196759431,141,39.8,4196759427,140,39.9,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855411,18,1,1,2,29,3unkqo2g6ag99gd5ynz1j7vse,1,39.4,43,2023-04-16T18:47:38.728Z,2023-04-17T02:22:09Z,4196759605,140,34.6,4196759603,56,Back,4196759609,212,18.0,4196759607,141,17.6,4196759611,213,4.4,4197415577,178,,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855419,19,1,1,2,33,3unkqo2g6ag99gd5ynz1j7vse,1,33.7,16.6,2023-04-16T18:47:42.634Z,2023-04-17T02:22:09Z,4196759649,140,61.0,4196759651,141,13.1,4196759647,56,Right,4196759653,212,28.8,4197415743,178,,4196759655,213,6.2,,,,,,,7etm5qf3sonimtxllrw5xwkid,E. Palmer-Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534889359,343,1,1,2,34,3unkqo2g6ag99gd5ynz1j7vse,0,51.4,16.5,2023-04-16T18:47:43.572Z,2023-04-17T02:22:08Z,4197415949,178,,4196947785,213,6.1,4196948163,236,,4196947781,141,14.8,4196948173,286,,4196947775,168,,4196947779,140,57.7,4196947783,212,6.7,demp53kye0ium76t240vo8cet,Rony Lopes,4196947777,56,,4196948165,233,559,,,,,,,,,,,,,,,,,,,,,Right,,,,,,,,,,,,,,
2534889419,559,74,1,2,34,27xvwccz8kpmqsefjv2b2sc0o,1,47.9,83.6,2023-04-16T18:47:43.660Z,2023-04-17T02:22:08Z,4197416121,178,,4196948139,56,Back,4196948141,285,,4196948193,233,343,,,,,,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855451,19,61,1,2,35,27xvwccz8kpmqsefjv2b2sc0o,0,53.5,87.4,2023-04-16T18:47:44.641Z,2023-04-17T02:22:08Z,4196759829,56,Left,4197416329,178,,,,,,,,,,,,,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855459,20,1,1,2,36,3unkqo2g6ag99gd5ynz1j7vse,1,41.8,19.5,2023-04-16T18:47:46.057Z,2023-04-17T02:22:07Z,4196759877,213,1.7,4197416575,178,,4196759875,212,9.0,4196759873,141,32.6,4196759869,56,Back,4196759871,140,40.6,,,,,,,3h3g7sne1jjevj0mwyliehm95,R. Kouamé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855477,21,1,1,2,37,3unkqo2g6ag99gd5ynz1j7vse,1,42.1,29.3,2023-04-16T18:47:46.695Z,2023-04-17T02:22:07Z,4196759981,213,0.1,4196759975,140,55.4,4196759979,212,14.0,4196793009,155,,4196759973,56,Center,4197416779,178,,4196759977,141,31.3,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855479,22,1,1,2,38,3unkqo2g6ag99gd5ynz1j7vse,0,53.6,28.6,2023-04-16T18:47:47.670Z,2023-04-17T02:22:06Z,4196793977,141,24.4,4196793991,156,,4196793975,140,53.1,4196793973,56,Center,4196793979,212,2.9,4196793981,213,4.5,4197417263,388,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855503,20,1,1,2,38,27xvwccz8kpmqsefjv2b2sc0o,1,48,76.4,2023-04-16T18:47:48.175Z,2023-04-17T02:22:06Z,4196760127,140,50.9,4196760131,212,7.5,4196760125,56,Center,4196760129,141,66.4,4197417543,178,,4196760133,213,5.1,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855517,21,49,1,2,39,27xvwccz8kpmqsefjv2b2sc0o,1,50,67.6,2023-04-16T18:47:48.859Z,2023-04-17T02:22:06Z,,,,,,,,,,,,,,,,,,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534855563,22,1,1,2,42,27xvwccz8kpmqsefjv2b2sc0o,1,45.5,78.8,2023-04-16T18:47:51.717Z,2023-04-17T02:22:04Z,4196760463,141,93.3,4196760465,212,12.6,4196760467,213,2.2,4196760461,140,38.1,4196760459,56,Back,4197417895,178,,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
