id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/11/value,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/10/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2462223407,220,49,1,16,5,2b3mar72yy8d6uvat1ka6tn3r,1,59.3,81.8,2022-09-18T19:01:15.665Z,2022-09-19T02:07:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223497,222,1,1,16,5,2b3mar72yy8d6uvat1ka6tn3r,1,59.3,81,2022-09-18T19:01:15.733Z,2022-09-19T02:07:57Z,3792048183,140,55.3,3792048187,212,20.9,3792766225,178,,3792048189,213,4.5,3792048185,141,50.9,3792048181,56,Center,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223505,223,1,1,16,7,2b3mar72yy8d6uvat1ka6tn3r,1,51.4,59.8,2022-09-18T19:01:17.945Z,2022-09-19T02:07:56Z,3792048231,213,4.8,3792048227,141,26.8,3792048223,56,Center,3792766445,178,,3792048225,140,53.8,3792048229,212,22.6,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223533,224,1,1,16,9,2b3mar72yy8d6uvat1ka6tn3r,1,51.6,37.1,2022-09-18T19:01:20.027Z,2022-09-19T02:07:55Z,3792766503,178,,3792048351,213,5.2,3792048343,56,Right,3792048347,141,3.2,3792048345,140,61.9,3792048349,212,25.5,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223567,225,1,1,16,13,2b3mar72yy8d6uvat1ka6tn3r,1,60.4,18.7,2022-09-18T19:01:23.924Z,2022-09-19T02:07:54Z,3792048481,212,9.9,3792766619,178,,3792048477,140,53.7,3792048483,213,2.4,3792048479,141,28.9,3792048475,56,Center,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223623,226,1,1,16,14,2b3mar72yy8d6uvat1ka6tn3r,1,54.5,27,2022-09-18T19:01:25.203Z,2022-09-19T02:07:53Z,3792048751,56,Back,3792048755,141,45.1,3792048759,213,2.3,3792048753,140,44.5,3792766827,178,,3792048757,212,16.2,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223655,227,1,1,16,18,2b3mar72yy8d6uvat1ka6tn3r,1,45,47.5,2022-09-18T19:01:29.315Z,2022-09-19T02:07:52Z,3792048945,212,26.4,3792048939,56,Back,3792767007,178,,3792048941,140,46.2,3792048947,213,1.5,3792048943,141,86.3,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223753,228,1,1,16,22,2b3mar72yy8d6uvat1ka6tn3r,1,56,84.3,2022-09-18T19:01:32.835Z,2022-09-19T02:07:51Z,3792767019,178,,3792049443,140,89.7,3792049447,212,36.0,3792049445,141,93.9,3792049449,213,0.2,3793066299,1,,3792049441,56,Left,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223759,229,1,1,16,30,2b3mar72yy8d6uvat1ka6tn3r,0,92.8,97.4,2022-09-18T19:01:40.654Z,2022-09-19T02:07:50Z,3792767191,178,,3792623445,72,,3792049489,212,5.8,3792049479,2,,3792623443,224,,3792049689,286,,3792049683,236,,3792049491,213,5.0,d3dv3vc71981v5oems59892sq,Nuno Mendes,3792049485,140,94.5,,3792049483,56,Left,3792049487,141,3792049685,233,,,,,,,,,,,,,,,,,,,131,,,,89.3,,,,,
2462223797,131,12,1,16,30,121le8unjfzug3iu9pgkqa1c7,1,7.4,4.6,2022-09-18T19:01:40.739Z,2022-09-19T02:07:49Z,3792049661,185,,3792049707,233,229,3792049663,56,Back,3792767497,178,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223929,133,5,1,16,30,121le8unjfzug3iu9pgkqa1c7,0,9.1,-1.7,2022-09-18T19:01:41.509Z,2022-09-18T23:25:03Z,3792050263,56,Back,3792050265,347,,3792051375,233,230,,,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223877,230,5,1,16,30,2b3mar72yy8d6uvat1ka6tn3r,1,90.9,101.7,2022-09-18T19:01:41.509Z,2022-09-18T23:25:04Z,3792050043,56,Left,3792050045,347,,3792050483,233,133,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462223807,132,43,1,16,33,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-18T19:01:43.885Z,2022-09-18T19:01:55Z,3792050409,144,6,3792049721,56,Back,3792049723,73,0,,,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224133,134,57,1,16,46,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-18T19:01:57.018Z,2022-09-18T23:25:38Z,3792051235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224077,232,57,1,16,46,2b3mar72yy8d6uvat1ka6tn3r,0,0,0,2022-09-18T19:01:57.018Z,2022-09-19T02:07:49Z,3792050949,56,Left,,,,,,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224003,231,43,1,16,47,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-09-18T19:01:58.204Z,2022-09-18T19:02:01Z,3792050617,56,Left,3792050625,213,4.6,3792050615,107,0,3792050619,140,88.8,3792050857,144,1,3792050621,141,89.0,3792050623,212,8.9,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224215,135,1,1,17,2,121le8unjfzug3iu9pgkqa1c7,1,13.2,0,2022-09-18T19:02:12.669Z,2022-09-19T02:07:49Z,3792051675,212,10.3,3792051671,140,15.5,3792051669,56,Back,3792051667,107,,3792051677,213,1.3,3792051673,141,13.3,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224231,136,1,1,17,3,121le8unjfzug3iu9pgkqa1c7,1,15.7,13.6,2022-09-18T19:02:13.769Z,2022-09-19T02:07:48Z,3792051725,56,Back,3792051729,141,6.5,3792768981,388,,3792051733,213,5.0,3792051731,212,5.0,3792051727,140,16.9,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224247,137,1,1,17,4,121le8unjfzug3iu9pgkqa1c7,1,20.6,0.4,2022-09-18T19:02:15.377Z,2022-09-19T02:07:48Z,3792769149,178,,3792051847,212,11.1,3792051843,140,10.8,3792051849,213,2.8,3792051845,141,6.4,3792051841,56,Back,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224255,138,1,1,17,5,121le8unjfzug3iu9pgkqa1c7,0,12.9,1.8,2022-09-18T19:02:15.971Z,2022-09-19T02:07:47Z,3792051875,140,12.7,3792051879,212,3.6,3792051871,155,,3792769273,178,,3792051881,213,1.6,3792051873,56,Back,3792051877,141,7.1,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224253,233,61,1,17,5,2b3mar72yy8d6uvat1ka6tn3r,1,84.7,97.1,2022-09-18T19:02:16.133Z,2022-09-19T02:07:47Z,3792051869,56,Left,3792769385,21,,3792769387,178,,,,,,,,,,,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224393,139,5,1,17,6,121le8unjfzug3iu9pgkqa1c7,1,12,-1.4,2022-09-18T19:02:16.925Z,2022-09-18T23:26:07Z,3792052541,56,Back,3792052543,347,,3792052617,233,234,,,,,,,,,,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224263,234,5,1,17,6,2b3mar72yy8d6uvat1ka6tn3r,0,88,101.4,2022-09-18T19:02:16.925Z,2022-09-18T23:26:08Z,3792051917,347,,3792051915,56,Left,3792052629,233,139,,,,,,,,,,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224447,140,1,1,17,17,121le8unjfzug3iu9pgkqa1c7,1,14.9,0,2022-09-18T19:02:27.949Z,2022-09-19T02:07:47Z,3792052829,212,8.4,3792052825,140,20.9,3792052821,107,,3792052831,213,0.7,3792052827,141,7.4,3792052823,56,Back,,,,,,,8jt4vsixxoqp4uvskyfl7k222,M. Gusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224457,141,1,1,17,18,121le8unjfzug3iu9pgkqa1c7,1,22.5,4.5,2022-09-18T19:02:28.900Z,2022-09-19T02:07:46Z,3792052887,212,14.8,3792052883,140,24.5,3792769853,178,,3792052881,56,Back,3792052885,141,26.0,3792052889,213,1.4,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224467,142,1,1,17,20,121le8unjfzug3iu9pgkqa1c7,1,24.8,22.5,2022-09-18T19:02:30.646Z,2022-09-19T02:07:45Z,3792052939,212,2.6,3792052935,140,22.7,3792769937,178,,3792052941,213,2.6,3792052937,141,24.4,3792052933,56,Back,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224501,143,1,1,17,21,121le8unjfzug3iu9pgkqa1c7,1,21.6,26,2022-09-18T19:02:31.856Z,2022-09-19T02:07:45Z,3792770523,178,,3792053111,212,21.1,3792053109,141,55.7,3792053113,213,1.9,3792053103,56,Back,3792053107,140,15.8,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224563,144,1,1,17,23,121le8unjfzug3iu9pgkqa1c7,1,15.4,52.9,2022-09-18T19:02:34.114Z,2022-09-19T02:07:44Z,3792053391,56,Back,3792770557,178,,3792053395,141,72.2,3792053399,213,0.5,3792053393,140,39.1,3792053397,212,28.1,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224589,145,1,1,17,27,121le8unjfzug3iu9pgkqa1c7,1,42.3,75.2,2022-09-18T19:02:38.629Z,2022-09-19T02:07:44Z,3792053521,141,63.8,3792053519,140,42.4,3792770719,178,,3792053525,213,4.7,3792053523,212,7.8,3792053517,56,Back,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224631,146,1,1,17,30,121le8unjfzug3iu9pgkqa1c7,1,47.9,62.3,2022-09-18T19:02:41.025Z,2022-09-19T02:07:43Z,3792770773,178,,3792053707,56,Center,3792053713,212,30.5,3792053715,213,5.4,3792053711,141,26.6,3792053709,140,65.5,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224641,147,1,1,17,32,121le8unjfzug3iu9pgkqa1c7,0,63,28,2022-09-18T19:02:43.413Z,2022-09-19T02:07:42Z,3792053771,140,77.0,3792053775,212,14.7,3792053773,141,26.8,3792053777,213,6.2,3792770891,178,,3792053767,56,Center,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224659,235,8,1,17,33,2b3mar72yy8d6uvat1ka6tn3r,1,27.5,74.6,2022-09-18T19:02:43.879Z,2022-09-19T02:07:41Z,3792624733,384,,3792053857,56,Back,3792770991,178,,,,,,,,,,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224673,236,49,1,17,35,2b3mar72yy8d6uvat1ka6tn3r,1,33.4,53.5,2022-09-18T19:02:45.957Z,2022-09-19T02:07:41Z,,,,,,,,,,,,,,,,,,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224719,237,1,1,17,35,2b3mar72yy8d6uvat1ka6tn3r,1,33.5,53.8,2022-09-18T19:02:46.060Z,2022-09-19T02:07:41Z,3792771393,178,,3792054091,141,61.5,3792054089,140,32.4,3792054095,213,1.8,3792054093,212,5.4,3792054087,56,Back,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224737,238,1,1,17,38,2b3mar72yy8d6uvat1ka6tn3r,1,35.4,53.7,2022-09-18T19:02:49.453Z,2022-09-19T02:07:39Z,3792054165,140,37.4,3792054169,212,11.3,3792054171,213,4.9,3792771495,178,,3792054167,141,37.4,3792054163,56,Back,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224755,239,1,1,17,39,2b3mar72yy8d6uvat1ka6tn3r,1,36.1,43,2022-09-18T19:02:50.109Z,2022-09-19T02:07:39Z,3792054289,213,1.2,3792054285,141,52.8,3792771587,178,,3792054283,140,38.7,3792054281,56,Back,3792054287,212,7.2,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224775,240,1,1,17,42,2b3mar72yy8d6uvat1ka6tn3r,1,39.4,52.5,2022-09-18T19:02:53.183Z,2022-09-19T02:07:37Z,3792054379,141,48.4,3792054375,56,Back,3792054383,213,4.2,3792054377,140,38.0,3792771689,178,,3792054381,212,3.2,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224809,241,1,1,17,44,2b3mar72yy8d6uvat1ka6tn3r,1,40.1,49.5,2022-09-18T19:02:55.187Z,2022-09-19T02:07:35Z,3792054573,56,Back,3792054577,141,58.5,3792771763,178,,3792054581,213,2.3,3792054575,140,34.9,3792054579,212,8.2,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224831,242,1,1,17,48,2b3mar72yy8d6uvat1ka6tn3r,1,33.6,48.8,2022-09-18T19:02:58.668Z,2022-09-19T02:07:34Z,3792054687,56,Back,3792054693,212,18.5,3792054695,213,5.0,3792771829,178,,3792054689,140,37.8,3792054691,141,22.4,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224861,243,1,1,17,51,2b3mar72yy8d6uvat1ka6tn3r,1,30.7,21.8,2022-09-18T19:03:01.983Z,2022-09-19T02:07:33Z,3792054859,140,27.4,3792054863,212,19.3,3792771887,178,,3792054857,56,Back,3792054865,213,1.8,3792054861,141,49.7,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224963,244,1,1,17,54,2b3mar72yy8d6uvat1ka6tn3r,1,29.1,54.6,2022-09-18T19:03:05.523Z,2022-09-19T02:07:32Z,3792055421,56,Back,3792055429,213,0.7,3792055425,141,63.6,3792771965,178,,3792055423,140,35.7,3792055427,212,9.2,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224977,245,1,1,18,3,2b3mar72yy8d6uvat1ka6tn3r,1,38.3,55.9,2022-09-18T19:03:14.587Z,2022-09-19T02:07:29Z,3792055503,212,22.8,3792055501,141,22.4,3792055499,140,38.9,3792772275,178,,3792055497,56,Back,3792055505,213,4.7,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462224981,246,1,1,18,6,2b3mar72yy8d6uvat1ka6tn3r,1,38.2,22.6,2022-09-18T19:03:17.164Z,2022-09-19T02:07:29Z,3792055531,56,Right,3792055535,141,5.0,3792055539,213,5.7,3792772345,178,,3792055537,212,22.0,3792055533,140,55.8,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225031,247,1,1,18,8,2b3mar72yy8d6uvat1ka6tn3r,1,52.1,2,2022-09-18T19:03:19.271Z,2022-09-19T02:07:28Z,3792055765,141,11.6,3792055769,213,2.6,3792055761,56,Back,3792055763,140,41.8,3792055767,212,12.6,3792772469,178,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225073,248,1,1,18,11,2b3mar72yy8d6uvat1ka6tn3r,1,38.6,15.2,2022-09-18T19:03:22.131Z,2022-09-19T02:07:27Z,3792055931,56,Back,3792772563,178,,3792055935,141,42.1,3792055939,213,1.7,3792055933,140,36.8,3792055937,212,18.4,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225169,249,1,1,18,14,2b3mar72yy8d6uvat1ka6tn3r,1,39.1,43.2,2022-09-18T19:03:25.590Z,2022-09-19T02:07:26Z,3792056411,212,12.7,3792056405,56,Back,3792056409,141,61.7,3792772655,178,,3792056413,213,1.4,3792056407,140,41.0,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225181,250,1,1,18,22,2b3mar72yy8d6uvat1ka6tn3r,1,46.4,53.2,2022-09-18T19:03:32.809Z,2022-09-19T02:07:24Z,3792772785,178,,3792056457,140,55.0,3792056467,213,5.2,3792056459,141,29.1,3792056455,56,Center,3792056463,212,18.7,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225195,251,1,1,18,23,2b3mar72yy8d6uvat1ka6tn3r,1,53.1,35.4,2022-09-18T19:03:33.890Z,2022-09-19T02:07:23Z,3792056561,213,4.1,3792056557,141,18.9,3792056553,56,Back,3792056559,212,14.1,3792056555,140,44.9,3792772831,178,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225221,252,1,1,18,24,2b3mar72yy8d6uvat1ka6tn3r,1,44.9,21.7,2022-09-18T19:03:34.885Z,2022-09-19T02:07:23Z,3792772939,178,,3792056701,213,5.7,3792056699,212,22.8,3792056695,140,63.4,3792056697,141,4.1,3792056693,56,Right,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225251,253,1,1,18,26,2b3mar72yy8d6uvat1ka6tn3r,1,57.8,8.5,2022-09-18T19:03:37.272Z,2022-09-19T02:07:22Z,3792056865,212,10.0,3792773227,178,,3792056867,213,1.3,3792056859,140,60.3,3792056855,56,Center,3792056863,141,22.7,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225303,254,1,1,18,28,2b3mar72yy8d6uvat1ka6tn3r,1,53.7,25.8,2022-09-18T19:03:39.549Z,2022-09-19T02:07:21Z,3792057161,1,,3792057153,140,46.1,3792057157,212,32.1,3792057155,141,71.5,3792057159,213,1.8,3792057151,56,Back,3792773371,178,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225337,255,1,1,18,32,2b3mar72yy8d6uvat1ka6tn3r,1,52.9,79.2,2022-09-18T19:03:43.361Z,2022-09-19T02:07:20Z,3792057347,212,11.7,3792057343,140,63.4,3792773445,178,,3792057341,56,Center,3792057349,213,5.9,3792057345,141,73.3,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225341,256,1,1,18,35,2b3mar72yy8d6uvat1ka6tn3r,1,65.3,72,2022-09-18T19:03:46.006Z,2022-09-19T02:07:20Z,3792057373,141,66.6,3792057377,213,5.8,3792773583,178,,3792057369,56,Center,3792057371,140,72.7,3792057375,212,8.6,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225349,257,1,1,18,35,2b3mar72yy8d6uvat1ka6tn3r,1,71.8,65.2,2022-09-18T19:03:46.566Z,2022-09-19T02:07:19Z,3792057417,212,17.9,3792057413,140,63.3,3792057431,156,,3792773657,178,,3792057411,56,Left,3792057419,213,2.1,3792057415,141,88.1,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225407,258,1,1,18,38,2b3mar72yy8d6uvat1ka6tn3r,1,64.3,84.9,2022-09-18T19:03:49.294Z,2022-09-19T02:07:19Z,3792057693,213,6.0,3792057687,140,72.0,3792057691,212,8.6,3792057685,56,Left,3792057689,141,80.8,3792773745,178,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225453,259,1,1,18,39,2b3mar72yy8d6uvat1ka6tn3r,1,68.5,75.4,2022-09-18T19:03:50.479Z,2022-09-19T02:07:18Z,3792057909,56,Center,3792057911,140,63.3,3792773957,178,,3792057915,212,5.7,3792057917,213,2.8,3792057913,141,77.9,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225505,260,1,1,18,42,2b3mar72yy8d6uvat1ka6tn3r,1,60.1,68.9,2022-09-18T19:03:53.112Z,2022-09-19T02:07:17Z,3792774109,178,,3792058147,212,30.4,3792058143,140,65.1,3792058149,213,4.9,3792058145,141,24.9,3792058139,155,,3792058141,56,Center,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225521,148,45,1,18,45,121le8unjfzug3iu9pgkqa1c7,0,30.4,77.8,2022-09-18T19:03:56.082Z,2022-09-19T02:07:16Z,3792058287,233,261,3792058227,285,,3792058225,56,Back,,,,,,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225513,261,3,1,18,45,2b3mar72yy8d6uvat1ka6tn3r,1,69.6,22.2,2022-09-18T19:03:56.082Z,2022-09-19T02:07:16Z,3792058195,286,,3792058193,56,Center,3792626521,465,,3792058279,233,148,3792774307,178,,,,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225525,262,1,1,18,46,2b3mar72yy8d6uvat1ka6tn3r,1,71.7,27.2,2022-09-18T19:03:57.063Z,2022-09-19T02:07:15Z,3792058245,140,68.2,3792058249,212,6.4,3792058247,141,34.9,3792058243,56,Center,3792774415,178,,3792058251,213,2.2,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225539,263,1,1,18,47,2b3mar72yy8d6uvat1ka6tn3r,1,66.8,33,2022-09-18T19:03:58.287Z,2022-09-19T02:07:15Z,3792058327,212,9.1,3792058323,140,73.5,3792774717,178,,3792058319,56,Center,3792058329,213,0.7,3792058325,141,41.6,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225545,264,3,1,18,49,2b3mar72yy8d6uvat1ka6tn3r,0,71.6,38.8,2022-09-18T19:03:59.744Z,2022-09-19T02:07:14Z,3792058357,286,,3792058479,233,149,3792774835,178,,3792058355,56,Center,3792626879,465,,,,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225563,149,7,1,18,49,121le8unjfzug3iu9pgkqa1c7,1,28.4,61.2,2022-09-18T19:04:00.100Z,2022-09-19T02:07:14Z,3792058445,285,,3792626997,383,,3792775905,178,,3792058443,56,Back,3792058459,233,264,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462225567,150,49,1,18,50,121le8unjfzug3iu9pgkqa1c7,1,29.4,64.3,2022-09-18T19:04:01.270Z,2022-09-19T02:07:13Z,,,,,,,,,,,,,,,,,,,,,,,,,79dz7zni5fcgh5e70spoj2j8p,M. Caqueret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
