id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2453822839,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-08-31T16:18:57.313Z,2022-08-31T17:06:16Z,3747359093,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747359087,59,"1, 4, 28, 5, 24, 6, 15, 8, 3, 39, 10, 7, 11, 18, 19, 29, 30, 41, 48, 70",3747361211,194,976riwm0dz0e74d4l28y3ttcl,3747438685,197,662,3747359085,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747359091,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747359083,30,"4ilnnpfgjfz35lni9ppzd93v9, afymbx9eo87zau8mo99pakbu, 2ds26ub6ho0baamsjcmh7mmfo, 976riwm0dz0e74d4l28y3ttcl, 36h87ecgmpjdltk1epsbvmiju, 9p5jc07qnxrzpcmnh1cp6b3l5, 8qmm84tue6kuz8e5nhhdhmz8p, 2lvit204llltk13iglsa2tjah, 8gkexxgf3pypshhqwg6ibp7o4, cmrdm4nnd62inlvsnc52vkicp, agwvouyocx93y39g7tmwaojx1, e6ok0deqkoe80184iu509gzu2, 3jqxaa2l6gqwxl2mr8w0yiiy2, dlybxu0l5r7yi8i11myd7ldgq, 7ty1wdxxnusgkl34k5raipbl5, edti8t30h7ukwi3wqlzaczje1, 1ccqekgbdyx9g90vaodi7qw9h, 41gpjj5od0ww4rnopzgp1oetw, 34qnp7hi8hr2xtmxnxyv6hxjo, ccu7hw3wrcspl1a18g2ldnsh5",3747359089,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453822883,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-31T16:19:10.448Z,2022-08-31T16:56:43Z,3747359327,130,19,3747359333,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747359321,30,"cgqunmh8aw465fna15rdve8d1, 4gsebdl04os3v9mjhhkamnn1m, dlzepva4fgihzwx4vfzagiy1h, 8927ird9ax5sj69nadeqaktlh, 7rvgrqf0ktsepvwpj0osy5pzp, 99yx7t2j59cyia4bkpi59q1as, 6ynchgp6o4tajwvnfdnoo11at, qooxolimrpdm50kl9woa6jje, 2bfbi3t4aufb47wwt56ilzoyc, bqq4tqw6tp68c1fya04onf6c5, 41jb0ts5688xz8ell62rybm22, cnei0h8qtnmr9n9ojtm029uj9, 9fcg5wz6no3f9mn7ch45g06hh, 1j7c295dtb7s5z14diov3xx3p, 310zaj8t3k4c8aj54ml0n0kx5, dvtd4xsoihe7srn69irnng5w5, 36ylt0kjn7t0vajmelu4mbazu, 821ma6ofy7t9wtdvu1w6uni09, cwtefikj4d22g8dr4c200pwtm, 9vwdme2e657vrezfixnimrv85",3747414517,197,15935,3747359323,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747359329,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747359331,194,6ynchgp6o4tajwvnfdnoo11at,3747359325,59,"1, 4, 3, 22, 25, 29, 6, 26, 11, 23, 8, 5, 7, 9, 10, 15, 19, 30, 31, 92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833857,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-31T17:00:39.644Z,2022-08-31T22:02:47Z,3747420415,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833867,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-08-31T17:00:39.644Z,2022-08-31T17:00:41Z,3747420457,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833879,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,50,50,2022-08-31T17:00:39.785Z,2022-09-01T04:13:01Z,3748927771,178,,3747420517,141,54.0,3747420523,279,S,3747420513,56,Center,3747420519,212,3.9,3747420521,213,0.8,3747420515,140,52.7,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833907,4,1,1,0,2,75qj99fhg5c0ztj2tva5u4uii,1,50.9,52,2022-08-31T17:00:41.894Z,2022-09-01T07:56:27Z,3747420677,140,32.5,3747420681,212,26.0,3747420683,213,2.4,3748928085,178,,3747420675,56,Back,3747420679,141,77.5,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833925,5,1,1,0,4,75qj99fhg5c0ztj2tva5u4uii,1,37.7,75.4,2022-08-31T17:00:43.900Z,2022-09-01T07:56:27Z,3747420823,141,55.5,3747420825,212,19.1,3747420819,56,Back,3747420827,213,3.9,3747420821,140,24.9,3748928137,178,,,,,,,,99yx7t2j59cyia4bkpi59q1as,O. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833943,6,1,1,0,6,75qj99fhg5c0ztj2tva5u4uii,1,26.4,52,2022-08-31T17:00:46.223Z,2022-09-01T07:56:26Z,3747420893,141,60.0,3747420895,212,19.3,3748928205,178,,3747420897,213,2.9,3747420891,140,8.8,3747420889,56,Back,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833969,7,1,1,0,8,75qj99fhg5c0ztj2tva5u4uii,0,7.9,62.3,2022-08-31T17:00:48.492Z,2022-09-01T07:56:26Z,3747421037,157,,3747421047,213,6.2,3748928249,178,,3747421041,140,61.6,3747421043,141,56.4,3747421039,56,Center,3747421049,1,,3747421045,212,56.5,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833967,3,44,1,0,12,3c3jcs7vc1t6vz5lev162jyv7,1,42.6,44.1,2022-08-31T17:00:52.128Z,2022-09-01T07:56:26Z,3747421087,233,8,3747421035,285,,3747421033,56,Back,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
