id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2519163833,6,5,1,0,21,2cjpmotqo8phcqfpgo9xf4gel,0,50.7,101.8,2023-03-12T14:00:25.869Z,2023-03-13T03:41:53Z,4092703959,347,,4092703957,56,Left,4092704055,233,6,,,,,,,,,,,,,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163853,6,5,1,0,21,6xjy1q2m55iiwe8g1r1yffbc9,1,49.3,-1.8,2023-03-12T14:00:25.869Z,2023-03-13T03:41:53Z,4092704027,347,,4092704029,233,6,4092704025,56,Back,,,,,,,,,,,,,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163903,7,1,1,0,26,6xjy1q2m55iiwe8g1r1yffbc9,1,54.3,0,2023-03-12T14:00:30.481Z,2023-03-13T08:06:02Z,4092704253,212,6.2,4092704249,140,55.7,4092704251,141,7.3,4092704255,213,1.3,4092704247,56,Right,4092704245,107,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163909,8,1,1,0,27,6xjy1q2m55iiwe8g1r1yffbc9,0,54.7,10.8,2023-03-12T14:00:31.319Z,2023-03-13T08:06:02Z,4092704273,212,17.1,4092704271,141,6.8,4095259745,178,,4092704265,155,,4092704267,56,Right,4092704275,213,6.1,4092704269,140,70.8,,,,529k1s89fjg133s8ycjwvgg5x,M. Barreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163941,7,1,1,0,28,2cjpmotqo8phcqfpgo9xf4gel,0,28.2,93.5,2023-03-12T14:00:32.863Z,2023-03-13T08:06:01Z,4092704425,141,100.0,4092704427,212,11.4,4092704429,213,0.5,4095260275,178,,4092704419,3,,4092704423,140,37.6,4092704421,56,Back,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163945,8,5,1,0,30,2cjpmotqo8phcqfpgo9xf4gel,0,39.3,101.5,2023-03-12T14:00:34.992Z,2023-03-13T03:42:41Z,4092704433,56,Back,4092704503,233,9,4092704435,347,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163953,9,5,1,0,30,6xjy1q2m55iiwe8g1r1yffbc9,1,60.7,-1.5,2023-03-12T14:00:34.992Z,2023-03-13T03:42:41Z,4092704463,56,Right,4092704479,233,8,4092704465,347,,,,,,,,,,,,,,,,,529k1s89fjg133s8ycjwvgg5x,M. Barreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164099,10,1,1,0,41,6xjy1q2m55iiwe8g1r1yffbc9,1,68.8,0,2023-03-12T14:00:45.598Z,2023-03-13T08:06:01Z,4092705265,212,12.7,4092705267,213,2.6,4092705259,56,Right,4092705257,107,,4092705261,140,58.2,4092705263,141,7.6,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164133,11,1,1,0,42,6xjy1q2m55iiwe8g1r1yffbc9,1,65.7,10.8,2023-03-12T14:00:46.497Z,2023-03-13T08:06:00Z,4092705395,141,3.2,4092705397,212,6.7,4095260455,388,,4092705391,56,Right,4092705393,140,61.6,4092705401,213,4.0,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164137,12,61,1,0,43,6xjy1q2m55iiwe8g1r1yffbc9,0,70.1,0.1,2023-03-12T14:00:47.603Z,2023-03-13T08:06:00Z,4095260563,178,,4092705419,56,Right,,,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164163,9,12,1,0,44,2cjpmotqo8phcqfpgo9xf4gel,1,26.5,95.2,2023-03-12T14:00:48.382Z,2023-03-13T08:05:59Z,4095260645,178,,4092705571,56,Back,4092705573,140,33.9,4092705575,141,100.0,4092705579,213,0.5,4092705577,212,8.8,4092705635,167,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164169,10,5,1,0,44,2cjpmotqo8phcqfpgo9xf4gel,0,35.1,101.6,2023-03-12T14:00:48.979Z,2023-03-13T03:43:09Z,4092705663,233,13,4092705599,347,,4092705597,56,Back,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164173,13,5,1,0,44,6xjy1q2m55iiwe8g1r1yffbc9,1,64.9,-1.6,2023-03-12T14:00:48.979Z,2023-03-13T03:43:09Z,4092705615,347,,4092705657,233,10,4092705611,56,Right,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164245,14,1,1,0,49,6xjy1q2m55iiwe8g1r1yffbc9,1,74.9,0,2023-03-12T14:00:53.326Z,2023-03-13T08:05:59Z,4092705975,213,0.3,4092705969,140,89.3,4092705965,107,,4092705967,56,Right,4092705971,141,5.3,4092705973,212,15.9,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164251,15,3,1,0,51,6xjy1q2m55iiwe8g1r1yffbc9,0,89.4,4.1,2023-03-12T14:00:55.422Z,2023-03-13T08:05:58Z,4092706005,56,Right,4095260843,178,,4092706007,286,,4092706055,233,11,4094418185,465,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164231,11,7,1,0,51,2cjpmotqo8phcqfpgo9xf4gel,1,10.6,95.9,2023-03-12T14:00:55.489Z,2023-03-13T08:05:58Z,4092706051,233,15,4092705877,56,Back,4092705879,285,,4094418061,383,,4095260893,178,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519644813,969,67,1,0,52,2cjpmotqo8phcqfpgo9xf4gel,1,10.6,97.5,2023-03-12T14:00:56.214Z,2023-03-13T08:05:57Z,4095287791,233,923,,,,,,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519644811,923,67,1,0,52,6xjy1q2m55iiwe8g1r1yffbc9,0,89.4,2.5,2023-03-12T14:00:56.215Z,2023-03-13T08:05:57Z,4095287799,233,969,,,,,,,,,,,,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164265,13,1,1,0,52,2cjpmotqo8phcqfpgo9xf4gel,0,8.4,96.6,2023-03-12T14:00:56.236Z,2023-03-13T08:05:56Z,4092706097,56,Back,4092706095,157,,4092706101,141,96.5,4095261031,178,,4092706099,140,13.6,4092706105,213,6.3,4092706107,1,,4092706103,212,5.5,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165767,31,61,1,0,52,6xjy1q2m55iiwe8g1r1yffbc9,1,89.4,2.9,2023-03-12T14:00:56.319Z,2023-03-13T08:05:56Z,4092713403,56,Right,4095261759,21,,4095261761,178,,,,,,,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164239,12,43,1,0,52,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-03-12T14:00:57.187Z,2023-03-12T14:02:31Z,4092715147,144,49,,,,,,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164275,16,44,1,0,53,6xjy1q2m55iiwe8g1r1yffbc9,1,90.2,3.1,2023-03-12T14:00:57.975Z,2023-03-13T08:05:55Z,4092706171,233,14,4092706137,286,,4092706135,56,Right,,,,,,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164271,14,44,1,0,53,2cjpmotqo8phcqfpgo9xf4gel,0,9.8,96.9,2023-03-12T14:00:57.976Z,2023-03-13T08:05:55Z,4092717387,233,16,4092706129,285,,4092706127,56,Back,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164291,17,1,1,0,53,6xjy1q2m55iiwe8g1r1yffbc9,0,88.4,5,2023-03-12T14:00:58.013Z,2023-03-13T08:05:55Z,4092706207,141,5.4,4092706205,140,90.7,4095261947,388,,4092706209,212,2.4,4092706201,3,,4092706211,213,0.1,4092706203,56,Right,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519166389,28,61,1,0,53,2cjpmotqo8phcqfpgo9xf4gel,1,9.9,97,2023-03-12T14:00:58.048Z,2023-03-13T08:05:54Z,4095262009,388,,4095262007,15,,4092716461,56,Back,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164329,18,43,1,0,58,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-03-12T14:01:02.378Z,2023-03-12T14:02:53Z,4092717525,144,49,,,,,,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164369,19,1,1,0,58,6xjy1q2m55iiwe8g1r1yffbc9,0,98.2,4.4,2023-03-12T14:01:03.021Z,2023-03-13T08:05:52Z,4092706597,213,1.0,4092706595,212,4.7,4095262477,178,,4092706591,140,100.0,4092706593,141,10.3,4092706589,56,Right,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164347,15,5,1,0,59,2cjpmotqo8phcqfpgo9xf4gel,1,-0.8,90.6,2023-03-12T14:01:03.532Z,2023-03-13T03:45:26Z,4092706665,233,20,4092706493,346,,4092706489,56,Back,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164373,20,5,1,0,59,6xjy1q2m55iiwe8g1r1yffbc9,0,100.8,9.4,2023-03-12T14:01:03.532Z,2023-03-13T03:45:26Z,4092706621,56,Right,4092706623,346,,4092706703,233,15,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164933,16,1,1,1,27,2cjpmotqo8phcqfpgo9xf4gel,0,4.8,48.8,2023-03-12T14:01:31.802Z,2023-03-13T08:05:52Z,4092709179,155,,4092709185,141,59.6,4092709187,212,57.6,4092709191,1,,4092709177,124,,4092709193,74,,4092709189,213,0.1,4092709183,140,59.2,6wfwy94p5bm0zv3aku0urfq39,B. Lecomte,,4092709181,56,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,
2519164975,21,1,1,1,30,6xjy1q2m55iiwe8g1r1yffbc9,0,43.4,38.1,2023-03-12T14:01:34.798Z,2023-03-13T08:05:51Z,4092709405,213,5.5,4092709397,56,Back,4092709395,3,,4092709401,141,29.5,4095262603,388,,4092709399,140,48.5,4092709403,212,7.9,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164969,17,50,1,1,32,2cjpmotqo8phcqfpgo9xf4gel,1,53.5,75.8,2023-03-12T14:01:36.254Z,2023-03-13T08:05:50Z,4092709573,233,22,4092709363,286,,4092709361,56,Center,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164999,22,7,1,1,32,6xjy1q2m55iiwe8g1r1yffbc9,1,46.5,24.2,2023-03-12T14:01:36.644Z,2023-03-13T08:05:49Z,4092709511,285,,4092709553,233,17,4095262999,178,,4094440505,384,,4092709509,56,Back,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165033,23,1,1,1,33,6xjy1q2m55iiwe8g1r1yffbc9,1,34.9,28,2023-03-12T14:01:38.092Z,2023-03-13T08:05:49Z,4092709687,56,Center,4095263163,178,,4092709697,212,19.5,4092709693,141,28.3,4092709689,140,53.5,4092709699,213,0.0,4092709683,3,,,,,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165037,24,44,1,1,35,6xjy1q2m55iiwe8g1r1yffbc9,1,52.7,26.5,2023-03-12T14:01:39.944Z,2023-03-13T08:05:48Z,4092709721,286,,4092709885,233,18,4092709719,56,Center,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165029,18,44,1,1,35,2cjpmotqo8phcqfpgo9xf4gel,0,47.3,73.5,2023-03-12T14:01:39.945Z,2023-03-13T08:05:48Z,4092709671,285,,4092709669,56,Back,4092709805,233,24,,,,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519228567,441,1,1,1,35,6xjy1q2m55iiwe8g1r1yffbc9,0,52.6,26.9,2023-03-12T14:01:39.979Z,2023-03-13T08:05:47Z,4095263269,388,,4093042179,140,52.7,4093042185,212,7.3,4093042181,141,37.7,4093042341,156,,4093042177,56,Center,4093042175,3,,4093042189,213,1.6,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165063,19,43,1,1,36,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-03-12T14:01:40.802Z,2023-03-12T14:58:07Z,4092709857,140,47.9,4092709861,141,58.8,4092709863,212,6.8,4092709865,213,5.4,4093065023,144,1,4092709853,56,Back,4092709851,3,0,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165071,20,43,1,1,37,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-03-12T14:01:41.778Z,2023-03-12T14:01:52Z,4092710683,144,49,,,,,,,,,,,,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165119,21,1,1,1,38,2cjpmotqo8phcqfpgo9xf4gel,1,49.5,63.7,2023-03-12T14:01:42.972Z,2023-03-13T08:05:46Z,4092710119,56,Back,4092710123,141,29.2,4092710121,140,42.9,4095263379,178,,4092710125,212,24.5,4092710127,213,4.4,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165143,22,1,1,1,42,2cjpmotqo8phcqfpgo9xf4gel,1,46.2,24,2023-03-12T14:01:46.625Z,2023-03-13T08:05:45Z,4092710239,212,9.6,4095263431,178,,4092710241,213,0.9,4092710233,56,Center,4092710235,140,51.8,4092710237,141,35.1,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165273,23,1,1,1,43,2cjpmotqo8phcqfpgo9xf4gel,1,51,33.1,2023-03-12T14:01:47.321Z,2023-03-13T08:05:44Z,4092710833,140,74.5,4092710831,56,Right,4092710841,213,5.9,4092710829,155,,4095263513,178,,4092710835,141,16.8,4092710837,212,27.1,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165309,24,1,1,1,49,2cjpmotqo8phcqfpgo9xf4gel,1,82.3,12.6,2023-03-12T14:01:53.953Z,2023-03-13T08:05:42Z,4092711029,212,13.1,4092711023,56,Right,4095263599,178,,4092711031,213,3.1,4092711027,141,13.2,4092711025,140,69.8,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165321,25,1,1,1,50,2cjpmotqo8phcqfpgo9xf4gel,0,78.7,13.2,2023-03-12T14:01:55.034Z,2023-03-13T08:05:41Z,4093064621,140,84.0,4093064623,141,10.4,4092711089,56,Right,4095263669,178,,4093064627,213,6.0,4093064625,212,5.9,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165385,26,49,1,1,51,6xjy1q2m55iiwe8g1r1yffbc9,1,18.2,88.9,2023-03-12T14:01:55.441Z,2023-03-13T08:05:41Z,,,,,,,,,,,,,,,,,,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165375,25,43,1,1,51,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-03-12T14:01:55.859Z,2023-03-12T14:50:35Z,4092711465,233,25,4093043977,144,7,4092711389,285,0,4092711387,56,Back,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519165471,27,1,1,1,52,6xjy1q2m55iiwe8g1r1yffbc9,1,18.3,87,2023-03-12T14:01:56.408Z,2023-03-13T08:05:40Z,4095263811,178,,4092711801,140,30.6,4092711803,141,90.0,4092711799,56,Back,4092711805,212,13.1,4092711807,213,0.2,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
