id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,qualifier/18/value,qualifier/21/id,qualifier/21/qualifierId
2455249755,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-09-03T18:22:02.687Z,2022-09-03T19:12:56Z,3754965351,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754965359,194,f0e5posm9z0oma2t3u9k1qy95,3755089309,197,16728,3754965349,30,"f0e5posm9z0oma2t3u9k1qy95, 8tzgykz7kqb1p2rt96nghfh05, a0o34jherpgziz52ri0zxms45, 53yrdwlr1pw23bxyxfg85npat, crjrpkb5p430hludk5acmhjv9, 3g217lvxyrxlzsyp0rmlvglp1, cg1j982govx2perwr3rv33t1x, 8zc2u2dfrokzg3domqmt30s0l, d3y4csfpvhzcowlusw9xe32eh, 9yfnfwqog4y572aoe2iztnbv9, 7k0r5crdh9blj3edt31zwy0dm, 9dzyrffyz77zqmptudhdrh8lx, adswn2xpomwsi7zh022787mne, ctygavkrblcxra880nwej0bf9, 7rxtf7xgbve0elx0uefl5f310, 1otm8rmlwrddxqeqelo6vhtec, bxb5trtzllty8eqteifyw4zit, 2h7a11gp7bb34j8oa4tv3aaxh, 32ehg1wm714059vyzgltxy28l, eja2nphte2kxb19bz108zk7is",3754965357,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754965353,59,"1, 2, 12, 4, 3, 21, 8, 5, 31, 10, 7, 11, 14, 16, 19, 20, 24, 30, 55, 63",3754965355,130,13,3754965361,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455250057,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-09-03T18:22:32.753Z,2022-09-03T19:00:05Z,3755074797,197,16071,3754966947,59,"99, 2, 14, 3, 5, 15, 6, 17, 30, 19, 7, 1, 4, 10, 18, 25, 26, 28, 33, 44",3754966943,30,"4cetkl0w2uq40ccti5ka6a4t1, 1vr896w03yky9kmu8x5tjkicp, 54w62kh31qyyu7tipmjlt95g5, 1qywnx1icmb4x7dbhhsck0vrp, 8z0395s37qe2lqi9qsvyskgk5, 5qg0coudjinnt978myh4n4n2t, 7fmhqt5geme4yv9cfnsp5lec5, cionsifzpx5rhc8es29wv6i95, c5ryhn04g9goikd0blmh83aol, 4pyehox7p3z64c4l3k8yoyfv9, 5e9ilgrz3tzg9kd1gk3yvrahh, 9sme7jykdv8msgfu0nxx6h39x, 9adbv1dl7dp7vze3b9sarerbp, 779rrkp47akkd5usq53begatx, 2ub88jcc3vku6mrnt5fb3oyqd, d3dv3vc71981v5oems59892sq, cfg0ocm0b2icpagbtnzkrihn9, dsmcqfl0e1be4ag7czbnolo15, 2s2fzli5c7h9dfcertq2dwxec, 3vx94h32ahujciraspdayj9t6",3754966945,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754966955,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754966953,194,8z0395s37qe2lqi9qsvyskgk5,3754966949,130,13,3754966951,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455273171,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-09-03T19:00:27.235Z,2022-09-03T19:00:30Z,3755095133,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455273175,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-09-03T19:00:27.235Z,2022-09-03T23:51:44Z,3755095165,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455328769,490,1,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,49.8,50.1,2022-09-03T19:00:27.306Z,2022-09-03T23:59:53Z,3756134093,178,,3755400821,141,47.8,3755400819,140,41.8,3755400817,56,Back,3755400825,213,3.3,3755400823,212,8.5,3755400827,279,S,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455273447,4,1,1,0,3,2b3mar72yy8d6uvat1ka6tn3r,1,48.1,34.7,2022-09-03T19:00:30.332Z,2022-09-04T03:10:29Z,3755096725,212,21.4,3755096723,141,4.1,3755096727,213,4.9,3755096721,140,52.7,3755096719,56,Right,3756134375,178,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455273471,5,1,1,0,5,2b3mar72yy8d6uvat1ka6tn3r,1,51.9,6.2,2022-09-03T19:00:33.051Z,2022-09-04T03:10:28Z,3756134411,178,,3755096839,212,24.0,3755096837,141,14.4,3755096835,140,29.7,3755096833,56,Back,3755096841,213,2.9,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455273509,6,1,1,0,7,2b3mar72yy8d6uvat1ka6tn3r,1,35.1,16.5,2022-09-03T19:00:34.607Z,2022-09-04T03:10:28Z,3755097041,140,23.1,3755097039,56,Back,3756134555,178,,3755097047,213,2.3,3755097043,141,37.3,3755097045,212,18.9,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455273529,7,1,1,0,10,2b3mar72yy8d6uvat1ka6tn3r,1,18.6,36.8,2022-09-03T19:00:37.465Z,2022-09-04T03:10:28Z,3755097121,56,Back,3755097129,213,2.1,3756134599,178,,3755097127,212,25.4,3755097125,141,69.9,3755097123,140,7.3,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455273543,8,1,1,0,12,2b3mar72yy8d6uvat1ka6tn3r,1,9.4,66.1,2022-09-03T19:00:39.442Z,2022-09-04T03:10:27Z,3756134727,178,,3755097231,212,17.7,3755097227,140,16.5,3755097225,56,Back,3755097229,141,89.7,3755097233,213,1.1,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
