id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/17/value
2537977435,8,50,1,0,11,4aghw9tyi8ba3ju1ne83gmf9w,1,67.3,11.5,2023-04-23T13:00:22.560Z,2023-04-24T06:18:46Z,4213368745,56,Right,4213368747,286,,4213368857,233,4,,,,,,,,,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977425,4,7,1,0,11,70nn27vgkt6l48lvv5e66q7ww,1,32.7,88.5,2023-04-23T13:00:22.711Z,2023-04-24T06:18:46Z,4213368845,233,8,4214959119,383,,4213368709,285,,4213368705,56,Back,4216335597,178,,,,,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977433,5,49,1,0,12,70nn27vgkt6l48lvv5e66q7ww,1,30.8,98.1,2023-04-23T13:00:24.008Z,2023-04-24T06:18:45Z,,,,,,,,,,,,,,,,,,,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977443,6,1,1,0,13,70nn27vgkt6l48lvv5e66q7ww,1,30.6,98.5,2023-04-23T13:00:24.075Z,2023-04-24T06:18:45Z,4213368779,141,97.1,4216335903,178,,4213368785,213,3.3,4213368775,56,Back,4213368777,140,25.9,4213368781,212,5.0,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977455,7,1,1,0,13,70nn27vgkt6l48lvv5e66q7ww,1,24.7,94.7,2023-04-23T13:00:24.566Z,2023-04-24T06:18:45Z,4213368873,140,27.6,4213368879,213,5.2,4213368877,212,6.2,4213368875,141,86.8,4213368871,56,Back,4216336069,178,,,,,,,,e32urdrdkp44zmnt6ptg0k12i,D. Yongwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977459,8,1,1,0,14,70nn27vgkt6l48lvv5e66q7ww,1,27.1,89.1,2023-04-23T13:00:25.214Z,2023-04-24T06:18:44Z,4213368899,212,6.2,4213368893,56,Back,4213368897,141,97.4,4213368895,140,24.6,4213368901,213,2.0,4216336245,178,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538043679,488,43,1,0,15,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-04-23T13:00:26.068Z,2023-04-23T13:49:29Z,4213707855,213,6.0,4213707851,141,86.9,4213711691,144,1,4213707849,140,30.8,4213707847,56,Back,4213707853,212,10.6,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977497,9,1,1,0,15,70nn27vgkt6l48lvv5e66q7ww,1,23.7,95.1,2023-04-23T13:00:26.251Z,2023-04-24T06:18:44Z,4216336335,178,,4213369117,140,19.9,4213369115,56,Back,4213369123,213,4.1,4213369119,141,86.8,4213369121,212,6.9,,,,,,,e32urdrdkp44zmnt6ptg0k12i,D. Yongwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977511,10,1,1,0,16,70nn27vgkt6l48lvv5e66q7ww,1,18.5,84.8,2023-04-23T13:00:27.090Z,2023-04-24T06:18:43Z,4213369173,56,Back,4213369189,213,6.0,4216336489,178,,4213369177,140,29.7,4213369181,141,80.6,4213369185,212,12.1,,,,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977523,11,1,1,0,17,70nn27vgkt6l48lvv5e66q7ww,1,24.7,82,2023-04-23T13:00:28.597Z,2023-04-24T06:18:42Z,4213369247,140,15.0,4216336763,178,,4213369253,212,14.4,4213369251,141,67.0,4213369255,213,3.9,4213369243,56,Back,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977537,12,1,1,0,19,70nn27vgkt6l48lvv5e66q7ww,0,13.7,68.4,2023-04-23T13:00:30.227Z,2023-04-24T06:18:42Z,4216336849,178,,4213369329,213,6.1,4213369323,140,38.6,4213369319,157,,4213369321,56,Back,4213369325,141,61.7,4213369327,212,26.5,4213369331,1,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977569,9,1,1,0,21,4aghw9tyi8ba3ju1ne83gmf9w,0,61.4,34.1,2023-04-23T13:00:32.454Z,2023-04-24T06:18:42Z,4213369525,141,58.4,4213369527,212,20.9,4213369519,3,,4213369521,56,Center,4216337141,388,,4213369529,213,0.9,4213369523,140,73.6,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977589,13,12,1,0,23,70nn27vgkt6l48lvv5e66q7ww,1,21.2,49,2023-04-23T13:00:34.360Z,2023-04-24T06:18:41Z,4213369611,56,Back,4213369615,141,58.2,4213369617,212,18.8,4214964125,15,,4213369613,140,38.1,4216337257,178,,4213369619,213,0.3,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977635,10,1,1,0,24,4aghw9tyi8ba3ju1ne83gmf9w,1,63.1,40.9,2023-04-23T13:00:36.030Z,2023-04-24T06:18:41Z,4216337525,388,,4213369823,141,55.3,4213369817,3,,4213369825,212,13.4,4213369821,140,71.8,4213369819,56,Center,4213369831,213,0.8,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977641,11,49,1,0,25,4aghw9tyi8ba3ju1ne83gmf9w,1,69.1,47.4,2023-04-23T13:00:36.657Z,2023-04-24T06:18:41Z,,,,,,,,,,,,,,,,,,,,,,,,,24n3hqbko2cyoxk4q84rzqvhl,D. Genreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977685,12,1,1,0,25,4aghw9tyi8ba3ju1ne83gmf9w,0,69,47.2,2023-04-23T13:00:36.739Z,2023-04-24T06:18:40Z,4213370093,213,1.9,4213370087,140,66.1,4213370085,56,Center,4216337871,178,,4213370091,212,9.6,4213370097,156,,4213370089,141,60.6,,,,24n3hqbko2cyoxk4q84rzqvhl,D. Genreau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538551803,1093,67,1,0,26,70nn27vgkt6l48lvv5e66q7ww,1,34.4,49.7,2023-04-23T13:00:37.650Z,2023-04-24T06:18:40Z,4216449529,233,1094,,,,,,,,,,,,,,,,,,,,,,7c5uk1ts8jlu88p1x6wubuz8p,R. Faivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538551801,1094,67,1,0,26,4aghw9tyi8ba3ju1ne83gmf9w,0,65.6,50.3,2023-04-23T13:00:37.651Z,2023-04-24T06:18:40Z,4216449539,233,1093,,,,,,,,,,,,,,,,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538001623,192,8,1,0,26,70nn27vgkt6l48lvv5e66q7ww,1,34.2,49.3,2023-04-23T13:00:37.682Z,2023-04-24T06:18:39Z,4214968375,385,,4213491391,56,Back,4216337999,178,,,,,,,,,,,,,,,,,7c5uk1ts8jlu88p1x6wubuz8p,R. Faivre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977687,13,61,1,0,26,4aghw9tyi8ba3ju1ne83gmf9w,1,65.8,50.3,2023-04-23T13:00:37.717Z,2023-04-24T06:18:39Z,4216338243,178,,4213370101,56,Center,,,,,,,,,,,,,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977707,15,49,1,0,27,70nn27vgkt6l48lvv5e66q7ww,1,31.1,52.2,2023-04-23T13:00:38.208Z,2023-04-24T06:18:39Z,,,,,,,,,,,,,,,,,,,,,,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977757,16,1,1,0,29,70nn27vgkt6l48lvv5e66q7ww,1,28.5,43.2,2023-04-23T13:00:40.496Z,2023-04-24T06:18:37Z,4216338723,178,,4213370425,212,9.1,4213370421,140,20.5,4213370429,213,3.5,4213370423,141,38.0,4213370417,56,Back,,,,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977695,14,43,1,0,29,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-04-23T13:00:40.544Z,2023-04-23T17:44:02Z,4213715725,56,Back,4213715727,285,0,4214971297,144,3,,,,,,,,,,,,,,,,e83sc1gnj31vgpo9u6fknmfvt,J. Ponceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538045111,473,43,1,0,29,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-04-23T13:00:40.544Z,2023-04-23T17:44:01Z,4214971157,144,45,4213715075,56,Center,4213715111,286,0,4213715741,233,14,,,,,,,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977793,17,1,1,0,32,70nn27vgkt6l48lvv5e66q7ww,1,18,24.6,2023-04-23T13:00:43.845Z,2023-04-24T06:18:36Z,4213370661,141,5.0,4213370665,213,5.3,4213370659,140,25.7,4216338883,178,,4213370663,212,15.6,4213370657,56,Back,,,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977835,18,1,1,0,36,70nn27vgkt6l48lvv5e66q7ww,1,20.4,2.2,2023-04-23T13:00:47.154Z,2023-04-24T06:18:35Z,4213370851,213,0.3,4213370843,56,Back,4213370849,212,26.8,4213370847,141,14.1,4213370845,140,44.7,4213370841,155,,4216339037,178,,,,,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977841,19,44,1,0,37,70nn27vgkt6l48lvv5e66q7ww,1,45.5,14.5,2023-04-23T13:00:48.870Z,2023-04-24T06:18:35Z,4213371061,233,14,4213370887,56,Back,4213370889,285,,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977863,14,44,1,0,37,4aghw9tyi8ba3ju1ne83gmf9w,0,54.5,85.5,2023-04-23T13:00:48.871Z,2023-04-24T06:18:34Z,4213371013,286,,4213371011,56,Left,4213371087,233,19,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977845,20,61,1,0,37,70nn27vgkt6l48lvv5e66q7ww,0,45.1,14.4,2023-04-23T13:00:48.903Z,2023-04-24T06:18:34Z,4216339559,21,,4213370915,56,Back,4216339561,388,,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977897,15,49,1,0,39,4aghw9tyi8ba3ju1ne83gmf9w,1,63,76.9,2023-04-23T13:00:50.966Z,2023-04-24T06:18:34Z,,,,,,,,,,,,,,,,,,,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977915,16,1,1,0,40,4aghw9tyi8ba3ju1ne83gmf9w,1,63.4,78.4,2023-04-23T13:00:51.547Z,2023-04-24T06:18:33Z,4213371319,212,7.1,4213371313,56,Center,4213371321,213,3.7,4213371317,141,72.9,4216339927,178,,4213371315,140,57.6,,,,,,,8yak0o9o7z5j5ribga3ui2cb9,G. Suazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977939,17,1,1,0,41,4aghw9tyi8ba3ju1ne83gmf9w,1,59,74.5,2023-04-23T13:00:52.281Z,2023-04-24T06:18:32Z,4213371429,141,96.1,4213371433,213,1.7,4213371431,212,14.8,4216340113,178,,4213371425,56,Left,4213371427,140,57.3,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977961,18,1,1,0,42,4aghw9tyi8ba3ju1ne83gmf9w,1,62.9,90.8,2023-04-23T13:00:53.078Z,2023-04-24T06:18:32Z,4213371559,140,44.6,4216340225,178,,4213371571,213,3.2,4213371555,56,Back,4213371569,212,19.3,4213371563,141,88.4,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978011,19,1,1,0,45,4aghw9tyi8ba3ju1ne83gmf9w,1,44.5,82.2,2023-04-23T13:00:56.895Z,2023-04-24T06:18:31Z,4213371787,56,Left,4213371793,212,14.9,4213371795,213,0.7,4213371789,140,55.3,4213371791,141,96.5,4216340383,178,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978083,20,1,1,0,49,4aghw9tyi8ba3ju1ne83gmf9w,1,56.5,91.9,2023-04-23T13:01:00.596Z,2023-04-24T06:18:30Z,4213372197,140,36.2,4213372201,141,75.3,4213372205,212,24.1,4213372207,213,3.6,4213372193,56,Back,4216340431,178,,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978141,21,1,1,0,53,4aghw9tyi8ba3ju1ne83gmf9w,1,37.1,69.8,2023-04-23T13:01:04.441Z,2023-04-24T06:18:30Z,4213372467,213,4.7,4213372465,212,20.8,4213372459,140,37.0,4216340511,178,,4213372457,56,Back,4213372463,141,39.2,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978369,22,1,1,0,56,4aghw9tyi8ba3ju1ne83gmf9w,1,38.9,40.9,2023-04-23T13:01:07.194Z,2023-04-24T06:18:29Z,4213373541,56,Back,4213373547,212,25.7,4213373545,141,76.5,4216340567,178,,4213373543,140,47.0,4213373549,213,1.2,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978393,23,1,1,1,0,4aghw9tyi8ba3ju1ne83gmf9w,0,52.3,78.7,2023-04-23T13:01:11.430Z,2023-04-24T06:18:28Z,4213373669,212,20.5,4213373663,141,100.0,4216340625,178,,4213373673,213,0.9,4213373653,56,Left,4213373659,140,64.8,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978507,21,5,1,1,2,70nn27vgkt6l48lvv5e66q7ww,1,36.4,-1.6,2023-04-23T13:01:13.502Z,2023-04-24T01:01:01Z,4213374165,56,Back,4213374191,233,24,4213374169,347,,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978405,24,5,1,1,2,4aghw9tyi8ba3ju1ne83gmf9w,0,63.6,101.6,2023-04-23T13:01:13.502Z,2023-04-24T01:01:01Z,4213374219,233,21,4213373719,56,Left,4213373721,347,,,,,,,,,,,,,,,,,ierx7puzqykloqwz9c5gsovd,V. Sierro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978557,22,1,1,1,11,70nn27vgkt6l48lvv5e66q7ww,1,35,0,2023-04-23T13:01:22.986Z,2023-04-24T06:18:28Z,4216633077,1,,4213374363,213,0.2,4213374355,56,Right,4213374357,140,55.8,4213374359,141,4.7,4213374353,107,,4213374361,212,22.3,,,,31ur1f7xmxndnnabhrxyov6xh,Igor Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978565,23,61,1,1,13,70nn27vgkt6l48lvv5e66q7ww,0,54.7,5,2023-04-23T13:01:24.464Z,2023-04-24T06:18:28Z,4213374409,56,Right,4216341191,178,,4216341189,21,,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978587,25,49,1,1,14,4aghw9tyi8ba3ju1ne83gmf9w,1,45.9,92.2,2023-04-23T13:01:25.372Z,2023-04-24T06:18:27Z,,,,,,,,,,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978685,26,1,1,1,14,4aghw9tyi8ba3ju1ne83gmf9w,1,45.9,92.3,2023-04-23T13:01:25.419Z,2023-04-24T06:18:27Z,4213375087,141,74.4,4213375085,140,25.2,4213375089,212,24.9,4213375083,56,Back,4216341635,178,,4213375091,213,3.7,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978749,27,1,1,1,17,4aghw9tyi8ba3ju1ne83gmf9w,1,28.2,79.1,2023-04-23T13:01:28.691Z,2023-04-24T06:18:26Z,4213375425,213,4.0,4213375413,56,Back,4213375423,212,24.0,4216341773,178,,4213375417,141,51.5,4213375415,140,13.9,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978805,28,1,1,1,23,4aghw9tyi8ba3ju1ne83gmf9w,1,19.7,45,2023-04-23T13:01:34.428Z,2023-04-24T06:18:24Z,4213375693,141,13.5,4213375691,140,22.0,4216341899,178,,4213375689,56,Back,4213375695,212,21.6,4213375697,213,4.8,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978995,29,1,1,1,25,4aghw9tyi8ba3ju1ne83gmf9w,1,28.4,14.4,2023-04-23T13:01:36.617Z,2023-04-24T06:18:24Z,4213376637,212,13.8,4213376635,141,29.0,4213376631,56,Back,4213376633,140,19.3,4213376639,213,2.3,4216342151,178,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
