id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2472082627,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-10-15T14:13:21.072Z,2022-10-15T15:04:37Z,3844531919,59,"38, 37, 25, 10, 15, 3, 11, 21, 13, 17, 22, 1, 2, 4, 7, 8, 9, 12, 18, 27",3844531915,30,"6790uxmc1zs4emxtqf7vl6imt, 2zvbw080n4yro1phgv39ri3qi, 538zux65h0l9028fpf4v1g0r9, 44o5mjglkzqxctz07ust9bcru, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, dg4782hj9xdqg46w225kzph5g, e83sc1gnj31vgpo9u6fknmfvt, 33jtnv5kyzyw1it7y9czhn4a2, d5hzf2vv84jfne8ijsdjqd52h, 2tc8y9du64tjno62zll2jhy7e, 6oi4a3g56xe76g0gg38knmzmd, 31ur1f7xmxndnnabhrxyov6xh, cyz9jisw86vjjf85xxgbae0yy, 2abpo4w3jcxp1wzp50yypxsrt, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, e32urdrdkp44zmnt6ptg0k12i, 38cotevgsirv0csora7bar3vu, d45fs5pqxxq9nopbmeh6lpoet",3844977001,197,641,3844531917,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3844531923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844531921,130,8,3844531927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844531925,194,538zux65h0l9028fpf4v1g0r9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472091231,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-10-15T14:16:59.422Z,2022-10-15T14:59:12Z,3844577697,130,12,3844577703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844577691,30,"89sv092huj2obzdazmft854a1, ccu7hw3wrcspl1a18g2ldnsh5, 2ds26ub6ho0baamsjcmh7mmfo, 976riwm0dz0e74d4l28y3ttcl, 36h87ecgmpjdltk1epsbvmiju, 9p5jc07qnxrzpcmnh1cp6b3l5, 8qmm84tue6kuz8e5nhhdhmz8p, fvd7y3f6948713acbas7w3u2, agwvouyocx93y39g7tmwaojx1, edti8t30h7ukwi3wqlzaczje1, 96wcx761pzv5ub4sfwsynp51x, bapdoe78rj82j550otb5zemwa, 4ilnnpfgjfz35lni9ppzd93v9, 8gkexxgf3pypshhqwg6ibp7o4, 3jqxaa2l6gqwxl2mr8w0yiiy2, dlybxu0l5r7yi8i11myd7ldgq, 7ty1wdxxnusgkl34k5raipbl5, e1gq9zfwrm446r2tzmeiw6jmx, 41gpjj5od0ww4rnopzgp1oetw, 34qnp7hi8hr2xtmxnxyv6hxjo",3844577695,59,"94, 70, 28, 5, 24, 6, 15, 17, 10, 29, 21, 7, 1, 3, 11, 18, 19, 25, 41, 48",3844979647,197,17273,3844577699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3844577701,194,976riwm0dz0e74d4l28y3ttcl,3844577693,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166773,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-10-15T15:00:17.825Z,2022-10-15T15:00:18Z,3844983607,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166777,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-10-15T15:00:17.825Z,2022-10-15T20:21:50Z,3844983657,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166823,3,1,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,49.8,49.7,2022-10-15T15:00:17.861Z,2022-10-15T20:39:23Z,3844983853,279,S,3844983843,56,Back,3846775171,178,,3844983849,212,20.0,3844983845,140,31.0,3844983847,141,44.8,3844983851,213,3.3,,,,agwvouyocx93y39g7tmwaojx1,A. Zeneli,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166849,4,1,1,0,2,3c3jcs7vc1t6vz5lev162jyv7,0,34.6,43,2022-10-15T15:00:20.657Z,2022-10-16T02:18:05Z,3846775441,178,,3844984011,140,70.8,3844984017,213,0.2,3844984019,1,,3844984015,212,38.9,3844984009,56,Center,3844984007,155,,3844984013,141,55.5,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166897,3,1,1,0,4,70nn27vgkt6l48lvv5e66q7ww,0,30.4,43.4,2022-10-15T15:00:22.471Z,2022-10-16T02:18:05Z,3844984325,213,0.3,3844984321,141,68.7,3844984327,1,,3844984317,56,Center,3844984323,212,52.2,3844984315,157,,3844984319,140,77.3,3846775581,178,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166949,5,12,1,0,10,3c3jcs7vc1t6vz5lev162jyv7,1,20.6,24.8,2022-10-15T15:00:27.895Z,2022-10-16T02:18:04Z,3844984617,141,0.0,3845554217,167,,3844984615,140,33.0,3846775835,178,,3844984619,212,21.7,3844984621,213,5.4,3844984613,56,Back,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166997,4,5,1,0,11,70nn27vgkt6l48lvv5e66q7ww,1,67.8,101.2,2022-10-15T15:00:29.751Z,2022-10-15T20:39:41Z,3844984883,233,6,3844984877,56,Left,3844984879,347,,,,,,,,,,,,,,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472166955,6,5,1,0,11,3c3jcs7vc1t6vz5lev162jyv7,0,32.2,-1.2,2022-10-15T15:00:29.751Z,2022-10-15T20:39:41Z,3844984651,56,Back,3844984953,233,4,3844984653,347,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,
