id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2456970961,2,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-09-07T16:28:29.188Z,2022-09-07T16:59:30Z,3764152183,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3764152189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3764152191,194,3hiehiu25aufrc0q9890haqc5,3764152193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3764152187,130,4,3764152185,59,"38, 24, 25, 6, 15, 3, 8, 10, 13, 7, 11, 34, 9, 12, 18, 20, 21, 27, 37, 77",3764165709,197,641,3764152181,30,"6790uxmc1zs4emxtqf7vl6imt, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 3hiehiu25aufrc0q9890haqc5, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, 7cty3nkd7c84e16537v6y1djp, 44o5mjglkzqxctz07ust9bcru, 33jtnv5kyzyw1it7y9czhn4a2, 2abpo4w3jcxp1wzp50yypxsrt, dg4782hj9xdqg46w225kzph5g, 82vd1yj7qfu886hun5t9ee4mh, 466ev7tumk8flx0gz9d0h15d6, e32urdrdkp44zmnt6ptg0k12i, 38cotevgsirv0csora7bar3vu, 92bzcn596iv59j3hq9vqa7n1m, e83sc1gnj31vgpo9u6fknmfvt, d45fs5pqxxq9nopbmeh6lpoet, 2zvbw080n4yro1phgv39ri3qi, 3cy6mfbd2vlj9fa1xz2ow3949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456970965,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-07T16:28:32.681Z,2022-09-07T16:58:32Z,3764152219,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3764152217,194,f4cykd65su8xbme6xdc1iw7o5,3764152207,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, 6ovea0xzg9yflmlbjdf1xcmlm, 3vu0c0j8n99wz6e2f7fmd2pxx, aaaskdins76bd0368sbpt7wq2, 7c5uk1ts8jlu88p1x6wubuz8p, 79dz7zni5fcgh5e70spoj2j8p, f4cykd65su8xbme6xdc1iw7o5, 79nno03ww57p02dz5o0g60rqi, 9mory3y7p8aku035r2kxtvz6d, e9mtpmkb4qj2gqyv966g9ulpm, d68byfvk16giaur32gqwpwded, d9zax4y92d85x7j63kg7ckvkl, 8rcole4a6y4fkamv87q3hqk0l, 1ehcji0j9s8b0qsj8v5zinjvu, 46acb400oivj94jwu3i3lrxsl, 7ef73s1ryz38blmo3n9p9c82x, a71n80h977h7fu99ftnri5zsa, 7to9ns7mkuji0ciwh1ufkq3md",3764152213,130,4,3764165139,197,643,3764152215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3764152211,59,"1, 27, 3, 24, 23, 4, 15, 6, 10, 11, 7, 2, 88, 9, 12, 18, 21, 22, 26, 35",3764152209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973297,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-07T17:00:11.171Z,2022-09-07T17:00:13Z,3764166225,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973295,3,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-09-07T17:00:11.171Z,2022-09-07T21:47:09Z,3764166223,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973309,4,1,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,50,50,2022-09-07T17:00:11.318Z,2022-09-07T21:51:52Z,3764574199,178,,3764166273,141,50.7,3764166275,212,19.0,3764166269,56,Back,3764166271,140,31.9,3764166279,279,S,3764166277,213,3.1,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973317,5,1,1,0,1,70nn27vgkt6l48lvv5e66q7ww,1,33.2,49.6,2022-09-07T17:00:12.890Z,2022-09-08T01:03:50Z,3764442613,140,32.5,3764442731,278,,3764442615,141,52.7,3764166347,56,Back,3764442619,213,1.9,3764442617,212,2.2,3764574257,178,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973319,6,1,1,0,2,70nn27vgkt6l48lvv5e66q7ww,0,32.6,48.5,2022-09-07T17:00:13.990Z,2022-09-08T01:03:50Z,3764166365,141,90.9,3764166361,56,Left,3764166363,140,74.0,3764574301,178,,3764166367,212,52.2,3764166371,1,,3764166369,213,0.6,3764166359,157,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973327,3,8,1,0,5,121le8unjfzug3iu9pgkqa1c7,1,28.8,13.2,2022-09-07T17:00:16.640Z,2022-09-08T01:03:50Z,3764574479,388,,3764166409,15,,3764451725,385,,3764166403,56,Back,,,,,,,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973369,4,5,1,0,8,121le8unjfzug3iu9pgkqa1c7,0,17.2,-1.6,2022-09-07T17:00:19.416Z,2022-09-07T21:52:21Z,3764166635,56,Back,3764166637,347,,3764166741,233,7,,,,,,,,,,,,,,,,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456973359,7,5,1,0,8,70nn27vgkt6l48lvv5e66q7ww,1,82.8,101.6,2022-09-07T17:00:19.416Z,2022-09-07T21:52:21Z,3764166565,347,,3764166733,233,4,3764166563,56,Left,,,,,,,,,,,,,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
