id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist
2534534321,6,5,1,0,8,6xjy1q2m55iiwe8g1r1yffbc9,0,64.2,101.8,2023-04-16T13:00:12.202Z,2023-04-16T22:28:33Z,4195083183,347,,4195083181,56,Left,4195083585,233,6,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534381,6,5,1,0,8,71ajatxnuhc5cnm3xvgdky49w,1,35.8,-1.8,2023-04-16T13:00:12.202Z,2023-04-16T22:28:33Z,4195083461,56,Back,4195083463,347,,4195083533,233,6,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534475,7,1,1,0,14,71ajatxnuhc5cnm3xvgdky49w,1,41.5,0,2023-04-16T13:00:18.026Z,2023-04-17T04:38:29Z,4195083913,1,,4195083899,107,,4195083903,56,Right,4195083907,141,4.7,4195083909,212,34.0,4195083905,140,73.6,4195083911,213,0.1,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534493,8,61,1,0,17,71ajatxnuhc5cnm3xvgdky49w,0,74.7,7.4,2023-04-16T13:00:21.633Z,2023-04-17T04:38:29Z,4195083997,56,Right,4197317949,178,,,,,,,,,,,,,,,,,,,,f0busiccqoe2jg69st02ngfe1,L. Mothiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534457,7,49,1,0,19,6xjy1q2m55iiwe8g1r1yffbc9,1,25,98.9,2023-04-16T13:00:23.407Z,2023-04-17T04:38:29Z,,,,,,,,,,,,,,,,,,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534489,8,1,1,0,19,6xjy1q2m55iiwe8g1r1yffbc9,1,25,99.1,2023-04-16T13:00:23.459Z,2023-04-17T04:38:28Z,4195083971,56,Back,4195083973,140,24.5,4195083975,141,89.4,4197318097,178,,4195083977,212,6.6,4195083979,213,4.6,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534523,9,1,1,0,21,6xjy1q2m55iiwe8g1r1yffbc9,1,29.5,90.4,2023-04-16T13:00:24.694Z,2023-04-17T04:38:28Z,4197318141,178,,4195084107,212,9.8,4195084111,213,3.5,4195084095,56,Back,4195084097,140,20.8,4195084103,141,85.3,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534581,10,1,1,0,21,6xjy1q2m55iiwe8g1r1yffbc9,0,22.1,87.2,2023-04-16T13:00:25.412Z,2023-04-17T04:38:27Z,4197318207,178,,4195084387,141,100.0,4195084389,212,39.7,4195084385,140,58.7,4195084383,56,Left,4195084379,157,,4195084393,213,0.3,4195084395,1,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534657,9,5,1,0,25,71ajatxnuhc5cnm3xvgdky49w,1,39.5,-2,2023-04-16T13:00:29.179Z,2023-04-16T22:30:51Z,4195084947,233,11,4195084785,347,,4195084783,56,Back,,,,,,,,,,,,,,,,f0busiccqoe2jg69st02ngfe1,L. Mothiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534589,11,5,1,0,25,6xjy1q2m55iiwe8g1r1yffbc9,0,60.5,102,2023-04-16T13:00:29.179Z,2023-04-16T22:30:51Z,4195084443,347,,4195084989,233,9,4195084441,56,Left,,,,,,,,,,,,,,,,67q7ve9vse4m2nb82j2z1clhx,C. Avinel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534789,10,1,1,0,33,71ajatxnuhc5cnm3xvgdky49w,0,49.1,0,2023-04-16T13:00:36.709Z,2023-04-17T04:38:27Z,4195085471,56,Right,4195085481,212,23.9,4195085491,1,,4195085467,107,,4195085475,141,5.3,4195085485,213,0.2,4195085473,140,71.4,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534843,12,1,1,0,35,6xjy1q2m55iiwe8g1r1yffbc9,0,22.9,94,2023-04-16T13:00:39.084Z,2023-04-17T04:38:27Z,4197318615,388,,4195085695,3,,4195085701,141,87.2,4195085699,140,35.4,4195085697,56,Back,4195085703,212,13.9,4195085705,213,5.9,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534863,11,44,1,0,36,71ajatxnuhc5cnm3xvgdky49w,1,70.5,9.7,2023-04-16T13:00:40.562Z,2023-04-17T04:38:26Z,4195085877,233,13,4195085767,286,,4195085765,56,Right,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534859,13,44,1,0,36,6xjy1q2m55iiwe8g1r1yffbc9,0,29.5,90.3,2023-04-16T13:00:40.563Z,2023-04-17T04:38:26Z,4195085901,233,11,4195085745,56,Back,4195085747,285,,,,,,,,,,,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534875,12,1,1,0,36,71ajatxnuhc5cnm3xvgdky49w,0,70.5,9.9,2023-04-16T13:00:40.666Z,2023-04-17T04:38:25Z,4195447893,212,5.6,4195085839,56,Right,4195447895,213,3.0,4195447889,140,65.2,4195447887,3,,4195447891,141,11.0,4197318841,388,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534605065,433,61,1,0,37,6xjy1q2m55iiwe8g1r1yffbc9,1,29.6,89.9,2023-04-16T13:00:40.704Z,2023-04-17T04:38:25Z,4197319015,388,,4197319013,15,,4195447479,56,Back,,,,,,,,,,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534534929,13,1,1,0,38,71ajatxnuhc5cnm3xvgdky49w,1,72.3,4.1,2023-04-16T13:00:42.638Z,2023-04-17T04:38:25Z,4195086081,140,64.0,4195086083,141,7.1,4195086079,56,Right,4197320525,178,,4195086085,212,9.0,4195086087,213,2.9,,,,,,,f0busiccqoe2jg69st02ngfe1,L. Mothiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535043,14,1,1,0,40,71ajatxnuhc5cnm3xvgdky49w,1,66.3,5.6,2023-04-16T13:00:43.778Z,2023-04-17T04:38:24Z,4195086603,141,6.5,4195086605,212,10.6,4197320657,178,,4195086607,213,0.1,4195086599,56,Right,4195086601,140,76.4,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535063,15,1,1,0,44,71ajatxnuhc5cnm3xvgdky49w,0,88.9,1.1,2023-04-16T13:00:48.600Z,2023-04-17T04:38:22Z,4195086723,141,8.9,4196034443,20,,4195086719,56,Right,4195086725,212,5.9,4195086727,213,1.1,4197320759,178,,4195086709,2,,4195086721,140,91.3,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,4196034441,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535023,14,61,1,0,45,6xjy1q2m55iiwe8g1r1yffbc9,1,8.2,95.2,2023-04-16T13:00:48.767Z,2023-04-17T04:38:22Z,4195086499,56,Back,4197320819,178,,,,,,,,,,,,,,,,,,,,3qcyotm0vljybir8poi67stsl,Y. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535123,15,49,1,0,46,6xjy1q2m55iiwe8g1r1yffbc9,1,9.5,98.8,2023-04-16T13:00:50.203Z,2023-04-17T04:38:22Z,,,,,,,,,,,,,,,,,,,,,,,,,bi49lcldxz8jubp72kgeke2y2,K. Spadanuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535167,16,1,1,0,46,6xjy1q2m55iiwe8g1r1yffbc9,1,10.2,99,2023-04-16T13:00:50.331Z,2023-04-17T04:38:21Z,4195087241,56,Back,4195087243,140,12.7,4195087245,141,85.7,4197321071,178,,4195087247,212,9.4,4195087249,213,5.0,,,,,,,bi49lcldxz8jubp72kgeke2y2,K. Spadanuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534603531,432,1,1,0,47,6xjy1q2m55iiwe8g1r1yffbc9,1,20.1,93.6,2023-04-16T13:00:51.653Z,2023-04-17T04:38:20Z,4195440163,212,8.7,4195440165,213,3.5,4195440157,56,Back,4195440159,140,12.3,4195440161,141,89.3,4197321141,178,,,,,,,,529k1s89fjg133s8ycjwvgg5x,M. Barreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535193,17,1,1,0,48,6xjy1q2m55iiwe8g1r1yffbc9,1,13.2,88.1,2023-04-16T13:00:52.580Z,2023-04-17T04:38:20Z,4195087371,1,,4195087361,56,Back,4195440539,155,,4195087367,212,32.9,4195087369,213,6.1,4195087365,141,77.0,4195087363,140,43.7,4197321195,178,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535209,18,61,1,0,50,6xjy1q2m55iiwe8g1r1yffbc9,1,39.1,84.6,2023-04-16T13:00:54.380Z,2023-04-17T04:38:20Z,4197321467,178,,4197321465,21,,4195087443,56,Back,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535219,19,50,1,0,52,6xjy1q2m55iiwe8g1r1yffbc9,1,40.6,91.2,2023-04-16T13:00:55.682Z,2023-04-17T04:20:37Z,4195087493,56,Back,4195087497,286,,4195087835,233,16,,,,,,,,,,,,,,,,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535277,16,7,1,0,53,71ajatxnuhc5cnm3xvgdky49w,0,59.4,8.8,2023-04-16T13:00:56.781Z,2023-04-17T04:20:38Z,4195087785,233,19,4195087777,285,,4195087775,56,Right,4196036521,385,,4197321841,389,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534964679,827,83,1,0,55,71ajatxnuhc5cnm3xvgdky49w,1,49.4,14.5,2023-04-16T13:00:59.019Z,2023-04-17T04:38:19Z,4197362853,399,468427,,,,,,,,,,,,,,,,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535289,20,61,1,0,55,6xjy1q2m55iiwe8g1r1yffbc9,0,53.2,82.4,2023-04-16T13:00:59.669Z,2023-04-17T04:38:19Z,4197322093,389,,4195087859,56,Left,,,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534605677,405,61,1,0,56,71ajatxnuhc5cnm3xvgdky49w,1,45.8,23.3,2023-04-16T13:01:00.544Z,2023-04-17T04:38:18Z,4195450065,56,Back,4197322359,178,,,,,,,,,,,,,,,,,,,,eo47h2ekymiisj3kry3og7tgp,L. Perrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535323,17,49,1,0,57,71ajatxnuhc5cnm3xvgdky49w,1,48,20.9,2023-04-16T13:01:01.558Z,2023-04-17T04:38:18Z,,,,,,,,,,,,,,,,,,,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535433,18,1,1,0,59,71ajatxnuhc5cnm3xvgdky49w,1,51.2,35.3,2023-04-16T13:01:03.095Z,2023-04-17T04:38:17Z,4195088551,212,49.8,4197322613,178,,4195088549,141,86.6,4195088555,1,,4195088547,140,85.0,4195088545,56,Left,4195088553,213,0.8,4195088543,155,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535537,19,1,1,1,5,71ajatxnuhc5cnm3xvgdky49w,1,87.8,83.9,2023-04-16T13:01:09.141Z,2023-04-17T04:38:16Z,4195089053,140,76.6,4195089055,141,92.1,4195089059,213,2.7,4195089057,212,13.0,4195089051,56,Left,4197322691,178,,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535597,20,1,1,1,7,71ajatxnuhc5cnm3xvgdky49w,1,77.6,86.6,2023-04-16T13:01:11.675Z,2023-04-17T04:38:15Z,4195089335,213,3.6,4195089331,141,75.5,4197322807,178,,4195089333,212,15.8,4195089329,140,64.4,4195089327,56,Center,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535647,21,1,1,1,10,71ajatxnuhc5cnm3xvgdky49w,1,64,72.6,2023-04-16T13:01:14.588Z,2023-04-17T04:38:14Z,4197323137,178,,4195089561,212,14.3,4195089555,56,Center,4195089559,141,77.1,4195089557,140,50.7,4195089563,213,2.9,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535711,22,1,1,1,13,71ajatxnuhc5cnm3xvgdky49w,1,49.5,69.8,2023-04-16T13:01:17.315Z,2023-04-17T04:38:13Z,4195089861,212,20.8,4195089859,141,50.1,4195089857,140,34.4,4195089855,56,Back,4197323219,178,,4195089863,213,3.8,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535759,23,1,1,1,15,71ajatxnuhc5cnm3xvgdky49w,1,38.8,48.3,2023-04-16T13:01:19.268Z,2023-04-17T04:38:13Z,4197323347,178,,4195090101,140,40.7,4195090099,56,Back,4195090103,141,72.9,4195090107,213,1.5,4195090105,212,16.8,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535855,24,1,1,1,18,71ajatxnuhc5cnm3xvgdky49w,1,43.5,70.1,2023-04-16T13:01:22.148Z,2023-04-17T04:38:12Z,4195090537,141,95.9,4195090539,212,24.1,4195090535,140,59.3,4195090541,213,0.8,4195090533,56,Left,4197323381,178,,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535929,25,1,1,1,23,71ajatxnuhc5cnm3xvgdky49w,1,60.9,90.1,2023-04-16T13:01:27.138Z,2023-04-17T04:38:10Z,4195090821,141,82.7,4195090825,213,3.6,4195090819,140,50.8,4195090817,56,Left,4197323409,178,,4195090823,212,11.7,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534535957,26,1,1,1,26,71ajatxnuhc5cnm3xvgdky49w,1,50,75.5,2023-04-16T13:01:29.715Z,2023-04-17T04:38:09Z,4195090941,213,4.0,4195090933,56,Back,4197323539,178,,4195090939,212,17.1,4195090937,141,57.0,4195090935,140,39.0,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536013,27,1,1,1,27,71ajatxnuhc5cnm3xvgdky49w,1,40.1,52.5,2023-04-16T13:01:31.158Z,2023-04-17T04:38:09Z,4195091227,212,15.7,4195091229,213,1.3,4195091225,141,74.9,4197323567,178,,4195091223,140,43.9,4195091221,56,Back,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536059,28,1,1,1,30,71ajatxnuhc5cnm3xvgdky49w,1,46.9,61.2,2023-04-16T13:01:33.758Z,2023-04-17T04:38:08Z,4195091511,212,25.8,4195091507,141,47.5,4195091501,140,69.8,4195091495,56,Center,4197323629,178,,4195091513,213,5.9,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536075,29,1,1,1,31,71ajatxnuhc5cnm3xvgdky49w,1,65.1,51.6,2023-04-16T13:01:34.922Z,2023-04-17T04:38:08Z,4195091601,140,64.7,4195091603,141,52.1,4195091607,213,2.5,4197323763,178,,4195091605,212,0.5,4195091599,56,Center,,,,,,,f0busiccqoe2jg69st02ngfe1,L. Mothiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534536181,30,1,1,1,32,71ajatxnuhc5cnm3xvgdky49w,1,59.6,53.7,2023-04-16T13:01:35.839Z,2023-04-17T04:38:07Z,4197323917,178,,4195092091,56,Center,4195093259,210,15,4195092093,140,69.3,4195092095,141,30.2,4195092097,212,18.9,4195092099,213,5.3,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
