id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value
2511572585,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-02-24T19:03:25.210Z,2023-02-24T20:01:49Z,4052570465,194,31sljkjull0n7082fed26stzp,4052819581,197,15939,4052570459,59,"30, 18, 22, 28, 3, 4, 23, 21, 9, 10, 7, 5, 8, 15, 20, 25, 26, 27, 35, 38",4052570467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052570457,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4052570463,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052570455,30,"8h5jl1u3p8sr2pwdmyxl14416, 7c0b5fz3m1uw0fwpm051e6rfu, e5xxqwz0sdlwkkmp8bgs1k6w9, bfdco9clf3dwltaogfhv5v0et, 8jjep8bx1jpjuf8firxccc549, avk0vktquq3oum9w6dyodlz6y, 4st4hurqbtyzw1tbkzuuk78fe, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, 3pz4ro9b1u6u45gs7d6apmo5x, a35r6fa79ipqqktiff3uhz6j9, fij46jr9fq43444gr1y8tl9l, 17q3e6g2gvlnpwnzf9d6a9eqd, 6q793p9lurdevqmetgoke54wk, 7nivkfkngr374fx5totgektm1, 2t05pfvho7i9w9w01zcz3gz4l, 1zx0huwj0czivtoq6kvfb5roq, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo, 5z9c9rjwtlrl0skjpt08n9gfe",4052570461,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511576351,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-24T19:07:35.571Z,2023-02-24T20:04:45Z,4052590063,130,7,4052590061,59,"40, 27, 28, 20, 4, 3, 37, 45, 97, 8, 22, 1, 2, 7, 17, 18, 30, 99",4052590057,30,"7h2icfuwy00ilm14dw5xyl5g5, ef2n7d6rysar49toiz2k3obth, 2ds26ub6ho0baamsjcmh7mmfo, dl4e5ojyhccj6w0vgksfzvmxh, c4yip4bf8il4gnxnhcb381b3e, 7mn6lue4zatldcxp0gd7kt8mh, 7mjc5a2k7wz4flem6upj5u1w4, 36yupk7p1vks4dbguw53xhucp, 7nlijkywjl13h3ks132026iok, 5lfki1zoxd4l96hjbr2rw3d2h, 3imcuejzt9r6zvvv1xbn5jbl6, 1ixibe50te4j2gjhbufm72aui, bl4lretp33t0jj3icujkf45p1, dom1dzrvk7y4sd8puf8iztn11, aoe90w0oopw8h5ipktpmme9cl, 7z8bpxyfd31hb5ehkaina1ap6, btm657ozudwbxx16twjs0vp49, 3r04y1fejoh9e8qbge3exy3u1",4052590069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4052836059,197,16252,4052590059,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4052590067,194,dl4e5ojyhccj6w0vgksfzvmxh,4052590065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619417,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-02-24T20:00:32.818Z,2023-02-25T03:16:26Z,4052821591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619415,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-02-24T20:00:32.818Z,2023-02-24T20:01:57Z,4052821583,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619637,3,1,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,50.1,49.9,2023-02-24T20:00:32.878Z,2023-02-25T05:55:14Z,4052822767,140,24.9,4052822773,213,3.2,4052822765,56,Back,4052822771,212,26.5,4052822775,279,S,4052822769,141,47.9,4053428811,178,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619675,4,1,1,0,3,3adj8hkws0z1al232bg2h6tk0,0,29,53,2023-02-24T20:00:36.670Z,2023-02-25T06:27:00Z,4052823001,56,Center,4052823003,140,75.3,4052822999,155,,4052823009,213,0.2,4052823007,212,49.8,4053428833,178,,4052823011,1,,4052823005,141,68.6,c4yip4bf8il4gnxnhcb381b3e,A. Dari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619703,3,1,1,0,6,be2k34rut1lz79jxenabttqlc,1,24,25.8,2023-02-24T20:00:39.555Z,2023-02-25T06:26:59Z,4052823161,56,Back,4052823163,140,34.1,4052823169,213,5.5,4052823167,212,15.2,4052823159,3,,4053428845,388,,4052823165,141,9.8,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619719,4,1,1,0,7,be2k34rut1lz79jxenabttqlc,1,33.4,17,2023-02-24T20:00:40.786Z,2023-02-25T06:26:59Z,4052823253,141,15.8,4052823251,140,38.6,4052823247,3,,4053232915,168,,4053428857,388,,4052823257,213,6.1,4052823255,212,5.5,4052823249,56,Back,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619721,5,49,1,0,8,be2k34rut1lz79jxenabttqlc,1,37.6,21.9,2023-02-24T20:00:41.387Z,2023-02-25T06:26:58Z,,,,,,,,,,,,,,,,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619743,6,1,1,0,9,be2k34rut1lz79jxenabttqlc,1,37.7,21.2,2023-02-24T20:00:42.159Z,2023-02-25T06:26:58Z,4052823357,56,Back,4052823363,212,14.7,4052823361,141,9.2,4053428953,178,,4052823365,213,3.7,4052823359,140,26.0,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
