id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2502249771,3,7,1,0,13,3c3jcs7vc1t6vz5lev162jyv7,0,69.4,94,2023-01-29T19:45:47.296Z,2023-01-30T04:53:00Z,4003478573,56,Left,4003478589,233,8,4003478575,286,,4003764457,385,,4003961319,178,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249795,9,1,1,0,15,2b3mar72yy8d6uvat1ka6tn3r,1,20.9,15.4,2023-01-29T19:45:49.537Z,2023-01-30T04:53:00Z,4003478709,141,5.0,4003478707,140,26.0,4003478713,213,5.4,4003478705,56,Back,4003961371,178,,4003478711,212,8.9,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249805,10,1,1,0,16,2b3mar72yy8d6uvat1ka6tn3r,1,25.3,6.2,2023-01-29T19:45:50.923Z,2023-01-30T04:52:59Z,4003961417,178,,4003478753,56,Back,4003478757,141,10.3,4003478755,140,12.3,4003478759,212,13.9,4003478761,213,2.9,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249821,11,1,1,0,18,2b3mar72yy8d6uvat1ka6tn3r,1,13.7,12.2,2023-01-29T19:45:52.609Z,2023-01-30T04:52:58Z,4003478853,56,Back,4003478863,213,2.1,4003961445,178,,4003478861,212,22.0,4003478855,140,2.4,4003478857,141,39.5,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249831,12,1,1,0,21,2b3mar72yy8d6uvat1ka6tn3r,0,1.7,41.7,2023-01-29T19:45:56.085Z,2023-01-30T04:52:57Z,4003478925,56,Back,4003478927,140,11.4,4003961491,178,,4003478933,213,0.6,4003478929,141,52.1,4003478931,212,12.4,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249857,5,3,1,0,24,3c3jcs7vc1t6vz5lev162jyv7,0,97.3,42.1,2023-01-29T19:45:58.272Z,2023-01-30T04:18:35Z,4003764869,465,,4003479025,56,Center,4003479027,286,,4003961647,178,,4003479057,233,13,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249835,4,43,1,0,24,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-01-29T19:45:58.476Z,2023-01-29T20:09:22Z,4003515947,144,8,4003478957,56,Center,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249845,13,54,1,0,25,2b3mar72yy8d6uvat1ka6tn3r,1,2.7,57.9,2023-01-29T19:45:59.294Z,2023-01-30T04:18:36Z,4003479111,233,5,4003961675,389,,,,,,,,,,,,,,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249861,6,61,1,0,25,3c3jcs7vc1t6vz5lev162jyv7,1,97.2,39.8,2023-01-29T19:45:59.716Z,2023-01-30T04:52:57Z,4003479031,56,Center,4003961967,178,,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249865,7,5,1,0,26,3c3jcs7vc1t6vz5lev162jyv7,0,100.8,33,2023-01-29T19:46:01.104Z,2023-01-30T02:15:24Z,4003479075,346,,4003479073,56,Center,4003479095,233,14,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249853,14,5,1,0,26,2b3mar72yy8d6uvat1ka6tn3r,1,-0.8,67,2023-01-29T19:46:01.104Z,2023-01-30T02:15:24Z,4003479091,233,7,4003479007,346,,4003479005,56,Back,,,,,,,,,,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249911,15,1,1,0,38,2b3mar72yy8d6uvat1ka6tn3r,1,2.6,53,2023-01-29T19:46:12.707Z,2023-01-30T04:52:56Z,4003479423,237,,4003482967,189,,4003479411,212,23.0,4003479393,124,,4003479415,213,1.1,4003479405,141,82.8,4003479397,56,Back,4003479401,140,12.9,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249917,16,1,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,1,8.9,70.1,2023-01-29T19:46:13.706Z,2023-01-30T04:52:56Z,4003479461,212,23.1,4003482957,189,,4003479459,141,91.5,4003479455,56,Back,4003479457,140,26.0,4003479463,213,0.7,4003962085,178,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249927,8,45,1,0,40,3c3jcs7vc1t6vz5lev162jyv7,0,63.5,9.5,2023-01-29T19:46:15.239Z,2023-01-30T04:52:55Z,4003479543,285,,4003479541,56,Right,4003479577,233,17,,,,,,,,,,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249923,17,3,1,0,40,2b3mar72yy8d6uvat1ka6tn3r,1,36.5,90.5,2023-01-29T19:46:15.239Z,2023-01-30T04:52:55Z,4003962233,178,,4003766195,464,,4003479523,56,Back,4003479569,233,8,4003479573,286,,,,,,,,,,,54w62kh31qyyu7tipmjlt95g5,Juan Bernat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249931,18,1,1,0,42,2b3mar72yy8d6uvat1ka6tn3r,1,36.4,87.8,2023-01-29T19:46:16.638Z,2023-01-30T04:52:54Z,4003962287,178,,4003479557,141,73.7,4003479565,213,3.8,4003479547,56,Back,4003479551,140,25.0,4003479561,212,15.3,,,,,,,54w62kh31qyyu7tipmjlt95g5,Juan Bernat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249941,19,1,1,0,44,2b3mar72yy8d6uvat1ka6tn3r,1,28.9,76.8,2023-01-29T19:46:18.706Z,2023-01-30T04:52:53Z,4003479637,56,Back,4003479645,213,4.5,4003479639,140,24.7,4003479643,212,24.4,4003479641,141,41.5,4003962333,178,,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249951,20,1,1,0,48,2b3mar72yy8d6uvat1ka6tn3r,1,29.3,40.4,2023-01-29T19:46:22.739Z,2023-01-30T04:52:51Z,4003479737,212,4.1,4003479735,141,37.3,4003479739,213,5.7,4003479729,56,Back,4003962363,178,,4003479733,140,32.7,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249959,21,1,1,0,49,2b3mar72yy8d6uvat1ka6tn3r,1,36.7,40.8,2023-01-29T19:46:23.975Z,2023-01-30T04:52:50Z,4003479787,140,31.6,4003962393,178,,4003479793,213,4.3,4003479785,56,Back,4003479789,141,21.1,4003479791,212,14.4,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249975,22,1,1,0,52,2b3mar72yy8d6uvat1ka6tn3r,1,33.4,21.7,2023-01-29T19:46:26.287Z,2023-01-30T04:52:50Z,4003962433,178,,4003479889,212,12.2,4003479881,56,Back,4003479887,141,4.6,4003479883,140,36.9,4003479891,213,5.0,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249991,23,1,1,0,54,2b3mar72yy8d6uvat1ka6tn3r,1,38.7,6,2023-01-29T19:46:28.684Z,2023-01-30T04:52:49Z,4003480043,213,2.3,4003962473,178,,4003480039,141,21.7,4003480041,212,14.9,4003480037,140,28.8,4003480035,56,Back,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502249995,24,1,1,0,57,2b3mar72yy8d6uvat1ka6tn3r,1,28.8,24,2023-01-29T19:46:31.536Z,2023-01-30T04:52:48Z,4003962513,178,,4003480063,140,28.8,4003480069,213,1.6,4003480061,56,Back,4003480067,212,16.9,4003480065,141,48.8,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250013,25,1,1,0,59,2b3mar72yy8d6uvat1ka6tn3r,1,28,58.9,2023-01-29T19:46:34.078Z,2023-01-30T04:52:47Z,4003962539,178,,4003480205,56,Back,4003480213,213,1.2,4003480207,140,37.5,4003480209,141,97.7,4003480211,212,28.2,4003480203,155,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250031,26,1,1,1,4,2b3mar72yy8d6uvat1ka6tn3r,1,39.8,95.5,2023-01-29T19:46:38.906Z,2023-01-30T04:52:45Z,4003480377,213,4.1,4003480375,212,11.8,4003480371,140,33.4,4003480369,56,Back,4003962587,178,,4003480373,141,81.3,,,,,,,54w62kh31qyyu7tipmjlt95g5,Juan Bernat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250065,27,1,1,1,8,2b3mar72yy8d6uvat1ka6tn3r,1,35.9,79.3,2023-01-29T19:46:42.993Z,2023-01-30T04:52:43Z,4003480599,56,Back,4003962645,178,,4003480601,140,28.4,4003480605,212,12.3,4003480607,213,4.0,4003480603,141,65.4,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250083,28,1,1,1,12,2b3mar72yy8d6uvat1ka6tn3r,1,29.3,65.8,2023-01-29T19:46:46.740Z,2023-01-30T04:52:42Z,4003480725,140,35.8,4003480727,141,87.8,4003480729,212,16.4,4003480723,56,Back,4003962707,178,,4003480731,213,1.1,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250107,29,1,1,1,16,2b3mar72yy8d6uvat1ka6tn3r,1,38.2,90.9,2023-01-29T19:46:50.289Z,2023-01-30T04:52:40Z,4003480891,213,4.5,4003962733,178,,4003480883,56,Back,4003480887,141,69.5,4003480885,140,35.6,4003480889,212,14.8,,,,,,,f3v58fkymhrprt5gs0ccm29xx,Fabián Ruiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250111,30,1,1,1,21,2b3mar72yy8d6uvat1ka6tn3r,1,42.2,86.5,2023-01-29T19:46:55.482Z,2023-01-30T04:52:37Z,4003480923,141,86.0,4003480919,56,Back,4003480921,140,27.0,4003480925,212,16.0,4003480927,213,3.2,4003962765,178,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250129,31,1,1,1,23,2b3mar72yy8d6uvat1ka6tn3r,1,31,90.9,2023-01-29T19:46:58.017Z,2023-01-30T04:52:36Z,4003962861,178,,4003481031,140,4.5,4003481039,1,,4003481037,213,4.0,4003481035,212,40.4,4003481029,56,Back,4003481033,141,47.9,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250143,32,1,1,1,26,2b3mar72yy8d6uvat1ka6tn3r,1,3.6,46.3,2023-01-29T19:47:01.211Z,2023-01-30T04:52:36Z,4003481093,56,Back,4003481101,213,5.1,4003962881,178,,4003481099,212,20.1,4003481097,141,19.3,4003481095,140,11.3,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250155,33,1,1,1,31,2b3mar72yy8d6uvat1ka6tn3r,1,11.4,19,2023-01-29T19:47:05.315Z,2023-01-30T04:52:34Z,4003481195,213,1.8,4003481189,140,6.8,4003481187,56,Back,4003481193,212,18.3,4003962961,178,,4003481191,141,44.9,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250181,34,1,1,1,32,2b3mar72yy8d6uvat1ka6tn3r,1,5.6,42.3,2023-01-29T19:47:07.209Z,2023-01-30T04:52:34Z,4003481353,213,1.3,4003963033,178,,4003481349,141,61.7,4003481351,212,13.7,4003481347,140,9.2,4003481345,56,Back,,,,,,,4cetkl0w2uq40ccti5ka6a4t1,G. Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250191,35,1,1,1,39,2b3mar72yy8d6uvat1ka6tn3r,1,32,72.5,2023-01-29T19:47:14.186Z,2023-01-30T04:52:31Z,4003481409,141,96.2,4003481413,213,1.3,4003481407,140,35.8,4003481405,56,Back,4003963069,178,,4003481411,212,16.6,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250203,36,1,1,1,42,2b3mar72yy8d6uvat1ka6tn3r,1,35.9,95.2,2023-01-29T19:47:16.650Z,2023-01-30T04:52:30Z,4003481515,213,4.1,4003481511,141,68.9,4003481509,140,23.7,4003481507,56,Back,4003481513,212,22.0,4003963109,178,,,,,,,,54w62kh31qyyu7tipmjlt95g5,Juan Bernat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250221,37,1,1,1,45,2b3mar72yy8d6uvat1ka6tn3r,1,22,68.8,2023-01-29T19:47:19.732Z,2023-01-30T04:52:30Z,4003481663,213,5.1,4003481655,56,Back,4003481657,140,31.2,4003963147,178,,4003481661,212,28.8,4003481659,141,28.9,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250223,38,1,1,1,50,2b3mar72yy8d6uvat1ka6tn3r,1,40.5,21,2023-01-29T19:47:25.113Z,2023-01-30T04:52:28Z,4003481677,141,3.8,4003481675,140,53.6,4003481679,212,18.1,4003963263,178,,4003481681,213,5.6,4003481673,56,Right,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250227,39,1,1,1,53,2b3mar72yy8d6uvat1ka6tn3r,1,54.2,5.6,2023-01-29T19:47:27.715Z,2023-01-30T04:52:27Z,4003481721,212,9.2,4003481715,56,Right,4003481717,140,62.8,4003963313,178,,4003481723,213,6.1,4003481719,141,3.4,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250233,40,1,1,1,54,2b3mar72yy8d6uvat1ka6tn3r,0,60.9,3.7,2023-01-29T19:47:28.570Z,2023-01-30T04:52:27Z,4003481757,140,63.7,4003481755,56,Right,4003481759,141,9.4,4003481761,212,4.9,4003963369,178,,4003481763,213,0.9,,,,,,,dsmcqfl0e1be4ag7czbnolo15,Carlos Soler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250235,9,8,1,1,55,3c3jcs7vc1t6vz5lev162jyv7,1,39.2,91.7,2023-01-29T19:47:29.350Z,2023-01-30T04:52:27Z,4003768293,384,,4003963489,178,,4003481765,56,Back,,,,,,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250237,10,49,1,1,56,3c3jcs7vc1t6vz5lev162jyv7,1,35,93.7,2023-01-29T19:47:30.279Z,2023-01-30T04:52:26Z,,,,,,,,,,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250263,11,1,1,1,56,3c3jcs7vc1t6vz5lev162jyv7,1,34.8,93.8,2023-01-29T19:47:30.382Z,2023-01-30T04:52:26Z,4003481933,56,Back,4003481935,140,24.8,4003481937,141,76.8,4003481941,213,4.0,4003963569,178,,4003481939,212,15.6,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250267,12,61,1,1,59,3c3jcs7vc1t6vz5lev162jyv7,0,15.4,89.2,2023-01-29T19:47:33.859Z,2023-01-30T04:52:25Z,4003481949,56,Back,4003963659,178,,,,,,,,,,,,,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502250271,13,5,1,2,1,3c3jcs7vc1t6vz5lev162jyv7,0,10.7,101.6,2023-01-29T19:47:36.097Z,2023-01-30T02:17:37Z,4003481951,56,Back,4003481953,347,,4003482063,233,41,,,,,,,,,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
