id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId
2497753051,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-01-15T15:14:00.755Z,2023-01-15T15:14:01Z,3979936893,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979936895,59,"16, 2, 12, 19, 6, 3, 27, 4, 10, 44, 17, 9, 14, 15, 18, 21, 26, 30, 36, 23",3979936891,30,"d3xdl3p9vd1c0m316oq2pblxx, adb8skc3qbvgunhzd9651lij8, 1o7se1aziz6fpes5hey7yijft, b0wb7gf04synxlkq7o8gvzkoa, 3djmsd2atvq16ysmocq7twsfd, 270djbc9lxhoupmd1djrii191, f5j3vhj805xtkos7l538u0d7t, 2rio84cmao72sc7lnsodwzzhm, a2s2c6anax9wnlsw1s6vunl5h, rn17zrbsh1g9r1tj4xyvhgr8, 28x7i681wkjueanvkevew3bh1, f4pqxviuwzd6a803jfx9bh4o9, 9bqv99e39z86mn7dq3wnyt90p, 28s6z18rcl9v8561yzu7m0voq, csvqjyuk06gzvjm408513nydx, 8vhjmcgjbzpzd4vv3zb945p1w, 4rlw04tze791jwt623h5ikg5x, 8xitc97j4scfajm8ucq7e5l91, dkve6gf309h5tglwawqx8mlzp, 2axi9gr1lhuewlt06emrk44q1",3979936899,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979936897,130,15,3979936903,197,649,3979936901,194,a2s2c6anax9wnlsw1s6vunl5h,3979936905,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497755741,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-01-15T15:16:56.563Z,2023-01-15T16:09:01Z,3979951203,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979951195,59,"1, 20, 3, 15, 77, 25, 14, 23, 92, 29, 5, 34, 2, 7, 11, 16, 18, 21, 24, 33",3979951191,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979951205,194,1lbgavu1rxlrfg14062suwyj9,3979951199,130,11,3980171089,197,16001,3979951187,30,"3xpo0nc3hysdi41gupi7adot1, cujgdqrikyjt36scc23zcbkk5, 1e77it93nx78uu157mmksd71l, i0pvdl0hx7idtfi0xymygmp5, crdmczlhynym2z1adqlbt853p, 70ukveu4kwheeizg6x694krmx, 9higgl848a37qflh0sts05tjp, 84ikqi9s3lng1mo4lxwq210wl, dfdq5f5mrzq9zaj1mrfhk5905, 1xawzpx3vp3b7wqx6w5avdb6x, 1lbgavu1rxlrfg14062suwyj9, 4ported2opjp4xbp87bpqb6z8, 2hujd2bwvb0wtxdna6c0xb2z9, 2fa3vmp34mwrthdiehnaxnnqh, 1xxlgx6g07x3r0zwzywm26sq1, 8wz2w0267i1845k87hxsgandh, 5fvzbq3mstt7eatkjpodbvpm2, 67q7ve9vse4m2nb82j2z1clhx, 28soxjs6twyw0uk1c3qn0dbe, cd236zcrr6fav3n38wd67ko44",3979951207,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797837,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-01-15T16:05:06.992Z,2023-03-29T09:29:18Z,3980172611,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797827,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-01-15T16:05:06.992Z,2023-01-15T16:05:07Z,3980172539,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797861,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,49.7,50.1,2023-01-15T16:05:07.109Z,2023-01-15T21:49:44Z,3980172749,212,9.2,3980172743,56,Back,3980172745,140,41.3,3980781613,178,,3980172747,141,54.0,3980172753,279,S,3980172751,213,2.8,,,,dfdq5f5mrzq9zaj1mrfhk5905,Y. Belaïli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797891,4,1,1,0,1,6xjy1q2m55iiwe8g1r1yffbc9,0,43.2,51.1,2023-01-15T16:05:08.796Z,2023-01-16T01:20:37Z,3980172957,1,,3980172945,155,,3980781677,178,,3980172949,140,75.5,3980172951,141,12.3,3980172955,213,5.6,3980172953,212,43.0,3980172947,56,Right,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797907,5,44,1,0,3,6xjy1q2m55iiwe8g1r1yffbc9,1,72.7,15.2,2023-01-15T16:05:10.979Z,2023-01-16T01:20:36Z,3980173029,56,Right,3980173031,286,,3980173177,233,3,,,,,,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797893,3,44,1,0,3,4t4hod56fsj7utpjdor8so5q6,0,27.3,84.8,2023-01-15T16:05:10.980Z,2023-01-16T01:20:36Z,3980172965,285,,3980173183,233,5,3980172963,56,Back,,,,,,,,,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797927,6,1,1,0,4,6xjy1q2m55iiwe8g1r1yffbc9,0,73.1,15.6,2023-01-15T16:05:11.028Z,2023-01-16T01:20:35Z,3980173147,141,33.6,3980173151,213,0.6,3980173145,140,88.6,3980173141,3,,3980173143,56,Center,3980173149,212,20.4,3980781745,388,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497797955,5,52,1,0,7,4t4hod56fsj7utpjdor8so5q6,1,11.4,70.6,2023-01-15T16:05:14.214Z,2023-01-16T01:20:35Z,3980781765,388,,3980585479,378,,,,,,,,,,,,,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
