id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,assist,qualifier/18/value
2469718695,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-10-09T14:15:00.775Z,2022-10-09T15:12:27Z,3831936945,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831936935,59,"1, 12, 29, 5, 21, 4, 10, 8, 31, 17, 27, 3, 7, 11, 14, 16, 20, 24, 30, 55",3831936937,130,8,3832211239,194,f0e5posm9z0oma2t3u9k1qy95,3831936931,30,"f0e5posm9z0oma2t3u9k1qy95, a0o34jherpgziz52ri0zxms45, 4a7x84pflda40oka94y36gwk, 8zc2u2dfrokzg3domqmt30s0l, 3g217lvxyrxlzsyp0rmlvglp1, 53yrdwlr1pw23bxyxfg85npat, 9yfnfwqog4y572aoe2iztnbv9, cg1j982govx2perwr3rv33t1x, d3y4csfpvhzcowlusw9xe32eh, oc04nz0mrmzeqpcbql3rbhlh, 6tedvat245ajkir9c4035i0np, crjrpkb5p430hludk5acmhjv9, 7k0r5crdh9blj3edt31zwy0dm, 9dzyrffyz77zqmptudhdrh8lx, adswn2xpomwsi7zh022787mne, ctygavkrblcxra880nwej0bf9, 1otm8rmlwrddxqeqelo6vhtec, bxb5trtzllty8eqteifyw4zit, 2h7a11gp7bb34j8oa4tv3aaxh, 32ehg1wm714059vyzgltxy28l",3832211241,197,654,3831936933,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831936939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469722569,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-10-09T14:17:58.771Z,2022-10-09T15:01:30Z,3831957479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831957459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3832212461,197,665,3831957473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831957469,130,2,3831957477,194,xrh2szvp5808no7zm1et2zf9,3831957455,30,"cym4wbw14zw1jh4jsp3sbyk0l, xrh2szvp5808no7zm1et2zf9, 92qqdiryqd8juqdjq8585476y, c7xltzkcj4u5qmw4j1e9gxmmt, otan631zzfnq2sektkl3ywo9, 8qlz4omhgfnzyb2cgeou7xn56, draibw1vui84ciizu30az81jp, crn7i9243dnczl74jti8i5pzp, 6u2ob6fv950r1qve8uejkq2uh, dw9fzixumboknmucqgqffurmy, 9b7iei751ersl6ny0o0k8gn3d, 3o70kdbjt6w1aw7rkq3a4fecq, 49vfeofafswzu1f6rekqjbjhm, 448wxnlqhqqf2hcecwut90n6y, ayx2iydekv69471d92zmpbbze, 3hd9nxdb54zn4fhbf7qa7x0q1, 6n54br4iwdggqvid7oirzfn8q, 2ubad2kxha6n1c8c8sr2ogmad, 1py4bk2ik16w8lil31bghq99m, dzv5f93w5fsnfzohaev6e3rx0",3831957463,59,"30, 27, 3, 80, 2, 5, 14, 20, 19, 9, 7, 1, 6, 10, 15, 21, 22, 25, 28, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773369,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-10-09T15:05:20.812Z,2022-10-09T15:05:23Z,3832228095,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773361,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2022-10-09T15:05:20.812Z,2022-10-09T21:38:50Z,3832228065,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773409,3,1,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,50.1,49.7,2022-10-09T15:05:20.932Z,2022-10-10T00:17:55Z,3833885495,178,,3832228289,141,53.4,3832228293,213,2.9,3832228291,212,10.2,3832228295,279,S,3832228287,140,40.7,3832228285,56,Back,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773461,4,1,1,0,2,750ustvk4jfqmo8q4gnrcxy7z,0,35.4,53.1,2022-10-09T15:05:23.622Z,2022-10-10T01:12:20Z,3832228557,212,0.6,3832479973,236,,3832230099,155,,3833885669,178,,3832479979,286,,3832228561,213,4.5,3832228551,140,35.3,3832228549,56,Back,53yrdwlr1pw23bxyxfg85npat,N. Pallois,3832479975,233,3,3832228553,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773441,3,74,1,0,2,z1wbqtd0fz5t5eezjvrbld3h,1,63.5,46.8,2022-10-09T15:05:23.671Z,2022-10-10T01:12:19Z,3832228465,56,Center,3832480043,233,4,3832479959,285,,3833885945,178,,,,,,,,,,,,,,dw9fzixumboknmucqgqffurmy,A. Kalimuendo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773487,4,1,1,0,5,z1wbqtd0fz5t5eezjvrbld3h,1,48.3,77.2,2022-10-09T15:05:25.981Z,2022-10-10T01:12:19Z,3833886707,388,,3832228679,141,71.9,3832228683,213,4.6,3832228681,212,3.6,3832228677,140,47.8,3832228675,56,Back,,,,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773493,5,49,1,0,6,z1wbqtd0fz5t5eezjvrbld3h,1,49,72.7,2022-10-09T15:05:27.343Z,2022-10-10T01:12:18Z,,,,,,,,,,,,,,,,,,,,,,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773519,6,1,1,0,7,z1wbqtd0fz5t5eezjvrbld3h,0,52.7,75.1,2022-10-09T15:05:28.352Z,2022-10-10T01:12:16Z,3833887175,178,,3832228823,213,5.5,3832228819,141,64.8,3832228821,212,10.4,3832228815,56,Center,3832228817,140,60.0,,,,,,,crn7i9243dnczl74jti8i5pzp,F. Tait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469773549,5,49,1,0,9,750ustvk4jfqmo8q4gnrcxy7z,1,37.3,34.2,2022-10-09T15:05:30.341Z,2022-10-10T01:12:16Z,,,,,,,,,,,,,,,,,,,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
