id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2527797485,9,1,1,0,16,2b3mar72yy8d6uvat1ka6tn3r,1,39.2,63.1,2023-04-02T18:55:23.605Z,2023-04-03T02:45:54Z,4159242449,141,95.1,4159968907,178,,4159242451,212,22.6,4159242447,140,45.0,4159242453,213,1.3,4159242445,56,Back,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797491,10,1,1,0,20,2b3mar72yy8d6uvat1ka6tn3r,1,53.4,95.5,2023-04-02T18:55:27.175Z,2023-04-03T02:45:53Z,4159242489,140,60.4,4159242493,212,7.4,4159969121,178,,4159242495,213,0.1,4159242491,141,96.2,4159242487,56,Left,,,,,,,atlhc604ri3rr4w012otutyj8,E. Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797525,11,1,1,0,21,2b3mar72yy8d6uvat1ka6tn3r,1,60.3,99.1,2023-04-02T18:55:28.243Z,2023-04-03T02:45:53Z,4159723505,156,,4159969229,178,,4159242659,213,3.7,4159242657,212,15.9,4159242653,140,47.1,4159242655,141,87.5,4159242651,56,Back,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797585,12,1,1,0,25,2b3mar72yy8d6uvat1ka6tn3r,1,47.1,75.8,2023-04-02T18:55:32.604Z,2023-04-03T02:45:51Z,4159242957,213,3.9,4159242953,141,55.7,4159242955,212,19.9,4159242951,140,33.3,4159242949,56,Back,4159969385,178,,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797599,13,1,1,0,32,2b3mar72yy8d6uvat1ka6tn3r,1,48.5,58.6,2023-04-02T18:55:38.939Z,2023-04-03T02:45:49Z,4159243033,212,20.2,4159243027,56,Left,4159243035,213,1.1,4159243031,141,84.6,4159969463,178,,4159243029,140,57.9,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797609,14,1,1,0,34,2b3mar72yy8d6uvat1ka6tn3r,1,58.6,84,2023-04-02T18:55:41.214Z,2023-04-03T02:45:48Z,4159243069,213,1.0,4159969591,178,,4159243061,56,Left,4159243067,212,11.1,4159243063,140,64.3,4159243065,141,97.7,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797623,15,1,1,0,35,2b3mar72yy8d6uvat1ka6tn3r,1,63.6,98.4,2023-04-02T18:55:42.688Z,2023-04-03T02:45:47Z,4159243151,141,81.3,4159243155,213,3.6,4159243147,56,Back,4159243153,212,24.8,4159243149,140,42.7,4159969631,178,,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797653,16,1,1,0,39,2b3mar72yy8d6uvat1ka6tn3r,1,43.3,79.4,2023-04-02T18:55:46.077Z,2023-04-03T02:45:46Z,4159243329,141,41.8,4159969743,178,,4159243325,56,Center,4159243327,140,54.5,4159243333,212,28.1,4159243337,213,5.1,,,,,,,atlhc604ri3rr4w012otutyj8,E. Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797689,17,1,1,0,42,2b3mar72yy8d6uvat1ka6tn3r,1,54,40.9,2023-04-02T18:55:49.107Z,2023-04-03T02:45:46Z,4159243535,140,67.2,4159243533,56,Right,4159243537,141,2.5,4159969939,178,,4159243539,212,29.6,4159243541,213,5.2,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797715,18,1,1,0,45,2b3mar72yy8d6uvat1ka6tn3r,1,64.9,5.3,2023-04-02T18:55:52.049Z,2023-04-03T02:45:45Z,4159970009,178,,4159243667,140,62.9,4159243665,56,Right,4159243669,141,13.7,4159243673,213,1.9,4159243671,212,6.1,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797731,19,1,1,0,48,2b3mar72yy8d6uvat1ka6tn3r,1,66.3,11.9,2023-04-02T18:55:55.734Z,2023-04-03T02:45:43Z,4159243763,141,18.1,4159243767,213,2.7,4159243765,212,9.1,4159243759,56,Right,4159243761,140,58.6,4159970081,178,,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797745,20,1,1,0,50,2b3mar72yy8d6uvat1ka6tn3r,1,60.3,11.9,2023-04-02T18:55:57.215Z,2023-04-03T02:45:42Z,4159243853,213,3.2,4159243845,56,Right,4159243847,140,53.0,4159970163,178,,4159243851,212,7.7,4159243849,141,11.0,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797785,21,1,1,0,51,2b3mar72yy8d6uvat1ka6tn3r,1,52.3,9.8,2023-04-02T18:55:58.528Z,2023-04-03T02:45:41Z,4159244045,140,43.2,4159244047,141,33.7,4159244051,213,2.1,4159244041,56,Back,4159244049,212,18.9,4159970289,178,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797817,22,1,1,0,55,2b3mar72yy8d6uvat1ka6tn3r,1,42.7,35.6,2023-04-02T18:56:02.453Z,2023-04-03T02:45:40Z,4159244219,212,17.4,4159970383,178,,4159244221,213,4.9,4159244217,141,10.6,4159244213,56,Back,4159244215,140,46.2,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797821,23,1,1,0,57,2b3mar72yy8d6uvat1ka6tn3r,1,46.8,9.3,2023-04-02T18:56:04.538Z,2023-04-03T02:45:40Z,4159244235,141,2.0,4159244237,212,13.6,4159244233,140,58.9,4159244231,56,Right,4159970453,178,,4159244239,213,5.9,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797835,24,1,1,0,59,2b3mar72yy8d6uvat1ka6tn3r,1,56.2,0.1,2023-04-02T18:56:06.186Z,2023-04-03T02:45:39Z,4159244335,56,Back,4159244339,140,45.1,4159244351,213,2.6,4159244347,212,14.0,4159244343,141,11.6,4159970581,178,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797849,25,1,1,1,3,2b3mar72yy8d6uvat1ka6tn3r,1,48,15.3,2023-04-02T18:56:10.563Z,2023-04-03T02:45:37Z,4159244417,140,52.2,4159244415,56,Center,4159970635,178,,4159244421,212,17.4,4159244419,141,40.0,4159244423,213,1.3,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797869,26,1,1,1,5,2b3mar72yy8d6uvat1ka6tn3r,1,49.3,38.3,2023-04-02T18:56:12.480Z,2023-04-03T02:45:37Z,4159244521,141,64.4,4159970689,178,,4159244519,140,39.8,4159244523,212,20.4,4159244525,213,2.1,4159244517,56,Back,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797893,27,1,1,1,7,2b3mar72yy8d6uvat1ka6tn3r,1,41.2,61.7,2023-04-02T18:56:14.295Z,2023-04-03T02:45:36Z,4159970789,178,,4159244653,212,22.9,4159244655,213,1.3,4159244647,56,Back,4159244651,141,94.4,4159244649,140,46.6,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797913,28,1,1,1,11,2b3mar72yy8d6uvat1ka6tn3r,1,48.7,95.6,2023-04-02T18:56:17.969Z,2023-04-03T02:45:35Z,4159244749,213,4.1,4159244743,140,37.4,4159244747,212,21.3,4159244745,141,69.6,4159970883,178,,4159244741,56,Back,,,,,,,atlhc604ri3rr4w012otutyj8,E. Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797967,29,1,1,1,13,2b3mar72yy8d6uvat1ka6tn3r,1,38.6,72.1,2023-04-02T18:56:20.353Z,2023-04-03T02:45:35Z,4159245007,141,18.4,4159245003,56,Right,4159245005,140,54.9,4159971253,178,,4159245011,213,5.2,4159245009,212,40.3,4159245013,1,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527797977,30,1,1,1,19,2b3mar72yy8d6uvat1ka6tn3r,1,60.6,16.3,2023-04-02T18:56:26.086Z,2023-04-03T02:45:33Z,4159245063,56,Center,4159245067,141,27.2,4159245065,140,65.1,4159245071,213,1.0,4159245069,212,8.8,4159971343,178,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798001,31,1,1,1,21,2b3mar72yy8d6uvat1ka6tn3r,1,66.7,28.4,2023-04-02T18:56:27.926Z,2023-04-03T02:45:33Z,4159245189,213,4.3,4159971387,178,,4159245181,56,Right,4159245183,140,64.4,4159245187,212,6.8,4159245185,141,19.1,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798017,32,1,1,1,23,2b3mar72yy8d6uvat1ka6tn3r,1,68.7,19.3,2023-04-02T18:56:30.662Z,2023-04-03T02:45:32Z,4159245269,212,4.7,4159971445,178,,4159245265,140,70.0,4159245271,213,5.0,4159245267,141,12.7,4159245263,56,Right,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798053,33,1,1,1,25,2b3mar72yy8d6uvat1ka6tn3r,1,74.4,9.6,2023-04-02T18:56:32.272Z,2023-04-03T02:45:31Z,4159245445,141,2.8,4159245443,140,75.5,4159245447,212,4.8,4159971531,178,,4159245441,56,Right,4159245449,213,5.0,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798063,34,1,1,1,28,2b3mar72yy8d6uvat1ka6tn3r,1,77.2,18.9,2023-04-02T18:56:35.729Z,2023-04-03T02:45:29Z,4159245531,213,1.9,4159245525,140,73.2,4159971599,178,,4159245527,141,37.6,4159245523,56,Center,4159245529,212,13.4,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798067,35,1,1,1,30,2b3mar72yy8d6uvat1ka6tn3r,1,74.4,35.7,2023-04-02T18:56:37.162Z,2023-04-03T02:45:28Z,4159245545,140,76.3,4159245543,56,Center,4159245547,141,28.4,4159245551,213,5.1,4159256355,155,,4159971725,178,,4159245549,212,5.3,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798079,36,1,1,1,31,2b3mar72yy8d6uvat1ka6tn3r,1,76.8,26.8,2023-04-02T18:56:38.206Z,2023-04-03T02:45:27Z,4159245609,212,4.0,4159971905,178,,4159245611,213,1.5,4159245605,140,77.1,4159245603,56,Center,4159245607,141,32.6,,,,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798089,37,1,1,1,32,2b3mar72yy8d6uvat1ka6tn3r,1,77.9,34.2,2023-04-02T18:56:39.165Z,2023-04-03T02:45:27Z,4159245655,212,6.6,4159245657,213,3.7,4159245653,141,29.0,4159245651,140,72.6,4159972111,178,,4159245649,56,Center,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798111,38,1,1,1,34,2b3mar72yy8d6uvat1ka6tn3r,1,75.9,30.6,2023-04-02T18:56:40.847Z,2023-04-03T02:45:26Z,4159245765,213,1.7,4159972305,178,,4159245763,212,19.9,4159245761,141,59.7,4159245759,140,73.9,4159245755,155,,4159245757,56,Center,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798115,39,61,1,1,35,2b3mar72yy8d6uvat1ka6tn3r,0,75.3,55.9,2023-04-02T18:56:42.104Z,2023-04-03T02:45:25Z,4159972565,178,,4159245769,56,Center,,,,,,,,,,,,,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527949387,1156,43,1,1,37,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-04-02T18:56:44.316Z,2023-04-03T01:19:53Z,4160073219,144,67,4160073129,233,1869,,,,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527949381,1869,43,1,1,37,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-04-02T18:56:44.317Z,2023-04-03T01:19:52Z,4160073193,144,67,4160073133,233,1156,,,,,,,,,,,,,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798125,3,49,1,1,37,121le8unjfzug3iu9pgkqa1c7,1,26.7,39.6,2023-04-02T18:56:44.361Z,2023-04-03T02:45:25Z,,,,,,,,,,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527949377,1155,67,1,1,37,121le8unjfzug3iu9pgkqa1c7,1,25.7,39.3,2023-04-02T18:56:44.393Z,2023-04-03T02:49:23Z,4160073095,233,1868,,,,,,,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527949373,1868,67,1,1,37,2b3mar72yy8d6uvat1ka6tn3r,0,74.3,60.7,2023-04-02T18:56:44.394Z,2023-04-03T02:45:24Z,4160073117,233,1155,,,,,,,,,,,,,,,,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798129,4,3,1,1,38,121le8unjfzug3iu9pgkqa1c7,0,31.6,30,2023-04-02T18:56:45.532Z,2023-04-03T02:45:24Z,4159727037,465,,4159972767,178,,4159245927,233,40,4159245841,285,,4159245839,56,Back,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798133,40,7,1,1,38,2b3mar72yy8d6uvat1ka6tn3r,0,68.4,70,2023-04-02T18:56:45.605Z,2023-04-03T02:45:23Z,4159972947,389,,4159245903,233,4,4159727147,385,,4159245861,286,,4159245859,56,Center,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798173,5,1,1,1,40,121le8unjfzug3iu9pgkqa1c7,0,28.4,13.4,2023-04-02T18:56:47.495Z,2023-04-03T02:45:23Z,4159246095,141,25.2,4159246093,140,51.6,4159246097,212,25.6,4159973075,178,,4159246091,56,Center,4159246089,155,,4159246099,213,0.3,,,,al6dgtinz0ki8uj8wrvc7fg2c,S. Kumbedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798177,41,44,1,1,43,2b3mar72yy8d6uvat1ka6tn3r,1,48,72.1,2023-04-02T18:56:49.892Z,2023-04-03T02:49:24Z,4159246149,233,6,4159246111,56,Back,4159246115,285,,,,,,,,,,,,,,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798181,6,44,1,1,43,121le8unjfzug3iu9pgkqa1c7,0,52,27.9,2023-04-02T18:56:49.893Z,2023-04-03T02:45:22Z,4159246131,56,Center,4159246167,233,41,4159246133,286,,,,,,,,,,,,,,,,,amvonu36at4dg7ksi1ioczi3u,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798195,42,1,1,1,43,2b3mar72yy8d6uvat1ka6tn3r,1,47.5,74.1,2023-04-02T18:56:49.989Z,2023-04-03T02:49:24Z,4159246191,3,,4159246195,140,57.5,4159246197,141,74.4,4159246193,56,Center,4159246199,212,10.5,4159973273,388,,4159246201,213,0.0,,,,5qg0coudjinnt978myh4n4n2t,Danilo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527949597,1162,83,1,1,45,121le8unjfzug3iu9pgkqa1c7,1,44.6,23.1,2023-04-02T18:56:51.816Z,2023-04-03T02:45:21Z,4160074029,399,116406,,,,,,,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798203,43,61,1,1,45,2b3mar72yy8d6uvat1ka6tn3r,0,55.3,76.5,2023-04-02T18:56:51.905Z,2023-04-03T02:45:21Z,4159246235,56,Center,4159973469,178,,,,,,,,,,,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798225,7,61,1,1,45,121le8unjfzug3iu9pgkqa1c7,0,45.9,23.8,2023-04-02T18:56:52.194Z,2023-04-03T02:45:20Z,4159973585,178,,4159246295,56,Back,,,,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527798221,44,49,1,1,46,2b3mar72yy8d6uvat1ka6tn3r,1,57.9,70.6,2023-04-02T18:56:53.428Z,2023-04-03T02:45:20Z,,,,,,,,,,,,,,,,,,,,,,,,,2ub88jcc3vku6mrnt5fb3oyqd,Renato Sanches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
