id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/10/value,qualifier/15/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2506318927,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-02-11T15:19:58.649Z,2023-02-11T15:55:00Z,4024841707,130,15,4025216279,197,649,4024841717,194,a2s2c6anax9wnlsw1s6vunl5h,4024841691,30,"d3xdl3p9vd1c0m316oq2pblxx, 4rlw04tze791jwt623h5ikg5x, 1o7se1aziz6fpes5hey7yijft, b0wb7gf04synxlkq7o8gvzkoa, 3djmsd2atvq16ysmocq7twsfd, 270djbc9lxhoupmd1djrii191, f5j3vhj805xtkos7l538u0d7t, 2rio84cmao72sc7lnsodwzzhm, a2s2c6anax9wnlsw1s6vunl5h, rn17zrbsh1g9r1tj4xyvhgr8, 28x7i681wkjueanvkevew3bh1, f4pqxviuwzd6a803jfx9bh4o9, 9bqv99e39z86mn7dq3wnyt90p, 28s6z18rcl9v8561yzu7m0voq, csvqjyuk06gzvjm408513nydx, 8xitc97j4scfajm8ucq7e5l91, 2xmc0gsdslrnsu6ua40kbh32t, cyz9jisw86vjjf85xxgbae0yy, dkve6gf309h5tglwawqx8mlzp, 72m5u1rlgh6e229zpfvp7f5jp",4024841713,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024841701,59,"16, 26, 12, 19, 6, 3, 27, 4, 10, 44, 17, 9, 14, 15, 18, 30, 31, 34, 36, 77",4024841723,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024841695,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506321685,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-11T15:21:11.703Z,2023-02-11T17:36:51Z,4024856623,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4024856635,194,8z0395s37qe2lqi9qsvyskgk5,4024856633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4024856637,197,18133,4024856629,130,12,4024856627,59,"99, 29, 14, 31, 5, 15, 33, 28, 10, 44, 17, 2, 3, 4, 16, 25, 37, 35, 90",4024856619,30,"4cetkl0w2uq40ccti5ka6a4t1, ausceoo438aoxbb6gl8tpes16, 54w62kh31qyyu7tipmjlt95g5, atlhc604ri3rr4w012otutyj8, 8z0395s37qe2lqi9qsvyskgk5, 5qg0coudjinnt978myh4n4n2t, 2s2fzli5c7h9dfcertq2dwxec, dsmcqfl0e1be4ag7czbnolo15, 779rrkp47akkd5usq53begatx, 3vx94h32ahujciraspdayj9t6, cionsifzpx5rhc8es29wv6i95, 1vr896w03yky9kmu8x5tjkicp, 1qywnx1icmb4x7dbhhsck0vrp, 9adbv1dl7dp7vze3b9sarerbp, ckjcm9q26zd6q8tkq0go6oxcl, d3dv3vc71981v5oems59892sq, 59zam5h3noyxf84k3jv1ofy1g, 34z1r2585ifo6zdcfuu6xumfo, 50kggsgofmeq6bos0kn5fyv2t",4024856639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506393933,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2023-02-11T16:00:05.046Z,2023-02-11T16:00:05Z,4025232309,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506393937,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2023-02-11T16:00:05.046Z,2023-02-11T22:50:48Z,4025232325,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506393965,3,1,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,49.8,50.3,2023-02-11T16:00:05.116Z,2023-02-11T23:04:16Z,4025232429,56,Back,4026957063,178,,4025232435,212,19.7,4025232437,213,3.0,4025232439,279,S,4025232431,140,31.1,4025232433,141,53.4,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506393987,4,1,1,0,2,4t4hod56fsj7utpjdor8so5q6,1,34.3,57,2023-02-11T16:00:07.347Z,2023-02-12T03:05:38Z,4025232545,140,44.6,4025232549,212,27.4,4025232547,141,94.1,4025232543,56,Back,4025232551,213,1.2,4026957179,178,,,,,,,,270djbc9lxhoupmd1djrii191,G. Maripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506394051,5,1,1,0,5,4t4hod56fsj7utpjdor8so5q6,1,48.2,84.3,2023-02-11T16:00:10.923Z,2023-02-12T03:05:37Z,4025232835,1,,4025232823,155,,4026957265,178,,4025232827,140,76.7,4025232829,141,43.1,4025232833,213,5.5,4025232825,56,Center,4025232831,212,41.0,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506394057,6,44,1,0,8,4t4hod56fsj7utpjdor8so5q6,1,78.9,46.7,2023-02-11T16:00:13.970Z,2023-02-12T03:05:37Z,4025232867,233,3,4025232849,286,,4025232847,56,Center,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506394055,3,44,1,0,8,2b3mar72yy8d6uvat1ka6tn3r,0,21.1,53.3,2023-02-11T16:00:13.971Z,2023-02-12T03:05:36Z,4025232845,285,,4025232843,56,Back,4025232879,233,6,,,,,,,,,,,,,,,,atlhc604ri3rr4w012otutyj8,E. Bitshiabu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506394073,7,1,1,0,9,4t4hod56fsj7utpjdor8so5q6,1,78.3,47.2,2023-02-11T16:00:14.089Z,2023-02-12T03:05:36Z,4025232925,3,,4025232931,140,82.9,4025232933,141,36.1,4025232937,213,5.3,4026957497,388,,4025232935,212,9.0,4025232929,56,Center,4025232927,168,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
