id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2506999663,6,4,1,0,9,3unkqo2g6ag99gd5ynz1j7vse,1,50.7,23.4,2023-02-12T14:00:24.847Z,2023-02-13T03:42:50Z,4028374595,152,,4028374591,13,,4028374597,265,,4028374593,56,Center,4028374599,286,,4028481531,233,5,,,,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999807,5,4,1,0,9,3c3jcs7vc1t6vz5lev162jyv7,0,49.3,76.6,2023-02-12T14:00:24.848Z,2023-02-13T03:42:50Z,4028375273,152,,4028375269,13,,4028375567,285,,4028375275,265,,4028375271,56,Back,4029627971,178,,4028481559,233,6,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507030445,234,1,1,0,29,3unkqo2g6ag99gd5ynz1j7vse,1,50.8,26.1,2023-02-12T14:00:44.261Z,2023-02-13T03:42:49Z,4029628383,178,,4028528013,212,7.6,4028528007,56,Back,4028528251,5,,4028528009,140,45.3,4028528253,152,,4028528015,213,2.4,4028528011,141,33.4,7ef73s1ryz38blmo3n9p9c82x,J. Reine-Adélaïde,4028662847,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999929,7,1,1,0,29,3unkqo2g6ag99gd5ynz1j7vse,1,48.5,32.3,2023-02-12T14:00:44.690Z,2023-02-13T03:42:49Z,4028375869,56,Back,4028375875,212,5.0,4028375871,140,47.2,4028375877,213,4.4,4028662881,189,,4029628641,178,,4028375873,141,25.2,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999947,8,1,1,0,31,3unkqo2g6ag99gd5ynz1j7vse,1,49.9,24.6,2023-02-12T14:00:46.689Z,2023-02-13T03:42:48Z,4028375965,140,32.0,4028375967,141,21.5,4029628989,178,,4028375969,212,18.9,4028375971,213,3.3,4028375963,56,Back,,,,,,,7ef73s1ryz38blmo3n9p9c82x,J. Reine-Adélaïde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999991,9,1,1,0,34,3unkqo2g6ag99gd5ynz1j7vse,1,32.5,14.4,2023-02-12T14:00:49.188Z,2023-02-13T03:42:47Z,4028376203,213,2.7,4028376197,141,34.4,4028376195,140,4.6,4028376199,212,32.3,4028376193,56,Back,4029629187,178,,4030394481,1,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000041,10,1,1,0,36,3unkqo2g6ag99gd5ynz1j7vse,0,5.6,36.8,2023-02-12T14:00:51.841Z,2023-02-13T03:42:47Z,4028376439,212,35.3,4028376433,56,Back,4028376443,1,,4029629481,178,,4028376441,213,6.2,4028376437,141,32.8,4028376431,157,,4028376435,140,39.1,8xdrtww8r5jbxuxtall0wh591,G. Gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000073,6,1,1,0,40,3c3jcs7vc1t6vz5lev162jyv7,0,53.3,65.3,2023-02-12T14:00:55.670Z,2023-02-13T03:42:46Z,4028376625,213,0.3,4028376617,56,Center,4029629621,388,,4028376621,141,70.4,4028376623,212,11.8,4028376613,3,,4028376619,140,64.0,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000075,11,1,1,0,41,3unkqo2g6ag99gd5ynz1j7vse,0,38.1,34.1,2023-02-12T14:00:56.838Z,2023-02-13T03:42:46Z,4028376627,157,,4028376639,1,,4028376633,141,14.2,4029629971,178,,4028376631,140,28.4,4028376629,56,Back,4028376635,212,16.9,4028376637,213,4.1,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000113,7,44,1,0,44,3c3jcs7vc1t6vz5lev162jyv7,1,67.3,84,2023-02-12T14:00:59.110Z,2023-02-13T03:42:45Z,4028376791,233,12,4028376783,56,Left,4028376785,286,,,,,,,,,,,,,,,,,18b0ti0bsq68842kgbczsbgmh,M. Maolida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000081,12,44,1,0,44,3unkqo2g6ag99gd5ynz1j7vse,0,32.7,16,2023-02-12T14:00:59.111Z,2023-02-13T03:42:45Z,4028376661,285,,4028376801,233,7,4028376659,56,Back,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000141,8,1,1,0,44,3c3jcs7vc1t6vz5lev162jyv7,0,67.5,83,2023-02-12T14:00:59.144Z,2023-02-13T03:42:44Z,4028376933,213,1.2,4029630301,388,,4028376925,56,Left,4028376927,140,72.1,4028376929,141,100.0,4028376923,3,,4028376931,212,13.5,,,,18b0ti0bsq68842kgbczsbgmh,M. Maolida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000145,9,5,1,0,46,3c3jcs7vc1t6vz5lev162jyv7,0,71.2,101,2023-02-12T14:01:01.242Z,2023-02-12T19:22:56Z,4028377145,233,13,4028376945,347,,4028376943,56,Left,,,,,,,,,,,,,,,,18b0ti0bsq68842kgbczsbgmh,M. Maolida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000181,13,5,1,0,46,3unkqo2g6ag99gd5ynz1j7vse,1,28.8,-1,2023-02-12T14:01:01.242Z,2023-02-12T19:22:55Z,4028377109,347,,4028377107,56,Back,4028377127,233,9,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000209,14,1,1,0,52,3unkqo2g6ag99gd5ynz1j7vse,1,36,0,2023-02-12T14:01:08.100Z,2023-02-13T03:42:44Z,4028377237,212,5.2,4028377229,140,34.7,4028377233,141,6.4,4028377221,107,,4028377239,213,1.8,4028377225,56,Back,,,,,,,4hns4p7a45kno60qqzlniycmi,T. Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000211,15,61,1,0,53,3unkqo2g6ag99gd5ynz1j7vse,0,42.3,6.2,2023-02-12T14:01:09.039Z,2023-02-13T03:42:44Z,4028377253,56,Back,4029630999,178,,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000233,10,49,1,0,54,3c3jcs7vc1t6vz5lev162jyv7,1,61.5,85.3,2023-02-12T14:01:10.090Z,2023-02-13T03:42:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000247,11,1,1,0,55,3c3jcs7vc1t6vz5lev162jyv7,0,61.4,85.5,2023-02-12T14:01:10.149Z,2023-02-13T03:42:43Z,4028377415,56,Left,4029631539,178,,4028377421,212,5.5,4028377417,140,65.9,4028377423,213,0.5,4028377419,141,89.6,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000241,16,49,1,0,55,3unkqo2g6ag99gd5ynz1j7vse,1,38.2,9.2,2023-02-12T14:01:10.356Z,2023-02-13T03:42:42Z,,,,,,,,,,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000271,17,1,1,0,56,3unkqo2g6ag99gd5ynz1j7vse,1,33.6,15.7,2023-02-12T14:01:11.928Z,2023-02-13T03:42:41Z,4028377509,141,16.6,4028377511,212,12.2,4029632105,178,,4028377507,140,22.0,4028377513,213,3.1,4028377505,56,Back,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000353,18,1,1,0,58,3unkqo2g6ag99gd5ynz1j7vse,1,24.9,16.4,2023-02-12T14:01:14.029Z,2023-02-13T03:42:40Z,4028377931,141,35.2,4028377929,140,1.9,4028377935,213,2.7,4028377933,212,27.3,4028377927,56,Back,4029632413,178,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000365,19,1,1,1,2,3unkqo2g6ag99gd5ynz1j7vse,0,0.8,31.5,2023-02-12T14:01:17.189Z,2023-02-13T03:42:39Z,4028377975,56,Back,4029632663,178,,4028377977,140,30.9,4028377983,213,6.0,4028377981,212,33.1,4029257807,1,,4028377973,155,,4028377979,141,16.9,8xdrtww8r5jbxuxtall0wh591,G. Gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507169471,903,1,1,1,3,3c3jcs7vc1t6vz5lev162jyv7,0,68.8,84.6,2023-02-12T14:01:18.942Z,2023-02-13T03:42:39Z,4029633183,178,,4029261477,56,Left,4029261483,212,7.5,4029261481,141,79.0,4029261485,213,5.7,4029261473,3,,4029261479,140,74.9,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507346825,1610,83,1,1,6,3c3jcs7vc1t6vz5lev162jyv7,1,72.1,75.5,2023-02-12T14:01:21.306Z,2023-02-13T03:42:37Z,4030226427,399,468426,,,,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000463,20,1,1,1,6,3unkqo2g6ag99gd5ynz1j7vse,1,27.9,24.5,2023-02-12T14:01:21.311Z,2023-02-13T03:42:37Z,4028378415,140,34.6,4029633469,178,,4028378421,213,1.1,4028378417,141,47.2,4028378419,212,17.0,4028378413,56,Back,,,,,,,c8mp2wwwyvy930vfjnivg2hre,L. Agoumé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000475,21,1,1,1,9,3unkqo2g6ag99gd5ynz1j7vse,0,37.3,49.2,2023-02-12T14:01:24.151Z,2023-02-13T03:42:36Z,4028378467,140,34.5,4028381881,286,,4029633913,178,,4028381877,233,12,4028378469,141,55.7,4028378465,56,Back,4028378473,213,2.2,4028378471,212,5.3,demp53kye0ium76t240vo8cet,Rony Lopes,4028381875,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000593,12,74,1,1,9,3c3jcs7vc1t6vz5lev162jyv7,1,62.2,50.4,2023-02-12T14:01:24.221Z,2023-02-13T03:42:35Z,4028381901,233,21,4028379101,56,Center,4028379103,285,,4029634051,178,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001025,16,2,1,1,9,3c3jcs7vc1t6vz5lev162jyv7,1,62.3,50.4,2023-02-12T14:01:24.245Z,2023-02-13T03:42:35Z,4028381249,7,edti8t30h7ukwi3wqlzaczje1,4028381253,140,84.5,4028381251,56,Center,4029634867,178,,4028381255,141,53.9,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000595,22,55,1,1,9,3unkqo2g6ag99gd5ynz1j7vse,1,25.5,27.1,2023-02-12T14:01:24.246Z,2023-02-13T03:42:34Z,4028379241,189,,,,,,,,,,,,,,,,,,,,,,,87gvtfqgn555sywr78abximsp,J. Porozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000733,13,43,1,1,31,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-12T14:01:46.865Z,2023-02-12T14:01:57Z,4028380623,144,49,,,,,,,,,,,,,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000753,14,43,1,1,32,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-12T14:01:47.208Z,2023-02-12T14:01:55Z,4028379937,17,0,4028379945,252,0,4028379939,56,Center,4028380465,144,39,4028379935,22,0,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000759,15,43,1,1,33,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2023-02-12T14:01:48.476Z,2023-02-12T14:01:51Z,4028379965,56,Center,4028380201,144,5,4028379967,346,0,,,,,,,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001177,23,1,1,1,55,3unkqo2g6ag99gd5ynz1j7vse,0,21.4,48.3,2023-02-12T14:02:10.503Z,2023-02-13T03:42:34Z,4028382001,5,,4028382005,241,,4028382013,212,51.7,4029635917,178,,4028382007,56,Center,4028382015,213,0.1,4028382011,141,59.0,4028382017,1,,8xdrtww8r5jbxuxtall0wh591,G. Gallon,4028382009,140,70.1,4028382003,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001209,17,49,1,1,58,3c3jcs7vc1t6vz5lev162jyv7,1,27.8,45.5,2023-02-12T14:02:13.781Z,2023-02-13T03:42:33Z,,,,,,,,,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507172105,904,61,1,1,58,3c3jcs7vc1t6vz5lev162jyv7,0,27.7,45.5,2023-02-12T14:02:13.796Z,2023-02-13T03:42:33Z,4030227277,388,,4029275931,56,Back,,,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001307,25,3,1,2,0,3unkqo2g6ag99gd5ynz1j7vse,0,70.5,58.8,2023-02-12T14:02:15.482Z,2023-02-13T03:42:32Z,4028671243,233,19,4028382669,286,,4029278255,465,,4029636633,178,,4028382667,56,Center,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001251,19,7,1,2,0,3c3jcs7vc1t6vz5lev162jyv7,0,29.5,41.2,2023-02-12T14:02:15.541Z,2023-02-13T03:42:32Z,4028382421,56,Back,4028382709,233,25,4029278501,385,,4029636761,178,,4028382423,285,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507173267,861,61,1,2,0,3unkqo2g6ag99gd5ynz1j7vse,1,70,60.7,2023-02-12T14:02:15.629Z,2023-02-13T03:42:31Z,4029637287,178,,4029282231,56,Center,,,,,,,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507265449,972,67,1,2,1,3c3jcs7vc1t6vz5lev162jyv7,1,29.7,35.3,2023-02-12T14:02:16.795Z,2023-02-13T03:42:31Z,4029790215,233,943,,,,,,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507265447,943,67,1,2,1,3unkqo2g6ag99gd5ynz1j7vse,0,70.3,64.7,2023-02-12T14:02:16.796Z,2023-02-13T03:42:31Z,4029790239,233,972,,,,,,,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001233,18,1,1,2,1,3c3jcs7vc1t6vz5lev162jyv7,0,31.3,36.7,2023-02-12T14:02:16.827Z,2023-02-13T03:42:30Z,4028382317,213,2.9,4028382311,140,25.7,4028382313,141,38.6,4028382309,56,Back,4029638435,178,,4028382613,233,24,4028382315,212,6.0,4028382617,286,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,4028382611,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001281,24,74,1,2,1,3unkqo2g6ag99gd5ynz1j7vse,1,70.9,67.5,2023-02-12T14:02:16.890Z,2023-02-13T03:42:30Z,4028382553,285,,4029638875,178,,4028382633,233,18,4028382551,56,Center,,,,,,,,,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001319,26,49,1,2,1,3unkqo2g6ag99gd5ynz1j7vse,1,71.1,65.7,2023-02-12T14:02:16.965Z,2023-02-13T03:42:29Z,,,,,,,,,,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001347,27,13,1,2,3,3unkqo2g6ag99gd5ynz1j7vse,1,78.8,67.3,2023-02-12T14:02:18.571Z,2023-02-13T03:42:28Z,4028383505,102,59.5,4028383513,230,95.9,4028382875,56,Center,4028382873,18,,4028383507,103,69.4,4028676123,55,24,4029639611,178,,4028383515,231,51.7,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,4028383187,72,,4028382871,22,,4028383509,215,4028676119,29,4028383503,77,,,,,,,,,,,,,,,,,,,,,,,,,
2507001285,20,5,1,2,4,3c3jcs7vc1t6vz5lev162jyv7,1,-1.2,43.6,2023-02-12T14:02:19.815Z,2023-02-12T19:26:17Z,4028382957,233,28,4028382569,56,Back,4028382571,346,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001363,28,5,1,2,4,3unkqo2g6ag99gd5ynz1j7vse,0,101.2,56.4,2023-02-12T14:02:19.815Z,2023-02-12T19:26:17Z,4028382979,233,20,4028382937,56,Center,4028382939,346,,,,,,,,,,,,,,,,,9nhlgi0k783bq8a2704bu6n6d,X. Chavalerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
