id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/18/value,assist
2476165093,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-23T12:08:09.555Z,2022-10-23T13:23:15Z,3866091789,130,8,3866091785,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866091787,59,"30, 3, 12, 8, 4, 2, 21, 17, 28, 10, 6, 24, 5, 7, 11, 14, 16, 19, 23, 31",3866091783,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, ccc0ytvrgtomxfunopwy2kij9, 2rsqkarlkh6z8vrb0clfbz6xh, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, cphxr8p8dhc1qeqfgdt7is4ph, aa0888u38mjc1euhofseazb2t, 684cguhktvth28ql6qgvvmcyc, eswivc2a0iwwdly6ft8eh0ogl, anr9qh585ctgk2d17zperhgix, 98gymyp93rh6s57b50xq6fqax, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, en42iersp8me42z7r4lzhwiga, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, b3xdln1shzyzwkhzdmbb2fqax, c44zop1hvob3cmgu2grj8m0yy, eu71261se8nv26xcd39nrdous",3866359989,197,15757,3866091795,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866091793,194,eswivc2a0iwwdly6ft8eh0ogl,3866091791,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476170395,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-10-23T12:12:15.796Z,2022-10-23T12:59:35Z,3866364525,197,16155,3866118235,194,9ysk6656hj0na1hrizgt83k5x,3866118229,59,"1, 2, 11, 23, 22, 24, 10, 17, 20, 9, 14, 3, 5, 6, 12, 16, 18, 19, 27, 29",3866118225,30,"2vgr8c97x4b2e51tyvvixusid, 1y5p476l4ihjndiyvfsmcg82x, 9ysk6656hj0na1hrizgt83k5x, 4jal44qeyp9ur58768qre5uqd, 7z1gixk4hvbbgo71xgb04942x, d5at3cowukpxiptq5ozcbe6s5, c8u45gxriyq1rup5fpr30xrdh, wg9qybhs3qeq9awhux331uqx, bndkgzdolm2c3iteenkv8s3it, 950o8rjqvnl5bnidq2dc3fglx, 42vsnv2j6emkbynforgon4n2t, 17acodpsoxkhha2iem2465ivp, eo47h2ekymiisj3kry3og7tgp, 88nw24pkg2ikj9c91tccvqol, f0busiccqoe2jg69st02ngfe1, cgeh7qj32flqu9p3a4wnn3s9h, 9hz4s6zmelmg4ix47xbre3q3t, egtyl4noukbjkm1va1i11e87o, cb6w7n7n1eh9huwzyzvgmdxih, 7bba28af7hqhh7ruo91x2mk9g",3866118233,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866118237,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866118231,130,12,3866118227,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219119,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-10-23T13:00:45.346Z,2022-10-23T13:00:46Z,3866369481,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219097,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-23T13:00:45.346Z,2022-10-23T20:35:51Z,3866369431,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219193,3,1,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,50.1,49.9,2022-10-23T13:00:45.636Z,2022-10-23T20:41:11Z,3866369889,140,30.3,3868587463,178,,3866369887,56,Back,3866369895,213,3.1,3866369893,212,20.8,3866369897,279,S,3866369891,141,50.5,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219263,4,1,1,0,3,4aghw9tyi8ba3ju1ne83gmf9w,0,33.2,57.1,2022-10-23T13:00:48.993Z,2022-10-24T02:15:19Z,3866370207,212,45.1,3868062637,1,,3868062633,155,,3866370203,140,67.5,3866370201,56,Right,3866370205,141,17.2,3868587699,178,,3866370209,213,5.6,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219271,3,44,1,0,7,71ajatxnuhc5cnm3xvgdky49w,1,25.4,82.9,2022-10-23T13:00:52.564Z,2022-10-24T02:15:18Z,3866370417,233,5,3866370245,285,,3866370243,56,Back,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219275,5,44,1,0,7,4aghw9tyi8ba3ju1ne83gmf9w,0,74.6,17.1,2022-10-23T13:00:52.565Z,2022-10-24T02:15:18Z,3866370565,233,3,3866370251,56,Right,3866370253,286,,,,,,,,,,,,,,,,,684cguhktvth28ql6qgvvmcyc,F. Chaïbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219289,4,1,1,0,7,71ajatxnuhc5cnm3xvgdky49w,0,25.5,84.9,2022-10-23T13:00:52.624Z,2022-10-24T02:15:18Z,3866370329,141,78.7,3866370319,56,Back,3866370323,140,40.8,3866370313,3,,3868588147,388,,3866370335,213,6.0,3866370333,212,16.6,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219337,6,1,1,0,8,4aghw9tyi8ba3ju1ne83gmf9w,1,61.4,25.3,2022-10-23T13:00:54.235Z,2022-10-24T02:15:17Z,3866370577,140,60.2,3866370581,212,1.7,3866370585,213,2.4,3866370575,56,Center,3866370579,141,27.0,3868588659,178,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219355,7,1,1,0,9,4aghw9tyi8ba3ju1ne83gmf9w,1,65,33.7,2022-10-23T13:00:55.201Z,2022-10-24T02:15:17Z,3866370671,213,4.0,3866370665,140,55.5,3866370669,212,15.9,3866370663,56,Right,3866370667,141,15.4,3868588789,178,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219395,8,1,1,0,11,4aghw9tyi8ba3ju1ne83gmf9w,1,61,17,2022-10-23T13:00:57.043Z,2022-10-24T02:15:16Z,3866370949,155,,3868589079,178,,3866370959,213,5.8,3866370955,141,2.2,3866370951,56,Right,3866370953,140,79.1,3866370957,212,21.5,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219415,9,1,1,0,15,4aghw9tyi8ba3ju1ne83gmf9w,1,80.9,3.7,2022-10-23T13:01:00.901Z,2022-10-24T02:15:15Z,3866371047,56,Right,3868589297,178,,3866371049,140,82.1,3866371051,141,6.8,3866371053,212,2.5,3866371055,213,1.0,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219439,10,1,1,0,17,4aghw9tyi8ba3ju1ne83gmf9w,1,82.6,11.3,2022-10-23T13:01:02.371Z,2022-10-24T02:15:14Z,3868589425,178,,3866371159,56,Right,3866371167,213,6.0,3866371163,141,7.7,3866371161,140,89.7,3866371165,212,7.8,,,,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219449,11,3,1,0,17,4aghw9tyi8ba3ju1ne83gmf9w,0,91.3,10.1,2022-10-23T13:01:03.146Z,2022-10-24T02:15:14Z,3868589851,178,,3866371407,233,6,3866371205,286,,3868065555,464,,3866371203,56,Right,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219481,6,7,1,0,18,71ajatxnuhc5cnm3xvgdky49w,1,8.7,89.9,2022-10-23T13:01:03.497Z,2022-10-24T02:15:13Z,3868065393,383,,3868590179,178,,3866371343,56,Back,3866371347,285,,3866371369,233,11,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219443,5,49,1,0,18,71ajatxnuhc5cnm3xvgdky49w,1,6.7,92.7,2022-10-23T13:01:04.111Z,2022-10-24T02:15:13Z,,,,,,,,,,,,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219499,7,1,1,0,20,71ajatxnuhc5cnm3xvgdky49w,0,8.3,97.1,2022-10-23T13:01:06.025Z,2022-10-24T02:15:12Z,3868591013,178,,3866371515,236,,3866371455,141,93.5,3866371459,212,4.6,3866371451,140,12.0,3866371521,286,,3866371517,233,12,3866371449,56,Back,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,3866371461,213,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219507,12,74,1,0,20,4aghw9tyi8ba3ju1ne83gmf9w,1,90.3,1.9,2022-10-23T13:01:06.110Z,2022-10-24T02:15:12Z,3868591221,178,,3866371573,233,7,3866371481,285,,3866371479,56,Right,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219511,13,49,1,0,22,4aghw9tyi8ba3ju1ne83gmf9w,1,89.1,1.7,2022-10-23T13:01:07.456Z,2022-10-24T02:15:11Z,,,,,,,,,,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219521,14,1,1,0,22,4aghw9tyi8ba3ju1ne83gmf9w,0,89.1,1.7,2022-10-23T13:01:07.548Z,2022-10-24T02:15:11Z,3868592189,178,,3866741385,213,2.0,3866741379,141,10.6,3866741377,140,86.5,3866741381,212,6.6,3866371625,56,Right,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219539,8,49,1,0,23,71ajatxnuhc5cnm3xvgdky49w,1,11.5,87.2,2022-10-23T13:01:08.732Z,2022-10-24T02:15:11Z,,,,,,,,,,,,,,,,,,,,,,,,,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219593,9,1,1,0,25,71ajatxnuhc5cnm3xvgdky49w,0,8.9,75.5,2022-10-23T13:01:10.566Z,2022-10-24T02:15:09Z,3866372003,1,,3866372001,213,5.4,3866371991,155,,3866371997,141,19.4,3868592577,178,,3866371993,56,Back,3866371999,212,51.4,3866371995,140,41.7,wg9qybhs3qeq9awhux331uqx,J. Bellegarde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219673,15,49,1,0,29,4aghw9tyi8ba3ju1ne83gmf9w,1,60.5,81.2,2022-10-23T13:01:15.039Z,2022-10-24T02:15:09Z,,,,,,,,,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219761,16,1,1,0,32,4aghw9tyi8ba3ju1ne83gmf9w,1,61.8,91.7,2022-10-23T13:01:18.009Z,2022-10-24T02:15:08Z,3866372713,56,Center,3866372717,141,72.2,3866372721,213,4.5,3868593085,178,,3866372719,212,13.6,3866372715,140,59.0,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219775,17,1,1,0,33,4aghw9tyi8ba3ju1ne83gmf9w,1,61.5,80.4,2022-10-23T13:01:18.873Z,2022-10-24T02:15:07Z,3869135903,1,,3866372825,140,29.4,3866372819,56,Back,3866372831,141,72.5,3868593235,178,,3866372839,213,3.3,3866372835,212,34.1,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219889,18,1,1,0,38,4aghw9tyi8ba3ju1ne83gmf9w,1,34.2,71.3,2022-10-23T13:01:23.940Z,2022-10-24T02:15:06Z,3866373397,140,39.0,3868593421,178,,3866373399,141,85.2,3866373395,56,Back,3866373403,213,1.1,3866373401,212,10.7,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219923,19,1,1,0,42,4aghw9tyi8ba3ju1ne83gmf9w,0,52,83.8,2022-10-23T13:01:27.645Z,2022-10-24T02:15:05Z,3866373545,213,5.5,3866373547,1,,3866373543,212,44.1,3866373541,141,37.4,3866373537,56,Center,3868593635,178,,3866373535,155,,3866373539,140,81.4,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219949,10,49,1,0,45,71ajatxnuhc5cnm3xvgdky49w,1,18.6,61,2022-10-23T13:01:30.872Z,2022-10-24T02:15:05Z,,,,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476219985,11,1,1,0,45,71ajatxnuhc5cnm3xvgdky49w,1,18.5,60.7,2022-10-23T13:01:30.929Z,2022-10-24T02:15:04Z,3866373873,56,Back,3866373877,141,50.4,3866373881,213,3.6,3868594039,178,,3866373879,212,15.9,3866373875,140,4.9,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220059,12,1,1,0,47,71ajatxnuhc5cnm3xvgdky49w,1,4.2,45.7,2022-10-23T13:01:33.057Z,2022-10-24T02:15:04Z,3868594283,178,,3866374247,157,,3866374249,56,Back,3866374251,140,26.9,3866374257,213,0.4,3866374253,141,60.3,3866374255,212,25.8,3866374259,1,,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220075,13,1,1,0,49,71ajatxnuhc5cnm3xvgdky49w,0,27.8,53.1,2022-10-23T13:01:35.164Z,2022-10-24T02:15:04Z,3866374369,141,61.7,3868594579,388,,3866374365,56,Back,3866374361,3,,3866374367,140,38.5,3866374363,168,,3866374371,212,12.7,3866374373,213,0.5,42vsnv2j6emkbynforgon4n2t,S. Prcić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476220087,20,49,1,0,51,4aghw9tyi8ba3ju1ne83gmf9w,1,61.8,49.2,2022-10-23T13:01:36.491Z,2022-10-24T02:15:03Z,,,,,,,,,,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
